Date,Close,High,Low,Open,Volume,"('Close', 'SNY')","('High', 'SNY')","('Low', 'SNY')","('Open', 'SNY')","('Volume', 'SNY')"
2024-06-03,47.16020584106445,47.3038424468903,46.44203011759647,46.461181908561954,1976000.0,,,,,
2024-06-04,47.12190246582031,47.61983807461517,46.95911772114559,47.476205120989945,1512400.0,,,,,
2024-06-05,47.0452995300293,47.65814223978831,46.987844156177886,47.52408335363236,1956200.0,,,,,
2024-06-06,47.40917205810547,47.4953532914714,46.94954003109736,47.00699540428487,1065100.0,,,,,
2024-06-07,46.90166091918945,47.32298935095104,46.86335733825735,47.16977868005314,1284200.0,,,,,
2024-06-10,46.7867546081543,46.7867546081543,46.0685788914581,46.193063705144674,3570000.0,,,,,
2024-06-11,46.451602935791016,46.53778416639967,45.982396854678775,46.10688166618694,5399100.0,,,,,
2024-06-12,46.38457489013672,46.86335870728325,46.11645712144046,46.42287847218779,1966000.0,,,,,
2024-06-13,45.51318740844727,45.58021684902988,45.08228490551059,45.42700617729382,2244700.0,,,,,
2024-06-14,44.28750228881836,44.86204139791945,43.952355083981146,44.81416374763278,3797400.0,,,,,
2024-06-17,45.28337478637695,45.30252657760718,44.40241065393986,44.70883200796215,2578100.0,,,,,
2024-06-18,45.21634292602539,45.57064191276556,45.15888755540652,45.561067844077655,2947800.0,,,,,
2024-06-20,44.86204147338867,45.21634412233326,44.82374154479326,44.909922776586455,2627600.0,,,,,
2024-06-21,45.20676803588867,45.27379747939362,44.53646994800845,45.00567970537382,4986700.0,,,,,
2024-06-24,46.89208984375,47.10275224666327,46.31754705158378,46.31754705158378,5560200.0,,,,,
2024-06-25,47.98371505737305,48.13692573376365,46.42287878032264,46.50906001409427,3156200.0,,,,,
2024-06-26,46.27924728393555,46.82506056407467,46.14518474164334,46.17391425569277,4095600.0,,,,,
2024-06-27,46.039852142333984,46.36542162089646,45.81960837897739,46.34627348331204,1097200.0,,,,,
2024-06-28,46.461181640625,46.8825100809441,46.011123687608034,46.07815312918538,3048900.0,,,,,
2024-07-01,47.48577880859375,47.56238231934564,47.150631599996856,47.28469048343561,3045300.0,,,,,
2024-07-02,46.4803352355957,46.77717887329421,46.39415399981823,46.77717887329421,2653900.0,,,,,
2024-07-03,46.7867546081543,47.16977946536058,46.45160374866438,46.65269572549057,1662300.0,,,,,
2024-07-05,47.55280685424805,47.65813987466628,46.91123831581768,47.29426316399341,2902400.0,,,,,
2024-07-08,48.10820007324219,48.23268123700544,47.82092685758992,48.00286704788045,2636400.0,,,,,
2024-07-09,47.945411682128906,48.00286705583501,47.50493144220744,47.57196088511589,3091400.0,,,,,
2024-07-10,48.86467361450195,48.91255491691864,48.18480149301903,48.22310507382017,3369300.0,,,,,
2024-07-11,49.03703689575195,49.3530359634028,48.70188969021066,49.24770294085252,1785700.0,,,,,
2024-07-12,49.151947021484375,49.56369773189712,49.03703627860449,49.20939874009379,1616300.0,,,,,
2024-07-15,48.02201843261719,48.78807181126717,47.99328891959674,48.77849408931681,1913200.0,,,,,
2024-07-16,47.9262580871582,48.10819827063143,47.73474383484295,47.8975322278016,1531500.0,,,,,
2024-07-17,48.079471588134766,48.34759301828848,47.64856540827233,47.64856540827233,1918600.0,,,,,
2024-07-18,48.223106384277344,48.42419470970211,48.08904750066083,48.242258175198366,3366100.0,,,,,
2024-07-19,48.47207260131836,48.491224392334495,47.89753348215692,48.05074415745535,2087300.0,,,,,
2024-07-22,48.89340591430664,49.09449424573244,48.71146572154267,48.80722467900548,2560800.0,,,,,
2024-07-23,48.29013442993164,48.43377103127118,48.098620179089096,48.42419330967227,1140800.0,,,,,
2024-07-24,49.027462005615234,49.09449144560077,48.21352735134287,48.33801216252909,2122200.0,,,,,
2024-07-25,50.84683990478516,51.10538360430746,50.32975615857118,50.46381504287964,4689000.0,,,,,
2024-07-26,50.176544189453125,50.60744669138229,50.14781467724879,50.435084229478406,1994400.0,,,,,
2024-07-29,49.87969970703125,49.91800329022698,49.1902498208311,49.783944401872674,2927300.0,,,,,
2024-07-30,49.49666976928711,49.74563940012898,49.19024841812068,49.726487609077246,1889200.0,,,,,
2024-07-31,49.61157989501953,49.697761127258985,49.30515854768605,49.50624687196791,1787800.0,,,,,
2024-08-01,49.46794509887695,49.54455226492636,48.74976935490207,48.91255775634169,2249800.0,,,,,
2024-08-02,50.7989616394043,51.15326063691124,49.98503062147009,50.98090182547779,2499200.0,,,,,
2024-08-05,49.2668571472168,49.95630338282518,49.24770535555674,49.831822216280926,1848900.0,,,,,
2024-08-06,48.84552383422852,49.13279704922864,48.32844008345577,48.44334717775742,1597800.0,,,,,
2024-08-07,49.60200119018555,49.96587790274423,49.123217387861686,49.2093986183932,1720300.0,,,,,
2024-08-08,49.89884948730469,50.1861190440319,49.48709511662446,49.61157993057748,1925500.0,,,,,
2024-08-09,50.1478157043457,50.53084421705052,50.0137568207482,50.08078626254695,1874700.0,,,,,
2024-08-12,49.96587753295898,50.30102473097313,49.87969630306527,50.281872940682256,1444900.0,,,,,
2024-08-13,51.30647659301758,51.30647659301758,50.66490436613666,50.67447843541965,1527800.0,,,,,
2024-08-14,51.25859451293945,51.65119709855716,50.89472144039764,51.1628392102349,1622700.0,,,,,
2024-08-15,51.72780227661133,51.82355757563882,51.22986668544121,51.41180321472566,1327300.0,,,,,
2024-08-16,51.77568054199219,52.024650166953975,51.64162166062687,51.7948323325916,1439100.0,,,,,
2024-08-19,52.20658874511719,52.35979942308841,51.833137945864245,51.89058966708426,1362600.0,,,,,
2024-08-20,52.4555549621582,52.56088798864137,52.21616304845309,52.321496074936256,699400.0,,,,,
2024-08-21,52.87688446044922,53.049246922043245,52.56088539658333,52.66621841787196,1911600.0,,,,,
2024-08-22,52.88645935058594,52.94391472295305,52.5704639346433,52.82900397821883,1629100.0,,,,,
2024-08-23,53.82487487792969,53.93020790025853,53.202458118542886,53.35566879115832,2181300.0,,,,,
2024-08-26,53.88233184814453,54.16960141121517,53.71954344894507,53.84402826564693,979600.0,,,,,
2024-08-27,53.93021011352539,54.16002795829542,53.77699943462228,53.96851369645885,936200.0,,,,,
2024-08-28,53.729122161865234,53.98766586924612,53.49930431547197,53.738696231250856,721900.0,,,,,
2024-08-29,53.93978500366211,53.96851086293864,53.60463414983693,53.81530019207958,1338700.0,,,,,
2024-08-30,53.87275314331055,53.99723795774145,53.43227291111582,53.85360500524174,1669700.0,,,,,
2024-09-03,55.088863372802734,55.47189187750672,54.9260786326434,55.33783299670948,3562000.0,,,,,
2024-09-04,56.04643249511719,56.46776459223462,55.52934874848405,55.577226399657214,1992900.0,,,,,
2024-09-05,55.768741607666016,56.23794771112282,55.68256037295323,56.10388882442088,1319800.0,,,,,
2024-09-06,55.28038024902344,56.190070251250674,55.14632136186314,56.04643364196138,1660200.0,,,,,
2024-09-09,56.02727890014648,56.21879315150353,55.51976923895624,55.615528191050025,907900.0,,,,,
