Date,Close,High,Low,Open,Volume,"('Close', 'AU')","('High', 'AU')","('Low', 'AU')","('Open', 'AU')","('Volume', 'AU')"
2024-06-03,23.287464141845703,23.526163042261928,22.972381666141413,23.363847717133773,1209200.0,,,,,
2024-06-04,22.44724464416504,22.54272456783612,21.83617604647502,22.485435520956628,2188300.0,,,,,
2024-06-05,22.428150177001957,22.60001368980421,21.988945040843493,22.47589105340715,1539600.0,,,,,
2024-06-06,23.487972259521484,23.650287585301577,22.600012055026145,22.600012055026145,1575700.0,,,,,
2024-06-07,21.8361759185791,22.475889035962023,21.58792884693952,22.37086093842618,3265500.0,,,,,
2024-06-10,21.568832397460938,21.72159954527593,21.129625481646794,21.71205137089649,1983700.0,,,,,
2024-06-11,21.377872467041016,21.559284137272293,21.14872174623058,21.406516990065334,1521000.0,,,,,
2024-06-12,22.246736526489254,22.743230670537205,22.01758580334284,22.61910804508925,2514000.0,,,,,
2024-06-13,21.58793067932129,22.256286555578114,21.435163517826687,22.093971218849077,1969200.0,,,,,
2024-06-14,21.98894500732422,22.256286630272893,21.683408862181384,22.218095750335177,1384400.0,,,,,
2024-06-17,21.64521789550781,22.065328499908563,21.330135397489304,21.74069782666183,1333300.0,,,,,
2024-06-18,21.817081451416016,22.06532854446648,21.568834358365557,21.7406978705642,2161600.0,,,,,
2024-06-20,22.64775276184082,22.73368451830554,22.256286680669643,22.4567947194634,2155900.0,,,,,
2024-06-21,22.8482608795166,23.09650797447971,22.571369258590284,23.09650797447971,5795800.0,,,,,
2024-06-24,22.790971755981445,23.382944007699983,22.78142358145333,23.239725032034404,1196200.0,,,,,
2024-06-25,23.077411651611328,23.2779178702104,23.00102807007908,23.01057624541164,1355100.0,,,,,
2024-06-26,23.478424072265625,23.6120948742025,22.87690182129349,22.89599817046393,1355900.0,,,,,
2024-06-27,23.850793838500977,24.070396391157274,23.726671210821188,23.87943836233236,1333200.0,,,,,
2024-06-28,23.9940128326416,24.299548957011574,23.88898655410727,24.232711734690326,1334800.0,,,,,
2024-07-01,23.97492027282715,24.42367358991437,23.955823922024734,24.11813926158875,1072200.0,,,,,
2024-07-02,24.36638641357422,24.52870175350421,23.850795867516048,23.860344042938785,1194200.0,,,,,
2024-07-03,24.891521453857425,25.206603934749488,24.700563423057208,24.729206126056777,1177300.0,,,,,
2024-07-05,27.526758193969727,27.765457103671555,26.0659202109884,26.38100269894969,3953400.0,,,,,
2024-07-08,26.99207305908203,27.1352920402155,26.543317944768177,26.90614130617632,1577300.0,,,,,
2024-07-09,27.078004837036133,27.20212746849912,26.82020957808053,26.82975775298201,1051700.0,,,,,
2024-07-10,27.421730041503903,27.784553403428355,27.30715558488535,27.30715558488535,1460600.0,,,,,
2024-07-11,27.73681259155273,28.023252376002475,27.364442875009043,27.99460785121905,1520700.0,,,,,
2024-07-12,27.832290649414062,27.927770571147867,27.383537384731625,27.48856548075161,1449800.0,,,,,
2024-07-15,27.650880813598636,28.023252350937412,27.05890853762933,27.383539200371786,1477600.0,,,,,
2024-07-16,28.46245765686035,28.47200583184215,27.60314194090824,28.04234888443018,1949500.0,,,,,
2024-07-17,27.63178825378418,28.72980295194444,27.4599247352476,28.62477484147691,1455400.0,,,,,
2024-07-18,27.335798263549805,27.84184060635009,27.211675632138192,27.78455337809305,1304300.0,,,,,
2024-07-19,26.88704490661621,27.135291989981123,26.419195264511316,26.48603066750799,874600.0,,,,,
2024-07-22,26.90614128112793,27.04936026212807,26.304619011347945,26.447839813476232,972400.0,,,,,
2024-07-23,26.80111312866211,27.001621158591707,26.57196239526267,26.84885400299208,686700.0,,,,,
2024-07-24,26.4191951751709,27.22122365067516,26.39055065064284,26.80111306323765,632800.0,,,,,
2024-07-25,25.874961853027344,25.999084483227065,25.282987763057275,25.60761842189116,867800.0,,,,,
2024-07-26,25.884510040283203,26.275976101807416,25.846317341047605,26.17094800003765,1020800.0,,,,,
2024-07-29,25.91315269470215,26.21868700349808,25.693550137896093,26.037277145855576,898800.0,,,,,
2024-07-30,26.056373596191406,26.23778345453537,25.703098412075,26.113660824030124,688900.0,,,,,
2024-07-31,26.81066131591797,27.67952519671541,26.19004451836668,27.669977021845003,1962500.0,,,,,
2024-08-01,26.48603057861328,27.29760722898081,26.35235977306856,27.001621093362584,1127700.0,,,,,
2024-08-02,26.161399841308597,27.3548943762326,25.81767465361761,27.202127221452574,1455000.0,,,,,
2024-08-05,25.426204681396484,25.578973644751272,23.917627786060805,24.423670082892087,1597400.0,,,,,
2024-08-06,26.619701385498047,26.925237517102723,26.123209041537745,26.266428021932605,1528300.0,,,,,
2024-08-07,26.4191951751709,26.963428393307044,25.865413782192064,26.90614116537907,1455800.0,,,,,
