Date,Close,High,Low,Open,Volume,"('Close', 'CLM')","('High', 'CLM')","('Low', 'CLM')","('Open', 'CLM')","('Volume', 'CLM')"
2024-06-03,5.825031757354736,5.863455710491949,5.801977087632509,5.832716026762355,1316025.0,,,,,
2024-06-04,5.840401649475098,5.863455947830633,5.825031993138111,5.83271626285677,1054913.0,,,,,
2024-06-05,5.863456726074219,5.863456726074219,5.801978092566349,5.855771710735765,1686662.0,,,,,
2024-06-06,5.894195079803467,5.901879349771913,5.848086109293672,5.863456138430172,1245718.0,,,,,
2024-06-07,5.894195079803467,5.924934021176761,5.8711404083986185,5.894195079803467,1382370.0,,,,,
2024-06-10,5.894195079803467,5.909564736640065,5.87882579526677,5.909564736640065,1172261.0,,,,,
2024-06-11,5.901879787445068,5.901879787445068,5.878826231230313,5.901879787445068,1009701.0,,,,,
2024-06-12,5.840401649475098,5.917248814260363,5.83271626285677,5.901879157923377,3040278.0,,,,,
2024-06-13,5.848085880279541,5.863455908814142,5.817346940109999,5.840401610612014,3256382.0,,,,,
2024-06-14,5.8395094871521,5.894084790482093,5.831713554833385,5.847306174890613,1474622.0,,,,,
2024-06-17,5.862899303436279,5.8862878563339285,5.816121064511257,5.816121064511257,1521054.0,,,,,
2024-06-18,5.862899303436279,5.878491923841318,5.8239169970038684,5.847306305321333,1316533.0,,,,,
2024-06-20,5.862899303436279,5.8862878563339285,5.8239169970038684,5.8862878563339285,1238809.0,,,,,
2024-06-21,5.886287212371826,5.886287212371826,5.862898662032893,5.862898662032893,694436.0,,,,,
2024-06-24,5.925270080566406,5.956455318955936,5.878491467562356,5.88628739944986,925373.0,,,,,
2024-06-25,5.956455230712891,5.964252295614518,5.9174729278837335,5.933065924557371,746150.0,,,,,
2024-06-26,5.9330668449401855,5.948660221742659,5.909677912866268,5.9330668449401855,805282.0,,,,,
2024-06-27,5.940864086151123,5.972049709528164,5.917474396480884,5.933067397024388,1047191.0,,,,,
2024-06-28,6.003234386444092,6.02662369471684,5.948659837420887,5.964252835506023,1433982.0,,,,,
2024-07-01,6.011030673980713,6.03441960298575,5.9720483702192215,5.9720483702192215,1449832.0,,,,,
2024-07-02,6.026624202728272,6.026624202728272,6.003234892483932,6.018827514173532,1035812.0,,,,,
2024-07-03,6.026624202728272,6.04221720212781,6.011031581038671,6.018827514173532,830986.0,,,,,
2024-07-05,6.026624202728272,6.04221720212781,5.995438959349071,6.034420513573072,1540154.0,,,,,
2024-07-08,6.034420967102051,6.042217656242766,6.018827966530589,6.026624655671303,1172261.0,,,,,
2024-07-09,6.050012588500977,6.065605208781415,6.034419968220537,6.042216656070662,1254150.0,,,,,
2024-07-10,6.065605640411377,6.081198639511322,6.034420397631351,6.050013019021364,1373124.0,,,,,
2024-07-11,6.050012588500977,6.088994894621882,6.026623658080318,6.050012588500977,2179320.0,,,,,
2024-07-12,6.096790313720703,6.112383310398163,6.050012079108071,6.073401762979196,3563823.0,,,,,
2024-07-15,6.088094234466553,6.103907267257845,6.024841337203194,6.096001133911295,1864766.0,,,,,
2024-07-16,6.103906154632568,6.143439495502818,6.064373579860371,6.088093124723689,1488948.0,,,,,
2024-07-17,6.111814022064209,6.119720538272745,6.056467642506289,6.0960009896471385,1454302.0,,,,,
2024-07-18,6.096000671386719,6.119720218773972,6.072280357901331,6.111813702978221,1188415.0,,,,,
2024-07-19,6.096000671386719,6.119720218773972,6.080187639795216,6.096000671386719,666699.0,,,,,
2024-07-22,6.143438816070557,6.143438816070557,6.111812376701492,6.1276257879105165,934415.0,,,,,
2024-07-23,6.159254550933838,6.16716068494756,6.135534233647029,6.15134726777273,944067.0,,,,,
2024-07-24,6.088094234466553,6.143440615334266,6.048561652488323,6.135533715889524,1521663.0,,,,,
2024-07-25,6.103906154632568,6.135532597499353,6.040653268899,6.088093124723689,1250594.0,,,,,
2024-07-26,6.119720458984375,6.135533491196568,6.096000910666085,6.135533491196568,545389.0,,,,,
2024-07-29,6.096000671386719,6.159253563850863,6.080187639795216,6.151346281956977,1369466.0,,,,,
2024-07-30,6.056467533111572,6.119720427735525,6.048561400094929,6.111813911669802,1260450.0,,,,,
2024-07-31,6.088094234466553,6.127627582542974,6.080188101120003,6.111814166702587,1368146.0,,,,,
2024-08-01,6.02484130859375,6.135533686754449,6.001120993421258,6.119720654038247,1710842.0,,,,,
2024-08-02,5.922054767608643,6.009027975395022,5.842988841883148,6.009027975395022,2477922.0,,,,,
2024-08-05,5.582069873809815,5.6611357871145165,5.139299303717225,5.329057955307328,5100117.0,,,,,
2024-08-06,5.763921737670898,5.803454309401773,5.692761959408334,5.748108325929552,2002739.0,,,,,
2024-08-07,5.795548915863037,5.906241279947329,5.779735502108684,5.8271749772736525,1617472.0,,,,,
2024-08-08,5.835082530975342,5.882522008353723,5.811362217712556,5.850895562418448,1235862.0,,,,,
2024-08-09,5.87461519241333,5.906241638794528,5.835082613248169,5.835082613248169,1254150.0,,,,,
2024-08-12,5.914148330688477,5.953680908470044,5.835082409027228,5.898335299575849,1519225.0,,,,,
2024-08-13,5.969493389129639,5.977400670054926,5.929960814993409,5.953680359475147,1638910.0,,,,,
2024-08-14,6.02484130859375,6.032748208000946,5.977401827396049,5.977401827396049,3782263.0,,,,,
2024-08-15,6.024038314819336,6.0801878773266775,6.016017059777679,6.032059958468863,1855114.0,,,,,
2024-08-16,6.016016483306885,6.040080246126003,5.959866926179943,6.016016483306885,1491793.0,,,,,
2024-08-19,6.072165966033936,6.080187609329893,5.991952641937189,6.007995151313398,1059282.0,,,,,
2024-08-20,6.064145565032959,6.088208942334918,6.040081021907352,6.072166431728357,892962.0,,,,,
2024-08-21,6.0801873207092285,6.0962302179317485,6.072165677794052,6.088208186408737,1154887.0,,,,,
2024-08-22,6.024038314819336,6.10425164245165,6.016017059777679,6.10425164245165,985926.0,,,,,
2024-08-23,6.040080547332764,6.1122730052137095,6.032059681267572,6.048102190613659,1318158.0,,,,,
2024-08-26,6.048101425170898,6.056122290220976,6.024037275589455,6.024037275589455,757022.0,,,,,
2024-08-27,6.056122779846191,6.056122779846191,6.040080271233427,6.040080271233427,420522.0,,,,,
2024-08-28,6.007996082305908,6.088209418832426,5.9999752149827525,6.04810313917708,1042213.0,,,,,
2024-08-29,6.048101425170898,6.072165186144538,6.032058917855139,6.056122290220976,713842.0,,,,,
2024-08-30,6.088207721710205,6.1042506177082085,6.040079810931803,6.064144349232711,1347114.0,,,,,
2024-09-03,6.032060146331787,6.080188066688501,6.0240385024324326,6.064145556105557,1456944.0,,,,,
2024-09-04,6.064145565032959,6.064145565032959,6.040081021907352,6.048102665818516,1084072.0,,,,,
