Date,Close,High,Low,Open,Volume,"('Close', 'LNT')","('High', 'LNT')","('Low', 'LNT')","('Open', 'LNT')","('Volume', 'LNT')"
2024-06-03,49.02799606323242,49.60366946308614,48.92245941694391,49.21988719651699,1608400.0,,,,,
2024-06-04,49.680419921875,49.920282905136304,48.80731880920461,48.970427541032,1749000.0,,,,,
2024-06-05,49.037593841552734,49.6228601654874,48.8840816631452,49.57488463596958,1212500.0,,,,,
2024-06-06,48.500301361083984,49.3446202066988,48.4331400090484,48.83611178128107,1399000.0,,,,,
2024-06-07,48.09732818603516,48.31800169949763,47.94381601753871,47.98219131464872,1078300.0,,,,,
2024-06-10,48.11651992797852,48.27003210369611,47.83827796573445,48.0589514895773,1236300.0,,,,,
2024-06-11,48.1548957824707,48.212464221536095,47.44490333409256,47.74233111921624,1059900.0,,,,,
2024-06-12,47.82868194580078,48.75935158054777,47.6367944689622,48.74975867071345,1143600.0,,,,,
2024-06-13,47.81908416748047,48.04935424026947,47.253007384393584,47.74232625654459,1129300.0,,,,,
2024-06-14,47.81908416748047,47.88624550954004,47.43530193283834,47.63678961903571,949300.0,,,,,
2024-06-17,47.65597915649414,48.13570515723204,47.39693033691233,47.56963198997949,1316100.0,,,,,
2024-06-18,47.608009338378906,48.03976348963772,47.483283208030095,47.65598120851453,1234800.0,,,,,
2024-06-20,48.92245864868164,48.98961999527372,47.56003491777329,47.65597865289943,2880200.0,,,,,
2024-06-21,48.88408279418945,49.38299830056224,48.85529674380892,49.018405495901526,3960600.0,,,,,
2024-06-24,49.05678176879883,49.39258850468169,48.84570115766165,48.92245907444568,1750100.0,,,,,
2024-06-25,48.49070358276367,49.018401435789535,48.2796229775458,49.018401435789535,1508300.0,,,,,
2024-06-26,48.413944244384766,48.49070215675901,47.98219013732643,48.31800051393567,1407400.0,,,,,
2024-06-27,49.00880813598633,49.0567800022394,48.29881207137698,48.42354185165,1031300.0,,,,,
2024-06-28,48.83610916137695,49.181508813307815,48.65381093561509,49.181508813307815,2152600.0,,,,,
2024-07-01,48.682594299316406,49.488534096065656,48.481106605115,49.00880811371536,1301900.0,,,,,
2024-07-02,49.02799606323242,49.39258885047121,48.8552944092782,48.91286284726926,1351600.0,,,,,
2024-07-03,48.749759674072266,49.36380839663961,48.749759674072266,48.97043320499371,568400.0,,,,,
2024-07-05,49.49812698364258,49.65163915152674,48.701780096480576,48.84569935513019,1928500.0,,,,,
2024-07-08,49.30623626708984,49.555695829479134,49.15272409793444,49.4981273935388,1491200.0,,,,,
2024-07-09,49.57488250732422,49.776370206598095,49.19110390779358,49.39258794704858,1235300.0,,,,,
2024-07-10,49.89150238037109,50.00663559182823,49.35420796020649,49.87231290179177,1541900.0,,,,,
2024-07-11,51.14838790893555,51.39784382082594,50.006637676002285,50.025827155381386,1907100.0,,,,,
2024-07-12,51.6856803894043,51.99270474951807,51.21555093923843,51.32109124928112,1090400.0,,,,,
2024-07-15,51.36906433105469,51.41703620220051,50.966092561387626,51.13879422552792,1015700.0,,,,,
2024-07-16,52.44364547729492,52.49161734465421,51.39784266477949,51.66648805000658,1528700.0,,,,,
2024-07-17,53.29756164550781,53.68134393671629,52.6835129075896,52.74108134927662,2078300.0,,,,,
2024-07-18,52.77945327758789,54.01714724462205,52.72188849959864,53.10566710626312,1735100.0,,,,,
