Date,Close,High,Low,Open,Volume,"('Close', 'WPM')","('High', 'WPM')","('Low', 'WPM')","('Open', 'WPM')","('Volume', 'WPM')"
2024-06-03,54.58429718017578,55.22844509328585,54.14825463799525,54.8221351301233,1632700.0,,,,,
2024-06-04,52.31491088867188,53.92033044335059,51.75994931577605,53.92033044335059,2404600.0,,,,,
2024-06-05,53.17707824707031,53.45455713335608,52.23562716527266,52.67166973556892,1608100.0,,,,,
2024-06-06,55.0897102355957,55.14917161820529,53.08788905213613,53.12752997387585,1147900.0,,,,,
2024-06-07,52.11670684814453,53.65275658418464,51.88877722876521,53.31581632502255,2449100.0,,,,,
2024-06-10,53.32572937011719,53.42482789143878,52.35454949577375,52.35454949577375,1970400.0,,,,,
2024-06-11,52.85005187988281,52.899601142621925,52.13653039926698,52.76086169480583,1362900.0,,,,,
2024-06-12,53.03833770751953,54.06897895008453,52.681576986603474,54.02933802990136,1359400.0,,,,,
2024-06-13,52.40410232543945,53.2266306934529,52.02752111411088,52.68158122833076,710700.0,,,,,
2024-06-14,52.46355438232422,52.8995969326054,51.80949433726858,52.87977647301388,965800.0,,,,,
2024-06-17,52.21580505371094,52.49328771158901,51.71039655819053,52.11670653470417,1156300.0,,,,,
2024-06-18,52.21580505371094,52.67166807009414,51.83922765719227,52.08697773507537,1272200.0,,,,,
2024-06-20,53.38518905639648,54.098710534959615,52.562660712267466,52.562660712267466,1130700.0,,,,,
2024-06-21,52.53292465209961,53.51401662016372,51.86895626046223,53.39509764173256,4086400.0,,,,,
2024-06-24,52.83022689819336,53.24644520602712,52.532923786465126,52.889684496246126,988800.0,,,,,
2024-06-25,52.81040573120117,53.008606542909256,52.354546510528806,52.64193371812118,782100.0,,,,,
2024-06-26,52.37436294555664,52.96896537791291,51.97796510435183,52.275264430346944,1133700.0,,,,,
2024-06-27,52.503196716308594,52.97887641822481,52.22571783528236,52.86986577771701,867300.0,,,,,
2024-06-28,51.94823455810547,52.88968561089842,51.51219578160922,52.80049543157348,942000.0,,,,,
2024-07-01,51.571659088134766,52.46355713434161,51.49237724560989,52.027518341553794,679800.0,,,,,
2024-07-02,52.13652420043945,52.76085542174778,51.650932410451645,51.91850293386951,1254700.0,,,,,
2024-07-03,54.029335021972656,54.40591618201521,52.78067256828218,52.78067256828218,723600.0,,,,,
