Date,Close,High,Low,Open,Volume,"('Close', 'ASNS')","('High', 'ASNS')","('Low', 'ASNS')","('Open', 'ASNS')","('Volume', 'ASNS')"
2024-06-03,0.4679999947547912,0.488999992609024,0.4370000064373016,0.4799999892711639,67500.0,,,,,
2024-06-04,0.4699999988079071,0.4869999885559082,0.449999988079071,0.4539999961853027,12370800.0,,,,,
2024-06-05,3.7200000286102295,4.599999904632568,2.059999942779541,3.7100000381469727,89575500.0,,,,,
2024-06-06,1.9700000286102293,2.4600000381469727,1.950000047683716,2.259999990463257,8609700.0,,,,,
2024-06-07,1.559999942779541,1.7999999523162842,1.38100004196167,1.7200000286102295,2697900.0,,,,,
2024-06-10,1.649999976158142,1.781999945640564,1.4600000381469729,1.4600000381469729,1740000.0,,,,,
2024-06-11,1.399999976158142,1.659999966621399,1.3799999952316284,1.5800000429153442,691700.0,,,,,
2024-06-12,1.5,1.5299999713897705,1.350000023841858,1.440000057220459,2600000.0,,,,,
2024-06-13,1.4299999475479126,1.4900000095367432,1.3530000448226929,1.4299999475479126,557400.0,,,,,
2024-06-14,1.350000023841858,1.4600000381469729,1.3289999961853027,1.3899999856948853,436700.0,,,,,
2024-06-17,1.149999976158142,1.3200000524520874,1.0399999618530271,1.309999942779541,7708300.0,,,,,
2024-06-18,2.119999885559082,2.549999952316284,1.7999999523162842,2.4200000762939453,51371400.0,,,,,
2024-06-20,1.7799999713897705,1.996999979019165,1.7300000190734863,1.75,2014500.0,,,,,
2024-06-21,1.870000004768372,1.9800000190734863,1.659999966621399,1.7000000476837158,973400.0,,,,,
2024-06-24,1.7000000476837158,2.039999961853028,1.6799999475479126,1.950000047683716,816000.0,,,,,
2024-06-25,1.5399999618530271,1.7400000095367432,1.5,1.7200000286102295,723400.0,,,,,
2024-06-26,1.4500000476837158,1.5399999618530271,1.4299999475479126,1.4800000190734863,309900.0,,,,,
2024-06-27,1.4800000190734863,1.5299999713897705,1.4299999475479126,1.4700000286102295,1936600.0,,,,,
2024-06-28,2.309999942779541,2.7300000190734863,1.5199999809265137,1.6299999952316284,71610200.0,,,,,
2024-07-01,2.0199999809265137,2.309999942779541,1.7999999523162842,1.9800000190734863,5058200.0,,,,,
2024-07-02,1.7400000095367432,2.0,1.7300000190734863,2.0,1363600.0,,,,,
2024-07-03,1.7000000476837158,1.809999942779541,1.7000000476837158,1.7899999618530271,454600.0,,,,,
2024-07-05,1.600000023841858,1.715000033378601,1.590000033378601,1.649999976158142,573000.0,,,,,
2024-07-08,1.590000033378601,1.6699999570846558,1.5700000524520874,1.600000023841858,564400.0,,,,,
2024-07-09,1.5499999523162842,1.6299999952316284,1.5149999856948853,1.6200000047683716,461600.0,,,,,
2024-07-10,1.5700000524520874,1.6100000143051147,1.5099999904632568,1.5399999618530271,4117700.0,,,,,
2024-07-11,1.6799999475479126,1.840000033378601,1.5299999713897705,1.7699999809265137,9722300.0,,,,,
2024-07-12,1.8600000143051147,1.870000004768372,1.6100000143051147,1.6100000143051147,1688700.0,,,,,
2024-07-15,2.039999961853028,2.2100000381469727,1.8600000143051147,2.0199999809265137,8474200.0,,,,,
2024-07-16,2.069999933242798,2.130000114440918,1.9900000095367432,2.009999990463257,1061300.0,,,,,
2024-07-17,1.8600000143051147,2.109999895095825,1.7999999523162842,2.009999990463257,964100.0,,,,,
2024-07-18,1.8600000143051147,2.0799999237060547,1.830000042915344,1.909999966621399,950200.0,,,,,
2024-07-19,1.559999942779541,1.840000033378601,1.4299999475479126,1.7699999809265137,1660000.0,,,,,
2024-07-22,1.5800000429153442,1.6549999713897705,1.5499999523162842,1.6200000047683716,713200.0,,,,,
2024-07-23,1.5,1.600000023841858,1.4700000286102295,1.590000033378601,597800.0,,,,,
2024-07-24,1.3799999952316284,1.5,1.3700000047683716,1.4900000095367432,4192800.0,,,,,
2024-07-25,1.5800000429153442,1.6299999952316284,1.3200000524520874,1.4700000286102295,4511300.0,,,,,
2024-07-26,1.5800000429153442,1.6299999952316284,1.4500000476837158,1.4700000286102295,800600.0,,,,,
2024-07-29,1.4900000095367432,1.5800000429153442,1.4900000095367432,1.5,463000.0,,,,,
2024-07-30,1.4800000190734863,1.5099999904632568,1.399999976158142,1.4900000095367432,493400.0,,,,,
2024-07-31,1.5099999904632568,1.5809999704360962,1.4600000381469729,1.4800000190734863,415000.0,,,,,
2024-08-01,1.4700000286102295,1.5299999713897705,1.4299999475479126,1.5099999904632568,270100.0,,,,,
2024-08-02,1.4800000190734863,1.5,1.309999942779541,1.4600000381469729,1731400.0,,,,,
2024-08-05,1.2999999523162842,1.3489999771118164,1.2200000286102295,1.3200000524520874,371100.0,,,,,
2024-08-06,1.3200000524520874,1.3600000143051147,1.2799999713897705,1.3200000524520874,233300.0,,,,,
2024-08-07,1.159999966621399,1.3300000429153442,1.159999966621399,1.3300000429153442,312700.0,,,,,
2024-08-08,1.25,1.2699999809265137,1.149999976158142,1.159999966621399,257100.0,,,,,
2024-08-09,1.2899999618530271,1.3200000524520874,1.2000000476837158,1.2000000476837158,154400.0,,,,,
2024-08-12,1.309999942779541,1.3300000429153442,1.2400000095367432,1.2899999618530271,92700.0,,,,,
2024-08-13,1.2999999523162842,1.340000033378601,1.2799999713897705,1.309999942779541,99400.0,,,,,
2024-08-14,1.2400000095367432,1.309999942779541,1.2300000190734863,1.2999999523162842,960200.0,,,,,
2024-08-15,1.3799999952316284,1.4700000286102295,1.2999999523162842,1.340000033378601,1892100.0,,,,,
2024-08-16,1.2999999523162842,1.3799999952316284,1.2799999713897705,1.350000023841858,361400.0,,,,,
2024-08-19,1.2999999523162842,1.315000057220459,1.2400000095367432,1.2599999904632568,9380300.0,,,,,
2024-08-20,1.3799999952316284,1.7899999618530271,1.350000023841858,1.5,10973900.0,,,,,
