Date,Close,High,Low,Open,Volume,"('Close', 'MLEC')","('High', 'MLEC')","('Low', 'MLEC')","('Open', 'MLEC')","('Volume', 'MLEC')"
2024-06-03,11.800000190734863,12.600000381469728,11.199999809265137,12.600000381469728,7430.0,,,,,
2024-06-04,11.850000381469728,12.0,11.510000228881836,11.649999618530272,2840.0,,,,,
2024-06-05,11.699999809265137,11.899999618530272,11.399999618530272,11.899999618530272,5090.0,,,,,
2024-06-06,11.699999809265137,11.800000190734863,11.300000190734863,11.800000190734863,3630.0,,,,,
2024-06-07,11.100000381469728,11.699999809265137,11.0,11.699999809265137,6740.0,,,,,
2024-06-10,10.800000190734863,11.100000381469728,10.600000381469728,11.100000381469728,2830.0,,,,,
2024-06-11,10.800000190734863,11.100000381469728,10.800000190734863,10.899999618530272,1350.0,,,,,
2024-06-12,10.699999809265137,11.0,10.600000381469728,10.699999809265137,2490.0,,,,,
2024-06-13,10.600000381469728,10.699999809265137,10.399999618530272,10.5,2190.0,,,,,
2024-06-14,11.0,11.380000114440918,10.399999618530272,10.399999618530272,4900.0,,,,,
2024-06-17,10.5,11.199999809265137,10.199999809265137,10.600000381469728,3470.0,,,,,
2024-06-18,10.899999618530272,10.899999618530272,10.399999618530272,10.600000381469728,1600.0,,,,,
2024-06-20,10.600000381469728,10.800000190734863,10.300000190734863,10.800000190734863,2260.0,,,,,
2024-06-21,11.199999809265137,11.199999809265137,10.199999809265137,10.199999809265137,680.0,,,,,
2024-06-24,10.600000381469728,11.399999618530272,10.300000190734863,11.399999618530272,1500.0,,,,,
2024-06-25,11.600000381469728,11.600000381469728,10.199999809265137,10.5,9480.0,,,,,
2024-06-26,10.9399995803833,11.40999984741211,10.800000190734863,11.300000190734863,1140.0,,,,,
2024-06-27,10.800000190734863,11.300000190734863,10.800000190734863,11.0,1680.0,,,,,
2024-06-28,11.0,11.199999809265137,10.699999809265137,10.699999809265137,2740.0,,,,,
2024-07-01,11.100000381469728,11.399999618530272,10.600000381469728,11.399999618530272,790.0,,,,,
2024-07-02,10.75,10.899999618530272,10.600000381469728,10.600000381469728,840.0,,,,,
2024-07-03,10.699999809265137,10.710000038146973,10.600000381469728,10.710000038146973,380.0,,,,,
2024-07-05,10.699999809265137,11.0,10.5,11.0,600.0,,,,,
2024-07-08,10.600000381469728,10.800000190734863,10.5,10.800000190734863,710.0,,,,,
2024-07-09,10.350000381469728,10.800000190734863,10.100000381469728,10.600000381469728,3680.0,,,,,
2024-07-10,10.100000381469728,10.399999618530272,10.0,10.0,2970.0,,,,,
2024-07-11,10.0,10.199999809265137,9.600000381469728,10.199999809265137,3320.0,,,,,
2024-07-12,10.199999809265137,10.199999809265137,9.8100004196167,9.979999542236328,2140.0,,,,,
2024-07-15,8.899999618530273,9.0,8.300000190734863,8.75,138750.0,,,,,
2024-07-16,9.489999771118164,9.789999961853027,8.5,8.899999618530273,14490.0,,,,,
2024-07-17,9.5,9.800000190734863,9.06999969482422,9.699999809265137,3520.0,,,,,
2024-07-18,10.399999618530272,10.5,9.489999771118164,9.489999771118164,9960.0,,,,,
2024-07-19,10.300000190734863,10.300000190734863,9.449999809265137,10.300000190734863,5770.0,,,,,
2024-07-22,10.300000190734863,10.5,9.8100004196167,10.5,3200.0,,,,,
2024-07-23,10.699999809265137,10.699999809265137,10.0,10.199999809265137,1860.0,,,,,
2024-07-24,10.300000190734863,10.899999618530272,10.0,10.899999618530272,1240.0,,,,,
2024-07-25,10.300000190734863,10.300000190734863,10.0,10.300000190734863,720.0,,,,,
2024-07-26,10.100000381469728,10.399999618530272,10.0,10.399999618530272,1190.0,,,,,
2024-07-29,9.779999732971191,10.399999618530272,9.600000381469728,10.399999618530272,1560.0,,,,,
2024-07-30,9.699999809265137,10.149999618530272,9.579999923706056,10.100000381469728,830.0,,,,,
2024-07-31,9.600000381469728,9.800000190734863,9.399999618530272,9.4399995803833,840.0,,,,,
2024-08-01,9.859999656677246,9.899999618530272,9.399999618530272,9.59000015258789,1640.0,,,,,
2024-08-02,9.149999618530272,9.56999969482422,9.149999618530272,9.550000190734863,1090.0,,,,,
2024-08-05,8.350000381469727,8.800000190734863,8.100000381469727,8.800000190734863,990.0,,,,,
2024-08-06,8.010000228881836,8.399999618530273,8.0,8.399999618530273,1920.0,,,,,
2024-08-07,8.449999809265137,8.449999809265137,7.900000095367432,7.989999771118164,820.0,,,,,
2024-08-08,8.699999809265137,8.699999809265137,8.100000381469727,8.220000267028809,1030.0,,,,,
2024-08-09,9.100000381469728,9.90999984741211,8.319999694824219,8.449999809265137,2440.0,,,,,
2024-08-12,8.90999984741211,9.100000381469728,8.100000381469727,9.100000381469728,2260.0,,,,,
2024-08-13,8.8100004196167,9.0,8.25,8.25,300.0,,,,,
2024-08-14,8.600000381469727,9.050000190734863,7.960000038146973,8.899999618530273,3980.0,,,,,
2024-08-15,8.930000305175781,9.300000190734863,8.600000381469727,8.600000381469727,440.0,,,,,
2024-08-16,8.770000457763672,8.930000305175781,8.619999885559082,8.899999618530273,520.0,,,,,
2024-08-19,8.779999732971191,8.779999732971191,8.770000457763672,8.770000457763672,430.0,,,,,
2024-08-20,9.06999969482422,9.300000190734863,8.760000228881836,8.760000228881836,760.0,,,,,
2024-08-21,8.75,9.09000015258789,7.699999809265137,9.0,2150.0,,,,,
2024-08-22,8.739999771118164,8.75,8.520000457763672,8.739999771118164,510.0,,,,,
2024-08-23,8.720000267028809,9.270000457763672,8.720000267028809,9.270000457763672,370.0,,,,,
2024-08-26,8.470000267028809,9.220000267028809,8.449999809265137,8.449999809265137,670.0,,,,,
2024-08-27,8.6899995803833,8.699999809265137,8.199999809265137,8.399999618530273,470.0,,,,,
2024-08-28,8.399999618530273,8.6899995803833,8.399999618530273,8.6899995803833,450.0,,,,,
2024-08-29,8.699999809265137,8.850000381469727,8.699999809265137,8.699999809265137,430.0,,,,,
2024-08-30,8.699999809265137,9.18000030517578,8.699999809265137,8.699999809265137,900.0,,,,,
2024-09-03,9.420000076293944,10.300000190734863,8.699999809265137,8.699999809265137,12070.0,,,,,
2024-09-04,9.800000190734863,9.800000190734863,8.75,9.140000343322754,5410.0,,,,,
2024-09-05,9.0,9.720000267028809,9.0,9.350000381469728,1570.0,,,,,
2024-09-06,9.199999809265137,9.640000343322754,9.0,9.399999618530272,360.0,,,,,
2024-09-09,9.550000190734863,9.600000381469728,9.0,9.600000381469728,280.0,,,,,
2024-09-10,9.399999618530272,9.399999618530272,9.100000381469728,9.300000190734863,1490.0,,,,,
