Date,Close,High,Low,Open,Volume,"('Close', 'LPTH')","('High', 'LPTH')","('Low', 'LPTH')","('Open', 'LPTH')","('Volume', 'LPTH')"
2024-06-03,1.2799999713897705,1.2999999523162842,1.2599999904632568,1.2999999523162842,24900.0,,,,,
2024-06-04,1.2699999809265137,1.2799999713897705,1.25,1.2799999713897705,18300.0,,,,,
2024-06-05,1.2300000190734863,1.2999999523162842,1.2200000286102295,1.2599999904632568,91300.0,,,,,
2024-06-06,1.2300000190734863,1.2400000095367432,1.2200000286102295,1.2300000190734863,28100.0,,,,,
2024-06-07,1.2400000095367432,1.2400000095367432,1.2100000381469729,1.2300000190734863,15500.0,,,,,
2024-06-10,1.2000000476837158,1.2400000095367432,1.2000000476837158,1.2400000095367432,30200.0,,,,,
2024-06-11,1.190000057220459,1.2300000190734863,1.1799999475479126,1.190000057220459,29100.0,,,,,
2024-06-12,1.2300000190734863,1.2899999618530271,1.190000057220459,1.2400000095367432,55300.0,,,,,
2024-06-13,1.2400000095367432,1.2599999904632568,1.2200000286102295,1.2200000286102295,18800.0,,,,,
2024-06-14,1.2200000286102295,1.2599999904632568,1.2200000286102295,1.2400000095367432,31500.0,,,,,
2024-06-17,1.2400000095367432,1.2699999809265137,1.1799999475479126,1.2400000095367432,26200.0,,,,,
2024-06-18,1.2200000286102295,1.2699999809265137,1.2000000476837158,1.2300000190734863,17600.0,,,,,
2024-06-20,1.190000057220459,1.2100000381469729,1.159999966621399,1.190000057220459,57000.0,,,,,
2024-06-21,1.2300000190734863,1.2599999904632568,1.159999966621399,1.159999966621399,42200.0,,,,,
2024-06-24,1.25,1.2699999809265137,1.2000000476837158,1.25,13500.0,,,,,
2024-06-25,1.2599999904632568,1.2799999713897705,1.25,1.2599999904632568,23700.0,,,,,
2024-06-26,1.2200000286102295,1.25,1.2100000381469729,1.25,29000.0,,,,,
2024-06-27,1.2599999904632568,1.2899999618530271,1.2100000381469729,1.2400000095367432,37200.0,,,,,
2024-06-28,1.2599999904632568,1.2599999904632568,1.25,1.2599999904632568,20000.0,,,,,
2024-07-01,1.309999942779541,1.3200000524520874,1.25,1.25,67500.0,,,,,
2024-07-02,1.3899999856948853,1.399999976158142,1.2999999523162842,1.2999999523162842,56600.0,,,,,
2024-07-03,1.3700000047683716,1.440000057220459,1.3700000047683716,1.3700000047683716,29500.0,,,,,
2024-07-05,1.350000023841858,1.4299999475479126,1.3300000429153442,1.399999976158142,50400.0,,,,,
2024-07-08,1.309999942779541,1.3899999856948853,1.2999999523162842,1.350000023841858,66800.0,,,,,
2024-07-09,1.309999942779541,1.3300000429153442,1.2999999523162842,1.2999999523162842,13100.0,,,,,
2024-07-10,1.2599999904632568,1.3200000524520874,1.2599999904632568,1.3200000524520874,18800.0,,,,,
2024-07-11,1.2799999713897705,1.2899999618530271,1.2599999904632568,1.2899999618530271,13200.0,,,,,
2024-07-12,1.2799999713897705,1.2999999523162842,1.2599999904632568,1.2999999523162842,19300.0,,,,,
2024-07-15,1.25,1.2899999618530271,1.2100000381469729,1.2599999904632568,56800.0,,,,,
2024-07-16,1.2799999713897705,1.2799999713897705,1.2200000286102295,1.2200000286102295,34200.0,,,,,
2024-07-17,1.3300000429153442,1.340000033378601,1.25,1.2899999618530271,22000.0,,,,,
2024-07-18,1.2899999618530271,1.3200000524520874,1.2799999713897705,1.3200000524520874,15200.0,,,,,
2024-07-19,1.2899999618530271,1.3300000429153442,1.2899999618530271,1.3200000524520874,7800.0,,,,,
2024-07-22,1.2999999523162842,1.2999999523162842,1.2699999809265137,1.2899999618530271,9600.0,,,,,
2024-07-23,1.309999942779541,1.3300000429153442,1.2999999523162842,1.2999999523162842,7500.0,,,,,
2024-07-24,1.340000033378601,1.340000033378601,1.309999942779541,1.3300000429153442,20400.0,,,,,
2024-07-25,1.399999976158142,1.5299999713897705,1.340000033378601,1.340000033378601,180100.0,,,,,
2024-07-26,1.440000057220459,1.5299999713897705,1.399999976158142,1.399999976158142,19400.0,,,,,
2024-07-29,1.3700000047683716,1.440000057220459,1.3600000143051147,1.409999966621399,19200.0,,,,,
2024-07-30,1.3600000143051147,1.409999966621399,1.350000023841858,1.350000023841858,23600.0,,,,,
