Date,Close,High,Low,Open,Volume,"('Close', 'ADTX')","('High', 'ADTX')","('Low', 'ADTX')","('Open', 'ADTX')","('Volume', 'ADTX')"
2025-10-06,0.6859999895095825,0.7519999742507935,0.6800000071525574,0.734000027179718,400300.0,,,,,
2025-10-07,0.6629999876022339,0.7099999785423279,0.6620000004768372,0.7009999752044678,372300.0,,,,,
2025-10-08,0.6930000185966492,0.7200000286102295,0.6759999990463257,0.6800000071525574,490300.0,,,,,
2025-10-09,0.6959999799728394,0.7179999947547913,0.6700000166893005,0.6949999928474426,7084900.0,,,,,
2025-10-10,0.6010000109672546,0.746999979019165,0.5899999737739563,0.7200000286102295,19075300.0,,,,,
2025-10-13,0.5049999952316284,0.527999997138977,0.5,0.5180000066757202,1762400.0,,,,,
2025-10-14,0.4749999940395355,0.4900000095367431,0.4600000083446502,0.4900000095367431,1043000.0,,,,,
2025-10-15,0.5070000290870667,0.5690000057220459,0.4600000083446502,0.4659999907016754,7031500.0,,,,,
2025-10-16,0.421999990940094,0.4850000143051147,0.4189999997615814,0.4769999980926513,3064200.0,,,,,
2025-10-17,0.3260000050067901,0.4090000092983246,0.3199999928474426,0.3759999871253967,2447800.0,,,,,
2025-10-20,,,,,,38.75899887084961,39.54999923706055,35.82099914550781,37.290000915527344,11764.0
2025-10-21,,,,,,33.22200012207031,35.82099914550781,32.882999420166016,33.900001525878906,12308.0
2025-10-22,,,,,,33.900001525878906,37.62900161743164,33.22200012207031,33.7869987487793,19067.0
2025-10-23,,,,,,33.7869987487793,36.15999984741211,32.20500183105469,34.577999114990234,34137.0
2025-10-24,,,,,,24.295000076293945,36.95100021362305,23.503999710083008,35.70800018310547,734158.0
2025-10-27,,,,,,21.922000885009766,27.006999969482422,21.469999313354492,26.215999603271484,163350.0
2025-10-28,,,,,,14.803000450134277,19.322999954223633,10.170000076293945,16.836999893188477,1786373.0
2025-10-29,,,,,,12.994999885559082,14.46399974822998,11.864999771118164,13.5600004196167,388110.0
2025-10-30,,,,,,7.684000015258789,8.814000129699707,7.00600004196167,7.909999847412109,348447.0
2025-10-31,,,,,,6.666999816894531,7.684000015258789,5.5370001792907715,7.684000015258789,557978.0
2025-11-03,,,,,,6.510000228881836,7.131999969482422,5.1539998054504395,5.710000038146973,180800.0
2025-11-04,,,,,,5.199999809265137,5.840000152587891,5.110000133514404,5.650000095367432,132100.0
2025-11-05,,,,,,5.699999809265137,5.89900016784668,5.119999885559082,5.130000114440918,105900.0
2025-11-06,,,,,,5.889999866485596,5.993000030517578,5.46999979019165,5.630000114440918,83900.0
2025-11-07,,,,,,5.329999923706055,5.750999927520752,5.0,5.699999809265137,61700.0
2025-11-10,,,,,,5.710000038146973,5.78000020980835,5.300000190734863,5.460000038146973,37400.0
2025-11-11,,,,,,5.909999847412109,6.050000190734863,5.599999904632568,6.0,25800.0
2025-11-12,,,,,,6.260000228881836,6.420000076293945,5.599999904632568,5.730000019073486,39000.0
2025-11-13,,,,,,5.449999809265137,6.369999885559082,5.375,6.289999961853027,61600.0
2025-11-14,,,,,,4.840000152587891,5.413000106811523,4.510000228881836,5.300000190734863,69600.0
2025-11-17,,,,,,4.239999771118164,4.8520002365112305,4.230000019073486,4.659999847412109,73100.0
2025-11-18,,,,,,4.079999923706055,4.309999942779541,4.010000228881836,4.289999961853027,41800.0
2025-11-19,,,,,,3.4800000190734863,4.099999904632568,3.4800000190734863,4.0,170700.0
2025-11-20,,,,,,2.869999885559082,3.4600000381469727,2.859999895095825,3.4200000762939453,153500.0
2025-11-21,,,,,,2.7899999618530273,2.869999885559082,2.630000114440918,2.819999933242798,69100.0
2025-11-24,,,,,,3.569999933242798,3.9000000953674316,2.5199999809265137,2.819999933242798,1234400.0
2025-11-25,,,,,,2.630000114440918,3.3499999046325684,2.549999952316284,3.200000047683716,291500.0
2025-11-26,,,,,,3.140000104904175,3.240000009536743,2.4000000953674316,2.6500000953674316,2426100.0
2025-11-28,,,,,,3.799999952316284,4.150000095367432,3.490000009536743,3.8399999141693115,24956900.0
2025-12-01,,,,,,2.809999942779541,3.380000114440918,2.6600000858306885,3.1700000762939453,994700.0
2025-12-02,,,,,,2.4800000190734863,2.688999891281128,2.359999895095825,2.674999952316284,567300.0
2025-12-03,,,,,,2.75,2.9000000953674316,2.490000009536743,2.5,709100.0
2025-12-04,,,,,,2.9100000858306885,3.015000104904175,2.6500000953674316,2.799999952316284,348200.0
2025-12-05,,,,,,3.0799999237060547,3.4800000190734863,2.9200000762939453,3.140000104904175,3860500.0
2025-12-08,,,,,,3.25,3.444999933242798,2.6500000953674316,3.069999933242798,1143000.0
2025-12-09,,,,,,3.1700000762939453,3.75,3.069999933242798,3.25,894300.0
2025-12-10,,,,,,2.549999952316284,3.3550000190734863,2.200000047683716,3.25,1098800.0
2025-12-11,,,,,,2.369999885559082,2.619999885559082,2.2699999809265137,2.4800000190734863,296100.0
2025-12-12,,,,,,2.240000009536743,2.4189999103546143,2.1500000953674316,2.3399999141693115,207800.0
2025-12-15,,,,,,1.440000057220459,2.240000009536743,1.2999999523162842,2.200000047683716,500500.0
2025-12-16,,,,,,1.4199999570846558,1.590000033378601,1.350000023841858,1.4600000381469727,4183800.0
2025-12-17,,,,,,1.7400000095367432,2.200000047683716,1.5399999618530273,1.9900000095367432,39987500.0
2025-12-18,,,,,,1.2599999904632568,1.5499999523162842,1.2300000190734863,1.5099999904632568,2329600.0
2025-12-19,,,,,,1.1649999618530273,1.2400000095367432,1.1299999952316284,1.2300000190734863,603600.0
2025-12-22,,,,,,1.2200000286102295,1.3300000429153442,1.100000023841858,1.100000023841858,910800.0
2025-12-23,,,,,,1.129699945449829,1.1799999475479126,1.100000023841858,1.149999976158142,165706.0
