Date,Close,High,Low,Open,Volume,"('Close', 'SMCI')","('High', 'SMCI')","('Low', 'SMCI')","('Open', 'SMCI')","('Volume', 'SMCI')"
2024-06-03,77.05899810791016,80.6050033569336,74.12200164794922,80.19999694824219,61558000.0,,,,,
2024-06-04,77.16100311279297,78.06600189208984,75.4000015258789,75.9000015258789,40783000.0,,,,,
2024-06-05,80.25199890136719,82.25399780273438,78.01799774169922,79.5,63075000.0,,,,,
2024-06-06,77.79199981689453,80.80000305175781,75.55500030517578,80.5,50339000.0,,,,,
2024-06-07,76.91100311279297,78.29100036621094,75.84700012207031,76.36399841308594,34449000.0,,,,,
2024-06-10,78.68599700927734,80.4000015258789,75.3030014038086,76.16500091552734,48721000.0,,,,,
2024-06-11,76.76100158691406,78.49800109863281,76.30899810791016,78.0,30387000.0,,,,,
2024-06-12,77.4739990234375,80.13500213623047,76.61599731445312,78.5,41190000.0,,,,,
2024-06-13,87.11000061035156,88.31700134277344,78.4000015258789,78.5,116137000.0,,,,,
2024-06-14,84.4540023803711,87.19999694824219,82.56099700927734,84.69300079345703,65988000.0,,,,,
2024-06-17,88.74099731445312,92.19100189208984,82.80899810791016,85.73999786376953,89118000.0,,,,,
2024-06-18,92.0009994506836,93.88800048828124,88.33100128173828,89.69999694824219,87621000.0,,,,,
2024-06-20,91.76399993896484,101.4020004272461,90.03199768066406,96.12899780273438,134329000.0,,,,,
2024-06-21,90.5260009765625,91.79499816894533,86.3219985961914,90.01000213623047,73587000.0,,,,,
2024-06-24,82.697998046875,88.25,82.0,88.0999984741211,77210000.0,,,,,
2024-06-25,84.31199645996094,85.72200012207031,82.30000305175781,84.6510009765625,47024000.0,,,,,
2024-06-26,83.11599731445312,85.21399688720703,80.8270034790039,84.3499984741211,45500000.0,,,,,
2024-06-27,89.03600311279297,89.27799987792969,82.56199645996094,83.10099792480469,71513000.0,,,,,
2024-06-28,81.93499755859375,89.98799896240234,81.5199966430664,89.9000015258789,165059000.0,,,,,
2024-07-01,81.23200225830078,83.19999694824219,77.38099670410156,83.14399719238281,71230000.0,,,,,
2024-07-02,83.71700286865234,85.09200286865234,79.62899780273438,79.94000244140625,54936000.0,,,,,
2024-07-03,84.69999694824219,85.71900177001953,82.10099792480469,83.71900177001953,31979000.0,,,,,
2024-07-05,84.65799713134766,86.66999816894531,82.82499694824219,84.7300033569336,48093000.0,,,,,
2024-07-08,89.93399810791016,92.68800354003906,86.00499725341797,86.4000015258789,98216000.0,,,,,
2024-07-09,89.56099700927734,93.45500183105467,88.302001953125,90.78299713134766,65269000.0,,,,,
2024-07-10,89.99800109863281,91.39800262451172,87.33599853515625,88.87000274658203,50402000.0,,,,,
2024-07-11,88.9219970703125,91.51399993896484,86.58100128173828,91.03500366210938,56522000.0,,,,,
2024-07-12,90.99600219726562,92.5999984741211,87.58000183105469,88.96099853515625,51601000.0,,,,,
2024-07-15,89.76799774169922,96.33000183105467,88.19999694824219,94.0,86770000.0,,,,,
2024-07-16,87.69599914550781,90.39800262451172,86.60099792480469,90.13200378417967,43654000.0,,,,,
2024-07-17,81.63099670410156,84.66500091552734,81.4800033569336,84.55000305175781,57594000.0,,,,,
2024-07-18,80.16100311279297,83.49500274658203,77.40699768066406,83.1050033569336,59697000.0,,,,,
2024-07-19,79.6780014038086,82.19200134277344,77.83200073242188,78.822998046875,83513000.0,,,,,
2024-07-22,78.62799835205078,80.875,76.54000091552734,80.63999938964844,49287000.0,,,,,
2024-07-23,78.3219985961914,80.5469970703125,76.21900177001953,77.85399627685547,42112000.0,,,,,
2024-07-24,71.15599822998047,77.36499786376953,70.51000213623047,76.5,67812000.0,,,,,
2024-07-25,69.56099700927734,72.05000305175781,66.31999969482422,69.9990005493164,70478000.0,,,,,
2024-07-26,71.21900177001953,72.42900085449219,69.75499725341797,71.06099700927734,43822000.0,,,,,
2024-07-29,69.77300262451172,73.0009994506836,69.23100280761719,72.072998046875,39196000.0,,,,,
2024-07-30,66.63099670410156,70.69999694824219,65.63099670410156,70.5,48963000.0,,,,,
2024-07-31,70.16500091552734,72.05599975585938,69.18099975585938,71.0,49680000.0,,,,,
2024-08-01,67.2239990234375,72.44499969482422,65.85800170898438,70.45600128173828,54317000.0,,,,,
2024-08-02,62.46500015258789,63.698001861572266,58.24599838256836,63.0,77147000.0,,,,,
2024-08-05,60.882999420166016,62.67399978637695,52.95000076293945,53.55899810791016,70791000.0,,,,,
2024-08-06,61.69400024414063,62.87900161743164,58.88199996948242,61.60100173950195,111233000.0,,,,,
2024-08-07,49.27000045776367,54.70000076293945,48.88800048828125,53.24599838256836,181205000.0,,,,,
2024-08-08,50.99399948120117,52.86199951171875,47.85599899291992,49.70000076293945,118238000.0,,,,,
2024-08-09,50.8759994506836,51.49599838256836,49.20399856567383,51.03900146484375,59190000.0,,,,,
2024-08-12,54.09799957275391,56.400001525878906,51.047000885009766,51.11100006103516,91752000.0,,,,,
2024-08-13,56.74300003051758,58.387001037597656,54.86299896240234,56.38399887084961,81160000.0,,,,,
2024-08-14,57.70899963378906,58.52999877929688,54.63600158691406,58.4119987487793,70012000.0,,,,,
2024-08-15,62.66899871826172,63.67499923706055,57.31900024414063,58.448001861572266,95604000.0,,,,,
