Date,Close,High,Low,Open,Volume,"('Close', 'GS')","('High', 'GS')","('Low', 'GS')","('Open', 'GS')","('Volume', 'GS')"
2024-06-03,443.2596435546875,447.0494209902723,438.6027784090962,447.0494209902723,1930700.0,,,,,
2024-06-04,443.57135009765625,445.9192714831236,437.638233536897,438.8950111500093,1835000.0,,,,,
2024-06-05,449.7870178222656,451.0924955693506,445.7147026472849,445.76340274406977,1678900.0,,,,,
2024-06-06,446.29931640625,452.5539200865981,445.2373984538281,449.92349012314594,1598000.0,,,,,
2024-06-07,443.1914367675781,449.2804355970142,442.7919948765944,443.7077826790567,1736100.0,,,,,
2024-06-10,441.866455078125,443.62982676028,438.7001756874188,440.6778813175869,1698600.0,,,,,
2024-06-11,432.8255310058594,440.2200079602299,431.9584729925977,439.4211538725733,1938200.0,,,,,
2024-06-12,437.1414184570313,445.8511248130063,434.6960669985159,443.8636672584472,1733000.0,,,,,
2024-06-13,434.85198974609375,436.7712435579248,430.76017023178673,435.2222056689001,1849100.0,,,,,
2024-06-14,434.9591064453125,436.683529973598,427.8374156621345,430.6042532132685,1559100.0,,,,,
2024-06-17,438.583251953125,439.16780176065305,431.9681853300567,433.6341270097891,1531600.0,,,,,
2024-06-18,445.646484375,445.8997962255766,436.9562824025776,437.9889741652453,1798400.0,,,,,
2024-06-20,446.2505493164063,448.5497708120205,443.51293772920326,446.2018492167099,2080600.0,,,,,
2024-06-21,438.583251953125,446.9811940025819,438.310466007137,446.8642899873639,3780800.0,,,,,
2024-06-24,450.18646240234375,451.5796181708588,438.4079068721513,439.62570661346285,1882200.0,,,,,
2024-06-25,445.5978088378906,452.12519772284907,444.9840330008591,447.62421455987067,1555900.0,,,,,
2024-06-26,444.1169128417969,446.1335962356748,440.794781497773,443.6785227984129,2131700.0,,,,,
2024-06-27,434.4719848632813,438.1935881374458,431.3933834426196,438.1935881374458,2835200.0,,,,,
2024-06-28,440.6681518554688,445.5588249302149,437.95001449863406,438.50533831814295,3839700.0,,,,,
2024-07-01,451.7160339355469,452.06674599610494,442.31462571402,442.8017456190881,1850500.0,,,,,
2024-07-02,453.6157836914063,454.2587855338192,447.76062265031857,449.6214242553078,1491800.0,,,,,
2024-07-03,455.86627197265625,457.7855254486613,453.8203625734906,456.9574157238279,993900.0,,,,,
2024-07-05,452.7779235839844,455.5350089932603,448.276940698286,455.42785689190447,1593800.0,,,,,
2024-07-08,452.84613037109375,462.6274761114937,452.0862245509203,455.6032157978378,2214300.0,,,,,
2024-07-09,460.6497802734375,466.9531128143618,449.6895827917913,453.6060457200202,4525100.0,,,,,
2024-07-10,466.5537109375,467.4986949989778,457.7465748425111,460.338056271865,1946000.0,,,,,
2024-07-11,466.8849792480469,470.7137347658841,464.0012078531106,467.6351332376301,2251400.0,,,,,
2024-07-12,467.5181884765625,470.9864797007013,465.78404286449313,468.5411283488148,2727800.0,,,,,
2024-07-15,479.5501098632813,480.3002638722982,464.0401977939276,467.8787053238767,3568200.0,,,,,
2024-07-16,490.0621032714844,493.5401465624314,479.3162392523167,481.2744708034522,3981700.0,,,,,
2024-07-17,489.2437744140625,496.3557433567392,486.5646147516677,490.0426582489408,3908900.0,,,,,
2024-07-18,473.6851196289063,490.714841849122,471.7463919622672,486.6522488459237,3320200.0,,,,,
2024-07-19,472.4380798339844,479.9105118774328,470.7429121650965,476.5201468082191,2032700.0,,,,,
2024-07-22,474.4937744140625,476.8611700618548,469.9538132453207,472.0776489359795,1792500.0,,,,,
2024-07-23,479.47210693359375,483.0378281344872,473.7533241205642,474.5327040603648,2020500.0,,,,,
2024-07-24,474.16253662109375,483.213203224993,473.3052008146261,476.65658820457776,1598600.0,,,,,
2024-07-25,479.04345703125,483.3301063239578,470.7819223260343,473.5292560424053,1489700.0,,,,,
2024-07-26,486.1748962402344,491.0168693354386,482.8819608912322,482.9501648141855,2249700.0,,,,,
2024-07-29,480.0274353027344,489.0683794547925,478.4101936674418,487.5290936530828,1599500.0,,,,,
2024-07-30,492.6438598632813,496.3459592641764,485.4636874591663,485.4734393713677,2642500.0,,,,,
2024-07-31,495.9172973632813,503.935301833347,491.8547042076523,491.8547042076523,2658900.0,,,,,
2024-08-01,487.23681640625,500.7787737556858,481.9369493809936,496.8623106319944,4006800.0,,,,,
2024-08-02,458.5162658691406,481.72263693520665,455.1746005251122,478.4492052489437,6115500.0,,,,,
2024-08-05,447.1955261230469,451.2483671122775,426.1032411619867,436.0599727472301,4177200.0,,,,,
2024-08-06,458.1070251464844,463.0074499929226,445.6464901822088,449.1342852031444,2209300.0,,,,,
2024-08-07,460.8251647949219,475.96482946905536,460.3964969160504,467.04081930711976,2587600.0,,,,,
2024-08-08,473.2564392089844,475.16597055206734,464.86824911639445,465.5599510236723,1936400.0,,,,,
2024-08-09,477.6308288574219,479.3259966485816,469.77845820140953,472.5257919277691,1622700.0,,,,,
2024-08-12,472.9934387207031,480.17358152983456,471.2885190136769,477.6308298378753,1839300.0,,,,,
2024-08-13,479.2674865722656,480.5632123081302,473.9383941553385,477.659996992839,1243700.0,,,,,
2024-08-14,485.8533630371094,486.4866129124461,475.8186760248189,480.20275478990897,1545600.0,,,,,
2024-08-15,486.1651611328125,493.8519278502731,485.4247590613152,491.9911261617696,1732300.0,,,,,
2024-08-16,491.2701721191406,491.9034220442154,484.19718164186094,484.24588173939,1587000.0,,,,,
2024-08-19,491.6793212890625,494.6994705303416,488.93195799484766,491.99108515183264,1027900.0,,,,,
2024-08-20,484.5284423828125,491.17276528098137,483.7100844783561,490.89022740028935,2122700.0,,,,,
2024-08-21,483.6710815429688,487.87980460372216,481.30368597058464,486.63277885217735,917100.0,,,,,
2024-08-22,484.9278869628906,486.82766656933467,482.0441453220282,484.1972070729415,943800.0,,,,,
2024-08-23,496.2972412109375,499.2394346396715,486.9737593920356,489.7990488043408,1751800.0,,,,,
2024-08-26,494.7871398925781,500.2721144733373,492.30284040850864,499.14202252056816,1084200.0,,,,,
2024-08-27,494.19287109375,498.30416407787857,493.5401173714993,494.7579170737716,977900.0,,,,,
2024-08-28,490.3641052246094,495.2742821391338,485.6293140698974,493.5498883972521,1568100.0,,,,,
2024-08-29,496.9597473144531,500.018844945451,488.2305666906998,492.96535803233,1566300.0,,,,,
2024-08-30,500.0467529296875,500.967958551581,495.0683486369137,497.6751314567138,1838900.0,,,,,
2024-09-03,477.7124328613281,499.5077280784558,475.6936283180738,497.3223098036013,2373600.0,,,,,
2024-09-04,480.8288879394531,486.2777045121501,476.9676721074392,476.9676721074392,1509400.0,,,,,
2024-09-05,478.1240539550781,485.8562650736581,473.41024008852855,483.7100552782634,1828300.0,,,,,
2024-09-06,470.0194091796875,485.503480608909,467.5204125105751,476.8696531786286,1995600.0,,,,,
2024-09-09,478.8002624511719,484.3960734225791,473.7238520791096,475.8210437776104,1714200.0,,,,,
2024-09-10,457.78900146484375,479.4176840792489,452.34018485300106,479.3490766622251,3583100.0,,,,,
2024-09-11,461.7481994628906,462.45380308323166,448.33195097972725,454.7019728634928,2426500.0,,,,,
2024-09-12,464.5804138183594,464.8548135766691,456.0935807049749,461.87559483835616,1480500.0,,,,,
2024-09-13,469.4118041992188,472.4596302289593,465.9916020113734,466.47179409189147,1794500.0,,,,,
2024-09-16,475.4584655761719,477.6340743774032,469.9018329935231,471.8030420318663,1500300.0,,,,,
2024-09-17,475.6838684082031,479.9370796086448,472.1656298561893,478.2416629467233,1444900.0,,,,,
2024-09-18,474.8900146484375,483.13184648830224,472.136207601634,475.69362458075153,1699500.0,,,,,
2024-09-19,493.7550964355469,496.28352193810167,483.59246603326005,484.8468691802599,3060700.0,,,,,
2024-09-20,488.4630737304688,492.0106811534051,485.5720817262693,490.18788923624845,4452600.0,,,,,
2024-09-23,487.4635009765625,491.3737050218997,485.3172911107064,488.2474917435917,953200.0,,,,,
2024-09-24,488.061279296875,489.5704928970184,484.2196827422029,487.639885015401,1035400.0,,,,,
2024-09-25,481.3189086914063,491.9617318007397,480.59368580156695,488.5317197264317,1763900.0,,,,,
2024-09-26,486.9833068847656,488.4336927885757,482.632089358674,484.1216837728746,1378100.0,,,,,
2024-09-27,488.54150390625,495.2937117721719,485.9444709735652,488.99229709564565,1420100.0,,,,,
2024-09-30,485.20947265625,486.5912810494895,479.1236598706752,484.9939006176709,1602500.0,,,,,
