Date,Close,High,Low,Open,Volume,"('Close', 'BHVN')","('High', 'BHVN')","('Low', 'BHVN')","('Open', 'BHVN')","('Volume', 'BHVN')"
2024-06-03,34.59000015258789,36.41999816894531,34.33000183105469,35.68000030517578,1232600.0,,,,,
2024-06-04,33.38999938964844,34.75,33.33000183105469,34.65999984741211,746500.0,,,,,
2024-06-05,34.810001373291016,35.150001525878906,32.68000030517578,33.650001525878906,857800.0,,,,,
2024-06-06,33.61000061035156,35.0,33.279998779296875,34.529998779296875,507900.0,,,,,
2024-06-07,33.63999938964844,34.9900016784668,33.099998474121094,33.40999984741211,483900.0,,,,,
2024-06-10,35.060001373291016,35.099998474121094,33.060001373291016,33.209999084472656,968600.0,,,,,
2024-06-11,34.209999084472656,34.904998779296875,33.93000030517578,34.75,683100.0,,,,,
2024-06-12,33.75,35.88600158691406,33.709999084472656,35.119998931884766,1116000.0,,,,,
2024-06-13,33.40999984741211,34.22999954223633,33.220001220703125,33.63999938964844,621900.0,,,,,
2024-06-14,33.83000183105469,33.900001525878906,32.619998931884766,32.86000061035156,1243800.0,,,,,
2024-06-17,32.9900016784668,33.849998474121094,32.935001373291016,33.52000045776367,921800.0,,,,,
2024-06-18,32.77000045776367,34.2400016784668,32.7599983215332,33.220001220703125,830300.0,,,,,
2024-06-20,33.439998626708984,34.63999938964844,33.20500183105469,33.880001068115234,1201600.0,,,,,
2024-06-21,33.560001373291016,34.380001068115234,32.849998474121094,33.25,2991500.0,,,,,
2024-06-24,34.7400016784668,35.25,32.880001068115234,33.560001373291016,1640800.0,,,,,
2024-06-25,35.0,35.560001373291016,34.349998474121094,34.65999984741211,1195500.0,,,,,
2024-06-26,35.02000045776367,35.20000076293945,33.91999816894531,34.650001525878906,1537400.0,,,,,
2024-06-27,35.09000015258789,35.59000015258789,34.5099983215332,35.22999954223633,843600.0,,,,,
2024-06-28,34.709999084472656,35.439998626708984,34.08000183105469,35.22999954223633,4271400.0,,,,,
2024-07-01,35.310001373291016,35.54999923706055,34.52000045776367,34.790000915527344,1025600.0,,,,,
2024-07-02,34.16999816894531,35.15999984741211,33.939998626708984,35.040000915527344,1159200.0,,,,,
2024-07-03,33.790000915527344,35.099998474121094,33.439998626708984,34.47999954223633,365500.0,,,,,
2024-07-05,34.06999969482422,34.10499954223633,33.16999816894531,33.59000015258789,558600.0,,,,,
2024-07-08,34.5,35.34000015258789,34.189998626708984,34.529998779296875,594200.0,,,,,
2024-07-09,35.279998779296875,35.439998626708984,34.470001220703125,34.5,683700.0,,,,,
2024-07-10,36.18000030517578,36.459999084472656,35.2599983215332,35.400001525878906,848600.0,,,,,
2024-07-11,37.95000076293945,38.790000915527344,37.150001525878906,37.22999954223633,1199700.0,,,,,
2024-07-12,38.09000015258789,39.02999877929688,37.70000076293945,38.34000015258789,983200.0,,,,,
2024-07-15,38.45000076293945,39.23400115966797,38.09999847412109,38.52000045776367,1019500.0,,,,,
2024-07-16,37.93999862670898,39.41999816894531,37.90999984741211,38.869998931884766,1387300.0,,,,,
2024-07-17,36.290000915527344,37.9900016784668,35.88999938964844,37.06999969482422,919500.0,,,,,
2024-07-18,34.709999084472656,37.06499862670898,34.619998931884766,36.34000015258789,981700.0,,,,,
2024-07-19,35.97999954223633,36.459999084472656,34.88999938964844,36.09000015258789,833700.0,,,,,
2024-07-22,36.45000076293945,36.86000061035156,35.599998474121094,36.060001373291016,846500.0,,,,,
2024-07-23,37.810001373291016,37.970001220703125,35.79999923706055,36.31999969482422,904500.0,,,,,
2024-07-24,38.63999938964844,39.31999969482422,37.869998931884766,38.25,788700.0,,,,,
2024-07-25,40.2400016784668,40.369998931884766,38.2599983215332,38.65999984741211,829500.0,,,,,
2024-07-26,41.209999084472656,41.84000015258789,40.7599983215332,41.0099983215332,870900.0,,,,,
2024-07-29,39.720001220703125,41.95000076293945,39.290000915527344,41.310001373291016,1226700.0,,,,,
2024-07-30,38.43000030517578,40.619998931884766,38.290000915527344,39.869998931884766,585800.0,,,,,
2024-07-31,39.33000183105469,41.459999084472656,38.380001068115234,38.619998931884766,628400.0,,,,,
2024-08-01,38.130001068115234,40.88999938964844,37.0099983215332,39.0,782500.0,,,,,
2024-08-02,35.869998931884766,36.66999816894531,34.61000061035156,35.869998931884766,1088100.0,,,,,
2024-08-05,34.22999954223633,35.54999923706055,32.5,33.5,1007900.0,,,,,
2024-08-06,35.720001220703125,36.4900016784668,33.849998474121094,34.5,642400.0,,,,,
2024-08-07,34.56999969482422,36.63999938964844,34.27000045776367,36.63999938964844,685200.0,,,,,
2024-08-08,36.619998931884766,36.88999938964844,34.525001525878906,35.0099983215332,430200.0,,,,,
2024-08-09,38.90999984741211,39.0099983215332,36.15999984741211,36.15999984741211,854500.0,,,,,
2024-08-12,36.970001220703125,39.470001220703125,36.08000183105469,38.84999847412109,870200.0,,,,,
