Date,Close,High,Low,Open,Volume,"('Close', 'AIRS')","('High', 'AIRS')","('Low', 'AIRS')","('Open', 'AIRS')","('Volume', 'AIRS')"
2024-06-03,4.199999809265137,4.289999961853027,4.03000020980835,4.110000133514404,100000.0,,,,,
2024-06-04,4.150000095367432,4.179999828338623,4.0,4.130000114440918,92000.0,,,,,
2024-06-05,4.25,4.269999980926514,4.079999923706055,4.159999847412109,15100.0,,,,,
2024-06-06,4.309999942779541,4.421999931335449,4.179999828338623,4.25,36800.0,,,,,
2024-06-07,4.309999942779541,4.379000186920166,4.03000020980835,4.210000038146973,31200.0,,,,,
2024-06-10,4.150000095367432,4.559999942779541,4.090000152587891,4.269999980926514,31900.0,,,,,
2024-06-11,4.25,4.320000171661377,4.090000152587891,4.090000152587891,31400.0,,,,,
2024-06-12,4.199999809265137,4.610000133514404,4.199999809265137,4.389999866485596,78600.0,,,,,
2024-06-13,4.159999847412109,4.369999885559082,4.114999771118164,4.179999828338623,28200.0,,,,,
2024-06-14,4.170000076293945,4.230000019073486,4.0,4.110000133514404,63800.0,,,,,
2024-06-17,3.990000009536743,4.46999979019165,3.990000009536743,4.130000114440918,174300.0,,,,,
2024-06-18,4.010000228881836,4.070000171661377,4.0,4.0,41400.0,,,,,
2024-06-20,4.0,4.099999904632568,3.950000047683716,4.0,68300.0,,,,,
2024-06-21,3.940000057220459,4.099999904632568,3.880000114440918,4.010000228881836,43800.0,,,,,
2024-06-24,3.910000085830689,4.059999942779541,3.799999952316284,3.950000047683716,25400.0,,,,,
2024-06-25,3.930000066757202,4.031000137329102,3.75,3.890000104904175,31600.0,,,,,
2024-06-26,4.010000228881836,4.070000171661377,3.75,3.930000066757202,39800.0,,,,,
2024-06-27,4.099999904632568,4.309999942779541,3.9800000190734863,4.039999961853027,42900.0,,,,,
2024-06-28,4.0,4.170000076293945,3.829999923706055,4.099999904632568,238500.0,,,,,
2024-07-01,3.9800000190734863,4.03000020980835,3.920000076293945,4.005000114440918,31900.0,,,,,
2024-07-02,3.940000057220459,4.190000057220459,3.869999885559082,3.9600000381469727,68000.0,,,,,
2024-07-03,3.9600000381469727,4.130000114440918,3.920000076293945,3.920000076293945,17900.0,,,,,
2024-07-05,3.930000066757202,3.990000009536743,3.829999923706055,3.9600000381469727,55400.0,,,,,
2024-07-08,4.070000171661377,4.105000019073486,3.950000047683716,3.950000047683716,13000.0,,,,,
2024-07-09,3.990000009536743,4.114999771118164,3.890000104904175,4.03000020980835,32900.0,,,,,
2024-07-10,3.9700000286102295,4.150000095367432,3.819999933242798,3.9800000190734863,29700.0,,,,,
2024-07-11,4.429999828338623,4.429999828338623,3.849999904632568,3.849999904632568,60500.0,,,,,
2024-07-12,4.599999904632568,4.650000095367432,4.400000095367432,4.400000095367432,26800.0,,,,,
2024-07-15,4.659999847412109,4.71999979019165,4.440000057220459,4.679999828338623,38900.0,,,,,
