Date,Close,High,Low,Open,Volume,"('Close', 'CNK')","('High', 'CNK')","('Low', 'CNK')","('Open', 'CNK')","('Volume', 'CNK')"
2024-06-03,16.950212478637695,17.198022597066196,16.751963627638432,17.15837207060988,2168900.0,,,,,
2024-06-04,16.504152297973633,17.02951039111695,16.504152297973633,16.77178765998859,2560700.0,,,,,
2024-06-05,16.325727462768555,16.533888914032584,16.17704179223189,16.464502393824866,3420300.0,,,,,
2024-06-06,16.732135772705078,16.950209853154167,16.256340872773947,16.276166132931294,2617100.0,,,,,
2024-06-07,16.6528377532959,16.841173956295314,16.523977334806403,16.60327649017863,2642200.0,,,,,
2024-06-10,16.662748336791992,16.79161063008992,16.454588788505628,16.4843247864661,1836700.0,,,,,
2024-06-11,16.999773025512695,17.39626882006415,16.474416806722424,16.613189862155163,2634300.0,,,,,
2024-06-12,17.71346664428711,17.961276742390147,17.168283294075824,17.168283294075824,3979500.0,,,,,
2024-06-13,17.67381477355957,18.129786302437363,17.614340883928854,17.713465293740622,2599300.0,,,,,
2024-06-14,18.169437408447266,18.18926267123995,17.277321379828866,17.544956755606723,2932200.0,,,,,
2024-06-17,18.99216651916504,19.03181704393877,18.298297460753524,18.298297460753524,4503800.0,,,,,
2024-06-18,19.576997756958008,19.745508699352403,18.95251714140291,18.99216577397988,4015900.0,,,,,
2024-06-20,19.22015190124512,19.795071292026133,18.883129993824404,19.57699907160614,2787800.0,,,,,
2024-06-21,19.309362411499023,19.656296927349945,19.02190368051924,19.259801148080754,3482600.0,,,,,
2024-06-24,20.5682373046875,20.60788782627647,19.82480704066265,20.112267650259906,5549800.0,,,,,
2024-06-25,21.23236846923828,21.30175499155146,20.607887877778744,20.657449139247888,4023500.0,,,,,
2024-06-26,21.06385803222656,21.30175549606656,20.796222676416203,21.10350855485372,2179600.0,,,,,
2024-06-27,20.954818725585938,21.262104570881508,20.796220433464704,21.053943130821903,1996100.0,,,,,
2024-06-28,21.43061637878418,21.47026500813364,20.736747404080496,21.09359452142992,3160300.0,,,,,
2024-07-01,21.38105583190918,21.67842909611875,20.97464740573308,21.500005515721227,3301700.0,,,,,
2024-07-02,21.23236846923828,21.50991644913193,21.202630577972236,21.4107920355527,2075000.0,,,,,
2024-07-03,21.172895431518555,21.42070553014348,20.994471858006047,21.31166848174339,1119600.0,,,,,
2024-07-05,21.53965187072754,21.58921502150526,20.944907295881052,21.014295706969868,2927500.0,,,,,
2024-07-08,21.64868927001953,21.995623768640797,21.27201688043956,21.75772631289388,3630700.0,,,,,
2024-07-09,21.48017692565918,21.9460591762475,21.43061566795603,21.75772488446289,2485100.0,,,,,
2024-07-10,21.30175399780273,21.55947670482932,20.91517088258328,21.490090185753093,3045100.0,,,,,
2024-07-11,21.371143341064453,21.54956692263381,21.05394670300385,21.36123070979492,2227100.0,,,,,
2024-07-12,21.410791397094727,21.68833747807117,21.25219309635365,21.49009054746526,3204000.0,,,,,
2024-07-15,21.10350799560547,21.51982712831216,20.69709771201102,21.51982712831216,2393200.0,,,,,
2024-07-16,20.66736221313477,21.143157139755186,20.251041179681657,20.95482093897757,2530100.0,,,,,
2024-07-17,20.597976684570312,20.78631100380675,20.270867420383635,20.439378368033804,2226800.0,,,,,
2024-07-18,21.51982879638672,21.708165007191365,20.944909423451385,21.044033844434946,5404400.0,,,,,
2024-07-19,21.18280792236328,21.955974214953667,21.16298266085045,21.549565807145644,2999900.0,,,,,
2024-07-22,21.509916305541992,21.60903882781859,20.99447087088363,21.17289443600698,2169200.0,,,,,
2024-07-23,22.055099487304688,22.055099487304688,21.3116691675079,21.52974138068417,2214300.0,,,,,
2024-07-24,21.331493377685547,22.05509839951118,21.28193022442565,21.93614872232841,3442000.0,,,,,
2024-07-25,21.12333297729492,21.84693992614236,21.103509605635285,21.500005398444177,2572300.0,,,,,
2024-07-26,21.79737663269043,21.82711452595364,20.98455978990672,21.29184379106228,2515000.0,,,,,
2024-07-29,22.362380981445312,22.461505391093095,21.80728693431492,21.866760823847244,3645300.0,,,,,
2024-07-30,22.67958068847656,22.87782953494593,22.421859834963943,22.580458155883,3500200.0,,,,,
2024-07-31,23.37344741821289,23.65099539732856,22.72914156771533,22.808440720228248,3446700.0,,,,,
2024-08-01,22.887741088867188,23.591520868484103,22.72914277541433,23.37344866014669,3994700.0,,,,,
2024-08-02,24.63232421875,25.147769678424297,23.313974567694476,24.02766697218434,8461200.0,,,,,
2024-08-05,25.197328567504883,25.286540345989398,23.37344625948501,23.631168965035737,6821500.0,,,,,
