Date,Close,High,Low,Open,Volume,"('Close', 'OPEN')","('High', 'OPEN')","('Low', 'OPEN')","('Open', 'OPEN')","('Volume', 'OPEN')"
2024-06-03,2.180000066757202,2.259999990463257,2.130000114440918,2.2100000381469727,11013900.0,,,,,
2024-06-04,2.1600000858306885,2.2799999713897705,2.150000095367432,2.1700000762939453,14190300.0,,,,,
2024-06-05,2.220000028610229,2.25,2.180000066757202,2.190000057220459,8385300.0,,,,,
2024-06-06,2.2799999713897705,2.289999961853028,2.180000066757202,2.2100000381469727,10293600.0,,,,,
2024-06-07,2.130000114440918,2.2100000381469727,2.119999885559082,2.200000047683716,14966400.0,,,,,
2024-06-10,2.119999885559082,2.140000104904175,2.0999999046325684,2.119999885559082,8683600.0,,,,,
2024-06-11,2.130000114440918,2.130000114440918,2.039999961853028,2.0899999141693115,9553400.0,,,,,
2024-06-12,2.2300000190734863,2.5380001068115234,2.2100000381469727,2.319000005722046,38802700.0,,,,,
2024-06-13,2.0999999046325684,2.305000066757202,2.0899999141693115,2.299999952316284,20249000.0,,,,,
2024-06-14,2.059999942779541,2.115000009536743,2.0299999713897705,2.0899999141693115,13556500.0,,,,,
2024-06-17,1.9900000095367432,2.059999942779541,1.9600000381469729,2.039999961853028,15621900.0,,,,,
2024-06-18,1.9700000286102293,2.039999961853028,1.950000047683716,2.0,10579900.0,,,,,
2024-06-20,1.850000023841858,1.9700000286102293,1.825000047683716,1.9700000286102293,18422300.0,,,,,
2024-06-21,1.8899999856948853,1.919999957084656,1.7999999523162842,1.8600000143051147,21017300.0,,,,,
2024-06-24,1.850000023841858,1.9299999475479128,1.8200000524520876,1.8799999952316284,10718500.0,,,,,
2024-06-25,1.7599999904632568,1.8450000286102293,1.75,1.830000042915344,9896000.0,,,,,
2024-06-26,1.840000033378601,1.850000023841858,1.6799999475479126,1.7400000095367432,16035300.0,,,,,
2024-06-27,1.8799999952316284,1.8899999856948853,1.8200000524520876,1.850000023841858,7156200.0,,,,,
2024-06-28,1.840000033378601,1.9299999475479128,1.7899999618530271,1.909999966621399,21498300.0,,,,,
2024-07-01,1.7899999618530271,1.8600000143051147,1.7300000190734863,1.8200000524520876,10674900.0,,,,,
2024-07-02,1.7599999904632568,1.830000042915344,1.7200000286102295,1.7799999713897705,8398200.0,,,,,
2024-07-03,1.7999999523162842,1.850000023841858,1.75,1.7599999904632568,5829100.0,,,,,
2024-07-05,1.7599999904632568,1.8200000524520876,1.7100000381469729,1.809999942779541,11959300.0,,,,,
2024-07-08,1.809999942779541,1.840000033378601,1.7649999856948853,1.7799999713897705,11513600.0,,,,,
2024-07-09,1.899999976158142,1.940000057220459,1.75,1.8200000524520876,14241300.0,,,,,
2024-07-10,1.899999976158142,1.9700000286102293,1.809999942779541,1.950000047683716,12835800.0,,,,,
2024-07-11,2.059999942779541,2.0999999046325684,1.9800000190734863,2.059999942779541,24078300.0,,,,,
2024-07-12,2.259999990463257,2.299999952316284,2.130000114440918,2.1600000858306885,37838300.0,,,,,
2024-07-15,2.539999961853028,2.549999952316284,2.240000009536743,2.359999895095825,35540800.0,,,,,
2024-07-16,2.9200000762939453,2.930000066757202,2.539999961853028,2.609999895095825,47896000.0,,,,,
2024-07-17,2.720000028610229,3.0899999141693115,2.680000066757202,2.7699999809265137,50226400.0,,,,,
2024-07-18,2.569999933242798,2.880000114440918,2.470000028610229,2.759999990463257,34046300.0,,,,,
2024-07-19,2.450000047683716,2.509999990463257,2.345000028610229,2.470000028610229,27176500.0,,,,,
2024-07-22,2.5199999809265137,2.5299999713897705,2.369999885559082,2.5299999713897705,20481400.0,,,,,
2024-07-23,2.5799999237060547,2.6600000858306885,2.470000028610229,2.4800000190734863,16340800.0,,,,,
2024-07-24,2.4100000858306885,2.650000095367432,2.390000104904175,2.539999961853028,20803800.0,,,,,
2024-07-25,2.470000028610229,2.609999895095825,2.359999895095825,2.380000114440918,22603100.0,,,,,
2024-07-26,2.5199999809265137,2.609999895095825,2.4200000762939453,2.609999895095825,17922500.0,,,,,
2024-07-29,2.490000009536743,2.630000114440918,2.470000028610229,2.5199999809265137,21187900.0,,,,,
2024-07-30,2.3399999141693115,2.5199999809265137,2.2799999713897705,2.509999990463257,24288300.0,,,,,
