Date,Close,High,Low,Open,Volume,"('Close', 'PZG')","('High', 'PZG')","('Low', 'PZG')","('Open', 'PZG')","('Volume', 'PZG')"
2024-06-03,0.5099999904632568,0.5370000004768372,0.503000020980835,0.5199999809265137,270500.0,,,,,
2024-06-04,0.4729999899864197,0.5090000033378601,0.4699999988079071,0.5090000033378601,240600.0,,,,,
2024-06-05,0.4720000028610229,0.4990000128746032,0.4709999859333038,0.4749999940395355,138200.0,,,,,
2024-06-06,0.4769999980926513,0.5109999775886536,0.4709999859333038,0.4880000054836273,118400.0,,,,,
2024-06-07,0.4720000028610229,0.4970000088214874,0.4690000116825104,0.4760000109672546,114200.0,,,,,
2024-06-10,0.453000009059906,0.4839999973773956,0.4199999868869781,0.4760000109672546,229500.0,,,,,
2024-06-11,0.4659999907016754,0.4769999980926513,0.453000009059906,0.453000009059906,81400.0,,,,,
2024-06-12,0.4600000083446502,0.4740000069141388,0.453000009059906,0.4659999907016754,91300.0,,,,,
2024-06-13,0.4410000145435333,0.4740000069141388,0.4399999976158142,0.460999995470047,86200.0,,,,,
2024-06-14,0.4510000050067901,0.4589999914169311,0.4410000145435333,0.4449999928474426,67800.0,,,,,
2024-06-17,0.4399999976158142,0.4589999914169311,0.4300000071525574,0.4440000057220459,165100.0,,,,,
2024-06-18,0.4129999876022339,0.4359999895095825,0.4099999964237213,0.4359999895095825,193200.0,,,,,
2024-06-20,0.4250000119209289,0.4480000138282776,0.4120000004768371,0.4120000004768371,134500.0,,,,,
2024-06-21,0.4289999902248382,0.4480000138282776,0.4120000004768371,0.4460000097751617,368800.0,,,,,
2024-06-24,0.4120000004768371,0.4390000104904175,0.4120000004768371,0.4329999983310699,338400.0,,,,,
2024-06-25,0.4059999883174896,0.4300000071525574,0.4059999883174896,0.414000004529953,110500.0,,,,,
2024-06-26,0.4099999964237213,0.4230000078678131,0.4059999883174896,0.4120000004768371,22200.0,,,,,
2024-06-27,0.4180000126361847,0.4289999902248382,0.4099999964237213,0.4239999949932098,41000.0,,,,,
2024-06-28,0.4000000059604645,0.4350000023841858,0.4000000059604645,0.4350000023841858,67800.0,,,,,
2024-07-01,0.4289999902248382,0.4320000112056732,0.4079999923706054,0.4079999923706054,58300.0,,,,,
2024-07-02,0.4099999964237213,0.4289999902248382,0.4099999964237213,0.4280000030994415,91100.0,,,,,
2024-07-03,0.421999990940094,0.4350000023841858,0.4189999997615814,0.4350000023841858,55100.0,,,,,
2024-07-05,0.4399999976158142,0.4399999976158142,0.4180000126361847,0.4329999983310699,97800.0,,,,,
2024-07-08,0.4679999947547912,0.4799999892711639,0.4440000057220459,0.449999988079071,148800.0,,,,,
2024-07-09,0.4620000123977661,0.4720000028610229,0.453000009059906,0.4600000083446502,69900.0,,,,,
2024-07-10,0.4790000021457672,0.4900000095367431,0.4449999928474426,0.4449999928474426,185700.0,,,,,
2024-07-11,0.4749999940395355,0.4900000095367431,0.4749999940395355,0.4850000143051147,77200.0,,,,,
2024-07-12,0.488999992609024,0.488999992609024,0.4699999988079071,0.4839999973773956,51800.0,,,,,
2024-07-15,0.4749999940395355,0.4900000095367431,0.4699999988079071,0.4900000095367431,70500.0,,,,,
2024-07-16,0.4600000083446502,0.4839999973773956,0.4569999873638153,0.4839999973773956,168000.0,,,,,
2024-07-17,0.4550000131130218,0.4699999988079071,0.4449999928474426,0.4699999988079071,91600.0,,,,,
2024-07-18,0.4390000104904175,0.4550000131130218,0.4359999895095825,0.449999988079071,90100.0,,,,,
2024-07-19,0.4309999942779541,0.4469999969005584,0.421999990940094,0.4300000071525574,79300.0,,,,,
2024-07-22,0.4300000071525574,0.4440000057220459,0.4230000078678131,0.4300000071525574,81200.0,,,,,
2024-07-23,0.4329999983310699,0.4399999976158142,0.4280000030994415,0.4300000071525574,81200.0,,,,,
