Date,Close,High,Low,Open,Volume,"('Close', 'PGEN')","('High', 'PGEN')","('Low', 'PGEN')","('Open', 'PGEN')","('Volume', 'PGEN')"
2024-06-03,1.559999942779541,1.7599999904632568,1.440000057220459,1.4500000476837158,4706100.0,,,,,
2024-06-04,1.649999976158142,1.659999966621399,1.5399999618530271,1.5700000524520874,2311900.0,,,,,
2024-06-05,1.75,1.75,1.600000023841858,1.649999976158142,1669000.0,,,,,
2024-06-06,1.7100000381469729,1.830000042915344,1.6799999475479126,1.7599999904632568,1455000.0,,,,,
2024-06-07,1.6200000047683716,1.690000057220459,1.590000033378601,1.6699999570846558,943900.0,,,,,
2024-06-10,1.7000000476837158,1.7000000476837158,1.6200000047683716,1.6299999952316284,758700.0,,,,,
2024-06-11,1.6399999856948853,1.7200000286102295,1.6200000047683716,1.6699999570846558,611500.0,,,,,
2024-06-12,1.6699999570846558,1.7300000190734863,1.6299999952316284,1.6299999952316284,637500.0,,,,,
2024-06-13,1.7000000476837158,1.7400000095367432,1.6299999952316284,1.6699999570846558,661200.0,,,,,
2024-06-14,1.6299999952316284,1.7000000476837158,1.6100000143051147,1.659999966621399,601200.0,,,,,
2024-06-17,1.6299999952316284,1.6699999570846558,1.600000023841858,1.6200000047683716,612300.0,,,,,
2024-06-18,1.5700000524520874,1.649999976158142,1.5700000524520874,1.6100000143051147,701400.0,,,,,
2024-06-20,1.5299999713897705,1.5800000429153442,1.5199999809265137,1.5700000524520874,555600.0,,,,,
2024-06-21,1.5399999618530271,1.590000033378601,1.5399999618530271,1.5499999523162842,790100.0,,,,,
2024-06-24,1.6100000143051147,1.6200000047683716,1.5399999618530271,1.5499999523162842,655100.0,,,,,
2024-06-25,1.6699999570846558,1.6699999570846558,1.600000023841858,1.6299999952316284,685400.0,,,,,
2024-06-26,1.5499999523162842,1.6699999570846558,1.5399999618530271,1.649999976158142,755500.0,,,,,
2024-06-27,1.5099999904632568,1.5700000524520874,1.5,1.559999942779541,690400.0,,,,,
2024-06-28,1.5800000429153442,1.6200000047683716,1.4700000286102295,1.5,1842500.0,,,,,
2024-07-01,1.5499999523162842,1.5700000524520874,1.5299999713897705,1.559999942779541,576600.0,,,,,
2024-07-02,1.4900000095367432,1.5399999618530271,1.440000057220459,1.5399999618530271,805800.0,,,,,
2024-07-03,1.4700000286102295,1.5299999713897705,1.4600000381469729,1.5099999904632568,382100.0,,,,,
2024-07-05,1.4199999570846558,1.4900000095367432,1.399999976158142,1.4800000190734863,497800.0,,,,,
2024-07-08,1.5499999523162842,1.5800000429153442,1.4600000381469729,1.4600000381469729,750400.0,,,,,
2024-07-09,1.5499999523162842,1.559999942779541,1.5299999713897705,1.5399999618530271,329300.0,,,,,
2024-07-10,1.5399999618530271,1.5800000429153442,1.5199999809265137,1.5499999523162842,422800.0,,,,,
2024-07-11,1.6399999856948853,1.649999976158142,1.5499999523162842,1.5499999523162842,1409000.0,,,,,
2024-07-12,1.6100000143051147,1.6699999570846558,1.590000033378601,1.649999976158142,1162500.0,,,,,
2024-07-15,1.649999976158142,1.6699999570846558,1.5800000429153442,1.6299999952316284,1179600.0,,,,,
2024-07-16,1.8799999952316284,1.9299999475479128,1.659999966621399,1.6699999570846558,2525300.0,,,,,
2024-07-17,1.7300000190734863,1.850000023841858,1.7000000476837158,1.8200000524520876,1150700.0,,,,,
2024-07-18,1.659999966621399,1.7599999904632568,1.649999976158142,1.75,838400.0,,,,,
