Date,Close,High,Low,Open,Volume,"('Close', 'UGRO')","('High', 'UGRO')","('Low', 'UGRO')","('Open', 'UGRO')","('Volume', 'UGRO')"
2024-06-03,1.3300000429153442,1.4900000095367432,1.3300000429153442,1.4900000095367432,60200.0,,,,,
2024-06-04,1.3300000429153442,1.399999976158142,1.3200000524520874,1.3600000143051147,18800.0,,,,,
2024-06-05,1.5,1.5,1.2999999523162842,1.2999999523162842,52400.0,,,,,
2024-06-06,1.4900000095367432,1.559999942779541,1.399999976158142,1.559999942779541,99800.0,,,,,
2024-06-07,1.4299999475479126,1.5,1.3799999952316284,1.5,48700.0,,,,,
2024-06-10,1.2999999523162842,1.4500000476837158,1.2999999523162842,1.409999966621399,78700.0,,,,,
2024-06-11,1.340000033378601,1.3700000047683716,1.2999999523162842,1.350000023841858,35100.0,,,,,
2024-06-12,1.3700000047683716,1.399999976158142,1.309999942779541,1.309999942779541,19900.0,,,,,
2024-06-13,1.347000002861023,1.399999976158142,1.3200000524520874,1.3489999771118164,12200.0,,,,,
2024-06-14,1.350000023841858,1.3899999856948853,1.309999942779541,1.3200000524520874,13200.0,,,,,
2024-06-17,1.399999976158142,1.409999966621399,1.350000023841858,1.378000020980835,15100.0,,,,,
2024-06-18,1.340000033378601,1.4299999475479126,1.340000033378601,1.409999966621399,33600.0,,,,,
2024-06-20,1.2899999618530271,1.3799999952316284,1.2899999618530271,1.340000033378601,41800.0,,,,,
2024-06-21,1.2999999523162842,1.2999999523162842,1.2699999809265137,1.2910000085830688,50300.0,,,,,
2024-06-24,1.2699999809265137,1.3300000429153442,1.2699999809265137,1.2899999618530271,37200.0,,,,,
2024-06-25,1.2400000095367432,1.2999999523162842,1.2400000095367432,1.2899999618530271,22700.0,,,,,
2024-06-26,1.1799999475479126,1.253999948501587,1.1399999856948853,1.25,150900.0,,,,,
2024-06-27,1.309999942779541,1.340000033378601,1.159999966621399,1.2000000476837158,52700.0,,,,,
2024-06-28,1.3300000429153442,1.340000033378601,1.2699999809265137,1.3200000524520874,25000.0,,,,,
2024-07-01,1.3300000429153442,1.350000023841858,1.309999942779541,1.3300000429153442,20800.0,,,,,
2024-07-02,1.309999942779541,1.340000033378601,1.2799999713897705,1.2999999523162842,9100.0,,,,,
2024-07-03,1.3700000047683716,1.399999976158142,1.2960000038146973,1.2960000038146973,14500.0,,,,,
2024-07-05,1.440000057220459,1.4500000476837158,1.340000033378601,1.3700000047683716,25600.0,,,,,
2024-07-08,1.399999976158142,1.440000057220459,1.3799999952316284,1.440000057220459,9000.0,,,,,
2024-07-09,1.3799999952316284,1.399999976158142,1.3650000095367432,1.3899999856948853,12600.0,,,,,
2024-07-10,1.5199999809265137,1.649999976158142,1.3799999952316284,1.3799999952316284,90500.0,,,,,
2024-07-11,1.4600000381469729,1.559000015258789,1.4199999570846558,1.5390000343322754,16000.0,,,,,
2024-07-12,1.5,1.5,1.440000057220459,1.5,20200.0,,,,,
2024-07-15,1.4700000286102295,1.5,1.4199999570846558,1.4800000190734863,88600.0,,,,,
2024-07-16,1.5399999618530271,1.5800000429153442,1.4900000095367432,1.4900000095367432,20200.0,,,,,
2024-07-17,1.5399999618530271,1.5700000524520874,1.4800000190734863,1.5199999809265137,31600.0,,,,,
2024-07-18,1.5299999713897705,1.5479999780654907,1.5140000581741333,1.524999976158142,11800.0,,,,,
2024-07-19,1.4900000095367432,1.5399999618530271,1.4900000095367432,1.5399999618530271,2300.0,,,,,
