Date,Close,High,Low,Open,Volume,"('Close', 'MU')","('High', 'MU')","('Low', 'MU')","('Open', 'MU')","('Volume', 'MU')"
2024-06-03,127.38214874267578,128.0480284932662,124.38071574676992,127.34240129166808,16134300.0,,,,,
2024-06-04,125.86154174804688,127.07404360616631,124.64903988992742,126.56717645937124,12995500.0,,,,,
2024-06-05,132.88807678222656,133.04708171945757,126.8653231042211,128.0082554458349,22301800.0,,,,,
2024-06-06,129.27047729492188,133.30551837020525,128.38593349601055,133.01729248483102,15505000.0,,,,,
2024-06-07,130.13511657714844,131.72527230663252,128.82322331445533,129.40960812035252,12139500.0,,,,,
2024-06-10,133.9912567138672,134.83602258905591,128.9126677330562,128.9126677330562,14652100.0,,,,,
2024-06-11,134.23974609375,135.01495030200115,130.96996088779784,134.488209369856,14125000.0,,,,,
2024-06-12,139.88479614257812,140.8389016023637,135.9888945813547,137.6585601797397,16973600.0,,,,,
2024-06-13,142.26011657714844,143.33347962762002,139.3978151092242,141.912261964174,16312900.0,,,,,
2024-06-14,140.49107360839844,141.6141324544907,138.79157814948869,140.92837139501825,14028500.0,,,,,
2024-06-17,146.92129516601562,147.8356381333267,141.26626900194518,144.68512584971322,23909000.0,,,,,
2024-06-18,152.50674438476562,156.57159963691464,150.57866708061843,150.80726419626035,42192600.0,,,,,
2024-06-20,143.3036651611328,156.44240291190894,142.03153454618567,156.04485261661725,41285000.0,,,,,
2024-06-21,138.68223571777344,141.72343852168575,134.86584398128582,136.8038542252059,49893500.0,,,,,
2024-06-24,138.15550231933594,141.95202812032812,137.04239179401588,141.56442605061892,32410100.0,,,,,
2024-06-25,140.2525177001953,140.2624659348826,136.90323824882898,139.20898427747906,31160600.0,,,,,
2024-06-26,141.4849090576172,143.1844043046116,138.68223641011588,142.16072179630976,55490300.0,,,,,
2024-06-27,131.41717529296875,136.54546030912385,130.27425043202015,134.95528947520205,68172700.0,,,,,
2024-06-28,130.72149658203125,134.5875845211887,129.9462923798862,132.00357556903674,38140600.0,,,,,
2024-07-01,130.71153259277344,131.2680877688238,126.48765034883512,129.69779842782967,24749000.0,,,,,
2024-07-02,131.7749786376953,131.89425132166397,128.62446613651255,129.11145961398046,20776000.0,,,,,
2024-07-03,135.97897338867188,135.97897338867188,131.61594420361135,131.84454131013612,14507100.0,,,,,
2024-07-05,130.79104614257812,136.28705140068195,130.1052852233767,135.97895943176343,30104600.0,,,,,
2024-07-08,130.00025939941406,132.56664474659047,129.40341995002134,130.5970836705491,20500700.0,,,,,
2024-07-09,130.4478759765625,134.49640284193092,130.18925365431014,131.0546571595358,21850900.0,,,,,
2024-07-10,135.670166015625,135.77958606940462,131.9996385131398,132.3975365170006,22460200.0,,,,,
2024-07-11,129.5426788330078,135.70995395994638,129.38353480299733,135.64033129274006,25401500.0,,,,,
2024-07-12,132.84515380859375,133.72049902972455,130.0300881407977,131.05465079996384,20726900.0,,,,,
2024-07-15,130.17929077148438,134.63565720082843,129.3437277578285,133.2032547898433,20416000.0,,,,,
2024-07-16,126.81713104248048,130.27876763467887,126.56845049269728,129.7316673895046,21312600.0,,,,,
2024-07-17,118.86930847167967,122.38067678800516,118.60073680430747,121.93305481267532,31414100.0,,,,,
2024-07-18,116.8301239013672,120.99801251010206,113.48785657215618,119.8640297650978,30404900.0,,,,,
2024-07-19,113.65696716308594,116.59139478437906,113.24912739510177,116.0741425501681,18038900.0,,,,,
2024-07-22,114.67157745361328,114.96999715824764,113.0402336036364,114.75115705339957,23837800.0,,,,,
2024-07-23,113.6470184326172,115.72598431739932,113.2292369039713,114.5223712910841,14707700.0,,,,,
2024-07-24,109.69795989990234,113.43811739110092,109.41943890603837,110.88168171295224,25261000.0,,,,,
2024-07-25,106.88289642333984,110.11574354517997,104.48561988856808,106.23633307027426,29068400.0,,,,,
2024-07-26,108.8325653076172,110.046120081009,107.2111631787197,109.41944779391194,18547900.0,,,,,
2024-07-29,107.2807846069336,110.44400141376003,106.57453277633476,109.95658967500576,13517700.0,,,,,
2024-07-30,102.01871490478516,108.6734094058475,101.63077382158794,108.42472883512472,23915100.0,,,,,
2024-07-31,109.24039459228516,110.75236903709433,107.18131988734172,109.2702350448146,26503600.0,,,,,
2024-08-01,100.97425842285156,107.2907432363394,99.42248654148052,106.6143317980824,31643700.0,,,,,
2024-08-02,92.21074676513672,97.17441610747449,90.58935227850354,96.64721454509618,36039400.0,,,,,
2024-08-05,89.94277954101562,91.76312298918369,84.46186568084747,87.16750369113518,36977600.0,,,,,
2024-08-06,88.53028106689453,90.380465076097,86.69004640523985,88.72922248307883,26460000.0,,,,,
2024-08-07,86.3418960571289,93.08611183233396,86.12305594350514,92.88716282489024,29483800.0,,,,,
2024-08-08,91.58407592773438,92.3599580572385,87.56539718523219,88.0130267447273,24760700.0,,,,,
2024-08-09,92.5887451171875,94.03108928586482,90.96734305803815,91.3055525557446,21627200.0,,,,,
2024-08-12,94.14051818847656,96.0205427348088,92.1411242336476,92.6086449305153,18886600.0,,,,,
2024-08-13,96.9257354736328,97.2639373854011,94.40908947315472,96.11006355740123,23565500.0,,,,,
2024-08-14,99.88006591796876,101.4119315222145,97.55241187975916,100.46694840946012,22459000.0,,,,,
2024-08-15,106.38553619384766,107.47973668452788,102.20770599187482,102.96369698840076,29128000.0,,,,,
2024-08-16,107.4200439453125,108.8922360814914,104.79397804975258,106.26617018593149,18383300.0,,,,,
2024-08-19,108.05667114257812,108.14620008799244,104.20710103971084,106.68395722229351,15744600.0,,,,,
2024-08-20,107.4200439453125,108.61371509092106,105.59970816004852,107.75825342609632,16075500.0,,,,,
2024-08-21,107.75826263427734,107.82789288787,105.64944874255556,107.58916167399929,13658900.0,,,,,
2024-08-22,103.70974731445312,110.41417337458446,103.41132759400546,108.37498965949244,17967000.0,,,,,
2024-08-23,102.30718231201172,103.85895418894916,99.78058687600966,102.4961819688038,25465100.0,,,,,
2024-08-26,98.38797760009766,101.65066524014912,97.09483568926174,100.138683228483,26752300.0,,,,,
2024-08-27,97.34351348876952,97.97018573231632,96.15979166183094,96.5775731575288,17234600.0,,,,,
2024-08-28,94.35934448242188,97.16446066344795,92.21074097910258,96.84614987656302,25564300.0,,,,,
2024-08-29,95.06559753417967,97.46288160794325,94.48865685388044,96.0503703580506,18984300.0,,,,,
2024-08-30,95.7320785522461,97.89063185811337,94.4886755924944,96.40849006591618,18819400.0,,,,,
2024-09-03,88.11249542236328,93.38451859619676,87.84391617502247,93.13583804302174,28897200.0,,,,,
2024-09-04,88.8187484741211,90.25115090814482,87.34655624036023,87.89365650033548,16356500.0,,,,,
2024-09-05,88.91822052001953,90.2213042272694,87.29682599919991,87.63502791837409,13890700.0,,,,,
2024-09-06,85.92410278320312,89.1768486982573,84.81001875187842,88.89832769042613,23587100.0,,,,,
2024-09-09,85.81468200683594,87.49576497592528,84.56133748218217,87.38634492532607,20526400.0,,,,,
2024-09-10,86.39163208007812,86.72984161563981,84.422086133976,86.51100149071091,17019000.0,,,,,
2024-09-11,90.17157745361328,90.35062777006804,85.62569687437039,87.73450328024984,20879600.0,,,,,
2024-09-12,86.74971771240234,87.56538957110004,83.67602991446158,86.64029766887101,30900000.0,,,,,
2024-09-13,90.73856353759766,90.98724409647546,87.40624556646061,87.62507808340524,21267200.0,,,,,
2024-09-16,86.71987915039062,87.77428222287492,85.46652709027767,86.77956005211529,26494300.0,,,,,
2024-09-17,88.26170349121094,89.09726649023806,87.07798165346114,87.595233854412,17744800.0,,,,,
2024-09-18,86.88898468017578,88.7292192753015,86.2523630644472,87.52560629590437,20130600.0,,,,,
2024-09-19,88.7789535522461,89.91293621737985,87.11776935198691,88.87842425128578,25208900.0,,,,,
2024-09-20,90.42024230957033,90.48987255446971,87.86380676236772,87.9334370072671,28711000.0,,,,,
2024-09-23,93.07615661621094,94.29966827017913,92.09138375612272,92.1908544590086,23394100.0,,,,,
2024-09-24,93.50389099121094,94.49861323579827,92.2704375328786,94.23004156897622,23043200.0,,,,,
2024-09-25,95.26454162597656,95.6723813702066,93.43425642323278,93.6630458681398,54762900.0,,,,,
2024-09-26,109.30007934570312,114.19411863931202,106.9624835493424,112.5030862415298,107965900.0,,,,,
2024-09-27,106.93263244628906,110.38431956369948,106.4651118157518,109.91679893316224,42960200.0,,,,,
2024-09-30,103.1626434326172,106.18659997732736,101.7202992086234,105.52013789253732,39544700.0,,,,,
2024-10-01,99.78057861328124,103.65004725400875,98.41781409511356,102.85427407013688,34309800.0,,,,,
2024-10-02,99.32301330566406,101.58103702126768,98.80576108445776,100.059105632079,26334900.0,,,,,
2024-10-03,101.28260803222656,101.98885984121708,98.87538227384292,98.945012520106,22176700.0,,,,,
2024-10-04,101.7103500366211,103.68984518866148,100.86483764216192,103.10296270409246,21911200.0,,,,,
2024-10-07,102.48212432861328,104.15513192888378,100.3908496329291,101.7352426794898,21749300.0,,,,,
2024-10-08,102.11365509033205,102.51199347032536,100.83897835249152,101.75515130810533,18858300.0,,,,,
2024-10-09,101.27715301513672,101.8647038889552,99.90289345575827,101.82486928753757,18442700.0,,,,,
2024-10-10,105.25056457519533,106.1368635255999,100.43068437521744,100.94852657404196,27605600.0,,,,,
2024-10-11,106.47545623779295,107.20242445529898,104.55348030670513,104.6032754604684,19133900.0,,,,,
2024-10-14,107.88954162597656,108.25800597966352,106.35595130509668,107.36174646912303,15021900.0,,,,,
2024-10-15,103.88626861572266,109.03477149238144,102.28296190207476,107.4115512756748,23419100.0,,,,,
2024-10-16,108.78580474853516,109.17418261638583,105.17090013328144,105.57919150306172,20450900.0,,,,,
2024-10-17,111.58412170410156,113.66542825811024,110.54844490294184,110.87706705516692,26584800.0,,,,,
2024-10-18,110.6878662109375,112.43059012645666,109.40322881291972,111.28537003386656,16700400.0,,,,,
2024-10-21,108.62648010253906,110.6779128129679,107.24225991086686,110.6380782091755,14829400.0,,,,,
2024-10-22,107.37171173095705,108.06879827104184,105.92774349892132,107.78996365500792,13758100.0,,,,,
2024-10-23,104.6132354736328,106.65470760699291,103.10951149025188,106.11695185934002,15174700.0,,,,,
2024-10-24,106.4057388305664,107.08291183861998,105.11114851359582,106.3360301796347,13206300.0,,,,,
2024-10-25,107.46134185791016,109.42314472686732,107.2721293973701,107.8895467356823,12265000.0,,,,,
2024-10-28,105.9476547241211,107.73021323565544,105.87794607161074,106.336032587775,12381000.0,,,,,
2024-10-29,107.73020935058594,108.29783909989224,105.16093465470558,106.14681630399063,15164600.0,,,,,
2024-10-30,103.6472625732422,106.35595469240046,103.20908955465087,105.81819896894932,14321800.0,,,,,
2024-10-31,99.23567962646484,102.06386790957347,98.65808931027846,101.77507275148028,19830300.0,,,,,
2024-11-01,99.31534576416016,100.19168416336709,98.95684196501344,99.58421981468368,13623400.0,,,,,
2024-11-04,101.3070297241211,103.3584622122126,100.58006157962885,101.0779826765577,15765800.0,,,,,
2024-11-05,105.05140686035156,105.18087122772984,101.36679322244244,101.57591920319872,12071900.0,,,,,
2024-11-06,111.36504364013672,111.85300422842953,106.55512361965816,107.9293832265062,20304500.0,,,,,
2024-11-07,112.9384765625,113.3866025491957,110.90695740064372,112.09200454680466,13569800.0,,,,,
2024-11-08,111.43475341796876,113.82477642594176,110.11028135301753,111.67375343946394,13045700.0,,,,,
2024-11-11,108.1982650756836,111.04637459993178,106.32607672964224,110.48869775756852,14479700.0,,,,,
2024-11-12,103.66717529296876,104.65305697968726,101.64561676864083,104.56343482529162,21859700.0,,,,,
2024-11-13,99.50455474853516,102.91033338422244,99.40497204411868,102.37258526083885,18416200.0,,,,,
2024-11-14,98.76763916015624,101.8647093066164,98.1502142018552,100.86886701123176,18459700.0,,,,,
2024-11-15,95.9394302368164,97.79169726588496,95.24234376251007,97.14440593874596,18518300.0,,,,,
2024-11-18,97.10458374023438,97.66225299089056,95.1328126647842,96.1485760543922,14236400.0,,,,,
2024-11-19,97.32366943359376,97.77179542082918,96.10874063553936,96.59670122572273,14160300.0,,,,,
2024-11-20,97.96099853515624,98.12032933406644,96.12864496281516,97.57262069057607,10490600.0,,,,,
2024-11-21,102.33274841308594,102.86054357281284,97.65228543152595,99.6838044672532,18915200.0,,,,,
2024-11-22,102.21324157714844,103.27879241449162,101.2273599382935,101.93440698011254,12063700.0,,,,,
2024-11-25,104.0456085205078,105.9576239438201,103.37838839454376,103.41822299890536,22837900.0,,,,,
2024-11-26,101.37673950195312,104.28459691693617,99.89292914626805,103.56758931375172,19275700.0,,,,,
2024-11-27,97.7917022705078,100.61989810601474,96.2381908495948,100.52031540425652,17046400.0,,,,,
2024-11-29,97.54273986816406,97.79170041667666,95.70043332870549,96.83569282210908,13729400.0,,,,,
2024-12-02,98.14025115966795,99.67384145094276,97.12448786810646,97.19419651770986,16525600.0,,,,,
