Date,Close,High,Low,Open,Volume,"('Close', 'BRO')","('High', 'BRO')","('Low', 'BRO')","('Open', 'BRO')","('Volume', 'BRO')"
2024-06-03,88.26517486572266,89.20849410674252,87.47079518587829,88.60278888117465,796600.0,,,,,
2024-06-04,89.26807403564453,89.35743776887477,88.03679239795562,88.03679239795562,1286300.0,,,,,
2024-06-05,89.36737060546875,89.51631773829772,88.2254526881346,89.36737060546875,864600.0,,,,,
2024-06-06,88.90067291259766,89.83406787205145,88.25524038905547,89.67518891054193,1081900.0,,,,,
2024-06-07,89.64540100097656,90.04259082899237,89.02976396452961,89.29786274237492,993400.0,,,,,
2024-06-10,89.00990295410156,89.78441897509956,88.5531372898147,89.39716096460056,841800.0,,,,,
2024-06-11,88.99005126953125,89.05955892675453,88.05665623616169,88.90067995266334,966000.0,,,,,
2024-06-12,89.83406829833984,90.05252308356914,88.47369559308117,89.18863577173491,803800.0,,,,,
2024-06-13,89.88371276855469,90.16175095398916,88.99004511626748,89.64540189966249,636800.0,,,,,
2024-06-14,89.4468002319336,89.86384609729545,89.10918626299897,89.46665631209915,648600.0,,,,,
2024-06-17,91.3533172607422,91.47247648879294,89.08934495814205,89.19857235658033,1144200.0,,,,,
2024-06-18,91.76043701171876,92.395937729759,91.22423186041613,91.50226247758798,966800.0,,,,,
2024-06-20,92.23705291748048,92.37606821725726,91.49232485049096,91.76043119703594,898700.0,,,,,
2024-06-21,92.36614990234376,92.45552122285632,91.4228305764486,92.23706641245532,1921700.0,,,,,
2024-06-24,92.6838836669922,93.09100529987104,91.64126895309288,92.37606516704555,1119000.0,,,,,
2024-06-25,90.4993667602539,92.79312710335756,90.47951067569214,92.68389969885104,1074800.0,,,,,
2024-06-26,89.94330596923828,90.12204103432668,88.51342544853102,89.79435881903682,1288800.0,,,,,
2024-06-27,89.52626037597656,90.32063255402676,89.46667697019187,90.12204140345592,1316200.0,,,,,
2024-06-28,88.7815170288086,89.81419992625686,88.49355460664428,89.19856291921256,2024300.0,,,,,
2024-07-01,88.48362731933594,89.46666627595947,87.98714192648848,89.18863566808743,1099800.0,,,,,
2024-07-02,89.01982879638672,89.04961670661154,87.68924405880844,87.9275624921382,842300.0,,,,,
2024-07-03,89.40709686279297,89.67519566081401,88.3148304353755,88.97018726151941,708400.0,,,,,
2024-07-05,89.88371276855469,89.97308407924297,88.62264319591067,89.49645476569265,823100.0,,,,,
2024-07-08,89.93336486816406,90.717812707644,89.89364512715376,90.3603426143173,623300.0,,,,,
2024-07-09,89.4468002319336,90.09223268590696,89.28792128754907,89.95320982168798,726500.0,,,,,
2024-07-10,90.29084777832033,90.42986310370668,89.40710424874979,89.68513489952248,958000.0,,,,,
2024-07-11,91.3235321044922,91.57177482193366,90.30077332075597,90.54901603819744,708000.0,,,,,
2024-07-12,93.08108520507812,93.45841897594956,91.46254544950936,91.73064424523233,1331900.0,,,,,
2024-07-15,92.57467651367188,93.6172913701143,92.3959414560294,93.27968491443764,886700.0,,,,,
2024-07-16,92.65410614013672,93.37897818263689,92.39593917772626,92.96193225034342,843500.0,,,,,
2024-07-17,92.88248443603516,93.46833353946772,92.39593089199184,92.65409783125082,1255200.0,,,,,
2024-07-18,92.57467651367188,93.36904865537566,92.2966383095208,92.51509311061342,1124200.0,,,,,
2024-07-19,91.8100814819336,93.00165101624503,91.64127826003016,93.00165101624503,962500.0,,,,,
2024-07-22,92.50516510009766,93.05129450488542,91.73064149792138,92.14769499932896,1209100.0,,,,,
2024-07-23,97.36078643798828,98.38354511275932,94.76913213795405,96.31816410550896,2871500.0,,,,,
2024-07-24,96.87422943115234,97.66860910643948,96.08978158514196,97.36079058075458,1733700.0,,,,,
2024-07-25,96.74514770507812,98.0459370605382,96.526692911631,97.24163311717936,1458100.0,,,,,
2024-07-26,98.4729232788086,98.56229460006404,96.92389108420444,97.31114913285548,960200.0,,,,,
2024-07-29,97.9665069580078,99.2176447650136,97.5494534465729,98.74102300303986,1489000.0,,,,,
2024-07-30,99.1382064819336,99.535396338907,98.32397068423302,98.5523573141168,967800.0,,,,,
2024-07-31,98.73108673095705,99.64461804677391,97.99629046177962,98.88003386578426,2294100.0,,,,,
2024-08-01,100.0914535522461,100.15102937235942,98.95946751549968,99.33679366915996,1097000.0,,,,,
2024-08-02,100.50850677490234,102.43487257389351,98.57220914657944,99.95244554458162,1420800.0,,,,,
2024-08-05,97.68846130371094,99.86306970709666,97.16218800946606,99.82334996733552,1382200.0,,,,,
2024-08-06,98.6715087890625,100.05173756234996,97.7579699170914,97.9764247000461,1514900.0,,,,,
