Date,Close,High,Low,Open,Volume,"('Close', 'NTLA')","('High', 'NTLA')","('Low', 'NTLA')","('Open', 'NTLA')","('Volume', 'NTLA')"
2024-06-03,23.520000457763672,24.325000762939453,22.030000686645508,22.600000381469727,3813600.0,,,,,
2024-06-04,23.25,24.09000015258789,22.959999084472656,23.489999771118164,2145200.0,,,,,
2024-06-05,23.09000015258789,23.649999618530277,22.57999992370605,23.350000381469727,2700300.0,,,,,
2024-06-06,22.950000762939453,23.23500061035156,22.549999237060547,23.0,1771300.0,,,,,
2024-06-07,22.729999542236328,23.18000030517578,22.43099975585937,22.5,1449200.0,,,,,
2024-06-10,23.280000686645508,23.395000457763672,22.11000061035156,22.53499984741211,1352000.0,,,,,
2024-06-11,23.75,23.76499938964844,22.76000022888184,23.01000022888184,1400500.0,,,,,
2024-06-12,25.850000381469727,26.979999542236328,24.51000022888184,24.799999237060547,2296400.0,,,,,
2024-06-13,25.959999084472656,26.520000457763672,25.420000076293945,25.850000381469727,1204600.0,,,,,
2024-06-14,25.149999618530277,26.170000076293945,25.01000022888184,25.8799991607666,1030700.0,,,,,
2024-06-17,25.170000076293945,25.6200008392334,24.75,25.0,1035000.0,,,,,
2024-06-18,24.799999237060547,25.170000076293945,24.57999992370605,25.1299991607666,1584200.0,,,,,
2024-06-20,24.149999618530277,24.63999938964844,23.93000030517578,24.5,1320500.0,,,,,
2024-06-21,24.21999931335449,24.40999984741211,23.450000762939453,24.25,2975100.0,,,,,
2024-06-24,25.0,26.93000030517578,24.799999237060547,26.209999084472656,2619800.0,,,,,
2024-06-25,24.0,24.84000015258789,23.96999931335449,24.700000762939453,1665100.0,,,,,
2024-06-26,22.90999984741211,23.86000061035156,21.90999984741211,23.86000061035156,2458100.0,,,,,
2024-06-27,23.190000534057617,23.540000915527344,22.709999084472656,22.979999542236328,1526700.0,,,,,
2024-06-28,22.3799991607666,23.200000762939453,21.78300094604492,23.190000534057617,5391400.0,,,,,
2024-07-01,22.46999931335449,23.43000030517578,22.059999465942383,22.11000061035156,1291200.0,,,,,
2024-07-02,22.149999618530277,22.459999084472656,21.600000381469727,22.440000534057617,1434500.0,,,,,
2024-07-03,22.950000762939453,23.149999618530277,22.149999618530277,22.420000076293945,843300.0,,,,,
2024-07-05,22.76000022888184,22.959999084472656,22.15999984741211,22.799999237060547,1123500.0,,,,,
2024-07-08,22.940000534057617,23.38999938964844,22.81999969482422,23.15999984741211,1793600.0,,,,,
2024-07-09,22.26000022888184,22.86000061035156,21.790000915527344,22.86000061035156,1494900.0,,,,,
2024-07-10,23.149999618530277,23.26000022888184,22.09000015258789,22.459999084472656,1301300.0,,,,,
