Date,Close,High,Low,Open,Volume,"('Close', 'LUMN')","('High', 'LUMN')","('Low', 'LUMN')","('Open', 'LUMN')","('Volume', 'LUMN')"
2024-06-03,1.2899999618530271,1.309999942779541,1.2699999809265137,1.2799999713897705,7083500.0,,,,,
2024-06-04,1.2599999904632568,1.2899999618530271,1.25,1.2899999618530271,5730100.0,,,,,
2024-06-05,1.3300000429153442,1.350000023841858,1.25,1.2599999904632568,8147200.0,,,,,
2024-06-06,1.309999942779541,1.3300000429153442,1.2899999618530271,1.309999942779541,4127700.0,,,,,
2024-06-07,1.2699999809265137,1.2999999523162842,1.2699999809265137,1.2999999523162842,4157700.0,,,,,
2024-06-10,1.2200000286102295,1.2699999809265137,1.2200000286102295,1.2699999809265137,7329600.0,,,,,
2024-06-11,1.2300000190734863,1.2400000095367432,1.2000000476837158,1.2300000190734863,8192000.0,,,,,
2024-06-12,1.2300000190734863,1.2899999618530271,1.2300000190734863,1.25,9504900.0,,,,,
2024-06-13,1.190000057220459,1.2400000095367432,1.1799999475479126,1.2300000190734863,7346600.0,,,,,
2024-06-14,1.1299999952316284,1.1799999475479126,1.1200000047683716,1.1799999475479126,12092000.0,,,,,
2024-06-17,1.0800000429153442,1.149999976158142,1.059999942779541,1.1399999856948853,23526300.0,,,,,
2024-06-18,1.0700000524520874,1.090000033378601,1.0299999713897705,1.090000033378601,13235200.0,,,,,
2024-06-20,1.1100000143051147,1.149999976158142,1.0399999618530271,1.0499999523162842,8135900.0,,,,,
2024-06-21,1.0700000524520874,1.159999966621399,1.0499999523162842,1.159999966621399,26019900.0,,,,,
2024-06-24,1.0499999523162842,1.100000023841858,1.0399999618530271,1.0700000524520874,6596300.0,,,,,
2024-06-25,0.9900000095367432,1.059999942779541,0.9900000095367432,1.0499999523162842,9289600.0,,,,,
2024-06-26,1.0,1.0399999618530271,0.9900000095367432,1.0099999904632568,9976600.0,,,,,
2024-06-27,1.0299999713897705,1.0499999523162842,0.9800000190734864,1.0099999904632568,6923600.0,,,,,
2024-06-28,1.100000023841858,1.1100000143051147,1.0199999809265137,1.0299999713897705,19231900.0,,,,,
2024-07-01,1.1100000143051147,1.1100000143051147,0.9700000286102296,1.0499999523162842,14582800.0,,,,,
2024-07-02,1.0700000524520874,1.1100000143051147,1.0499999523162842,1.0800000429153442,6500900.0,,,,,
2024-07-03,1.0399999618530271,1.090000033378601,1.0199999809265137,1.059999942779541,5298500.0,,,,,
2024-07-05,1.0299999713897705,1.0399999618530271,1.0,1.0199999809265137,5504700.0,,,,,
2024-07-08,1.059999942779541,1.0800000429153442,1.0199999809265137,1.0199999809265137,8277800.0,,,,,
2024-07-09,1.059999942779541,1.090000033378601,1.0299999713897705,1.0499999523162842,9409000.0,,,,,
2024-07-10,1.0499999523162842,1.0800000429153442,1.0399999618530271,1.059999942779541,6929400.0,,,,,
2024-07-11,1.159999966621399,1.1799999475479126,1.0700000524520874,1.0700000524520874,14646000.0,,,,,
2024-07-12,1.1799999475479126,1.2000000476837158,1.149999976158142,1.159999966621399,9521500.0,,,,,
2024-07-15,1.2100000381469729,1.2699999809265137,1.159999966621399,1.2000000476837158,9483100.0,,,,,
2024-07-16,1.3200000524520874,1.3300000429153442,1.2300000190734863,1.2300000190734863,11190700.0,,,,,
2024-07-17,1.340000033378601,1.350000023841858,1.2699999809265137,1.2899999618530271,12738200.0,,,,,
2024-07-18,1.3600000143051147,1.4199999570846558,1.3200000524520874,1.340000033378601,16479700.0,,,,,
2024-07-19,1.3799999952316284,1.399999976158142,1.3300000429153442,1.3600000143051147,10593900.0,,,,,
2024-07-22,1.4299999475479126,1.440000057220459,1.3899999856948853,1.3899999856948853,11601200.0,,,,,
2024-07-23,1.4900000095367432,1.5,1.4299999475479126,1.4299999475479126,10012100.0,,,,,
2024-07-24,1.5199999809265137,1.6799999475479126,1.4700000286102295,1.6200000047683716,40639300.0,,,,,
2024-07-25,1.6399999856948853,1.6799999475479126,1.4800000190734863,1.4900000095367432,19088300.0,,,,,
2024-07-26,1.7699999809265137,1.7699999809265137,1.6799999475479126,1.690000057220459,18386700.0,,,,,
2024-07-29,1.940000057220459,1.9900000095367432,1.75,1.7999999523162842,31081100.0,,,,,
2024-07-30,2.6700000762939453,3.440000057220459,1.940000057220459,2.0199999809265137,161091500.0,,,,,
2024-07-31,3.150000095367432,3.150000095367432,2.359999895095825,2.5899999141693115,75980600.0,,,,,
2024-08-01,3.319999933242798,4.199999809265137,3.140000104904175,3.2699999809265137,133120100.0,,,,,
2024-08-02,3.069999933242798,3.319999933242798,2.9200000762939453,3.190000057220459,54226000.0,,,,,
2024-08-05,2.5899999141693115,2.859999895095825,2.509999990463257,2.619999885559082,44890300.0,,,,,
2024-08-06,5.0,5.300000190734863,3.650000095367432,3.9800000190734863,311863000.0,,,,,
2024-08-07,6.630000114440918,7.829999923706055,6.099999904632568,7.21999979019165,264638600.0,,,,,
2024-08-08,5.380000114440918,6.679999828338623,4.820000171661377,6.369999885559082,132850300.0,,,,,
2024-08-09,5.570000171661377,5.849999904632568,5.03000020980835,5.25,65472000.0,,,,,
2024-08-12,4.639999866485596,5.46999979019165,4.550000190734863,5.349999904632568,46232100.0,,,,,
2024-08-13,5.010000228881836,5.139999866485596,4.480000019073486,4.730000019073486,46336500.0,,,,,
2024-08-14,5.659999847412109,5.800000190734863,4.860000133514404,4.900000095367432,55563800.0,,,,,
2024-08-15,5.710000038146973,5.96999979019165,5.480000019073486,5.760000228881836,39050600.0,,,,,
2024-08-16,6.019999980926514,6.079999923706055,5.340000152587891,5.400000095367432,32542900.0,,,,,
2024-08-19,5.760000228881836,6.420000076293945,5.590000152587891,6.070000171661377,34774300.0,,,,,
2024-08-20,6.150000095367432,6.28000020980835,5.590000152587891,5.789999961853027,27024600.0,,,,,
2024-08-21,6.130000114440918,6.25,5.880000114440918,6.130000114440918,16692100.0,,,,,
2024-08-22,6.039999961853027,6.21999979019165,5.739999771118164,6.139999866485596,18675800.0,,,,,
2024-08-23,6.230000019073486,6.739999771118164,6.070000171661377,6.099999904632568,28204600.0,,,,,
2024-08-26,6.119999885559082,6.329999923706055,5.909999847412109,6.25,19148900.0,,,,,
2024-08-27,5.230000019073486,5.800000190734863,4.860000133514404,5.699999809265137,44424800.0,,,,,
2024-08-28,5.349999904632568,5.389999866485596,5.070000171661377,5.179999828338623,18980000.0,,,,,
2024-08-29,5.170000076293945,5.409999847412109,4.96999979019165,5.28000020980835,22970100.0,,,,,
2024-08-30,5.25,5.380000114440918,5.130000114440918,5.230000019073486,17208800.0,,,,,
2024-09-03,4.710000038146973,5.360000133514404,4.670000076293945,5.190000057220459,25948800.0,,,,,
2024-09-04,5.380000114440918,5.53000020980835,4.519999980926514,4.599999904632568,35957000.0,,,,,
2024-09-05,5.5,5.630000114440918,5.28000020980835,5.420000076293945,20163200.0,,,,,
2024-09-06,5.840000152587891,5.880000114440918,5.409999847412109,5.489999771118164,25622500.0,,,,,
2024-09-09,5.679999828338623,5.900000095367432,5.429999828338623,5.869999885559082,17715900.0,,,,,
2024-09-10,5.360000133514404,5.789999961853027,5.289999961853027,5.789999961853027,16201800.0,,,,,
2024-09-11,5.440000057220459,5.46999979019165,5.150000095367432,5.320000171661377,11821300.0,,,,,
2024-09-12,5.989999771118164,6.039999961853027,5.440000057220459,5.440000057220459,18014900.0,,,,,
2024-09-13,6.090000152587891,6.260000228881836,5.929999828338623,6.130000114440918,17684100.0,,,,,
2024-09-16,6.25,6.28000020980835,5.75,6.090000152587891,19827900.0,,,,,
2024-09-17,6.320000171661377,6.380000114440918,6.130000114440918,6.349999904632568,17856100.0,,,,,
2024-09-18,6.380000114440918,6.559999942779541,6.21999979019165,6.369999885559082,16400900.0,,,,,
2024-09-19,6.699999809265137,6.769999980926514,6.449999809265137,6.539999961853027,19063000.0,,,,,
2024-09-20,6.659999847412109,6.820000171661377,6.369999885559082,6.400000095367432,61124400.0,,,,,
2024-09-23,7.28000020980835,7.28000020980835,6.570000171661377,6.75,19021500.0,,,,,
2024-09-24,7.190000057220459,7.579999923706055,7.179999828338623,7.300000190734863,22749500.0,,,,,
2024-09-25,7.150000095367432,7.199999809265137,6.690000057220459,7.090000152587891,16760600.0,,,,,
2024-09-26,6.940000057220459,7.409999847412109,6.929999828338623,7.21999979019165,15341100.0,,,,,
2024-09-27,7.28000020980835,7.420000076293945,6.929999828338623,6.980000019073486,12570700.0,,,,,
2024-09-30,7.099999904632568,7.349999904632568,7.0,7.210000038146973,11541600.0,,,,,
2024-10-01,6.710000038146973,7.239999771118164,6.46999979019165,7.150000095367432,18562500.0,,,,,
2024-10-02,6.730000019073486,6.889999866485596,6.539999961853027,6.71999979019165,11665800.0,,,,,
2024-10-03,6.679999828338623,6.840000152587891,6.650000095367432,6.71999979019165,5939300.0,,,,,
2024-10-04,6.78000020980835,6.980000019073486,6.699999809265137,6.769999980926514,7943700.0,,,,,
2024-10-07,6.230000019073486,6.739999771118164,6.230000019073486,6.699999809265137,9755400.0,,,,,
2024-10-08,6.429999828338623,6.480000019073486,6.170000076293945,6.239999771118164,8766400.0,,,,,
2024-10-09,6.480000019073486,6.619999885559082,6.269999980926514,6.389999866485596,8717800.0,,,,,
2024-10-10,6.28000020980835,6.389999866485596,6.170000076293945,6.300000190734863,10173100.0,,,,,
2024-10-11,6.199999809265137,6.489999771118164,6.130000114440918,6.320000171661377,9031400.0,,,,,
