Date,Close,High,Low,Open,Volume,"('Close', 'GWH')","('High', 'GWH')","('Low', 'GWH')","('Open', 'GWH')","('Volume', 'GWH')"
2024-06-03,11.175000190734863,11.399999618530272,10.949999809265137,11.354999542236328,25887.0,,,,,
2024-06-04,10.755000114440918,11.25,10.664999961853027,11.175000190734863,39173.0,,,,,
2024-06-05,11.15999984741211,11.399999618530272,10.649999618530272,10.725000381469728,46627.0,,,,,
2024-06-06,10.770000457763672,11.385000228881836,10.649999618530272,11.100000381469728,28560.0,,,,,
2024-06-07,10.5,11.100000381469728,10.364999771118164,11.100000381469728,52860.0,,,,,
2024-06-10,10.545000076293944,10.949999809265137,10.484999656677246,10.635000228881836,45187.0,,,,,
2024-06-11,11.53499984741211,11.53499984741211,10.380000114440918,10.949999809265137,39727.0,,,,,
2024-06-12,11.850000381469728,13.260000228881836,11.385000228881836,11.399999618530272,149380.0,,,,,
2024-06-13,11.699999809265137,12.404999732971191,10.979999542236328,12.0,38233.0,,,,,
2024-06-14,11.25,11.625,10.800000190734863,11.295000076293944,30673.0,,,,,
2024-06-17,11.505000114440918,11.505000114440918,10.545000076293944,11.1899995803833,40087.0,,,,,
2024-06-18,11.010000228881836,11.53499984741211,10.96500015258789,11.25,19673.0,,,,,
2024-06-20,10.8149995803833,11.25,10.800000190734863,11.1899995803833,22373.0,,,,,
2024-06-21,11.175000190734863,11.234999656677246,10.68000030517578,10.845000267028809,41587.0,,,,,
2024-06-24,11.954999923706056,12.135000228881836,10.800000190734863,11.25,54847.0,,,,,
2024-06-25,12.345000267028809,12.449999809265137,11.25,11.25,70733.0,,,,,
2024-06-26,12.149999618530272,13.199999809265137,11.550000190734863,12.600000381469728,76660.0,,,,,
2024-06-27,12.989999771118164,12.989999771118164,11.850000381469728,12.19499969482422,53573.0,,,,,
2024-06-28,12.270000457763672,13.649999618530272,11.579999923706056,12.899999618530272,769020.0,,,,,
2024-07-01,11.175000190734863,12.704999923706056,11.175000190734863,12.704999923706056,53953.0,,,,,
2024-07-02,10.68000030517578,11.520000457763672,10.664999961853027,10.875,106700.0,,,,,
2024-07-03,12.149999618530272,12.225000381469728,10.875,11.039999961853027,24293.0,,,,,
2024-07-05,11.954999923706056,12.225000381469728,11.699999809265137,12.149999618530272,30980.0,,,,,
2024-07-08,12.164999961853027,12.449999809265137,11.774999618530272,11.954999923706056,48687.0,,,,,
2024-07-09,12.0,12.585000038146973,12.0,12.149999618530272,23887.0,,,,,
2024-07-10,12.479999542236328,12.869999885559082,11.864999771118164,12.0,56333.0,,,,,
2024-07-11,12.6899995803833,12.989999771118164,12.600000381469728,12.600000381469728,46807.0,,,,,
2024-07-12,13.574999809265137,13.949999809265137,12.75,13.5,151953.0,,,,,
2024-07-15,12.869999885559082,13.800000190734863,12.149999618530272,13.5,117333.0,,,,,
2024-07-16,13.875,13.875,12.899999618530272,13.050000190734863,47473.0,,,,,
2024-07-17,12.6899995803833,14.100000381469728,12.65999984741211,14.100000381469728,58540.0,,,,,
2024-07-18,12.074999809265137,13.335000038146973,12.0600004196167,13.199999809265137,36200.0,,,,,
2024-07-19,11.9399995803833,12.19499969482422,11.399999618530272,12.0,53333.0,,,,,
2024-07-22,11.850000381469728,12.300000190734863,11.80500030517578,12.0,21767.0,,,,,
2024-07-23,12.074999809265137,12.449999809265137,11.850000381469728,12.18000030517578,29953.0,,,,,
2024-07-24,11.850000381469728,12.149999618530272,11.699999809265137,12.149999618530272,18493.0,,,,,
2024-07-25,11.414999961853027,11.850000381469728,11.25,11.699999809265137,35473.0,,,,,
2024-07-26,11.550000190734863,12.0,11.414999961853027,11.550000190734863,30807.0,,,,,
2024-07-29,11.114999771118164,11.6850004196167,10.979999542236328,11.25,44080.0,,,,,
2024-07-30,10.800000190734863,11.385000228881836,10.800000190734863,10.96500015258789,31847.0,,,,,
2024-07-31,11.220000267028809,11.579999923706056,10.904999732971191,10.904999732971191,37920.0,,,,,
2024-08-01,10.800000190734863,11.295000076293944,10.545000076293944,11.15999984741211,55893.0,,,,,
2024-08-02,10.380000114440918,10.800000190734863,10.350000381469728,10.515000343322754,40053.0,,,,,
2024-08-05,9.899999618530272,10.40999984741211,9.539999961853027,10.199999809265137,65227.0,,,,,
2024-08-06,9.899999618530272,10.4399995803833,9.795000076293944,10.350000381469728,32413.0,,,,,
2024-08-07,9.765000343322754,10.199999809265137,9.765000343322754,10.199999809265137,38793.0,,,,,
2024-08-08,10.125,10.199999809265137,9.779999732971191,10.050000190734863,31580.0,,,,,
2024-08-09,9.75,10.350000381469728,9.75,9.914999961853027,35173.0,,,,,
2024-08-12,10.03499984741211,10.40999984741211,9.824999809265137,10.274999618530272,28093.0,,,,,
2024-08-13,10.005000114440918,10.050000190734863,9.600000381469728,9.65999984741211,44060.0,,,,,
2024-08-14,10.020000457763672,10.350000381469728,9.55500030517578,10.335000038146973,64453.0,,,,,
2024-08-15,8.71500015258789,9.75,8.34000015258789,9.390000343322754,131727.0,,,,,
2024-08-16,8.430000305175781,8.850000381469727,8.399999618530273,8.71500015258789,45767.0,,,,,
2024-08-19,8.354999542236328,8.550000190734863,7.994999885559082,8.475000381469727,68600.0,,,,,
2024-08-20,8.1899995803833,8.399999618530273,8.1899995803833,8.25,50213.0,,,,,
2024-08-21,8.5649995803833,8.579999923706055,7.949999809265137,7.949999809265137,73753.0,,,,,
2024-08-22,8.100000381469727,8.5649995803833,8.100000381469727,8.399999618530273,70480.0,,,,,
2024-08-23,8.265000343322754,8.385000228881836,7.739999771118164,8.100000381469727,85913.0,,,,,
2024-08-26,8.4399995803833,8.4399995803833,7.119999885559082,7.119999885559082,195800.0,,,,,
2024-08-27,7.230000019073486,8.399999618530273,7.175000190734863,8.0600004196167,246900.0,,,,,
2024-08-28,5.96999979019165,7.349999904632568,5.710999965667725,7.329999923706055,313600.0,,,,,
2024-08-29,6.880000114440918,7.050000190734863,5.835000038146973,5.960000038146973,233800.0,,,,,
2024-08-30,7.489999771118164,7.760000228881836,6.730000019073486,6.730000019073486,100200.0,,,,,
2024-09-03,6.849999904632568,7.39900016784668,6.849999904632568,7.349999904632568,139300.0,,,,,
2024-09-04,6.119999885559082,6.849999904632568,6.03000020980835,6.849999904632568,79100.0,,,,,
2024-09-05,5.800000190734863,6.28000020980835,5.78000020980835,6.110000133514404,110900.0,,,,,
