Date,Close,High,Low,Open,Volume,"('Close', 'BROS')","('High', 'BROS')","('Low', 'BROS')","('Open', 'BROS')","('Volume', 'BROS')"
2024-06-03,35.06999969482422,35.66999816894531,34.65999984741211,35.5,1510800.0,,,,,
2024-06-04,35.65999984741211,35.84000015258789,34.61000061035156,35.25,1401000.0,,,,,
2024-06-05,38.38999938964844,39.290000915527344,36.0,36.0099983215332,5678700.0,,,,,
2024-06-06,38.61000061035156,39.29999923706055,37.77999877929688,38.45000076293945,3119200.0,,,,,
2024-06-07,37.970001220703125,38.70000076293945,37.290000915527344,38.400001525878906,2041600.0,,,,,
2024-06-10,39.880001068115234,40.34999847412109,38.025001525878906,38.150001525878906,4039200.0,,,,,
2024-06-11,39.45000076293945,40.63999938964844,38.72999954223633,38.90499877929688,7303100.0,,,,,
2024-06-12,39.84999847412109,40.75,39.5,40.04999923706055,2215300.0,,,,,
2024-06-13,38.43000030517578,40.25,38.1349983215332,40.0,2654900.0,,,,,
2024-06-14,38.119998931884766,39.25,37.63999938964844,38.0099983215332,1978700.0,,,,,
2024-06-17,39.31999969482422,39.68999862670898,38.0,38.0,2350400.0,,,,,
2024-06-18,39.630001068115234,41.150001525878906,39.41999816894531,39.66999816894531,3451400.0,,,,,
2024-06-20,38.4900016784668,39.900001525878906,37.92699813842773,39.36000061035156,3508000.0,,,,,
2024-06-21,39.060001373291016,39.18000030517578,37.709999084472656,38.34000015258789,2961600.0,,,,,
2024-06-24,39.040000915527344,39.72999954223633,38.290000915527344,39.02999877929688,2804100.0,,,,,
2024-06-25,40.66999816894531,40.880001068115234,38.75,39.0,3210400.0,,,,,
2024-06-26,41.459999084472656,41.470001220703125,40.25,40.470001220703125,5051100.0,,,,,
2024-06-27,42.09999847412109,42.869998931884766,40.900001525878906,41.79999923706055,4638200.0,,,,,
2024-06-28,41.400001525878906,42.14500045776367,41.02999877929688,42.0,9237800.0,,,,,
2024-07-01,41.84999847412109,42.29999923706055,41.25,41.75,3544900.0,,,,,
2024-07-02,41.83000183105469,42.3849983215332,41.54999923706055,41.86000061035156,2468600.0,,,,,
2024-07-03,41.52000045776367,42.369998931884766,40.84999847412109,42.31999969482422,2313700.0,,,,,
2024-07-05,42.11000061035156,42.220001220703125,41.29999923706055,41.38999938964844,1551300.0,,,,,
2024-07-08,42.810001373291016,42.95000076293945,41.75,42.2599983215332,3293800.0,,,,,
2024-07-09,41.25,43.4900016784668,41.119998931884766,42.91999816894531,3621600.0,,,,,
2024-07-10,39.459999084472656,41.40999984741211,38.29999923706055,41.220001220703125,4578300.0,,,,,
2024-07-11,40.08000183105469,40.130001068115234,39.25,39.45000076293945,2189300.0,,,,,
2024-07-12,40.7400016784668,41.27999877929688,39.52000045776367,39.97999954223633,2234500.0,,,,,
2024-07-15,42.310001373291016,42.400001525878906,40.27999877929688,41.040000915527344,2973300.0,,,,,
2024-07-16,42.459999084472656,42.79800033569336,41.34999847412109,42.34999847412109,2390700.0,,,,,
2024-07-17,40.25,42.630001068115234,40.18999862670898,42.38999938964844,1755700.0,,,,,
2024-07-18,38.65999984741211,40.130001068115234,36.2400016784668,39.970001220703125,5546800.0,,,,,
2024-07-19,39.16999816894531,39.619998931884766,38.369998931884766,38.93999862670898,1899400.0,,,,,
2024-07-22,39.540000915527344,39.619998931884766,38.54999923706055,39.33000183105469,1591400.0,,,,,
2024-07-23,39.0099983215332,40.02000045776367,38.86000061035156,39.72999954223633,1275400.0,,,,,
2024-07-24,36.959999084472656,38.935001373291016,36.72999954223633,38.93000030517578,4178500.0,,,,,
2024-07-25,37.15999984741211,37.75,36.29999923706055,36.97999954223633,2614400.0,,,,,
2024-07-26,38.02000045776367,38.79999923706055,37.40999984741211,37.869998931884766,2335300.0,,,,,
2024-07-29,38.36000061035156,38.93000030517578,37.709999084472656,38.38999938964844,1630900.0,,,,,
2024-07-30,38.38999938964844,39.040000915527344,37.72999954223633,38.5,1173600.0,,,,,
2024-07-31,38.25,39.47999954223633,37.79999923706055,39.060001373291016,1519900.0,,,,,
2024-08-01,37.9900016784668,38.970001220703125,37.119998931884766,38.63999938964844,2109500.0,,,,,
2024-08-02,37.41999816894531,37.4900016784668,35.7400016784668,37.0,3526500.0,,,,,
2024-08-05,36.130001068115234,36.77999877929688,34.31999969482422,35.0099983215332,2424000.0,,,,,
2024-08-06,37.709999084472656,38.060001373291016,35.81999969482422,36.59999847412109,1959600.0,,,,,
2024-08-07,37.70000076293945,38.75,37.5,38.27000045776367,6065300.0,,,,,
2024-08-08,30.21999931335449,30.399999618530277,26.959999084472656,29.09000015258789,25332900.0,,,,,
2024-08-09,29.489999771118164,30.84000015258789,29.31999969482422,30.450000762939453,6803900.0,,,,,
2024-08-12,29.100000381469727,30.25,29.06999969482422,29.520000457763672,4050800.0,,,,,
2024-08-13,29.420000076293945,29.65999984741211,28.476999282836918,28.770000457763672,4806100.0,,,,,
2024-08-14,30.229999542236328,30.75,28.56999969482422,29.46999931335449,5260700.0,,,,,
2024-08-15,32.31999969482422,32.7400016784668,31.024999618530277,31.5,5698500.0,,,,,
2024-08-16,32.63999938964844,33.02000045776367,31.899999618530277,32.15999984741211,3642300.0,,,,,
2024-08-19,31.36000061035156,32.18299865722656,31.26000022888184,31.709999084472656,4772600.0,,,,,
