Date,Close,High,Low,Open,Volume,"('Close', 'ZNB')","('High', 'ZNB')","('Low', 'ZNB')","('Open', 'ZNB')","('Volume', 'ZNB')"
2024-08-01,725.0,750.0,675.0,725.0,287.0,,,,,
2024-08-02,750.0,775.0,625.0,700.0,898.0,,,,,
2024-08-05,800.0,850.0,625.0,750.0,703.0,,,,,
2024-08-06,900.0,1150.0,800.0,800.0,1385.0,,,,,
2024-08-07,1250.0,1350.0,875.0,900.0,2469.0,,,,,
2024-08-08,1050.0,1350.0,750.0,1025.0,7038.0,,,,,
2024-08-09,1450.0,1525.0,1025.0,1025.0,3141.0,,,,,
2024-08-12,2050.0,2100.0,1525.0,1525.0,1779.0,,,,,
2024-08-13,1900.0,2350.0,1725.0,1900.0,1389.0,,,,,
2024-08-14,1750.0,2000.0,1375.0,1850.0,1010.0,,,,,
2024-08-15,1775.0,2025.0,1675.0,1725.0,1444.0,,,,,
2024-08-16,1725.0,1875.0,1600.0,1825.0,1416.0,,,,,
2024-08-19,1850.0,1850.0,1675.0,1800.0,1000.0,,,,,
2024-08-20,1925.0,2075.0,1800.0,1850.0,847.0,,,,,
2024-08-21,2125.0,2300.0,1700.0,1875.0,1762.0,,,,,
2024-08-22,2375.0,2750.0,2150.0,2200.0,2044.0,,,,,
2024-08-23,2175.0,2500.0,1900.0,2350.0,1532.0,,,,,
2024-08-26,2250.0,2325.0,2150.0,2150.0,354.0,,,,,
2024-08-27,2100.0,2375.0,1950.0,2225.0,1956.0,,,,,
2024-08-28,1575.0,2275.0,1500.0,2075.0,1264.0,,,,,
2024-08-29,1575.0,1700.0,1450.0,1500.0,954.0,,,,,
2024-08-30,1550.0,1750.0,1475.0,1600.0,370.0,,,,,
2024-09-03,1250.0,1600.0,1050.0,1550.0,554.0,,,,,
2024-09-04,1375.0,1500.0,1050.0,1050.0,659.0,,,,,
2024-09-05,1425.0,1600.0,1325.0,1375.0,716.0,,,,,
2024-09-06,1725.0,1750.0,1275.0,1425.0,606.0,,,,,
2024-09-09,1775.0,1925.0,1700.0,1725.0,898.0,,,,,
2024-09-10,1625.0,1850.0,1425.0,1750.0,2758.0,,,,,
2024-09-11,2375.0,2375.0,1500.0,1500.0,1697.0,,,,,
2024-09-12,3025.0,3075.0,2075.0,2275.0,1013.0,,,,,
2024-09-13,3575.0,3725.0,2625.0,3000.0,1288.0,,,,,
2024-09-16,3300.0,4000.0,3125.0,3425.0,778.0,,,,,
2024-09-17,3925.0,4075.0,3100.0,3400.0,893.0,,,,,
2024-09-18,3400.0,4200.0,3300.0,3925.0,475.0,,,,,
2024-09-19,4225.0,4550.0,3475.0,3575.0,875.0,,,,,
2024-09-20,4250.0,4625.0,4100.0,4450.0,457.0,,,,,
2024-09-23,3850.0,4300.0,3600.0,4250.0,347.0,,,,,
2024-09-24,3550.0,4025.0,3500.0,3950.0,192.0,,,,,
2024-09-25,3500.0,4000.0,3375.0,3600.0,781.0,,,,,
2024-09-26,3175.0,3525.0,3075.0,3500.0,362.0,,,,,
2024-09-27,2825.0,3075.0,2625.0,3050.0,682.0,,,,,
2024-09-30,2550.0,2900.0,2550.0,2775.0,402.0,,,,,
2024-10-01,2250.0,2575.0,2125.0,2525.0,496.0,,,,,
2024-10-02,2625.0,2850.0,2400.0,2400.0,719.0,,,,,
2024-10-03,1125.0,3025.0,1100.0,2975.0,4593.0,,,,,
2024-10-04,675.0,1075.0,650.0,1050.0,5955.0,,,,,
2024-10-07,525.0,675.0,525.0,675.0,4774.0,,,,,
2024-10-08,550.0,625.0,500.0,525.0,3341.0,,,,,
2024-10-09,500.0,525.0,475.0,525.0,1339.0,,,,,
2024-10-10,475.0,500.0,475.0,475.0,1352.0,,,,,
2024-10-11,450.0,500.0,450.0,475.0,1265.0,,,,,
2024-10-14,425.0,450.0,400.0,450.0,1126.0,,,,,
2024-10-15,450.0,500.0,425.0,450.0,894.0,,,,,
2024-10-16,450.0,475.0,425.0,450.0,481.0,,,,,
2024-10-17,450.0,450.0,450.0,450.0,1348.0,,,,,
2024-10-18,450.0,475.0,425.0,425.0,484.0,,,,,
2024-10-21,500.0,500.0,450.0,450.0,519.0,,,,,
2024-10-22,500.0,525.0,475.0,475.0,617.0,,,,,
2024-10-23,450.0,500.0,450.0,475.0,697.0,,,,,
2024-10-24,450.0,475.0,425.0,450.0,631.0,,,,,
2024-10-25,450.0,450.0,425.0,450.0,358.0,,,,,
2024-10-28,425.0,450.0,425.0,450.0,507.0,,,,,
2024-10-29,425.0,425.0,400.0,425.0,509.0,,,,,
2024-10-30,425.0,425.0,400.0,425.0,218.0,,,,,
2024-10-31,375.0,425.0,375.0,400.0,342.0,,,,,
2024-11-01,400.0,400.0,375.0,375.0,153.0,,,,,
2024-11-04,425.0,425.0,400.0,400.0,512.0,,,,,
2024-11-05,400.0,425.0,400.0,400.0,223.0,,,,,
2024-11-06,400.0,400.0,375.0,400.0,425.0,,,,,
2024-11-07,425.0,425.0,400.0,400.0,836.0,,,,,
2024-11-08,400.0,400.0,375.0,400.0,678.0,,,,,
2024-11-11,350.0,400.0,325.0,400.0,1514.0,,,,,
2024-11-12,300.0,350.0,300.0,350.0,2023.0,,,,,
2024-11-13,200.0,250.0,175.0,225.0,5749.0,,,,,
2024-11-14,175.0,200.0,150.0,200.0,5022.0,,,,,
2024-11-15,130.75,162.5,128.25,146.5,4980.0,,,,,
2024-11-18,138.5,155.5,129.0,129.0,2784.0,,,,,
2024-11-19,133.25,147.5,128.5,138.25,3828.0,,,,,
2024-11-20,145.0,145.75,130.25,134.75,1668.0,,,,,
2024-11-21,135.25,162.25,135.0,143.75,2284.0,,,,,
2024-11-22,132.5,137.5,123.75,136.25,1704.0,,,,,
2024-11-25,153.75,161.5,126.25,132.25,1540.0,,,,,
2024-11-26,104.75,137.5,101.75,137.5,8232.0,,,,,
2024-11-27,98.5,106.25,88.75,102.5,6256.0,,,,,
2024-11-29,96.0,98.0,92.25,97.0,1196.0,,,,,
2024-12-02,88.5,97.0,87.5,95.0,2736.0,,,,,
2024-12-03,85.5,88.75,84.5,85.75,1772.0,,,,,
2024-12-04,77.5,87.0,71.0,84.0,3552.0,,,,,
2024-12-05,96.75,102.25,74.75,76.75,17208.0,,,,,
2024-12-06,85.25,120.75,80.25,116.5,331788.0,,,,,
2024-12-09,88.25,92.5,77.5,80.0,11256.0,,,,,
2024-12-10,82.5,90.0,77.5,85.0,12892.0,,,,,
2024-12-11,75.75,81.25,73.25,79.75,7688.0,,,,,
2024-12-12,72.5,75.0,71.25,73.0,4148.0,,,,,
2024-12-13,77.5,79.5,71.25,71.25,6708.0,,,,,
2024-12-16,70.5,80.75,68.75,77.75,9744.0,,,,,
2024-12-17,69.75,73.75,69.0,70.0,4208.0,,,,,
2024-12-18,58.5,70.5,56.75,67.5,9960.0,,,,,
2024-12-19,61.75,65.5,57.5,60.0,9820.0,,,,,
2024-12-20,57.5,69.75,49.5,69.25,163580.0,,,,,
2024-12-23,53.75,56.75,47.0,49.0,10352.0,,,,,
2024-12-24,54.0,56.75,49.25,49.5,273316.0,,,,,
2024-12-26,65.0,108.75,63.75,102.0,1112624.0,,,,,
2024-12-27,58.75,65.0,55.25,65.0,75240.0,,,,,
2024-12-30,51.0,55.75,49.5,53.75,45972.0,,,,,
2024-12-31,59.25,71.5,50.75,62.5,204100.0,,,,,
2025-01-02,56.5,59.75,53.25,56.75,28920.0,,,,,
2025-01-03,55.75,57.25,52.25,57.0,16932.0,,,,,
2025-01-06,50.5,55.75,50.25,55.0,30356.0,,,,,
2025-01-07,47.0,52.25,45.5,50.75,27104.0,,,,,
2025-01-08,41.5,47.5,35.5,47.25,36732.0,,,,,
2025-01-10,45.0,55.5,39.0,41.5,60656.0,,,,,
2025-01-13,45.75,46.5,41.25,43.25,16376.0,,,,,
2025-01-14,47.75,61.5,46.5,52.75,1156268.0,,,,,
2025-01-15,44.5,47.0,42.75,44.5,32040.0,,,,,
2025-01-16,43.75,45.25,43.25,45.0,17040.0,,,,,
2025-01-17,41.5,43.75,40.5,42.75,13608.0,,,,,
2025-01-21,37.5,41.0,35.25,40.25,23068.0,,,,,
2025-01-22,37.5,38.5,36.5,38.0,10956.0,,,,,
2025-01-23,36.25,37.75,35.25,37.5,10200.0,,,,,
2025-01-24,36.75,49.25,35.25,36.75,201020.0,,,,,
2025-01-27,39.75,41.5,36.0,36.25,67708.0,,,,,
2025-01-28,36.0,39.25,35.25,38.75,28608.0,,,,,
2025-01-29,36.0,38.5,34.0,36.0,17292.0,,,,,
2025-01-30,38.25,39.5,36.5,37.0,29916.0,,,,,
2025-01-31,36.25,38.5,35.25,38.5,21988.0,,,,,
2025-02-03,36.25,36.25,34.0,35.75,12708.0,,,,,
2025-02-04,38.5,43.5,35.25,35.75,91208.0,,,,,
2025-02-05,37.5,40.5,36.75,38.75,51556.0,,,,,
2025-02-06,36.75,38.25,36.0,37.25,21668.0,,,,,
2025-02-07,37.0,38.5,35.5,38.5,12088.0,,,,,
2025-02-10,36.25,36.5,35.0,36.25,12532.0,,,,,
2025-02-11,31.75,36.5,31.5,35.0,30236.0,,,,,
2025-02-12,30.75,32.0,28.0,31.0,19816.0,,,,,
2025-02-13,31.0,31.25,29.0,30.5,12556.0,,,,,
2025-02-14,29.75,31.0,29.5,31.0,10448.0,,,,,
2025-02-18,29.25,31.5,28.75,31.5,9272.0,,,,,
2025-02-19,31.75,33.0,28.75,29.25,28116.0,,,,,
2025-02-20,29.25,31.5,28.25,31.25,14872.0,,,,,
2025-02-21,28.75,30.5,27.75,30.0,11472.0,,,,,
2025-02-24,30.5,32.0,27.75,29.5,17280.0,,,,,
2025-02-25,29.25,30.0,28.0,30.0,15060.0,,,,,
2025-02-26,28.5,30.0,28.0,29.75,10096.0,,,,,
2025-02-27,28.5,28.75,27.5,28.25,9740.0,,,,,
2025-02-28,28.5,28.5,27.5,27.75,5644.0,,,,,
2025-03-03,27.75,29.0,27.5,29.0,7284.0,,,,,
2025-03-04,25.0,26.75,23.25,26.5,10724.0,,,,,
2025-03-05,26.0,26.5,24.5,25.0,3440.0,,,,,
2025-03-06,25.5,26.25,23.0,26.25,9632.0,,,,,
2025-03-07,26.0,26.25,24.75,24.75,4496.0,,,,,
2025-03-10,25.25,26.25,25.0,26.25,7980.0,,,,,
2025-03-11,25.0,25.75,23.75,25.0,6744.0,,,,,
2025-03-12,25.75,25.75,24.0,25.25,4356.0,,,,,
2025-03-13,25.0,25.75,24.0,25.0,8600.0,,,,,
2025-03-14,25.75,25.75,24.5,25.0,4808.0,,,,,
2025-03-17,24.75,25.0,24.25,25.0,5104.0,,,,,
2025-03-18,25.25,26.25,20.25,24.5,21216.0,,,,,
2025-03-19,25.5,25.5,22.75,24.75,8940.0,,,,,
2025-03-20,23.0,24.75,23.0,23.5,12356.0,,,,,
2025-03-21,22.75,24.25,21.0,23.0,10532.0,,,,,
2025-03-24,22.75,23.0,22.0,22.75,4340.0,,,,,
2025-03-25,22.75,24.25,22.0,22.0,12264.0,,,,,
2025-03-26,21.75,22.75,21.25,22.75,5916.0,,,,,
2025-03-27,21.25,22.0,21.0,22.0,2680.0,,,,,
2025-03-28,20.0,21.25,17.5,21.25,36520.0,,,,,
2025-03-31,17.75,19.75,16.75,18.0,371756.0,,,,,
2025-04-01,18.0,18.25,16.0,16.75,15684.0,,,,,
2025-04-02,18.0,18.5,16.0,17.25,22196.0,,,,,
2025-04-03,16.75,17.5,16.25,16.5,4236.0,,,,,
2025-04-04,19.25,20.75,14.0,16.0,13836.0,,,,,
2025-04-07,18.25,18.75,16.5,17.0,9732.0,,,,,
2025-04-08,18.25,18.75,17.5,17.5,5984.0,,,,,
2025-04-09,26.5,28.0,17.75,18.25,172776.0,,,,,
2025-04-10,21.75,23.25,20.5,22.0,14836.0,,,,,
2025-04-11,20.25,21.0,19.0,21.0,6516.0,,,,,
2025-04-14,19.0,20.0,18.0,19.5,5644.0,,,,,
2025-04-15,19.25,20.75,18.25,18.75,7148.0,,,,,
2025-04-16,20.0,20.25,18.75,18.75,5636.0,,,,,
2025-04-17,19.25,21.25,19.0,19.0,60584.0,,,,,
2025-04-21,19.5,25.25,17.5,22.75,828864.0,,,,,
2025-04-22,18.0,20.0,16.75,17.25,117804.0,,,,,
2025-04-23,18.25,18.75,17.0,17.25,54700.0,,,,,
2025-04-24,17.25,18.5,17.25,17.75,32220.0,,,,,
2025-04-25,17.5,18.0,17.5,17.5,32560.0,,,,,
2025-04-28,17.5,18.0,16.25,17.75,28308.0,,,,,
2025-04-29,17.5,17.5,16.75,17.25,15260.0,,,,,
2025-04-30,17.0,17.5,15.5,17.25,16084.0,,,,,
2025-05-01,17.25,17.5,16.75,17.5,7696.0,,,,,
2025-05-02,17.25,17.5,16.75,17.0,8716.0,,,,,
2025-05-05,25.0,25.25,17.25,17.25,132024.0,,,,,
2025-05-06,20.25,23.0,20.0,21.25,50040.0,,,,,
2025-05-07,20.0,21.0,19.5,20.5,9704.0,,,,,
2025-05-08,26.25,27.5,19.75,19.75,142248.0,,,,,
2025-05-09,22.5,23.5,21.5,23.25,12748.0,,,,,
2025-05-12,22.75,23.5,21.5,22.5,11268.0,,,,,
2025-05-13,25.25,25.5,21.0,23.0,23096.0,,,,,
2025-05-14,22.25,25.0,21.5,25.0,10500.0,,,,,
2025-05-15,22.5,22.75,22.0,22.0,12548.0,,,,,
2025-05-16,23.0,23.5,22.0,22.25,13640.0,,,,,
2025-05-19,22.75,23.0,21.75,23.0,10560.0,,,,,
2025-05-20,22.5,23.0,22.0,22.75,13812.0,,,,,
2025-05-21,22.5,23.0,22.0,22.25,8256.0,,,,,
2025-05-22,22.0,23.0,22.0,22.5,5624.0,,,,,
2025-05-23,22.5,22.75,21.5,22.75,8788.0,,,,,
2025-05-27,24.25,25.5,21.75,22.75,37008.0,,,,,
2025-05-28,23.0,24.25,23.0,24.25,7404.0,,,,,
2025-05-29,25.0,25.0,23.0,23.25,113024.0,,,,,
2025-05-30,25.0,25.0,22.0,22.75,24372.0,,,,,
2025-06-02,23.5,25.0,22.75,22.75,11192.0,,,,,
2025-06-03,23.5,24.0,22.25,22.75,9404.0,,,,,
2025-06-04,23.25,24.0,22.75,23.5,7876.0,,,,,
2025-06-05,22.75,23.5,22.5,23.5,5748.0,,,,,
2025-06-06,22.5,23.75,22.5,22.75,8680.0,,,,,
2025-06-09,22.5,23.0,22.25,23.0,6516.0,,,,,
2025-06-10,22.5,23.0,22.25,22.75,20632.0,,,,,
2025-06-11,22.5,23.0,22.5,23.0,29884.0,,,,,
2025-06-12,21.25,22.75,19.0,22.5,8964.0,,,,,
2025-06-13,21.5,22.25,20.25,20.75,5296.0,,,,,
2025-06-16,21.5,21.75,21.25,21.25,1852.0,,,,,
2025-06-17,21.75,23.0,21.25,21.25,7736.0,,,,,
2025-06-18,22.25,22.75,22.25,22.5,2024.0,,,,,
2025-06-20,22.25,22.5,22.0,22.0,2276.0,,,,,
2025-06-23,25.0,25.0,21.75,22.0,73244.0,,,,,
2025-06-24,25.75,26.0,23.75,24.5,38420.0,,,,,
2025-06-25,23.25,24.75,23.0,24.75,9428.0,,,,,
2025-06-26,20.75,24.5,20.25,23.25,7884.0,,,,,
2025-06-27,22.75,25.0,18.75,21.25,19932.0,,,,,
2025-06-30,21.5,23.25,21.5,22.5,2904.0,,,,,
2025-07-01,21.75,22.5,21.25,21.75,3096.0,,,,,
2025-07-02,22.25,23.25,21.5,21.5,59584.0,,,,,
2025-07-03,21.75,22.25,20.5,22.25,50564.0,,,,,
2025-07-07,22.5,22.75,22.0,22.0,4412.0,,,,,
2025-07-08,25.0,25.75,21.75,21.75,26704.0,,,,,
2025-07-09,23.5,24.5,23.25,23.5,1456.0,,,,,
2025-07-10,24.5,24.5,22.75,23.25,5672.0,,,,,
2025-07-11,25.25,25.75,23.75,23.75,7180.0,,,,,
2025-07-14,23.75,26.25,23.75,25.5,5044.0,,,,,
2025-07-15,23.75,25.25,23.5,23.75,4720.0,,,,,
2025-07-16,23.5,24.5,23.25,23.75,2208.0,,,,,
2025-07-17,23.5,24.5,23.5,23.5,1800.0,,,,,
2025-07-18,22.5,24.5,22.0,24.5,6404.0,,,,,
2025-07-21,22.25,23.25,21.75,22.5,4036.0,,,,,
2025-07-22,23.25,24.5,22.25,22.25,12360.0,,,,,
2025-07-23,23.0,24.0,22.5,23.5,6820.0,,,,,
2025-07-24,22.5,23.5,22.0,23.25,4536.0,,,,,
2025-07-25,22.0,23.0,22.0,22.5,3616.0,,,,,
2025-07-28,22.0,25.0,22.0,22.25,21844.0,,,,,
2025-07-29,21.5,23.0,20.75,21.75,37296.0,,,,,
2025-07-30,20.75,21.75,20.5,21.75,3648.0,,,,,
2025-07-31,18.5,21.0,17.75,20.75,13044.0,,,,,
2025-08-01,18.5,19.25,18.0,19.25,2200.0,,,,,
2025-08-04,17.0,18.25,16.25,18.25,8968.0,,,,,
2025-08-05,17.5,18.25,17.5,17.75,3492.0,,,,,
2025-08-06,16.0,18.0,16.0,17.5,7516.0,,,,,
2025-08-07,16.0,16.5,15.75,16.0,1412.0,,,,,
2025-08-08,14.75,16.75,14.25,16.75,35704.0,,,,,
2025-08-11,14.25,15.5,13.75,15.0,9412.0,,,,,
2025-08-12,14.0,15.75,14.0,14.5,6396.0,,,,,
2025-08-13,4.5,5.0,3.25,3.25,5214340.0,,,,,
2025-08-14,3.5,4.25,3.5,3.75,2068144.0,,,,,
2025-08-15,2.5,2.75,2.25,2.75,2872904.0,,,,,
2025-08-18,2.25,2.5,2.25,2.5,2319328.0,,,,,
2025-08-19,3.0,3.25,2.5,3.0,15139260.0,,,,,
2025-08-20,1.75,2.25,1.75,2.25,3681156.0,,,,,
2025-08-21,1.5,1.75,1.25,1.5,1846812.0,,,,,
2025-08-22,2.0,3.2699999809265137,1.7100000381469729,3.049999952316284,19458500.0,,,,,
2025-08-25,1.75,1.8200000524520876,1.6100000143051147,1.7400000095367432,1431900.0,,,,,
2025-08-26,1.75,1.830000042915344,1.659999966621399,1.690000057220459,727700.0,,,,,
2025-08-27,1.5,1.7400000095367432,1.4299999475479126,1.659999966621399,863300.0,,,,,
2025-08-28,1.5,1.6399999856948853,1.4700000286102295,1.5,575400.0,,,,,
2025-08-29,1.3600000143051147,1.5,1.350000023841858,1.5,815900.0,,,,,
2025-09-02,1.2699999809265137,1.3600000143051147,1.2200000286102295,1.350000023841858,697900.0,,,,,
2025-09-03,1.3700000047683716,1.4299999475479126,1.2300000190734863,1.25,6706900.0,,,,,
2025-09-04,1.2999999523162842,3.4100000858306885,1.25,2.259999990463257,177511600.0,,,,,
2025-09-05,1.5,1.7300000190734863,1.3899999856948853,1.5,16138100.0,,,,,
2025-09-08,1.690000057220459,1.8899999856948853,1.399999976158142,1.4299999475479126,4674300.0,,,,,
2025-09-09,2.190000057220459,3.039999961853028,1.6699999570846558,1.7000000476837158,40619900.0,,,,,
2025-09-10,1.919999957084656,2.109999895095825,1.7200000286102295,2.009999990463257,3636300.0,,,,,
2025-09-11,1.7300000190734863,1.850000023841858,1.7000000476837158,1.7599999904632568,1715500.0,,,,,
2025-09-12,1.6699999570846558,1.7599999904632568,1.5399999618530271,1.7400000095367432,1072800.0,,,,,
2025-09-15,1.5499999523162842,1.7300000190734863,1.5499999523162842,1.6699999570846558,910500.0,,,,,
2025-09-16,1.6799999475479126,1.940000057220459,1.5399999618530271,1.559999942779541,1797900.0,,,,,
2025-09-17,1.659999966621399,1.7599999904632568,1.6100000143051147,1.7400000095367432,773200.0,,,,,
2025-09-18,1.6799999475479126,1.7200000286102295,1.5700000524520874,1.690000057220459,779000.0,,,,,
2025-09-19,1.7599999904632568,1.899999976158142,1.649999976158142,1.6699999570846558,3567600.0,,,,,
2025-09-22,1.850000023841858,2.0899999141693115,1.7599999904632568,2.0,4065600.0,,,,,
2025-09-23,1.7000000476837158,1.850000023841858,1.6799999475479126,1.7799999713897705,1303200.0,,,,,
2025-09-24,1.6699999570846558,1.7400000095367432,1.649999976158142,1.6799999475479126,691500.0,,,,,
2025-09-25,1.6299999952316284,1.7000000476837158,1.5800000429153442,1.6799999475479126,682800.0,,,,,
2025-09-26,1.649999976158142,1.690000057220459,1.600000023841858,1.6299999952316284,348100.0,,,,,
2025-09-29,1.600000023841858,1.6799999475479126,1.5800000429153442,1.649999976158142,499500.0,,,,,
2025-09-30,1.5199999809265137,1.6100000143051147,1.440000057220459,1.600000023841858,699000.0,,,,,
2025-10-01,1.600000023841858,1.6299999952316284,1.5299999713897705,1.5800000429153442,439400.0,,,,,
2025-10-02,1.690000057220459,1.7200000286102295,1.6100000143051147,1.6299999952316284,482500.0,,,,,
2025-10-03,1.649999976158142,1.7300000190734863,1.6200000047683716,1.7100000381469729,402000.0,,,,,
2025-10-06,1.659999966621399,1.7000000476837158,1.6100000143051147,1.6399999856948853,433800.0,,,,,
2025-10-07,3.400000095367432,5.230000019073486,2.9600000381469727,4.579999923706055,148488000.0,,,,,
2025-10-08,1.899999976158142,2.130000114440918,1.75,2.0,10348700.0,,,,,
2025-10-09,1.8600000143051147,1.9900000095367432,1.8200000524520876,1.870000004768372,1940500.0,,,,,
2025-10-10,1.7400000095367432,1.950000047683716,1.7100000381469729,1.8799999952316284,2077000.0,,,,,
2025-10-13,1.8600000143051147,1.909999966621399,1.75,1.75,1336100.0,,,,,
2025-10-14,2.009999990463257,2.130000114440918,1.8200000524520876,1.8600000143051147,2984400.0,,,,,
2025-10-15,1.830000042915344,2.109999895095825,1.7999999523162842,2.0999999046325684,13015400.0,,,,,
2025-10-16,1.830000042915344,1.870000004768372,1.7799999713897705,1.7799999713897705,1132500.0,,,,,
2025-10-17,1.659999966621399,1.7999999523162842,1.6399999856948853,1.7699999809265137,1128200.0,,,,,
2025-10-20,,,,,,1.6699999570846558,1.7200000286102295,1.6399999856948853,1.6699999570846558,748100.0
2025-10-21,,,,,,1.5299999713897705,1.659999966621399,1.5,1.649999976158142,1310200.0
2025-10-22,,,,,,1.5399999618530273,1.600000023841858,1.4900000095367432,1.5,1018700.0
2025-10-23,,,,,,1.6100000143051147,1.6200000047683716,1.5099999904632568,1.5399999618530273,672700.0
2025-10-24,,,,,,1.5800000429153442,1.649999976158142,1.559999942779541,1.6200000047683716,641300.0
2025-10-27,,,,,,1.5700000524520874,1.6299999952316284,1.5299999713897705,1.6299999952316284,525600.0
2025-10-28,,,,,,1.5299999713897705,1.600000023841858,1.5199999809265137,1.5499999523162842,537700.0
2025-10-29,,,,,,1.399999976158142,1.5199999809265137,1.399999976158142,1.5199999809265137,691900.0
2025-10-30,,,,,,1.3300000429153442,1.3799999952316284,1.3200000524520874,1.3600000143051147,491500.0
2025-10-31,,,,,,1.2899999618530273,1.340000033378601,1.2599999904632568,1.3300000429153442,512700.0
2025-11-03,,,,,,1.1799999475479126,1.2899999618530273,1.159999966621399,1.2699999809265137,579500.0
2025-11-04,,,,,,1.059999942779541,1.1299999952316284,1.0299999713897705,1.1299999952316284,817000.0
2025-11-05,,,,,,1.059999942779541,1.090000033378601,1.0499999523162842,1.0499999523162842,540200.0
2025-11-06,,,,,,1.0499999523162842,1.2200000286102295,1.0299999713897705,1.2000000476837158,848100.0
2025-11-07,,,,,,1.090000033378601,1.090000033378601,1.0099999904632568,1.0299999713897705,447000.0
2025-11-10,,,,,,1.0800000429153442,1.1799999475479126,1.0800000429153442,1.159999966621399,779500.0
2025-11-11,,,,,,1.1299999952316284,1.1399999856948853,1.0800000429153442,1.100000023841858,363600.0
2025-11-12,,,,,,1.100000023841858,1.1299999952316284,1.0499999523162842,1.100000023841858,509700.0
2025-11-13,,,,,,1.0399999618530273,1.1200000047683716,1.0199999809265137,1.090000033378601,459400.0
2025-11-14,,,,,,1.0499999523162842,1.0700000524520874,1.0,1.0,334200.0
2025-11-17,,,,,,1.0199999809265137,1.0499999523162842,1.0099999904632568,1.0199999809265137,294000.0
2025-11-18,,,,,,1.0,1.0299999713897705,0.9800000190734863,1.0,288600.0
2025-11-19,,,,,,0.800000011920929,1.0299999713897705,0.7900000214576721,0.9900000095367432,655800.0
2025-11-20,,,,,,0.7400000095367432,0.8399999737739563,0.7099999785423279,0.8199999928474426,882100.0
2025-11-21,,,,,,0.7599999904632568,0.800000011920929,0.6800000071525574,0.7099999785423279,427700.0
2025-11-24,,,,,,0.7300000190734863,0.800000011920929,0.7099999785423279,0.7799999713897705,547800.0
2025-11-25,,,,,,0.7799999713897705,0.8399999737739563,0.7300000190734863,0.7300000190734863,446200.0
2025-11-26,,,,,,0.8199999928474426,0.8399999737739563,0.800000011920929,0.8199999928474426,200900.0
2025-11-28,,,,,,0.8899999856948853,0.8999999761581421,0.8500000238418579,0.8500000238418579,239600.0
2025-12-01,,,,,,0.800000011920929,0.8700000047683716,0.800000011920929,0.8700000047683716,261200.0
2025-12-02,,,,,,0.7900000214576721,0.8100000023841858,0.7900000214576721,0.7900000214576721,188500.0
2025-12-03,,,,,,0.7699999809265137,0.7900000214576721,0.75,0.7900000214576721,613700.0
