Date,Close,High,Low,Open,Volume,"('Close', 'ZNB')","('High', 'ZNB')","('Low', 'ZNB')","('Open', 'ZNB')","('Volume', 'ZNB')"
2025-12-04,,,,,,0.800000011920929,0.8100000023841858,0.7699999809265137,0.7699999809265137,189500.0
2025-12-05,,,,,,0.7300000190734863,0.8299999833106995,0.7300000190734863,0.8100000023841858,324500.0
2025-12-08,,,,,,0.7200000286102295,0.7599999904632568,0.6899999976158142,0.7400000095367432,541500.0
2025-12-09,,,,,,0.7699999809265137,0.7900000214576721,0.699999988079071,0.7400000095367432,398900.0
2025-12-10,,,,,,0.7400000095367432,0.7699999809265137,0.7200000286102295,0.75,209500.0
2025-12-11,,,,,,0.75,0.7599999904632568,0.7400000095367432,0.7400000095367432,244400.0
2025-12-12,,,,,,0.7200000286102295,0.75,0.7200000286102295,0.7400000095367432,240100.0
2025-12-15,,,,,,0.6800000071525574,0.7300000190734863,0.6700000166893005,0.7300000190734863,383900.0
2025-12-16,,,,,,0.6600000262260437,0.6800000071525574,0.6499999761581421,0.6800000071525574,477900.0
2025-12-17,,,,,,0.6600000262260437,0.6800000071525574,0.6499999761581421,0.6800000071525574,131500.0
2025-12-18,,,,,,1.0199999809265137,1.0299999713897705,0.5899999737739563,0.6800000071525574,11928100.0
2025-12-19,,,,,,0.6499999761581421,0.7400000095367432,0.6299999952316284,0.7400000095367432,4011800.0
2025-12-22,,,,,,0.6700000166893005,0.699999988079071,0.6299999952316284,0.699999988079071,2451500.0
2025-12-23,,,,,,0.6247000098228455,0.663100004196167,0.6079999804496765,0.663100004196167,342335.0
