Date,Close,High,Low,Open,Volume,"('Close', 'DVN')","('High', 'DVN')","('Low', 'DVN')","('Open', 'DVN')","('Volume', 'DVN')"
2024-06-03,44.95110321044922,46.63151661581301,44.80788456539258,46.58377828152795,8211700.0,,,,,
2024-06-04,44.54055404663086,44.59783859998137,43.82446799213327,44.44507372070997,7669700.0,,,,,
2024-06-05,44.51190185546875,44.76014702568018,44.23501805481961,44.645570650720366,5293700.0,,,,,
2024-06-06,44.64557266235352,44.76969525305193,44.22547019517644,44.43552324986582,4095100.0,,,,,
2024-06-07,44.67422103881836,45.03703533591543,44.15863822647806,44.34959522833023,6467600.0,,,,,
2024-06-10,44.989295959472656,45.31392176248158,44.425974820198405,44.73150455924189,6607300.0,,,,,
2024-06-11,45.15160751342773,45.189799638678366,44.3686871567974,44.72195520986193,4211100.0,,,,,
2024-06-12,44.73150634765625,45.68628773089076,44.45462251459171,45.62900317890593,5105200.0,,,,,
2024-06-13,43.69079208374024,44.58828886547335,43.604861618302,44.51190461077192,7572700.0,,,,,
2024-06-14,43.83511352539063,44.01791886165954,43.29631363441922,44.01791886165954,6809800.0,,,,,
2024-06-17,44.02753829956055,44.07564825054641,43.440635802436965,43.77738343769426,5577700.0,,,,,
2024-06-18,43.92170715332031,44.7106619234853,43.86397741272017,44.10451249314301,5011700.0,,,,,
2024-06-20,44.24884033203125,44.53748172920342,43.69079711659381,43.912088976768295,5368200.0,,,,,
2024-06-21,44.08526611328125,44.537473206827016,43.87359408306429,44.518229961327854,12610300.0,,,,,
2024-06-24,45.83636474609375,46.173116063847374,44.26807498010172,44.31618493283373,8375900.0,,,,,
2024-06-25,45.57658767700195,45.76901648242972,45.23021656128681,45.75939669378172,6852700.0,,,,,
2024-06-26,44.9511947631836,45.61507023075914,44.62406692330422,45.56696395112739,5120900.0,,,,,
2024-06-27,45.23021697998047,45.42264578718954,44.97044231106358,45.34567646647045,3620100.0,,,,,
2024-06-28,45.6054573059082,45.81712570219576,45.16286992398092,45.701669879650325,7931400.0,,,,,
2024-07-01,45.9229621887207,46.2116035830703,45.34567940002152,45.894099150368085,4481200.0,,,,,
2024-07-02,45.96144485473633,46.57721409008309,45.74977280373307,46.32705921457627,4783000.0,,,,,
2024-07-03,46.28857421875,46.6060786352624,46.00955262798734,46.16349494180911,3338400.0,,,,,
2024-07-05,45.24945831298828,46.27894816717838,45.0377899372619,46.15387256751817,6394700.0,,,,,
2024-07-08,44.75877380371094,45.018552163492224,43.79663336168002,44.82612334103114,11872600.0,,,,,
2024-07-09,44.316184997558594,45.13400281135996,44.142999444237866,44.35466782141668,6198100.0,,,,,
2024-07-10,44.1718635559082,44.41239864468363,43.9217086785024,44.35466890207882,5700700.0,,,,,
2024-07-11,44.66255187988281,44.778011360847074,43.76776475919109,44.21034842539862,6879200.0,,,,,
2024-07-12,44.72028350830078,45.10514112054759,44.470128629532304,45.01854834130577,4954300.0,,,,,
2024-07-15,46.2308464050293,46.82737243721161,44.912715058501234,45.17249341209864,8391700.0,,,,,
2024-07-16,46.41364669799805,46.71190782281544,45.67279827427395,45.884466630856735,6136800.0,,,,,
2024-07-17,46.80813217163086,47.48162751891526,46.59646010804183,46.59646010804183,7723900.0,,,,,
2024-07-18,46.62532043457031,47.22185009358476,46.442515089547655,46.54835111518809,4782600.0,,,,,
2024-07-19,45.93258666992188,46.56759921972381,45.730534386136384,46.56759921972381,4995500.0,,,,,
2024-07-22,45.028167724609375,45.71128649343699,44.70103985822692,45.70166670484081,5634900.0,,,,,
2024-07-23,44.219970703125,44.89346969890295,44.03716535338461,44.77801388171292,6678400.0,,,,,
2024-07-24,43.85436248779297,44.86460920354862,43.83511923879222,44.556724560085456,5279000.0,,,,,
2024-07-25,44.52785110473633,44.88384565189951,43.76776307088203,43.902462123203705,4900400.0,,,,,
2024-07-26,44.5855827331543,44.797254778789934,44.04678283075179,44.39315393441954,4327200.0,,,,,
2024-07-29,43.9601936340332,44.79725842614133,43.44064060650411,44.73952868073838,5309200.0,,,,,
2024-07-30,44.42201614379883,44.55671886960079,43.79662714737984,43.9024631682301,5228300.0,,,,,
2024-07-31,45.24945831298828,45.53810334672493,45.0377899372619,45.11475925472402,6693300.0,,,,,
2024-08-01,43.35404586791992,45.64393727816224,42.83448919355266,45.336052657116646,11131100.0,,,,,
2024-08-02,41.16998291015625,43.02691391928484,40.477240743355246,42.94994093618524,12250300.0,,,,,
2024-08-05,39.90958404541016,40.563839822406585,39.32267780396268,39.87109754787521,12221600.0,,,,,
2024-08-06,40.39065170288086,40.82361559711891,39.765262673669625,39.96731126755599,8326700.0,,,,,
