Date,Close,High,Low,Open,Volume,"('Close', 'ADP')","('High', 'ADP')","('Low', 'ADP')","('Open', 'ADP')","('Volume', 'ADP')"
2024-06-03,236.4681854248047,237.93144931621188,234.55915089571675,236.61353737917503,1113300.0,,,,,
2024-06-04,238.06710815429688,239.80172028047105,236.38095160682423,236.95270377699535,911700.0,,,,,
2024-06-05,238.1737060546875,239.26874003685063,235.828600938706,237.5535130883665,1298300.0,,,,,
2024-06-06,240.29595947265625,241.8173642710984,238.60980273027107,238.68732870784183,1614300.0,,,,,
2024-06-07,244.5113220214844,245.2671817518464,240.2668675459385,241.18746441891105,1650200.0,,,,,
2024-06-10,239.22998046875,244.38534674832687,236.14840068682147,243.5035054447307,2339700.0,,,,,
2024-06-11,238.94894409179688,240.25715596820856,236.1774536186415,239.17182200498115,1478200.0,,,,,
2024-06-12,238.5128936767578,239.2687534347057,236.48756273842145,238.34815652813504,1764500.0,,,,,
2024-06-13,236.71044921875,238.4256614315078,235.11150378325488,236.71044921875,1368700.0,,,,,
2024-06-14,236.4667816162109,237.4706580538941,234.81964021696288,236.81765206144604,1106900.0,,,,,
2024-06-17,238.7474365234375,239.72207495411945,233.95220235729647,234.7124340152864,1347800.0,,,,,
2024-06-18,238.2113800048828,239.32246720975968,237.3341965030524,238.9228618879859,1004800.0,,,,,
2024-06-20,239.8195343017578,240.6479829318535,237.72406758582517,238.55250134411835,1954200.0,,,,,
2024-06-21,241.6811065673828,242.2853776697364,240.2288898693684,240.65773318270436,3022800.0,,,,,
2024-06-24,242.8798828125,244.3905752851333,240.90136807869945,241.9637203501881,1303100.0,,,,,
2024-06-25,242.10020446777344,244.0299994614007,240.18992128061987,244.0299994614007,1408300.0,,,,,
2024-06-26,231.98345947265625,241.398456061358,231.1940046687151,240.35560060177005,3146300.0,,,,,
2024-06-27,231.28170776367188,233.221228766286,230.24859338346087,231.8372439482861,2066800.0,,,,,
2024-06-28,232.63645935058597,235.0243206335432,231.44739922454468,232.21735707412736,2595000.0,,,,,
2024-07-01,229.69305419921875,235.2874845598453,229.11802105172703,233.23099672380587,2124700.0,,,,,
2024-07-02,230.6287078857422,230.8723675053242,228.0654039287625,230.5994699211366,1278100.0,,,,,
2024-07-03,230.90159606933597,231.5448610080762,228.776876539746,229.9659366246408,815700.0,,,,,
2024-07-05,229.58583068847656,230.52149014319735,227.8217374751096,229.76127334265036,1847300.0,,,,,
2024-07-08,227.51959228515625,230.4337516063821,227.11024593851656,229.50784809337787,1448800.0,,,,,
2024-07-09,228.75738525390625,229.0400238461236,226.993277258778,227.20769889637805,1458700.0,,,,,
2024-07-10,228.2115936279297,228.4650091501113,225.4046449246944,227.91921398203232,1687000.0,,,,,
2024-07-11,229.654052734375,232.1783626407453,227.2271977456804,227.9581765513569,1882300.0,,,,,
2024-07-12,231.98345947265625,233.39668232048447,230.00494451133605,230.2875831321804,1312700.0,,,,,
2024-07-15,236.48626708984372,236.6032189419871,232.1491290685028,232.1491290685028,1268300.0,,,,,
2024-07-16,239.58563232421875,240.3166111660108,236.6032261573931,236.9248586323979,1252800.0,,,,,
2024-07-17,242.92864990234372,243.68886675442025,240.5310326114693,240.5310326114693,1896800.0,,,,,
2024-07-18,241.12554931640625,245.39447053480612,240.8429107062933,241.91501896217545,1225800.0,,,,,
2024-07-19,240.7064514160156,242.55825846251656,238.44528314654303,241.9344904695245,1424500.0,,,,,
2024-07-22,241.7006072998047,242.85067359291384,239.69283949474072,242.85067359291384,1421300.0,,,,,
2024-07-23,242.05148315429688,242.53880241583417,239.7708177077316,240.6577423329623,765400.0,,,,,
2024-07-24,240.8331756591797,243.3282478019849,239.5661426539668,243.3282478019849,1853200.0,,,,,
2024-07-25,243.2502593994141,247.89928884127565,241.6908319738775,242.7434432553444,1476200.0,,,,,
2024-07-26,246.2618865966797,247.03185927293652,243.16254357464865,243.24051643248487,1449500.0,,,,,
2024-07-29,248.7374725341797,249.63413807729884,246.22290367830564,248.0454727267912,2120000.0,,,,,
2024-07-30,251.20330810546875,252.1877024717179,249.4782087324906,249.64391035849903,1762400.0,,,,,
2024-07-31,255.95953369140625,262.6552947886254,252.4313474169871,253.5131817718444,3046500.0,,,,,
2024-08-01,254.6730194091797,257.109615575527,252.22669708381875,253.776368676383,2282000.0,,,,,
2024-08-02,256.83673095703125,257.2558481239358,252.88945686577435,255.35529112082276,2310600.0,,,,,
2024-08-05,251.5931701660156,261.67092762526835,250.11170076615417,260.6670512657533,2295700.0,,,,,
2024-08-06,252.8894195556641,256.32013591717754,249.9655044398597,251.20328446451992,1847500.0,,,,,
2024-08-07,252.34364318847656,258.4838534902592,252.09998357739624,252.7529746786728,2011700.0,,,,,
2024-08-08,256.125244140625,256.69052134900267,251.9537928044849,251.9537928044849,1968000.0,,,,,
2024-08-09,255.5307159423828,255.8523633052511,253.33777930750637,254.9362007316364,1462300.0,,,,,
2024-08-12,252.54830932617188,255.10185729528664,252.0707460056656,254.36115230210228,1257100.0,,,,,
2024-08-13,255.2675323486328,255.37472828958693,252.50928917758972,253.1817920147076,1104500.0,,,,,
2024-08-14,256.15447998046875,256.71003102548565,253.75684802100787,254.29291700507144,1047600.0,,,,,
2024-08-15,256.97320556640625,257.9576000271552,255.2188383172415,256.8172598280177,1169500.0,,,,,
2024-08-16,257.39227294921875,257.82111626046577,255.5599478454552,257.00242350543215,1013200.0,,,,,
2024-08-19,257.9380798339844,259.13689592809044,256.212980351487,257.9185977711724,998100.0,,,,,
2024-08-20,257.8308410644531,258.27916638355174,256.7392508560726,257.17782027358135,913300.0,,,,,
2024-08-21,261.0569152832031,261.3103010550389,258.0160480723327,259.04916245183085,1305100.0,,,,,
2024-08-22,262.5481262207031,262.7430360762702,260.472141438289,262.10952699436524,1137600.0,,,,,
2024-08-23,262.76251220703125,264.11724408345515,261.3980244288911,263.7371505833603,1206700.0,,,,,
2024-08-26,264.4681701660156,264.9749714921957,263.2595981672672,263.68844149849934,792600.0,,,,,
2024-08-27,267.71368408203125,268.1230453209309,263.8833620866078,264.39991927878754,1260000.0,,,,,
2024-08-28,265.7643737792969,269.75064099616435,264.9164431876847,268.79551446473977,1369500.0,,,,,
2024-08-29,266.4271240234375,268.28868683379386,264.7897387403896,267.57721987701814,850400.0,,,,,
2024-08-30,268.9124755859375,269.72141234389704,265.3940156120687,266.9242049877347,1548100.0,,,,,
2024-09-03,268.5616149902344,270.9689731693183,266.07629882175894,266.07629882175894,1589900.0,,,,,
2024-09-04,268.2400207519531,271.1931743448318,266.73906906887845,269.00023762506225,1374400.0,,,,,
2024-09-05,263.3180847167969,267.9670994437262,262.1972266976315,267.8306357829702,1856300.0,,,,,
2024-09-06,262.7235717773437,264.6046170877672,260.998472208082,264.1660475753832,2814500.0,,,,,
2024-09-09,268.60064697265625,269.1269601424527,262.86004111166625,262.86004111166625,1784400.0,,,,,
2024-09-10,272.1775207519531,272.489382425247,268.4836330010671,270.02354853863926,1354300.0,,,,,
2024-09-11,270.4426574707031,270.8032688977666,263.8443368686111,270.2769558656082,1556000.0,,,,,
2024-09-12,271.3393249511719,271.93386984259047,266.95345214567794,270.5401143237059,1499000.0,,,,,
2024-09-13,271.8388977050781,272.98497119229853,270.19320696625584,271.1238050062467,1183100.0,,,,,
2024-09-16,272.9066467285156,274.0625255413539,271.3099519798652,273.327852244289,1699400.0,,,,,
2024-09-17,273.7001037597656,275.7865807999349,272.38749099747565,272.38749099747565,2163300.0,,,,,
2024-09-18,270.2716064453125,275.3947388154334,269.8014047901917,273.7392726537399,1521100.0,,,,,
2024-09-19,272.01519775390625,273.9939067682166,270.8593191186337,273.719629975204,1559300.0,,,,,
