Date,Close,High,Low,Open,Volume,"('Close', 'TPG')","('High', 'TPG')","('Low', 'TPG')","('Open', 'TPG')","('Volume', 'TPG')"
2024-06-03,39.67060470581055,41.072324138984094,39.22896767822278,40.64988919899889,1194800.0,,,,,
2024-06-04,38.97934722900391,40.09304275947762,38.84493626777115,39.57460100364042,1140900.0,,,,,
2024-06-05,39.48819351196289,39.51699481444854,38.05766900225024,39.401785942081936,818600.0,,,,,
2024-06-06,38.76813125610352,39.8914259907064,38.39369967790255,39.48819311031274,594400.0,,,,,
2024-06-07,37.93285369873047,38.35529229518698,37.6832338882619,38.35529229518698,919400.0,,,,,
2024-06-10,38.47050476074219,39.12816257938477,37.61603193775012,37.61603193775012,1044600.0,,,,,
2024-06-11,38.51850891113281,39.03695434060737,38.21608424181803,38.297690375413815,996100.0,,,,,
2024-06-12,39.45938491821289,39.73780969138248,39.07535415816654,39.257768494506784,968600.0,,,,,
2024-06-13,39.46899032592773,39.97783285529405,38.99375053600215,39.28657231545761,836700.0,,,,,
2024-06-14,39.14255905151367,39.65140154067061,39.02735019145285,39.20976452508445,548300.0,,,,,
2024-06-17,39.59379959106445,39.59379959106445,38.48970337157176,39.200165955514,416000.0,,,,,
2024-06-18,39.344181060791016,39.88182858814994,39.22897218436558,39.68981135249146,454200.0,,,,,
2024-06-20,39.9586296081543,40.160249701376856,39.33937600290916,39.36337952856683,836300.0,,,,,
2024-06-21,39.56499481201172,39.93942636190084,39.01774813718552,39.93942636190084,1455100.0,,,,,
2024-06-24,40.33305740356445,40.4002665366468,39.52658809323448,39.52658809323448,769000.0,,,,,
2024-06-25,40.371463775634766,40.76509740912186,40.16024814023776,40.38106665049407,589300.0,,,,,
2024-06-26,39.7954216003418,40.51548349783016,39.59380514802687,40.16025398721468,818500.0,,,,,
2024-06-27,40.19865036010742,40.52507853314126,39.67060575554723,39.75701332083336,851700.0,,,,,
2024-06-28,39.7954216003418,40.93791849255062,39.55540096784568,40.43867513746778,1726700.0,,,,,
2024-07-01,39.267372131347656,40.60188609856928,39.19056378039378,39.91062558967945,769000.0,,,,,
2024-07-02,39.48819351196289,39.62260447346126,39.0753577516899,39.20016949983439,338700.0,,,,,
2024-07-03,39.48819351196289,39.68980995421044,39.027354360072486,39.613001597683365,446700.0,,,,,
2024-07-05,39.01774978637695,39.48819179357324,38.65291743359762,39.48819179357324,941300.0,,,,,
2024-07-08,38.95054244995117,39.65140215841078,38.81613150071559,39.22896722332413,588500.0,,,,,
2024-07-09,38.87374114990234,39.17136437416325,38.40329912416476,38.85453906084938,541000.0,,,,,
2024-07-10,39.53619766235352,39.59380393085439,38.60779879268008,38.61451934088398,650600.0,,,,,
2024-07-11,40.755496978759766,41.1779318993535,40.18904823896949,40.21784953783936,1201700.0,,,,,
2024-07-12,42.19562530517578,42.25322790944654,40.64989194189483,41.033926395011775,920200.0,,,,,
2024-07-15,44.35581207275391,44.394216251597385,42.36844159790461,42.36844159790461,1888800.0,,,,,
2024-07-16,45.84394073486328,45.872742038741904,44.413416155963205,44.61503627038614,1379100.0,,,,,
2024-07-17,45.03746795654297,45.50790997241132,44.03418354593522,45.50790997241132,1102500.0,,,,,
2024-07-18,46.04555130004883,46.34317816429909,44.48061961564655,44.88385246809168,1233400.0,,,,,
2024-07-19,45.44070053100586,46.25676908414515,45.12387158954149,46.04554978983557,871100.0,,,,,
2024-07-22,46.34317779541016,46.66000308232032,45.7863282465532,46.22796893311771,867700.0,,,,,
2024-07-23,47.05363845825195,47.76410107056708,46.24716906754844,46.41038498571731,1226200.0,,,,,
2024-07-24,45.61351776123047,46.90963132793646,45.54631227952246,46.640809401104434,1468700.0,,,,,
2024-07-25,46.88082504272461,47.7256949122426,45.67592061314245,45.92074264901662,1453700.0,,,,,
2024-07-26,47.47607803344727,47.6728930318523,46.60240314771215,47.466475157959856,795100.0,,,,,
2024-07-29,47.48567962646485,48.51296760967043,47.10164882347088,47.92731669799874,851800.0,,,,,
2024-07-30,48.26334381103516,48.58016910595035,47.68729216017076,48.03292241820464,720200.0,,,,,
2024-07-31,48.95460510253906,49.55945440125531,47.82170753322694,48.80099205902677,652400.0,,,,,
2024-08-01,47.284061431884766,49.27143184272844,46.53519828067525,48.94500365792,984300.0,,,,,
2024-08-02,43.28051376342773,46.44398332440869,42.26762659896613,45.82472977392575,1220000.0,,,,,
2024-08-05,41.24514389038086,41.46596242893823,39.52659531267562,41.46596242893823,2922100.0,,,,,
2024-08-06,41.23554229736328,43.32852234848141,40.937915416955576,41.89799787481072,1534600.0,,,,,
2024-08-07,41.859596252441406,44.75904589162454,41.677181892787765,42.76207616185998,1556500.0,,,,,
2024-08-08,43.50133514404297,43.95737282202527,42.12649423770448,42.24362587342968,815400.0,,,,,
2024-08-09,44.22140121459961,44.38941491941011,43.35732550068264,43.66455160731444,863500.0,,,,,
2024-08-12,43.72216033935547,45.4311061115928,43.28052324399009,44.53822904437516,717100.0,,,,,
2024-08-13,45.37349319458008,45.65191797313337,43.57814010902811,43.92377036344961,844200.0,,,,,
