Date,Close,High,Low,Open,Volume,"('Close', 'ORGO')","('High', 'ORGO')","('Low', 'ORGO')","('Open', 'ORGO')","('Volume', 'ORGO')"
2024-06-03,2.5999999046325684,2.775000095367432,2.5799999237060547,2.759999990463257,5718900.0,,,,,
2024-06-04,2.509999990463257,2.5899999141693115,2.4800000190734863,2.5899999141693115,1137000.0,,,,,
2024-06-05,2.650000095367432,2.6600000858306885,2.490000009536743,2.509999990463257,1821900.0,,,,,
2024-06-06,2.680000066757202,2.700000047683716,2.611999988555908,2.630000114440918,1030300.0,,,,,
2024-06-07,2.75,2.75,2.5799999237060547,2.6700000762939453,950200.0,,,,,
2024-06-10,2.6600000858306885,2.740000009536743,2.619999885559082,2.7300000190734863,477600.0,,,,,
2024-06-11,2.700000047683716,2.7049999237060547,2.630000114440918,2.640000104904175,253700.0,,,,,
2024-06-12,2.640000104904175,2.8399999141693115,2.640000104904175,2.759999990463257,416600.0,,,,,
2024-06-13,2.609999895095825,2.7049999237060547,2.509999990463257,2.650000095367432,398200.0,,,,,
2024-06-14,2.494999885559082,2.5799999237060547,2.430000066757202,2.539999961853028,327900.0,,,,,
2024-06-17,2.569999933242798,2.5899999141693115,2.424999952316284,2.4800000190734863,3061700.0,,,,,
2024-06-18,2.470000028610229,2.555000066757202,2.444999933242798,2.549999952316284,1076900.0,,,,,
2024-06-20,2.4600000381469727,2.5,2.440000057220459,2.4800000190734863,943600.0,,,,,
2024-06-21,2.5,2.555000066757202,2.4649999141693115,2.4800000190734863,2186300.0,,,,,
2024-06-24,2.4600000381469727,2.5199999809265137,2.359999895095825,2.509999990463257,1428000.0,,,,,
2024-06-25,2.5,2.559999942779541,2.424999952316284,2.470000028610229,719600.0,,,,,
2024-06-26,2.5799999237060547,2.5799999237060547,2.440000057220459,2.5,491800.0,,,,,
2024-06-27,2.640000104904175,2.680000066757202,2.565000057220459,2.5799999237060547,310900.0,,,,,
2024-06-28,2.799999952316284,2.8399999141693115,2.6549999713897705,2.740000009536743,1089000.0,,,,,
2024-07-01,2.700000047683716,2.9100000858306885,2.700000047683716,2.900000095367432,527900.0,,,,,
2024-07-02,2.6600000858306885,2.7300000190734863,2.640000104904175,2.7100000381469727,259200.0,,,,,
2024-07-03,2.789999961853028,2.809999942779541,2.690000057220459,2.690000057220459,236300.0,,,,,
2024-07-05,2.7799999713897705,2.805000066757202,2.690000057220459,2.75,548000.0,,,,,
2024-07-08,2.809999942779541,2.9600000381469727,2.7799999713897705,2.8299999237060547,575700.0,,,,,
2024-07-09,2.7799999713897705,2.799999952316284,2.7049999237060547,2.7799999713897705,4599400.0,,,,,
2024-07-10,2.859999895095825,2.869999885559082,2.75,2.809999942779541,781000.0,,,,,
2024-07-11,2.950000047683716,3.039999961853028,2.880000114440918,2.900000095367432,1197500.0,,,,,
2024-07-12,2.9100000858306885,3.0,2.880000114440918,3.0,919500.0,,,,,
2024-07-15,2.890000104904175,2.950000047683716,2.8350000381469727,2.950000047683716,1198500.0,,,,,
2024-07-16,3.0899999141693115,3.0999999046325684,2.890000104904175,2.950000047683716,2089900.0,,,,,
2024-07-17,3.039999961853028,3.118000030517578,3.0,3.009999990463257,519000.0,,,,,
2024-07-18,2.940000057220459,3.0899999141693115,2.914999961853028,3.009999990463257,362300.0,,,,,
2024-07-19,2.900000095367432,2.970000028610229,2.8550000190734863,2.940000057220459,251600.0,,,,,
2024-07-22,3.0199999809265137,3.049999952316284,2.869999885559082,2.9100000858306885,329500.0,,,,,
2024-07-23,3.1700000762939453,3.190000057220459,2.990000009536743,2.990000009536743,478700.0,,,,,
2024-07-24,3.0999999046325684,3.259999990463257,3.0899999141693115,3.1600000858306885,370200.0,,,,,
2024-07-25,3.220000028610229,3.275000095367432,3.059999942779541,3.0999999046325684,1611900.0,,,,,
2024-07-26,3.240000009536743,3.255000114440918,3.184999942779541,3.25,200800.0,,,,,
2024-07-29,3.059999942779541,3.240000009536743,3.039999961853028,3.240000009536743,273900.0,,,,,
2024-07-30,3.0199999809265137,3.109999895095825,3.0,3.0799999237060547,226600.0,,,,,
2024-07-31,3.0199999809265137,3.130000114440918,2.9200000762939453,3.119999885559082,334900.0,,,,,
2024-08-01,2.7799999713897705,3.039999961853028,2.759999990463257,3.009999990463257,565500.0,,,,,
2024-08-02,2.6600000858306885,2.75,2.5799999237060547,2.609999895095825,596900.0,,,,,
2024-08-05,2.4800000190734863,2.509999990463257,2.390000104904175,2.509999990463257,491300.0,,,,,
2024-08-06,2.5899999141693115,2.630000114440918,2.450000047683716,2.490000009536743,517400.0,,,,,
2024-08-07,2.5,2.6600000858306885,2.470000028610229,2.6600000858306885,530600.0,,,,,
2024-08-08,2.619999885559082,2.630000114440918,2.450000047683716,2.539999961853028,676100.0,,,,,
2024-08-09,2.549999952316284,3.119999885559082,2.509999990463257,2.799999952316284,861500.0,,,,,
2024-08-12,2.4200000762939453,2.5799999237060547,2.2799999713897705,2.549999952316284,4153400.0,,,,,
2024-08-13,2.6600000858306885,2.6600000858306885,2.430000066757202,2.4800000190734863,948600.0,,,,,
2024-08-14,2.5799999237060547,2.6600000858306885,2.5299999713897705,2.5999999046325684,844600.0,,,,,
2024-08-15,2.5199999809265137,2.690000057220459,2.5199999809265137,2.680000066757202,871000.0,,,,,
2024-08-16,2.559999942779541,2.5850000381469727,2.450000047683716,2.509999990463257,715000.0,,,,,
2024-08-19,2.6700000762939453,2.690000057220459,2.5450000762939453,2.630000114440918,875900.0,,,,,
2024-08-20,2.690000057220459,2.7300000190734863,2.5899999141693115,2.6700000762939453,790700.0,,,,,
2024-08-21,2.8299999237060547,2.869999885559082,2.674999952316284,2.7100000381469727,654200.0,,,,,
2024-08-22,2.75,2.8499999046325684,2.75,2.8499999046325684,579800.0,,,,,
2024-08-23,2.930000066757202,2.9649999141693115,2.7799999713897705,2.789999961853028,690600.0,,,,,
2024-08-26,3.0299999713897705,3.049999952316284,2.900000095367432,2.930000066757202,428600.0,,,,,
2024-08-27,2.940000057220459,3.009999990463257,2.900000095367432,3.0,211700.0,,,,,
2024-08-28,2.930000066757202,2.9600000381469727,2.890000104904175,2.9200000762939453,193100.0,,,,,
2024-08-29,2.900000095367432,3.0199999809265137,2.880000114440918,2.970000028610229,441900.0,,,,,
2024-08-30,2.880000114440918,2.9100000858306885,2.8499999046325684,2.890000104904175,375100.0,,,,,
2024-09-03,2.7300000190734863,2.900000095367432,2.7049999237060547,2.8299999237060547,1729900.0,,,,,
2024-09-04,2.700000047683716,2.765000104904175,2.650000095367432,2.700000047683716,711400.0,,,,,
2024-09-05,2.640000104904175,2.759999990463257,2.619999885559082,2.75,215400.0,,,,,
2024-09-06,2.470000028610229,2.7049999237060547,2.4549999237060547,2.630000114440918,275700.0,,,,,
2024-09-09,2.539999961853028,2.609999895095825,2.4800000190734863,2.4800000190734863,295600.0,,,,,
2024-09-10,2.559999942779541,2.569999933242798,2.470000028610229,2.549999952316284,434800.0,,,,,
2024-09-11,2.559999942779541,2.569999933242798,2.490000009536743,2.549999952316284,400900.0,,,,,
2024-09-12,2.609999895095825,2.619999885559082,2.4800000190734863,2.5799999237060547,964400.0,,,,,
2024-09-13,2.809999942779541,2.809999942779541,2.664999961853028,2.6700000762939453,363100.0,,,,,
2024-09-16,2.859999895095825,2.875,2.744999885559082,2.819999933242798,278200.0,,,,,
2024-09-17,2.9100000858306885,2.990000009536743,2.8399999141693115,2.880000114440918,262000.0,,,,,
2024-09-18,2.8499999046325684,3.005000114440918,2.8350000381469727,2.9200000762939453,617500.0,,,,,
2024-09-19,2.930000066757202,3.0,2.809999942779541,2.950000047683716,223000.0,,,,,
2024-09-20,2.8299999237060547,2.924999952316284,2.819999933242798,2.869999885559082,647500.0,,,,,
2024-09-23,2.819999933242798,2.859999895095825,2.734999895095825,2.859999895095825,367600.0,,,,,
2024-09-24,2.9100000858306885,2.950000047683716,2.8499999046325684,2.8499999046325684,293200.0,,,,,
2024-09-25,2.7699999809265137,2.950000047683716,2.765000104904175,2.930000066757202,471900.0,,,,,
2024-09-26,2.819999933242798,2.880000114440918,2.811000108718872,2.859999895095825,220600.0,,,,,
2024-09-27,2.890000104904175,3.0,2.8499999046325684,2.8499999046325684,528200.0,,,,,
