Date,Close,High,Low,Open,Volume,"('Close', 'BZ')","('High', 'BZ')","('Low', 'BZ')","('Open', 'BZ')","('Volume', 'BZ')"
2024-06-03,21.34981346130371,21.47890452328013,20.89799190334875,21.260441997618116,4988500.0,,,,,
2024-06-04,21.012187957763672,21.553380969231696,20.783795063315686,21.240580852211654,3858900.0,,,,,
2024-06-05,21.37960433959961,21.41435969797177,21.03204886185301,21.0519096077871,2091900.0,,,,,
2024-06-06,21.77680969238281,21.836390035898063,21.181000575155416,21.44911496201149,3270100.0,,,,,
2024-06-07,21.27037239074707,21.77184392054451,21.171070553888917,21.58813675347317,3110700.0,,,,,
2024-06-10,21.20086097717285,21.310091289508517,20.79372516404235,21.17106985888589,1233000.0,,,,,
2024-06-11,20.34686851501465,21.20086165982281,20.26742742438308,21.20086165982281,4984600.0,,,,,
2024-06-12,19.81064224243164,20.565331679873267,19.542527842958265,20.43624061384445,4654500.0,,,,,
2024-06-13,20.108545303344727,20.624913341008963,19.900013150071672,20.01917383936341,1997700.0,,,,,
2024-06-14,20.138336181640625,20.336937959424763,19.772906789209827,19.999312853764245,7850200.0,,,,,
2024-06-17,20.19791603088379,20.379638253556628,19.875185545604563,20.058894600437323,2735100.0,,,,,
2024-06-18,20.32700729370117,20.33693766655112,19.999312565752764,20.19791623470178,3071800.0,,,,,
2024-06-20,20.62491226196289,20.74407294502043,20.257496052148174,20.257496052148174,2747400.0,,,,,
2024-06-21,19.86029052734375,20.54547108086408,19.75105832335539,20.4660299945157,3292400.0,,,,,
2024-06-24,19.979454040527344,20.22770768375742,19.542527098115418,19.651759307224648,2146000.0,,,,,
2024-06-25,19.20490264892578,20.009243950186,19.12546155613496,19.61203848623188,2091700.0,,,,,
2024-06-26,19.373714447021484,19.46805014912304,18.966578625704283,19.1949715217554,1803600.0,,,,,
2024-06-27,19.11553001403809,19.274412189905497,18.74811379857911,18.926856719936183,2431400.0,,,,,
2024-06-28,18.67860412597656,19.055950735242774,18.504827328304646,19.055950735242774,4101200.0,,,,,
2024-07-01,18.489933013916016,18.996368802172768,18.355875813250968,18.887138482168897,3264600.0,,,,,
2024-07-02,18.271467208862305,18.58923155951688,18.137410018300237,18.58923155951688,3101700.0,,,,,
2024-07-03,18.758045196533203,18.79776668968348,18.31615400237412,18.34097898858052,2041900.0,,,,,
2024-07-05,17.55649757385254,18.840464661657563,17.52670645545807,18.4601406642104,3083300.0,,,,,
2024-07-08,17.923912048339844,18.048038868325644,17.378747267092997,17.54656734895399,5581800.0,,,,,
2024-07-09,18.340978622436523,18.370769741704503,17.86433207829884,17.89412319756682,3059400.0,,,,,
2024-07-10,18.62895393371582,18.718325398328385,18.192026983834957,18.370769913060084,3133900.0,,,,,
2024-07-11,18.82755470275879,19.30420311973395,18.708394019033687,18.99140301041195,3941800.0,,,,,
2024-07-12,18.956647872924805,19.314133716294343,18.89110892790872,19.055949706530228,2384100.0,,,,,
2024-07-15,17.566429138183594,18.739179160636944,17.556498764711858,18.58923298344634,4823800.0,,,,,
2024-07-16,17.089780807495117,17.526707773343116,16.891179018673366,16.911039765763068,5762700.0,,,,,
2024-07-17,16.68264389038086,17.01530475367128,16.632993919871826,17.000410141323563,4392200.0,,,,,
2024-07-18,15.957743644714355,16.93089745703095,15.833616824958924,16.791876024992856,7041600.0,,,,,
2024-07-19,15.590328216552734,15.967673858491237,15.58039784378824,15.937882740197756,3167300.0,,,,,
2024-07-22,15.937883377075195,16.26557811529838,15.639979758335944,15.818722687189505,1972500.0,,,,,
2024-07-23,15.81872272491455,16.057045999279314,15.60025924990726,15.788931605359572,3125000.0,,,,,
