Date,Close,High,Low,Open,Volume,"('Close', 'WFC')","('High', 'WFC')","('Low', 'WFC')","('Open', 'WFC')","('Volume', 'WFC')"
2024-06-03,57.608734130859375,58.44364391155912,56.89032226969385,58.44364391155912,13206500.0,,,,,
2024-06-04,56.987403869628906,57.744645860700096,56.637906426549314,57.103901782854805,12520700.0,,,,,
2024-06-05,56.96799087524414,57.20098671781735,56.4340380573282,57.14273960887512,11199100.0,,,,,
2024-06-06,56.04570388793945,57.27865157818315,55.82241467365307,57.06506898043012,18587400.0,,,,,
2024-06-07,56.65732192993164,56.96798549294606,55.890369638501504,55.890369638501504,14466700.0,,,,,
2024-06-10,56.239871978759766,56.43403764843204,55.69620884435784,56.21074842449967,12787500.0,,,,,
2024-06-11,55.46321487426758,56.06512513749236,54.86130090764056,56.06512513749236,19197800.0,,,,,
2024-06-12,55.62825393676758,56.7447038104333,55.49233907285745,56.57966168754079,16929800.0,,,,,
2024-06-13,55.59912490844727,55.93891203477663,55.03604486664213,55.77387363153149,15963700.0,,,,,
2024-06-14,55.72533416748047,55.929206447027845,54.96808845238709,55.327296225001405,15375400.0,,,,,
2024-06-17,56.540828704833984,56.55053532174423,55.40496194942642,55.54087680658242,18361100.0,,,,,
2024-06-18,57.32719421386719,57.32719421386719,56.21074810063783,56.51170136866387,15547400.0,,,,,
2024-06-20,57.23981857299805,57.47281811075198,56.88061450138766,57.02623967540912,11985500.0,,,,,
2024-06-21,56.404911041259766,56.75440851002,55.64766899454735,56.59907671317125,62732600.0,,,,,
2024-06-24,57.28835678100586,57.72522858226454,56.56994866640434,56.78353125888678,16198300.0,,,,,
2024-06-25,55.53116989135742,57.27865349457943,55.51175295423914,57.055364272822366,26726900.0,,,,,
2024-06-26,55.346710205078125,56.11366254713641,55.1719651798238,55.55058619077858,30425700.0,,,,,
2024-06-27,55.744747161865234,55.79329135494166,54.68655189539562,54.76421593819434,13832200.0,,,,,
2024-06-28,57.65727233886719,57.71552314802866,56.39520110091759,56.39520110091759,31074500.0,,,,,
2024-07-01,58.822261810302734,58.841678746429785,57.832020288234666,57.87085416048876,14470200.0,,,,,
2024-07-02,59.19118118286133,59.39505347428971,58.38539493092696,58.725185786709794,9543700.0,,,,,
2024-07-03,58.89022064208984,59.35621601006717,58.40480833752154,59.220301157332365,6698800.0,,,,,
2024-07-05,57.88056182861328,58.890220305155154,57.38544291028326,58.734888516718094,11436300.0,,,,,
2024-07-08,57.28835678100586,58.647512673054685,56.94856965969458,58.22035119149167,12480000.0,,,,,
2024-07-09,58.13297653198242,58.65721898739228,57.200982126294335,57.35631761341055,12233800.0,,,,,
2024-07-10,57.97764587402344,58.239768958518944,57.64756536429597,57.80289715102643,12097200.0,,,,,
2024-07-11,58.4048080444336,58.93876083609884,57.55048135572803,57.66698297468922,16852800.0,,,,,
2024-07-12,54.89042282104492,55.2593334961988,53.977845342691296,54.560342314632265,53042800.0,,,,,
2024-07-15,56.04570388793945,56.54082650938478,55.37583624508032,55.38554286161366,27277300.0,,,,,
2024-07-16,58.48247528076172,58.851385960718055,55.85153781154598,56.34666042931137,25577300.0,,,,,
2024-07-17,59.13292694091797,59.22030130409287,58.142685392736375,58.40480848226109,17371100.0,,,,,
2024-07-18,57.51165008544922,59.04555100506182,57.26894393902808,58.85138534724453,17739000.0,,,,,
2024-07-19,57.50193786621094,58.02618401397949,57.38543995672963,57.56989528869185,12362800.0,,,,,
2024-07-22,57.41456985473633,57.65727601996833,56.83207653954042,57.53106777709508,13638600.0,,,,,
2024-07-23,57.92910385131836,58.16210339184172,57.31748700132341,57.472818793871625,10927800.0,,,,,
2024-07-24,57.705814361572266,58.453349767033565,57.637856934112335,58.02618826537084,10777100.0,,,,,
2024-07-25,57.95823287963867,58.95818109326232,57.715526714902666,57.82231801993085,14119600.0,,,,,
2024-07-26,58.62809753417969,58.68634834393368,57.8320216512183,58.103851356599655,12538900.0,,,,,
2024-07-29,57.8514404296875,59.05526461245047,57.61844088665521,58.96789024673862,8986200.0,,,,,
2024-07-30,58.259185791015625,58.95818072619211,58.14268786962026,58.69605762550093,11503900.0,,,,,
2024-07-31,57.608734130859375,58.36597616293492,57.47281927416911,58.074729512398335,11535800.0,,,,,
2024-08-01,55.22050857543945,57.608736388181946,54.87101109974012,57.53106863651443,17752700.0,,,,,
2024-08-02,51.70611572265625,53.94872184528148,51.2595373027609,53.57010085000491,27642600.0,,,,,
2024-08-05,50.5993766784668,50.87121008243469,48.68685475128171,49.80330080960764,28594000.0,,,,,
2024-08-06,50.83238220214844,51.41487554442696,50.5314252100432,50.75471444803004,18723500.0,,,,,
2024-08-07,50.76441955566406,51.92940982398296,50.62850470331722,51.59932930968264,18407500.0,,,,,
2024-08-08,51.22071075439453,51.76437393248254,51.11392314572587,51.42458676080405,16176000.0,,,,,
2024-08-09,51.61199951171875,51.68047982282913,50.93701448674281,51.162009495068126,11669000.0,,,,,
2024-08-12,50.9272346496582,52.30655449581516,50.555501974811335,51.75873811876155,18090100.0,,,,,
2024-08-13,51.719608306884766,51.80765015922909,50.68267508115586,51.22070696472948,12268600.0,,,,,
2024-08-14,52.4924201965332,52.60980809018848,51.57287485479478,51.87612722437874,13217200.0,,,,,
2024-08-15,53.38261795043945,53.96956113339664,53.24566478986236,53.31414137015091,16549400.0,,,,,
2024-08-16,54.12608337402344,54.223905994092746,53.4217485681044,53.58804776856097,19173900.0,,,,,
2024-08-19,55.22171401977539,55.231494789393146,54.05760465548797,54.1456465088232,12792900.0,,,,,
2024-08-20,54.92823791503906,55.48583502987394,54.70323918364841,54.81084629908909,12533500.0,,,,,
2024-08-21,54.25325012207031,55.22171044608366,53.99890907983599,55.211925945405255,13691700.0,,,,,
2024-08-22,54.742374420166016,55.143453146514176,54.448902818493146,54.48803336050123,15683000.0,,,,,
2024-08-23,55.466270446777344,56.15103995484988,55.0945377883905,55.192360404532174,17074400.0,,,,,
2024-08-26,55.485836029052734,55.90647999788109,55.30975233365046,55.77930761082531,9478800.0,,,,,
2024-08-27,55.03584289550781,55.68148187518992,54.93802027773833,55.47605213885781,7638500.0,,,,,
2024-08-28,55.82822036743164,56.1119111875717,54.81084870798065,54.840198479104814,11905200.0,,,,,
2024-08-29,56.10212707519531,56.51299028853581,55.28040438020806,56.063000266248295,9283300.0,,,,,
2024-08-30,57.19776153564453,57.30536865978183,56.13147852726548,56.19995510959033,20377300.0,,,,,
2024-09-03,57.09993743896485,57.66731912259919,56.64016661541682,57.344497737422266,15933600.0,,,,,
2024-09-04,56.85536956787109,57.71622274865746,56.464075381472576,57.21732144819895,10985800.0,,,,,
2024-09-05,55.6227912902832,57.40318984967324,55.30975442698564,57.34449403841978,18301000.0,,,,,
2024-09-06,52.82501983642578,55.54452892275165,52.521763749510654,55.44670630462093,21853800.0,,,,,
2024-09-09,53.40217971801758,53.88151948029039,53.245661297382405,53.53913286961166,17134800.0,,,,,
2024-09-10,52.77610778808594,54.87932390198461,52.2185106628254,54.78150128522417,24650000.0,,,,,
2024-09-11,52.56089401245117,52.68806640070587,51.28918132498512,52.55111324336711,17322000.0,,,,,
