Date,Close,High,Low,Open,Volume,"('Close', 'APH')","('High', 'APH')","('Low', 'APH')","('Open', 'APH')","('Volume', 'APH')"
2024-06-03,65.09520721435547,65.86579732872192,64.44317232426296,65.58423903494909,7883200.0,,,,,
2024-06-04,64.24064636230469,64.73955215560709,63.840532825242775,64.43329390005175,8143600.0,,,,,
2024-06-05,65.83616638183594,65.92014018013874,64.54197043319711,64.79882880305287,7151400.0,,,,,
2024-06-06,64.64076232910156,66.09796889117928,64.47281473344326,65.83616601048654,6470800.0,,,,,
2024-06-07,64.53209686279297,65.01124729928938,64.37896770960968,64.70004448000255,4583600.0,,,,,
2024-06-10,66.11279296875,66.21652974980084,64.24559120877034,64.27522813553716,5420600.0,,,,,
2024-06-11,66.40422821044922,66.42399118517292,65.70773786744977,65.77689320424993,4798600.0,,,,,
2024-06-12,67.86143493652344,68.13805625357419,66.44868389241519,67.18963707910065,6658100.0,,,,,
2024-06-13,68.15782165527344,68.19734006882585,66.9228994968857,67.97011861260785,6152700.0,,,,,
2024-06-14,67.44650268554688,67.90096065519384,66.5573647956833,67.50578407227314,3996500.0,,,,,
2024-06-17,68.32576751708984,68.55298894244623,66.83397964191197,67.45637761175223,5090400.0,,,,,
2024-06-18,68.99864959716797,69.21633581528882,67.18784149413692,68.26640555206956,5635500.0,,,,,
2024-06-20,67.72216796875,70.09698947640321,67.60342387361796,69.2559062299949,10981900.0,,,,,
2024-06-21,68.0091323852539,68.05860343329829,66.75244848481698,67.38573527502767,9840200.0,,,,,
2024-06-24,66.5644302368164,67.68258297864485,66.49516473904258,67.47478648532339,7135300.0,,,,,
2024-06-25,67.24720764160156,67.4253200321368,66.35664568892543,66.54465530931661,5575000.0,,,,,
2024-06-26,66.45560455322266,67.32637206799663,65.96084873927445,67.32637206799663,7418100.0,,,,,
2024-06-27,66.78213500976562,66.81181914952772,66.09937714711438,66.64360399129295,4523600.0,,,,,
2024-06-28,66.66339111328125,68.0783928313995,66.42590292257543,66.9701372562261,27676600.0,,,,,
2024-07-01,66.81181335449219,67.18783255719562,66.36653619793393,67.0295070930313,4698900.0,,,,,
2024-07-02,66.85140228271484,67.17794292746156,65.84210375730397,66.38633061584065,5245500.0,,,,,
2024-07-03,67.0789794921875,67.15814221695781,66.14883634956877,66.59412101437204,2697600.0,,,,,
2024-07-05,67.29668426513672,67.53416492908455,66.54465335503203,67.07899051094529,4371000.0,,,,,
2024-07-08,67.2768783569336,67.92995950836755,67.09876600194005,67.7221630191039,4936000.0,,,,,
2024-07-09,67.90028381347656,68.22681688040569,67.51437492125446,67.51437492125446,5365400.0,,,,,
2024-07-10,69.28559875488281,69.5131897440971,68.16745336716535,68.27630024687117,5865300.0,,,,,
2024-07-11,68.80073547363281,69.5725532591401,68.66220446338144,69.45381670713827,4624500.0,,,,,
2024-07-12,69.12727355957031,69.9980409563241,68.62262058391681,68.80073295477254,4594500.0,,,,,
2024-07-15,68.97884368896484,69.90898688685006,68.66220032044251,69.3845470154887,5887500.0,,,,,
2024-07-16,69.67150115966797,69.96835004945615,68.86999179368235,69.55275707412899,6164900.0,,,,,
2024-07-17,63.54643249511719,68.78094946316259,63.467269759832725,68.57315294507133,14803700.0,,,,,
2024-07-18,65.1395492553711,65.80252020346597,64.13024321407437,64.14014044371923,10698500.0,,,,,
2024-07-19,63.6750602722168,66.4259008942194,63.55632372986305,65.89156380550783,7745800.0,,,,,
2024-07-22,65.54524230957031,65.9410484355284,64.18961633108431,64.31825011353678,7449800.0,,,,,
2024-07-23,65.56503295898438,66.61391271487018,65.20880822125457,65.42650195535317,8759800.0,,,,,
2024-07-24,61.339820861816406,63.62559383474151,60.74611168426718,61.92363281032869,14011300.0,,,,,
2024-07-25,61.11223220825195,62.50744335511828,59.89513344393768,62.151222364701226,12628800.0,,,,,
2024-07-26,63.19020462036133,64.10055338312955,62.39859617997878,62.53712718520988,11995400.0,,,,,
