Date,Close,High,Low,Open,Volume,"('Close', 'ASPN')","('High', 'ASPN')","('Low', 'ASPN')","('Open', 'ASPN')","('Volume', 'ASPN')"
2024-06-03,29.8799991607666,30.950000762939453,29.43000030517578,30.950000762939453,1239100.0,,,,,
2024-06-04,29.01000022888184,30.26000022888184,28.670000076293945,29.229999542236328,999300.0,,,,,
2024-06-05,31.420000076293945,31.530000686645508,29.850000381469727,29.989999771118164,1940000.0,,,,,
2024-06-06,30.979999542236328,31.739999771118164,30.799999237060547,31.21999931335449,806100.0,,,,,
2024-06-07,30.209999084472656,31.600000381469727,30.200000762939453,30.780000686645508,1022400.0,,,,,
2024-06-10,31.350000381469727,31.57999992370605,29.520000457763672,29.950000762939453,968500.0,,,,,
2024-06-11,29.229999542236328,31.450000762939453,28.420000076293945,31.100000381469727,2126400.0,,,,,
2024-06-12,30.440000534057617,31.5,30.1299991607666,30.6299991607666,1335500.0,,,,,
2024-06-13,30.670000076293945,31.0,29.32999992370605,30.440000534057617,1115500.0,,,,,
2024-06-14,30.100000381469727,31.5,29.71999931335449,30.489999771118164,705600.0,,,,,
2024-06-17,29.479999542236328,30.395999908447266,29.01000022888184,29.920000076293945,707200.0,,,,,
2024-06-18,29.88999938964844,30.170000076293945,28.799999237060547,29.309999465942383,770000.0,,,,,
2024-06-20,27.46999931335449,30.63999938964844,27.459999084472656,29.93000030517578,1737900.0,,,,,
2024-06-21,25.280000686645508,27.309999465942383,25.09000015258789,27.25,3011900.0,,,,,
2024-06-24,24.709999084472656,26.040000915527344,24.61000061035156,25.700000762939453,1577200.0,,,,,
2024-06-25,24.86000061035156,25.600000381469727,24.6299991607666,24.850000381469727,1648300.0,,,,,
2024-06-26,24.56999969482422,25.13999938964844,24.239999771118164,24.76000022888184,1324900.0,,,,,
2024-06-27,24.71999931335449,24.899999618530277,23.920000076293945,24.549999237060547,962700.0,,,,,
2024-06-28,23.850000381469727,25.18000030517578,23.270000457763672,24.850000381469727,3906900.0,,,,,
2024-07-01,23.51000022888184,24.46999931335449,23.350000381469727,24.0,858400.0,,,,,
2024-07-02,24.040000915527344,24.229999542236328,23.44700050354004,23.6200008392334,749200.0,,,,,
2024-07-03,24.07999992370605,24.799999237060547,24.01000022888184,24.13999938964844,432500.0,,,,,
2024-07-05,23.700000762939453,24.26000022888184,23.57999992370605,23.989999771118164,793200.0,,,,,
2024-07-08,23.88999938964844,25.11000061035156,23.84000015258789,24.149999618530277,932400.0,,,,,
2024-07-09,23.34000015258789,24.07200050354004,23.06999969482422,23.899999618530277,856800.0,,,,,
2024-07-10,24.21999931335449,24.239999771118164,23.21999931335449,23.559999465942383,828600.0,,,,,
2024-07-11,26.11000061035156,26.229999542236328,24.690000534057617,24.979999542236328,1135200.0,,,,,
2024-07-12,27.239999771118164,27.34600067138672,25.799999237060547,26.3700008392334,1260000.0,,,,,
2024-07-15,27.1200008392334,28.290000915527344,27.040000915527344,27.40999984741211,1300900.0,,,,,
2024-07-16,26.93000030517578,27.899999618530277,26.280000686645508,27.5,1042800.0,,,,,
2024-07-17,24.81999969482422,27.15999984741211,24.799999237060547,26.21999931335449,1513800.0,,,,,
2024-07-18,23.84000015258789,25.559999465942383,23.32999992370605,24.959999084472656,1915800.0,,,,,
2024-07-19,23.350000381469727,24.350000381469727,23.31999969482422,23.790000915527344,901200.0,,,,,
2024-07-22,23.51000022888184,24.26000022888184,23.5,23.739999771118164,824900.0,,,,,
2024-07-23,24.309999465942383,24.940000534057617,23.520000457763672,23.530000686645508,877700.0,,,,,
2024-07-24,22.8799991607666,24.277999877929688,22.809999465942383,23.40999984741211,868800.0,,,,,
2024-07-25,21.63999938964844,22.989999771118164,21.559999465942383,22.86000061035156,1830000.0,,,,,
2024-07-26,21.0,22.5,20.97800064086914,22.440000534057617,1483400.0,,,,,
2024-07-29,21.350000381469727,21.530000686645508,20.84000015258789,21.36000061035156,892300.0,,,,,
2024-07-30,20.26000022888184,21.847000122070312,20.1200008392334,21.549999237060547,1039400.0,,,,,
2024-07-31,20.40999984741211,21.38999938964844,20.290000915527344,21.040000915527344,1208300.0,,,,,
2024-08-01,20.81999969482422,21.573999404907227,20.420000076293945,20.700000762939453,1887100.0,,,,,
2024-08-02,18.8799991607666,19.79700088500977,18.71999931335449,19.61000061035156,1657700.0,,,,,
2024-08-05,18.84000015258789,18.88999938964844,16.780000686645508,17.100000381469727,1286000.0,,,,,
2024-08-06,19.71999931335449,20.399999618530277,19.09000015258789,20.11000061035156,1742900.0,,,,,
2024-08-07,18.5,20.459999084472656,18.13999938964844,20.01000022888184,2392600.0,,,,,
2024-08-08,21.459999084472656,24.40999984741211,20.76000022888184,24.40999984741211,5432900.0,,,,,
2024-08-09,21.850000381469727,22.559999465942383,20.93000030517578,22.06999969482422,2678400.0,,,,,
2024-08-12,23.040000915527344,23.280000686645508,22.01000022888184,22.11000061035156,2298900.0,,,,,
2024-08-13,23.46999931335449,23.71999931335449,22.715999603271484,23.059999465942383,1743600.0,,,,,
2024-08-14,23.6299991607666,24.309999465942383,23.399999618530277,23.82999992370605,1316300.0,,,,,
2024-08-15,24.40999984741211,24.56999969482422,23.86000061035156,24.25,1016500.0,,,,,
2024-08-16,29.920000076293945,29.920000076293945,24.309999465942383,24.309999465942383,4329500.0,,,,,
2024-08-19,31.71999931335449,32.310001373291016,29.809999465942383,30.0,2854100.0,,,,,
2024-08-20,30.700000762939453,33.150001525878906,29.770000457763672,31.989999771118164,3265200.0,,,,,
2024-08-21,30.979999542236328,31.62700080871582,30.32999992370605,31.059999465942383,1539500.0,,,,,
2024-08-22,29.229999542236328,31.190000534057617,29.209999084472656,31.1299991607666,1583700.0,,,,,
2024-08-23,30.13999938964844,31.15999984741211,29.40999984741211,29.59000015258789,1388300.0,,,,,
2024-08-26,30.26000022888184,30.75,29.350000381469727,30.299999237060547,1268100.0,,,,,
2024-08-27,29.920000076293945,32.310001373291016,29.200000762939453,29.670000076293945,2128300.0,,,,,
2024-08-28,28.530000686645508,30.149999618530277,28.371999740600582,29.31999969482422,1575500.0,,,,,
2024-08-29,28.739999771118164,29.51000022888184,27.780000686645508,28.86000061035156,1518200.0,,,,,
2024-08-30,28.690000534057617,29.290000915527344,27.989999771118164,29.020000457763672,866500.0,,,,,
2024-09-03,26.309999465942383,28.479999542236328,25.6299991607666,28.040000915527344,2302900.0,,,,,
2024-09-04,26.799999237060547,27.170000076293945,25.549999237060547,26.11000061035156,1547000.0,,,,,
2024-09-05,25.600000381469727,27.3799991607666,25.36000061035156,26.540000915527344,1772400.0,,,,,
2024-09-06,23.770000457763672,25.899999618530277,23.559999465942383,25.600000381469727,2042800.0,,,,,
2024-09-09,23.020000457763672,24.959999084472656,22.899999618530277,24.09000015258789,1551000.0,,,,,
2024-09-10,23.1200008392334,23.84499931335449,22.780000686645508,23.190000534057617,1315900.0,,,,,
2024-09-11,24.36000061035156,24.86000061035156,22.8799991607666,22.8799991607666,1423200.0,,,,,
2024-09-12,24.209999084472656,25.200000762939453,24.128999710083008,24.43000030517578,1228200.0,,,,,
2024-09-13,24.84000015258789,25.549999237060547,24.270000457763672,24.5,1395900.0,,,,,
2024-09-16,24.07999992370605,24.86000061035156,23.3700008392334,24.649999618530277,1269900.0,,,,,
2024-09-17,24.280000686645508,25.6200008392334,24.15999984741211,24.5,1297200.0,,,,,
2024-09-18,24.8799991607666,26.40999984741211,24.190000534057617,24.399999618530277,1402600.0,,,,,
2024-09-19,28.76000022888184,28.809999465942383,25.33099937438965,26.21999931335449,2553900.0,,,,,
2024-09-20,27.459999084472656,28.549999237060547,27.170000076293945,28.549999237060547,2933600.0,,,,,
2024-09-23,26.979999542236328,28.124000549316406,26.165000915527344,27.950000762939453,1257800.0,,,,,
2024-09-24,27.31999969482422,27.600000381469727,26.420000076293945,27.350000381469727,901700.0,,,,,
2024-09-25,27.01000022888184,28.170000076293945,26.649999618530277,27.1200008392334,1452500.0,,,,,
2024-09-26,27.200000762939453,28.88999938964844,26.51000022888184,27.989999771118164,1649900.0,,,,,
2024-09-27,28.540000915527344,28.549999237060547,27.322999954223636,27.51000022888184,1399200.0,,,,,
2024-09-30,27.690000534057617,30.239999771118164,27.364999771118164,27.6200008392334,3449700.0,,,,,
2024-10-01,26.059999465942383,27.25,24.399999618530277,27.059999465942383,3485900.0,,,,,
2024-10-02,25.01000022888184,25.75,24.26000022888184,25.709999084472656,1741000.0,,,,,
2024-10-03,24.15999984741211,25.420000076293945,23.8799991607666,24.51000022888184,1316200.0,,,,,
