Date,Close,High,Low,Open,Volume,"('Close', 'XYZ')","('High', 'XYZ')","('Low', 'XYZ')","('Open', 'XYZ')","('Volume', 'XYZ')"
2024-06-03,64.30000305175781,64.7750015258789,63.70000076293945,64.0999984741211,6473100.0,,,,,
2024-06-04,64.25,65.31999969482422,63.880001068115234,64.08000183105469,8256800.0,,,,,
2024-06-05,64.80000305175781,65.62000274658203,63.88999938964844,65.22000122070312,7811800.0,,,,,
2024-06-06,66.4000015258789,66.95600128173828,64.63999938964844,64.80000305175781,9206600.0,,,,,
2024-06-07,65.0999984741211,66.56999969482422,65.08000183105469,65.9000015258789,6602300.0,,,,,
2024-06-10,64.33999633789062,64.94000244140625,63.52000045776367,64.2699966430664,9063400.0,,,,,
2024-06-11,64.16000366210938,64.5,62.94499969482422,64.0,5250600.0,,,,,
2024-06-12,64.62999725341797,67.19999694824219,64.30000305175781,66.0,7049800.0,,,,,
2024-06-13,62.36000061035156,65.8499984741211,62.209999084472656,65.07499694824219,7080200.0,,,,,
2024-06-14,62.150001525878906,62.33000183105469,61.369998931884766,61.810001373291016,4916700.0,,,,,
2024-06-17,62.5,62.65999984741211,60.900001525878906,61.72999954223633,5906900.0,,,,,
2024-06-18,61.900001525878906,63.16999816894531,61.77999877929688,62.36000061035156,7176700.0,,,,,
2024-06-20,62.7400016784668,63.334999084472656,61.18999862670898,61.5,7487200.0,,,,,
2024-06-21,62.970001220703125,62.970001220703125,61.77000045776367,62.27000045776367,7957400.0,,,,,
2024-06-24,64.4000015258789,65.3499984741211,63.79999923706055,64.12000274658203,7607800.0,,,,,
2024-06-25,64.0199966430664,64.9000015258789,63.470001220703125,64.19999694824219,6934300.0,,,,,
2024-06-26,63.290000915527344,63.77999877929688,62.619998931884766,63.58000183105469,3645400.0,,,,,
2024-06-27,63.38999938964844,64.11000061035156,62.63999938964844,63.20000076293945,4332300.0,,,,,
2024-06-28,64.48999786376953,64.5999984741211,63.130001068115234,63.58000183105469,6802600.0,,,,,
2024-07-01,63.84000015258789,64.94999694824219,62.81499862670898,64.62000274658203,5278300.0,,,,,
2024-07-02,64.58000183105469,65.37999725341797,63.77000045776367,63.97999954223633,4402300.0,,,,,
2024-07-03,64.44000244140625,65.18000030517578,63.92499923706055,64.41000366210938,2837200.0,,,,,
2024-07-05,65.77999877929688,65.79000091552734,63.9900016784668,64.18000030517578,5390100.0,,,,,
2024-07-08,64.2300033569336,66.73999786376953,63.93000030517578,65.91999816894531,6166100.0,,,,,
2024-07-09,64.51000213623047,65.3499984741211,63.83000183105469,64.4800033569336,3630200.0,,,,,
2024-07-10,64.33999633789062,64.76000213623047,62.83000183105469,64.76000213623047,4838100.0,,,,,
2024-07-11,66.48999786376953,67.05999755859375,65.11000061035156,65.41000366210938,7319000.0,,,,,
2024-07-12,68.73999786376953,69.62999725341797,67.80999755859375,67.80999755859375,8697500.0,,,,,
2024-07-15,72.05999755859375,72.29499816894531,68.75,69.48999786376953,9038300.0,,,,,
2024-07-16,72.06999969482422,73.36000061035156,71.16999816894531,72.18000030517578,7104600.0,,,,,
2024-07-17,71.8499984741211,72.52999877929688,70.62000274658203,70.62999725341797,6016500.0,,,,,
2024-07-18,68.0,72.55000305175781,67.95999908447266,72.33000183105469,13075400.0,,,,,
2024-07-19,68.0999984741211,68.69000244140625,67.30999755859375,68.01000213623047,5161400.0,,,,,
2024-07-22,68.25,68.47000122070312,66.94999694824219,68.2300033569336,4649000.0,,,,,
2024-07-23,66.88999938964844,68.38999938964844,66.83999633789062,67.69999694824219,4353300.0,,,,,
2024-07-24,61.709999084472656,66.1500015258789,61.66999816894531,65.88999938964844,9676300.0,,,,,
2024-07-25,61.58000183105469,63.72999954223633,61.470001220703125,61.994998931884766,7174600.0,,,,,
2024-07-26,60.18000030517578,61.65999984741211,59.86000061035156,60.54999923706055,11388700.0,,,,,
2024-07-29,60.7400016784668,62.27000045776367,59.900001525878906,60.59000015258789,7074000.0,,,,,
2024-07-30,60.09000015258789,62.97999954223633,59.77099990844727,61.83000183105469,7195200.0,,,,,
2024-07-31,61.880001068115234,62.93999862670898,60.54499816894531,60.959999084472656,6839200.0,,,,,
2024-08-01,59.900001525878906,63.84999847412109,59.46500015258789,61.9900016784668,12935700.0,,,,,
2024-08-02,60.380001068115234,60.81999969482422,57.66999816894531,58.45000076293945,17898400.0,,,,,
2024-08-05,57.209999084472656,59.2400016784668,55.0,55.0,13286900.0,,,,,
2024-08-06,57.25,58.61000061035156,56.25,57.400001525878906,8112100.0,,,,,
2024-08-07,58.04999923706055,59.77999877929688,57.6619987487793,58.400001525878906,9056700.0,,,,,
2024-08-08,61.209999084472656,61.45000076293945,59.06999969482422,59.22999954223633,7085500.0,,,,,
2024-08-09,62.13999938964844,62.68000030517578,60.70000076293945,61.77999877929688,5941000.0,,,,,
2024-08-12,61.09000015258789,62.310001373291016,60.36000061035156,62.15999984741211,5746200.0,,,,,
2024-08-13,63.369998931884766,63.650001525878906,61.369998931884766,61.880001068115234,4887500.0,,,,,
2024-08-14,62.20000076293945,63.59999847412109,61.810001373291016,63.459999084472656,5065500.0,,,,,
2024-08-15,64.25,64.7300033569336,63.4900016784668,63.58000183105469,6944500.0,,,,,
2024-08-16,65.87000274658203,65.93000030517578,64.47000122070312,64.47000122070312,5486500.0,,,,,
2024-08-19,66.87999725341797,66.9000015258789,65.7300033569336,66.0,4454500.0,,,,,
2024-08-20,64.87999725341797,67.26699829101562,64.83000183105469,66.80999755859375,4906900.0,,,,,
2024-08-21,65.6500015258789,65.69999694824219,64.08999633789062,64.92500305175781,5672200.0,,,,,
2024-08-22,63.84000015258789,65.87999725341797,63.630001068115234,64.9800033569336,4767300.0,,,,,
2024-08-23,65.36000061035156,65.7030029296875,64.4000015258789,64.55000305175781,5618500.0,,,,,
2024-08-26,65.55999755859375,66.58000183105469,65.41000366210938,65.45999908447266,4375100.0,,,,,
2024-08-27,66.63999938964844,66.80000305175781,64.98500061035156,65.0,3643600.0,,,,,
2024-08-28,64.68000030517578,66.45999908447266,63.86000061035156,66.23500061035156,5096000.0,,,,,
2024-08-29,66.41999816894531,68.48999786376953,65.33999633789062,65.33999633789062,7233800.0,,,,,
2024-08-30,66.08000183105469,66.96499633789062,64.75,66.87000274658203,5850700.0,,,,,
2024-09-03,64.16999816894531,65.66000366210938,63.77899932861328,64.6500015258789,4583000.0,,,,,
