Date,Close,High,Low,Open,Volume,"('Close', 'HPQ')","('High', 'HPQ')","('Low', 'HPQ')","('Open', 'HPQ')","('Volume', 'HPQ')"
2024-06-03,33.405250549316406,34.7577284341618,32.951272488430085,34.52128130195662,12390700.0,,,,,
2024-06-04,33.43362808227539,33.93489853135939,33.25392953359846,33.30121824557687,9633600.0,,,,,
2024-06-05,33.698448181152344,34.07676144914987,33.32959121149848,33.82139809910555,8143800.0,,,,,
2024-06-06,34.218631744384766,34.5212838069371,33.65116002907344,33.69844873736652,9319500.0,,,,,
2024-06-07,34.473995208740234,34.79556347721619,34.08622202686309,34.13351073530719,8718800.0,,,,,
2024-06-10,34.218631744384766,34.37941407416068,33.56603891098702,34.3321253658676,8790300.0,,,,,
2024-06-11,34.351043701171875,34.492913442746875,33.934897991327894,34.19026136142445,7708800.0,,,,,
2024-06-12,34.59501647949219,35.24307769872214,34.53783695960501,34.890457329163574,7372500.0,,,,,
2024-06-13,34.73797607421875,35.05247437207391,34.404413087102,34.575958935213635,6847500.0,,,,,
2024-06-14,33.84212112426758,34.90951820680579,33.775409261049425,34.51877573558923,8582400.0,,,,,
2024-06-17,34.242401123046875,34.39488592427641,33.565750044811104,33.937431520587815,7500300.0,,,,,
2024-06-18,35.02388000488281,35.071530815199665,34.23286273863268,34.41394090757002,9607500.0,,,,,
2024-06-20,34.537837982177734,35.43368563033154,34.404410615601456,35.12871606349093,9202400.0,,,,,
2024-06-21,34.66173553466797,34.91905433412054,34.16615899152132,34.404416735215406,17244200.0,,,,,
2024-06-24,34.59501647949219,35.16683712703127,34.45206404425034,34.64266729123947,5496100.0,,,,,
2024-06-25,34.566429138183594,34.747503689702725,34.32817142725224,34.44253411055253,6002900.0,,,,,
2024-06-26,33.44185256958008,34.45206657627726,33.1368829893553,34.42347317870833,9658300.0,,,,,
2024-06-27,33.07969665527344,33.641984946514086,33.022517136671084,33.53715098171135,5716700.0,,,,,
2024-06-28,33.37514114379883,33.71823283498336,33.13688342886782,33.26077845857873,14543000.0,,,,,
2024-07-01,33.32748794555664,33.57527435174163,33.079697903847695,33.54668459136135,4952900.0,,,,,
2024-07-02,33.165470123291016,33.4799720229583,32.7842599959801,33.117819311817634,5834500.0,,,,,
2024-07-03,33.2131233215332,33.44185232277582,33.08923192990408,33.26077777195501,3985200.0,,,,,
2024-07-05,33.003456115722656,33.26077485624192,32.77472713453092,33.251242512783534,4365400.0,,,,,
2024-07-08,33.66104507446289,33.83259089661155,33.16546865886939,33.21311946823875,6511300.0,,,,,
2024-07-09,33.756343841552734,33.94695069845191,33.49902876559078,33.61339142552092,5152700.0,,,,,
2024-07-10,34.37582015991211,34.40440992012423,33.85165395472095,34.042260839024266,5344700.0,,,,,
2024-07-11,34.40441131591797,34.83327591411856,34.337699449033884,34.499716579698145,6722900.0,,,,,
2024-07-12,35.00482177734375,35.17636761674133,34.242397844201214,34.52830636468915,6599800.0,,,,,
2024-07-15,35.58617401123047,35.59570272061576,34.69985498189889,34.718916036193846,5720700.0,,,,,
2024-07-16,36.21516799926758,36.3390630130012,35.72912392311838,35.83395425032895,8571000.0,,,,,
2024-07-17,36.32000732421875,36.61544456951643,35.61476287521846,35.83395954078664,8906800.0,,,,,
2024-07-18,35.62429428100586,36.3962469447219,35.471809490041345,36.28188426037956,5895500.0,,,,,
2024-07-19,35.40509414672852,35.6814703038066,35.14777540556713,35.65288054440772,4773500.0,,,,,
2024-07-22,36.23423385620117,36.253294909728645,35.66241315694968,35.85302005670018,4519900.0,,,,,
2024-07-23,35.93879318237305,36.34859674671291,35.88161365699258,36.00550505233309,4472700.0,,,,,
2024-07-24,36.04362487792969,36.32953339330589,35.73865531012521,35.814899519838335,6310400.0,,,,,
2024-07-25,34.54737091064453,36.01503940254675,34.49972009166577,35.84349354580366,8589500.0,,,,,
2024-07-26,34.633140563964844,35.02388305947957,34.49971682923164,34.82374745737976,7299600.0,,,,,
2024-07-29,34.43300247192383,34.70937863008965,34.07084976417612,34.69032121409795,4788300.0,,,,,
2024-07-30,33.851654052734375,34.59501690459328,33.4895013350619,34.43300341555693,6915700.0,,,,,
2024-07-31,34.3948860168457,34.65220480127391,34.06132664935976,34.28052332449687,8189900.0,,,,,
2024-08-01,33.518096923828125,34.58549421041764,33.34655469670527,34.29005330574159,5437300.0,,,,,
2024-08-02,32.136199951171875,32.9367459738691,31.983715167587835,32.79378989871731,6489100.0,,,,,
