Date,Close,High,Low,Open,Volume,"('Close', 'AGI')","('High', 'AGI')","('Low', 'AGI')","('Open', 'AGI')","('Volume', 'AGI')"
2024-06-03,16.8168888092041,16.826828096226212,16.598230181893143,16.637985434256425,1384100.0,,,,,
2024-06-04,16.270238876342773,16.508776042266522,15.99194456823596,16.478958185629224,1801800.0,,,,,
2024-06-05,16.568410873413086,16.598228731874535,16.240422013237122,16.329873692896474,1490400.0,,,,,
2024-06-06,16.8168888092041,16.896401209655828,16.538594459760475,16.56841232082681,2304600.0,,,,,
2024-06-07,15.862737655639648,16.319934391809383,15.803102886633814,16.30005581951994,2782800.0,,,,,
2024-06-10,16.05158042907715,16.101276863132103,15.693774634644514,15.912434205173517,2212600.0,,,,,
2024-06-11,15.803102493286133,15.97206656209081,15.683833906105622,15.942250600123774,1273100.0,,,,,
2024-06-12,15.84285831451416,16.190726677660283,15.73352901581534,16.091335716761392,1397100.0,,,,,
2024-06-13,15.18087387084961,15.937429124388755,15.101236575671956,15.738335886444624,5542500.0,,,,,
2024-06-14,15.240602493286133,15.429740834184072,15.061418102387014,15.409831035483524,1939600.0,,,,,
2024-06-17,15.230646133422852,15.320238320281144,14.941960725408,15.101235302333247,1676800.0,,,,,
2024-06-18,15.399876594543455,15.559151181664424,15.091281369983015,15.141054915796174,1967900.0,,,,,
2024-06-20,15.81797218322754,15.857790828303102,15.509376971878384,15.569105414167424,2289300.0,,,,,
2024-06-21,15.64874267578125,15.798062357204463,15.47951319718087,15.758243712201516,5162700.0,,,,,
2024-06-24,15.618878364562988,15.877700038130216,15.45960378062974,15.72838035303065,1892100.0,,,,,
2024-06-25,15.549196243286133,15.628833536645104,15.429740303247677,15.5292873946221,1089300.0,,,,,
2024-06-26,15.778153419494627,15.788107368675124,15.409829768626365,15.429739565690108,1524900.0,,,,,
2024-06-27,15.698516845703123,16.02702091742177,15.698516845703123,15.917518927281275,1193600.0,,,,,
2024-06-28,15.608924865722656,15.897610294774092,15.50937777321467,15.808018101387193,1029200.0,,,,,
2024-07-01,15.469558715820312,15.7781539349298,15.469558715820312,15.698516642776012,647200.0,,,,,
2024-07-02,15.519332885742188,15.68856237572198,15.280420999659464,15.429740691123303,2273900.0,,,,,
2024-07-03,16.017065048217773,16.226112218147335,15.748288487991717,15.8179718273196,1008900.0,,,,,
2024-07-05,16.494890213012695,16.693984400578405,16.206205729615597,16.25597832715558,1931000.0,,,,,
2024-07-08,16.66411781311035,16.66411781311035,16.315703973732173,16.405296158106637,1012300.0,,,,,
2024-07-09,16.62430191040039,16.833349097327982,16.564572515247185,16.67407450765852,1079700.0,,,,,
2024-07-10,17.03244400024414,17.14194409855877,16.74375760763521,16.793532105690005,1224100.0,,,,,
2024-07-11,17.440582275390625,17.540129355015292,16.803482105014325,17.42067247972517,1890200.0,,,,,
2024-07-12,17.550085067749023,17.589904665236865,17.221580983285975,17.281310379517738,1849000.0,,,,,
2024-07-15,17.480403900146484,17.739225605910192,17.370903796760217,17.70936280439714,1293500.0,,,,,
2024-07-16,17.709360122680664,17.828815108049973,17.50031105023023,17.579948340044027,1866800.0,,,,,
2024-07-17,17.19171714782715,17.798950783298967,17.18176224905511,17.769087985685655,1729100.0,,,,,
2024-07-18,17.04239845275879,17.241490743646033,16.833349363818837,17.201673044949747,1755900.0,,,,,
2024-07-19,16.962759017944336,17.03244140590424,16.514798097198295,16.574525587063544,1327900.0,,,,,
2024-07-22,17.0722599029541,17.122034395769617,16.743755845182722,16.893075526223758,1930600.0,,,,,
2024-07-23,17.062305450439453,17.141942742323426,16.89307596784816,17.092170146909496,961100.0,,,,,
2024-07-24,17.062305450439453,17.569993898213337,17.052350551616104,17.20167213526351,1408600.0,,,,,
2024-07-25,16.27588653564453,16.684027871449885,16.255976739092393,16.624300380496166,2206000.0,,,,,
2024-07-26,16.435163497924805,16.594438096071745,16.295798699221976,16.52475569672033,1574700.0,,,,,
2024-07-29,16.803483963012695,16.813438861946157,16.34557000429033,16.564572084718048,1020500.0,,,,,
2024-07-30,16.644210815429688,16.8831227143647,16.47498131634618,16.8831227143647,1417100.0,,,,,
2024-07-31,16.952804565429688,17.1021242433688,16.793529989134274,16.972712463439574,1643700.0,,,,,
2024-08-01,17.291261672973633,18.117499161513845,16.972710655610193,17.669538276707847,4175800.0,,,,,
2024-08-02,17.34103775024414,17.898498820077236,17.12203566177115,17.34103775024414,4548000.0,,,,,
