Date,Close,High,Low,Open,Volume,"('Close', 'MRP')","('High', 'MRP')","('Low', 'MRP')","('Open', 'MRP')","('Volume', 'MRP')"
2025-02-05,20.63233757019043,22.56015321504464,17.867566284927452,20.218561848733696,2203500.0,,,,,
2025-02-06,21.61975479125977,21.657371580895997,20.08032372810895,20.26558085669889,1790000.0,,,,,
2025-02-07,25.14624786376953,25.456579200626923,20.933264322897276,22.089953688123263,41730700.0,,,,,
2025-02-10,21.63856315612793,24.403334412210054,21.525714581042696,24.17293606017519,15682700.0,,,,,
2025-02-11,21.158960342407227,21.84545062525851,20.444257466712507,20.7639930109356,13758100.0,,,,,
2025-02-12,20.49127769470215,21.33763571827103,20.448959703840345,20.68876045627909,7847400.0,,,,,
2025-02-13,21.365846633911133,21.57273538755882,20.28438905375479,20.28438905375479,5841700.0,,,,,
2025-02-14,21.55392837524414,22.23101448251334,21.20598022685537,21.62916016494072,5650100.0,,,,,
2025-02-18,21.864259719848636,21.901876511509773,20.87684225641918,21.281212004772367,5514500.0,,,,,
2025-02-19,22.09935760498047,22.560152505759145,21.68934321667915,22.560152505759145,3066700.0,,,,,
2025-02-20,22.09935760498047,22.32505295676999,21.723198685331266,21.948894037120787,1523400.0,,,,,
2025-02-21,22.38147735595703,22.70121290049933,21.96770342251065,22.23101378130975,2252100.0,,,,,
2025-02-24,21.807836532592773,22.47551844789633,21.704392148212133,22.390882459524423,2641700.0,,,,,
2025-02-25,21.25300025939941,21.77021856606376,20.96147731166136,21.516310614646454,3025800.0,,,,,
2025-02-26,20.923858642578125,21.309421736992935,20.886241855968333,21.290613343688044,2103200.0,,,,,
2025-02-27,21.243595123291016,21.629158235296405,20.613528268168302,21.42227128050506,1312100.0,,,,,
2025-02-28,21.49750328063965,21.51630988132542,20.876840616329016,21.074323376033668,1701100.0,,,,,
2025-03-03,20.914457321166992,21.76081540590323,20.82512013118766,21.177769482633373,3309800.0,,,,,
2025-03-04,20.8674373626709,21.271808891207503,20.5006808308738,20.801609773126295,1579600.0,,,,,
2025-03-05,21.055517196655277,21.300020967963405,20.688762436526776,20.69816663469256,1310900.0,,,,,
2025-03-06,20.49127769470215,21.332932722804596,20.21386015320081,20.89564741512168,1529600.0,,,,,
