Date,Close,High,Low,Open,Volume,"('Close', 'SVRA')","('High', 'SVRA')","('Low', 'SVRA')","('Open', 'SVRA')","('Volume', 'SVRA')"
2024-06-03,4.050000190734863,4.125,3.940000057220459,4.050000190734863,1799700.0,,,,,
2024-06-04,4.019999980926514,4.050000190734863,3.839999914169312,4.050000190734863,1144100.0,,,,,
2024-06-05,4.239999771118164,4.239999771118164,4.0,4.059999942779541,588100.0,,,,,
2024-06-06,4.019999980926514,4.239999771118164,3.9800000190734863,4.239999771118164,510500.0,,,,,
2024-06-07,3.9600000381469727,4.025000095367432,3.859999895095825,4.019999980926514,1152400.0,,,,,
2024-06-10,4.170000076293945,4.215000152587891,3.8949999809265137,3.920000076293945,491100.0,,,,,
2024-06-11,4.110000133514404,4.170000076293945,3.9700000286102295,4.099999904632568,843300.0,,,,,
2024-06-12,4.039999961853027,4.300000190734863,3.994999885559082,4.21999979019165,667300.0,,,,,
2024-06-13,4.059999942779541,4.179999828338623,3.950000047683716,4.070000171661377,594700.0,,,,,
2024-06-14,4.079999923706055,4.110000133514404,3.934999942779541,4.0,681200.0,,,,,
2024-06-17,3.869999885559082,4.150000095367432,3.849999904632568,4.130000114440918,1170800.0,,,,,
2024-06-18,3.829999923706055,3.930000066757202,3.7799999713897705,3.849999904632568,896900.0,,,,,
2024-06-20,3.7200000286102295,3.839999914169312,3.714999914169312,3.809999942779541,855000.0,,,,,
2024-06-21,3.880000114440918,3.9700000286102295,3.670000076293945,3.740000009536743,3520000.0,,,,,
2024-06-24,3.660000085830689,3.9700000286102295,3.5799999237060547,3.9700000286102295,2231500.0,,,,,
2024-06-25,3.799999952316284,3.849999904632568,3.539999961853028,3.660000085830689,1143900.0,,,,,
2024-06-26,3.839999914169312,4.510000228881836,3.375,4.420000076293945,27588500.0,,,,,
2024-06-27,3.809999942779541,4.025000095367432,3.759999990463257,3.849999904632568,3244600.0,,,,,
2024-06-28,4.03000020980835,4.150000095367432,3.943000078201294,4.019999980926514,9177500.0,,,,,
2024-07-01,4.639999866485596,4.739999771118164,4.0320000648498535,4.079999923706055,5397700.0,,,,,
2024-07-02,4.300000190734863,4.690000057220459,4.289999961853027,4.559999942779541,2178100.0,,,,,
2024-07-03,4.329999923706055,4.449999809265137,4.270999908447266,4.28000020980835,747300.0,,,,,
2024-07-05,4.429999828338623,4.449999809265137,4.300000190734863,4.309999942779541,1486100.0,,,,,
2024-07-08,4.570000171661377,4.639999866485596,4.460000038146973,4.460000038146973,899000.0,,,,,
2024-07-09,4.840000152587891,4.849999904632568,4.489999771118164,4.559999942779541,968200.0,,,,,
2024-07-10,4.829999923706055,4.900000095367432,4.690000057220459,4.849999904632568,724500.0,,,,,
2024-07-11,5.070000171661377,5.090000152587891,4.829999923706055,4.909999847412109,1449400.0,,,,,
2024-07-12,4.889999866485596,5.110000133514404,4.829999923706055,5.0,1902800.0,,,,,
2024-07-15,4.949999809265137,5.025000095367432,4.869999885559082,4.909999847412109,1259200.0,,,,,
2024-07-16,4.960000038146973,5.0,4.815000057220459,4.989999771118164,1221000.0,,,,,
2024-07-17,4.78000020980835,4.869999885559082,4.659999847412109,4.869999885559082,1507000.0,,,,,
2024-07-18,4.710000038146973,4.875,4.605000019073486,4.78000020980835,1351400.0,,,,,
