Date,Close,High,Low,Open,Volume,"('Close', 'ZLAB')","('High', 'ZLAB')","('Low', 'ZLAB')","('Open', 'ZLAB')","('Volume', 'ZLAB')"
2024-06-03,18.0,18.950000762939453,17.510000228881836,18.190000534057617,645300.0,,,,,
2024-06-04,19.290000915527344,19.975000381469727,18.809999465942383,19.40999984741211,908700.0,,,,,
2024-06-05,19.09000015258789,19.61000061035156,18.743000030517575,19.13999938964844,393800.0,,,,,
2024-06-06,19.0,19.15999984741211,18.68000030517578,19.100000381469727,471100.0,,,,,
2024-06-07,20.0,20.05500030517578,18.93000030517578,18.93000030517578,563800.0,,,,,
2024-06-10,20.0,20.18000030517578,19.36000061035156,19.809999465942383,344000.0,,,,,
2024-06-11,20.040000915527344,20.165000915527344,19.63999938964844,20.030000686645508,336000.0,,,,,
2024-06-12,20.0,20.600000381469727,19.540000915527344,20.36000061035156,335500.0,,,,,
2024-06-13,19.690000534057617,20.1200008392334,19.3700008392334,20.020000457763672,619200.0,,,,,
2024-06-14,18.690000534057617,19.38999938964844,18.549999237060547,19.3799991607666,302400.0,,,,,
2024-06-17,18.979999542236328,19.100000381469727,18.4060001373291,18.82999992370605,304600.0,,,,,
2024-06-18,18.81999969482422,19.045000076293945,18.270000457763672,18.739999771118164,243500.0,,,,,
2024-06-20,18.0,18.40999984741211,17.6299991607666,18.010000228881836,849300.0,,,,,
2024-06-21,18.56999969482422,18.649999618530277,17.59000015258789,18.1200008392334,671800.0,,,,,
2024-06-24,18.75,18.90999984741211,18.18000030517578,18.38999938964844,461200.0,,,,,
2024-06-25,18.520000457763672,18.71999931335449,18.11000061035156,18.36000061035156,402600.0,,,,,
2024-06-26,17.969999313354492,18.25,17.709999084472656,18.190000534057617,515400.0,,,,,
2024-06-27,17.520000457763672,17.899999618530273,17.1200008392334,17.1200008392334,485500.0,,,,,
2024-06-28,17.329999923706055,17.600000381469727,16.954999923706055,17.1299991607666,475300.0,,,,,
2024-07-01,17.290000915527344,18.040000915527344,17.0,17.219999313354492,280500.0,,,,,
2024-07-02,17.3700008392334,17.770000457763672,16.93000030517578,17.3700008392334,297700.0,,,,,
2024-07-03,17.219999313354492,17.774999618530273,17.170000076293945,17.440000534057617,192000.0,,,,,
2024-07-05,17.31999969482422,17.6200008392334,17.030000686645508,17.209999084472656,261900.0,,,,,
2024-07-08,16.969999313354492,17.479999542236328,16.889999389648438,17.0,276200.0,,,,,
2024-07-09,16.6200008392334,16.81999969482422,16.200000762939453,16.510000228881836,541900.0,,,,,
2024-07-10,17.049999237060547,17.350000381469727,16.5,16.6200008392334,442000.0,,,,,
2024-07-11,17.84000015258789,17.94499969482422,17.100000381469727,17.34000015258789,391500.0,,,,,
2024-07-12,18.040000915527344,18.8700008392334,17.950000762939453,18.270000457763672,743100.0,,,,,
2024-07-15,18.0,18.229999542236328,17.545000076293945,17.979999542236328,455800.0,,,,,
2024-07-16,18.57999992370605,18.8799991607666,18.01499938964844,18.229999542236328,1351900.0,,,,,
2024-07-17,18.739999771118164,18.93000030517578,18.1200008392334,18.299999237060547,673600.0,,,,,
2024-07-18,18.799999237060547,19.479999542236328,18.674999237060547,18.950000762939453,807800.0,,,,,
2024-07-19,18.65999984741211,18.770000457763672,18.09000015258789,18.559999465942383,401500.0,,,,,
2024-07-22,19.700000762939453,20.149999618530277,18.670000076293945,18.670000076293945,670400.0,,,,,
2024-07-23,19.38999938964844,19.600000381469727,19.15999984741211,19.450000762939453,360200.0,,,,,
2024-07-24,19.07999992370605,19.3799991607666,18.790000915527344,19.0,501700.0,,,,,
2024-07-25,18.8700008392334,19.229999542236328,18.6299991607666,18.940000534057617,502800.0,,,,,
2024-07-26,18.86000061035156,19.57999992370605,18.600000381469727,19.18000030517578,769600.0,,,,,
2024-07-29,18.790000915527344,19.075000762939453,18.46999931335449,18.93000030517578,463400.0,,,,,
2024-07-30,18.3700008392334,18.7549991607666,18.1200008392334,18.51000022888184,568300.0,,,,,
2024-07-31,19.030000686645508,19.489999771118164,18.80500030517578,18.850000381469727,619200.0,,,,,
2024-08-01,18.440000534057617,19.20499992370605,18.299999237060547,18.8700008392334,814100.0,,,,,
2024-08-02,18.209999084472656,18.479999542236328,17.799999237060547,18.31999969482422,920700.0,,,,,
2024-08-05,17.639999389648438,17.959999084472656,17.06999969482422,17.34000015258789,412500.0,,,,,
2024-08-06,18.11000061035156,19.200000762939453,17.969999313354492,18.26000022888184,1176600.0,,,,,
2024-08-07,16.649999618530273,20.5,16.139999389648438,20.5,1406500.0,,,,,
2024-08-08,17.25,17.639999389648438,16.770000457763672,17.010000228881836,577400.0,,,,,
2024-08-09,16.260000228881836,17.360000610351562,16.010000228881836,17.06999969482422,581500.0,,,,,
2024-08-12,16.270000457763672,16.639999389648438,16.049999237060547,16.200000762939453,295200.0,,,,,
2024-08-13,16.25,16.420000076293945,16.010000228881836,16.270000457763672,231600.0,,,,,
