Date,Close,High,Low,Open,Volume,"('Close', 'SUUN')","('High', 'SUUN')","('Low', 'SUUN')","('Open', 'SUUN')","('Volume', 'SUUN')"
2024-06-03,6.0,6.199999809265137,5.909999847412109,6.199999809265137,28500.0,,,,,
2024-06-04,5.920000076293945,6.199999809265137,5.800000190734863,6.199999809265137,28000.0,,,,,
2024-06-05,5.78000020980835,6.050000190734863,5.78000020980835,6.03000020980835,48400.0,,,,,
2024-06-06,5.860000133514404,5.920000076293945,5.699999809265137,5.860000133514404,31100.0,,,,,
2024-06-07,5.829999923706055,5.960000038146973,5.800000190734863,5.960000038146973,11200.0,,,,,
2024-06-10,5.909999847412109,5.96999979019165,5.840000152587891,5.860000133514404,23800.0,,,,,
2024-06-11,5.860000133514404,6.03000020980835,5.75,6.03000020980835,25100.0,,,,,
2024-06-12,6.199999809265137,6.25,5.8470001220703125,6.0,35100.0,,,,,
2024-06-13,6.070000171661377,6.150000095367432,5.96999979019165,6.010000228881836,28300.0,,,,,
2024-06-14,5.960000038146973,6.099999904632568,5.869999885559082,6.099999904632568,12200.0,,,,,
2024-06-17,6.065000057220459,6.144999980926514,5.989999771118164,6.119999885559082,35800.0,,,,,
2024-06-18,6.048999786376953,6.099999904632568,5.989999771118164,6.010000228881836,10600.0,,,,,
2024-06-20,5.993000030517578,6.179999828338623,5.920000076293945,6.179999828338623,34300.0,,,,,
2024-06-21,6.139999866485596,6.14300012588501,5.980000019073486,6.099999904632568,31600.0,,,,,
2024-06-24,6.269999980926514,6.650000095367432,6.150000095367432,6.21999979019165,185300.0,,,,,
2024-06-25,6.300000190734863,6.380000114440918,6.150000095367432,6.349999904632568,44700.0,,,,,
2024-06-26,6.079999923706055,6.320000171661377,6.010000228881836,6.320000171661377,48000.0,,,,,
2024-06-27,6.079999923706055,6.139999866485596,6.0,6.0,16400.0,,,,,
2024-06-28,6.059999942779541,6.25,5.949999809265137,6.119999885559082,49500.0,,,,,
2024-07-01,5.960000038146973,6.150000095367432,5.949999809265137,6.099999904632568,23900.0,,,,,
2024-07-02,5.980000019073486,6.079999923706055,5.920000076293945,6.010000228881836,15100.0,,,,,
2024-07-03,5.860000133514404,6.0,5.829999923706055,5.980000019073486,20100.0,,,,,
2024-07-05,5.824999809265137,5.900000095367432,5.800000190734863,5.860000133514404,11200.0,,,,,
2024-07-08,5.940000057220459,5.940000057220459,5.820000171661377,5.820000171661377,17100.0,,,,,
2024-07-09,5.829999923706055,5.934999942779541,5.829999923706055,5.929999828338623,17600.0,,,,,
2024-07-10,5.8470001220703125,5.940000057220459,5.840000152587891,5.940000057220459,6900.0,,,,,
2024-07-11,5.619999885559082,5.880000114440918,5.5,5.809999942779541,28100.0,,,,,
