Date,Close,High,Low,Open,Volume,"('Close', 'CAN')","('High', 'CAN')","('Low', 'CAN')","('Open', 'CAN')","('Volume', 'CAN')"
2024-06-03,0.9959999918937684,1.0700000524520874,0.9800000190734864,1.0499999523162842,6863500.0,,,,,
2024-06-04,0.9660000205039978,1.0,0.925000011920929,0.9829999804496764,8260600.0,,,,,
2024-06-05,0.9800000190734864,0.9980000257492064,0.949999988079071,0.9549999833106996,4006000.0,,,,,
2024-06-06,1.0399999618530271,1.059999942779541,0.949999988079071,0.9800000190734864,5320000.0,,,,,
2024-06-07,1.0299999713897705,1.149999976158142,1.0199999809265137,1.0399999618530271,7445600.0,,,,,
2024-06-10,1.0700000524520874,1.090000033378601,1.0099999904632568,1.0199999809265137,2843800.0,,,,,
2024-06-11,1.0700000524520874,1.090000033378601,0.9739999771118164,1.0199999809265137,5573600.0,,,,,
2024-06-12,1.0499999523162842,1.1100000143051147,1.0499999523162842,1.100000023841858,5261400.0,,,,,
2024-06-13,1.0299999713897705,1.090000033378601,1.0099999904632568,1.0499999523162842,4093400.0,,,,,
2024-06-14,1.0199999809265137,1.0700000524520874,1.0099999904632568,1.0499999523162842,3498400.0,,,,,
2024-06-17,1.2200000286102295,1.25,1.0199999809265137,1.0499999523162842,16976600.0,,,,,
2024-06-18,1.1399999856948853,1.2699999809265137,1.100000023841858,1.2300000190734863,12030100.0,,,,,
2024-06-20,1.1399999856948853,1.2400000095367432,1.1100000143051147,1.149999976158142,8281200.0,,,,,
2024-06-21,1.1100000143051147,1.1200000047683716,1.034999966621399,1.1200000047683716,20227400.0,,,,,
2024-06-24,1.0299999713897705,1.0800000429153442,1.0,1.0800000429153442,5950900.0,,,,,
2024-06-25,1.0700000524520874,1.090000033378601,1.0099999904632568,1.0299999713897705,4396800.0,,,,,
2024-06-26,1.059999942779541,1.1100000143051147,1.0399999618530271,1.090000033378601,3308000.0,,,,,
2024-06-27,1.0399999618530271,1.149999976158142,1.0299999713897705,1.0700000524520874,6254500.0,,,,,
2024-06-28,1.0,1.059999942779541,0.9810000061988832,1.0499999523162842,4749800.0,,,,,
2024-07-01,1.0299999713897705,1.0579999685287476,1.0099999904632568,1.0299999713897705,3836000.0,,,,,
2024-07-02,1.0099999904632568,1.0499999523162842,1.0,1.0399999618530271,2356300.0,,,,,
2024-07-03,1.0099999904632568,1.0399999618530271,0.962000012397766,0.9929999709129332,2261700.0,,,,,
2024-07-05,0.9869999885559082,1.0099999904632568,0.9520000219345092,0.959999978542328,6987500.0,,,,,
