Date,Close,High,Low,Open,Volume,"('Close', 'CTRA')","('High', 'CTRA')","('Low', 'CTRA')","('Open', 'CTRA')","('Volume', 'CTRA')"
2024-06-03,26.55949592590332,27.4502402361866,26.387093565611323,27.42150590052525,5703500.0,,,,,
2024-06-04,26.320049285888672,26.329627398022023,25.77410968215409,26.099758187335787,6036800.0,,,,,
2024-06-05,26.39667320251465,26.502030612521697,26.16680398445776,26.434985652276534,5640600.0,,,,,
2024-06-06,26.49244880676269,26.57864997987147,26.28173584296229,26.3487807938607,4487500.0,,,,,
2024-06-07,26.41582679748535,26.5978072620604,26.243424444397203,26.51160608551632,4761000.0,,,,,
2024-06-10,26.933034896850582,27.14374787718566,26.425405929469395,26.492450885628827,6294800.0,,,,,
2024-06-11,27.09585952758789,27.18205888184079,26.616964889010557,26.808521648338647,4437200.0,,,,,
2024-06-12,26.67443084716797,27.36403844612734,26.60738589229056,27.344882222780075,5289900.0,,,,,
2024-06-13,25.994400024414062,26.63611890397364,25.841153888415185,26.5594958359742,4892100.0,,,,,
2024-06-14,25.601707458496094,26.032713372681457,25.51550627565902,26.032713372681457,5899000.0,,,,,
2024-06-17,25.544239044189453,25.68790706448617,25.18985622240875,25.544239044189453,6212200.0,,,,,
2024-06-18,25.55381774902344,25.850731908107967,25.41972783721198,25.592128369467552,4903300.0,,,,,
2024-06-20,25.75495147705078,25.96566627410214,25.448459219708397,25.53466039544068,5199000.0,,,,,
2024-06-21,25.49635124206543,25.793265405075925,25.38141572553727,25.793265405075925,26891700.0,,,,,
2024-06-24,26.482873916625977,26.674432508352137,25.726221315667697,25.841155009232896,5396300.0,,,,,
2024-06-25,26.482873916625977,26.502030141166216,26.061446110931296,26.367940223060774,5563600.0,,,,,
2024-06-26,26.00397491455078,26.40624642841861,25.87946312954213,26.34877959124829,5782300.0,,,,,
2024-06-27,25.71664047241211,26.128490122100185,25.649595520479245,26.109333899594244,4312900.0,,,,,
2024-06-28,25.544239044189453,25.956088708721246,25.371836689098192,25.89862186597016,8900300.0,,,,,
2024-07-01,25.41972923278809,25.745375918374616,25.24732686422936,25.69748718348081,4690800.0,,,,,
2024-07-02,25.64959716796875,25.745374632974443,25.37183740430572,25.630440944232397,3801000.0,,,,,
2024-07-03,25.75495147705078,25.927353828515365,25.52508228404399,25.57297284102746,3366400.0,,,,,
2024-07-05,25.12281036376953,25.64001741042657,24.998298571150947,25.57297245849056,7394900.0,,,,,
2024-07-08,25.44845962524414,25.515504579251445,25.24732476322223,25.333525940328187,4491100.0,,,,,
2024-07-09,25.36225891113281,25.62086244717156,25.14196782199078,25.295213955901588,4599500.0,,,,,
2024-07-10,25.50592613220215,25.620861642444243,25.29521316140259,25.5442385778955,5179800.0,,,,,
2024-07-11,25.850732803344727,25.90819964942005,25.4867736757502,25.57297485828224,3183700.0,,,,,
2024-07-12,25.95608901977539,26.03271208664108,25.812420997756973,25.936932796349463,3745400.0,,,,,
2024-07-15,26.099756240844727,26.310469211549517,25.936932000397128,26.042289399168503,4697500.0,,,,,
2024-07-16,26.21469116210937,26.21469116210937,25.879464577326186,26.01355448050429,5841000.0,,,,,
2024-07-17,25.869888305664062,26.53076341101974,25.86031019377913,26.214693026169293,6408100.0,,,,,
2024-07-18,25.96566390991211,26.37751352828101,25.908195246764503,25.95608579938751,5308300.0,,,,,
2024-07-19,25.668750762939453,25.984821137362676,25.5346608546502,25.984821137362676,4790900.0,,,,,
2024-07-22,25.59212684631348,25.707062354481334,25.33352514990217,25.620861180064924,5209100.0,,,,,
2024-07-23,25.02703094482422,25.477193037148496,24.94083159767825,25.477193037148496,6770400.0,,,,,
2024-07-24,24.701385498046875,25.323948141743134,24.69180738637918,25.20901262856878,6239500.0,,,,,
2024-07-25,24.634336471557617,24.969563042027318,24.57686963362613,24.83547314457457,5256000.0,,,,,
2024-07-26,24.691808700561523,24.797164280837563,24.404470815751527,24.67265247620657,4015300.0,,,,,
2024-07-29,24.6247615814209,24.758853323249262,24.308691191202318,24.682230253706518,4152000.0,,,,,
2024-07-30,24.615182876586918,24.84505206261945,24.47151303683341,24.65349349417339,5195500.0,,,,,
2024-07-31,24.710960388183597,25.199433094638582,24.65349354825886,24.91209706817701,5312700.0,,,,,
2024-08-01,24.32784843444824,24.940834843307723,24.155446064045208,24.8642099437169,8986000.0,,,,,
2024-08-02,23.092300415039062,23.992621034208533,22.977364896188654,23.848953005774096,13521500.0,,,,,
2024-08-05,22.268600463867188,22.76665132128513,22.211133619346057,22.5655146252041,8591300.0,,,,,
2024-08-06,22.51762580871582,22.785807460212425,22.20155542476963,22.35480156081396,8154200.0,,,,,
2024-08-07,22.44100379943848,23.11145521955417,22.42184757481965,22.89116411695208,5046000.0,,,,,
2024-08-08,22.97736358642578,23.034830429156194,22.48889085612229,22.53678141409596,5956800.0,,,,,
2024-08-09,23.082719802856445,23.245544037937144,22.80496006137377,22.939051789982397,6221100.0,,,,,
2024-08-12,23.31259155273437,23.37963651099333,23.0539880050172,23.26470281878887,6017400.0,,,,,
2024-08-13,22.929473876953125,23.092298113440364,22.71875908453557,23.092298113440364,7101500.0,,,,,
2024-08-14,22.929473876953125,23.04440755751005,22.776227751651945,22.986940717231587,4840300.0,,,,,
