Date,Close,High,Low,Open,Volume,"('Close', 'DPRO')","('High', 'DPRO')","('Low', 'DPRO')","('Open', 'DPRO')","('Volume', 'DPRO')"
2024-06-03,6.75,7.0,6.550000190734863,6.75,10884.0,,,,,
2024-06-04,6.699999809265137,6.900000095367432,6.625,6.75,11028.0,,,,,
2024-06-05,6.75,6.849999904632568,6.625,6.625,13848.0,,,,,
2024-06-06,6.449999809265137,6.75,6.25,6.724999904632568,29344.0,,,,,
2024-06-07,6.449999809265137,6.675000190734863,6.0,6.550000190734863,12624.0,,,,,
2024-06-10,5.875,6.449999809265137,5.474999904632568,6.449999809265137,38988.0,,,,,
2024-06-11,5.699999809265137,6.150000095367432,5.5,5.775000095367432,24228.0,,,,,
2024-06-12,5.675000190734863,6.175000190734863,5.5,6.0,19492.0,,,,,
2024-06-13,5.5,5.875,5.400000095367432,5.525000095367432,21072.0,,,,,
2024-06-14,5.300000190734863,5.625,5.25,5.5,28308.0,,,,,
2024-06-17,5.375,5.599999904632568,5.125,5.300000190734863,23372.0,,,,,
2024-06-18,5.625,5.824999809265137,5.349999904632568,5.574999809265137,23012.0,,,,,
2024-06-20,5.425000190734863,5.675000190734863,5.25,5.449999809265137,15212.0,,,,,
2024-06-21,5.275000095367432,5.525000095367432,5.25,5.425000190734863,7112.0,,,,,
2024-06-24,5.775000095367432,5.875,5.150000095367432,5.25,47488.0,,,,,
2024-06-25,5.650000095367432,5.900000095367432,5.400000095367432,5.875,10572.0,,,,,
2024-06-26,5.425000190734863,5.75,5.324999809265137,5.75,8964.0,,,,,
2024-06-27,5.574999809265137,5.75,5.324999809265137,5.75,9836.0,,,,,
2024-06-28,5.849999904632568,5.974999904632568,5.574999809265137,5.75,12140.0,,,,,
2024-07-01,5.574999809265137,5.849999904632568,5.574999809265137,5.849999904632568,7084.0,,,,,
2024-07-02,5.625,5.900000095367432,5.25,5.75,10376.0,,,,,
2024-07-03,5.599999904632568,5.75,5.349999904632568,5.574999809265137,7628.0,,,,,
2024-07-05,5.324999809265137,5.449999809265137,5.0,5.400000095367432,31488.0,,,,,
2024-07-08,5.150000095367432,5.349999904632568,5.025000095367432,5.25,13480.0,,,,,
2024-07-09,5.5,5.550000190734863,5.0,5.150000095367432,17412.0,,,,,
2024-07-10,5.349999904632568,5.599999904632568,5.199999809265137,5.525000095367432,15096.0,,,,,
2024-07-11,5.574999809265137,5.625,5.25,5.400000095367432,14676.0,,,,,
2024-07-12,5.599999904632568,5.699999809265137,5.449999809265137,5.599999904632568,21776.0,,,,,
2024-07-15,5.625,5.75,5.275000095367432,5.599999904632568,18584.0,,,,,
2024-07-16,5.875,6.0,5.5,5.5,35020.0,,,,,
2024-07-17,5.75,6.099999904632568,5.625,5.875,27988.0,,,,,
2024-07-18,5.550000190734863,5.849999904632568,5.400000095367432,5.675000190734863,18976.0,,,,,
2024-07-19,4.875,5.550000190734863,4.599999904632568,5.5,109048.0,,,,,
2024-07-22,4.699999809265137,5.349999904632568,4.525000095367432,4.724999904632568,42400.0,,,,,
2024-07-23,4.724999904632568,5.025000095367432,4.525000095367432,4.900000095367432,26144.0,,,,,
2024-07-24,4.525000095367432,5.0,4.25,4.925000190734863,35052.0,,,,,
2024-07-25,4.300000190734863,4.75,4.099999904632568,4.5,61048.0,,,,,
2024-07-26,4.349999904632568,4.699999809265137,4.050000190734863,4.699999809265137,61048.0,,,,,
2024-07-29,4.275000095367432,4.625,4.125,4.525000095367432,27848.0,,,,,
2024-07-30,4.349999904632568,4.449999809265137,4.224999904632568,4.349999904632568,31236.0,,,,,
2024-07-31,4.375,4.5,4.375,4.5,13824.0,,,,,
2024-08-01,4.224999904632568,4.5,4.199999809265137,4.5,21000.0,,,,,
2024-08-02,3.950000047683716,4.5,3.799999952316284,4.5,30284.0,,,,,
2024-08-05,3.875,4.0,3.75,3.825000047683716,26644.0,,,,,
2024-08-06,4.125,4.25,3.875,4.0,18404.0,,,,,
2024-08-07,4.25,4.349999904632568,4.074999809265137,4.275000095367432,39136.0,,,,,
2024-08-08,3.924999952316284,4.400000095367432,3.825000047683716,4.400000095367432,28520.0,,,,,
2024-08-09,2.5,4.25,2.400000095367432,4.0,283800.0,,,,,
2024-08-12,3.424999952316284,5.875,3.049999952316284,3.125,8305916.0,,,,,
2024-08-13,3.625,3.625,3.0,3.200000047683716,522572.0,,,,,
2024-08-14,3.200000047683716,3.75,3.0999999046325684,3.75,238828.0,,,,,
2024-08-15,3.400000095367432,3.400000095367432,3.0,3.174999952316284,106152.0,,,,,
2024-08-16,3.400000095367432,3.5999999046325684,3.200000047683716,3.3499999046325684,119816.0,,,,,
2024-08-19,3.75,3.799999952316284,3.25,3.400000095367432,158212.0,,,,,
2024-08-20,3.325000047683716,3.700000047683716,3.25,3.700000047683716,92352.0,,,,,
2024-08-21,3.2249999046325684,3.400000095367432,3.049999952316284,3.299999952316284,100912.0,,,,,
2024-08-22,3.299999952316284,3.5,3.25,3.5,82076.0,,,,,
2024-08-23,3.5,3.525000095367432,3.299999952316284,3.400000095367432,114568.0,,,,,
2024-08-26,2.924999952316284,3.2249999046325684,2.875,3.025000095367432,155812.0,,,,,
2024-08-27,2.825000047683716,2.924999952316284,2.674999952316284,2.900000095367432,93012.0,,,,,
2024-08-28,2.575000047683716,2.799999952316284,2.5,2.775000095367432,107120.0,,,,,
2024-08-29,2.75,2.75,2.525000095367432,2.650000095367432,80320.0,,,,,
2024-08-30,2.700000047683716,2.75,2.549999952316284,2.7249999046325684,87668.0,,,,,
2024-09-03,2.525000095367432,2.825000047683716,2.5,2.775000095367432,86004.0,,,,,
2024-09-04,2.575000047683716,2.700000047683716,2.5,2.549999952316284,107600.0,,,,,
2024-09-05,2.309999942779541,2.7699999809265137,1.9299999475479128,2.7699999809265137,684400.0,,,,,
2024-09-06,2.2799999713897705,2.5,2.119999885559082,2.3299999237060547,179100.0,,,,,
2024-09-09,2.0199999809265137,2.299999952316284,1.899999976158142,2.1700000762939453,228200.0,,,,,
2024-09-10,1.7599999904632568,2.150000095367432,1.5499999523162842,2.0999999046325684,294400.0,,,,,
2024-09-11,1.7000000476837158,1.875,1.649999976158142,1.75,278100.0,,,,,
2024-09-12,1.9900000095367432,1.9900000095367432,1.649999976158142,1.75,266600.0,,,,,
2024-09-13,2.470000028610229,2.490000009536743,2.0810000896453857,2.0999999046325684,553000.0,,,,,
2024-09-16,2.390000104904175,2.490000009536743,2.200000047683716,2.470000028610229,131300.0,,,,,
2024-09-17,2.4800000190734863,2.5,2.2100000381469727,2.430000066757202,235900.0,,,,,
2024-09-18,2.289999961853028,2.559999942779541,2.2300000190734863,2.5,143400.0,,,,,
2024-09-19,2.259999990463257,2.440000057220459,2.25,2.309999942779541,47600.0,,,,,
2024-09-20,2.119999885559082,2.369999885559082,2.0999999046325684,2.3399999141693115,60000.0,,,,,
2024-09-23,2.0799999237060547,2.450000047683716,2.003000020980835,2.450000047683716,65400.0,,,,,
2024-09-24,2.289999961853028,2.369999885559082,2.180000066757202,2.180000066757202,161300.0,,,,,
2024-09-25,2.2100000381469727,2.311000108718872,2.140000104904175,2.299999952316284,67000.0,,,,,
2024-09-26,2.299999952316284,2.299999952316284,2.1710000038146973,2.25,69700.0,,,,,
2024-09-27,2.5199999809265137,2.5799999237060547,2.2260000705718994,2.2799999713897705,98600.0,,,,,
2024-09-30,2.549999952316284,2.650000095367432,2.400000095367432,2.440000057220459,71300.0,,,,,
2024-10-01,2.619999885559082,2.650000095367432,2.509999990463257,2.559999942779541,55000.0,,,,,
2024-10-02,2.9600000381469727,3.046999931335449,2.359999895095825,2.680000066757202,185500.0,,,,,
2024-10-03,3.5299999713897705,3.5920000076293945,2.809999942779541,2.9800000190734863,218300.0,,,,,
2024-10-04,3.509999990463257,3.990000009536743,3.069999933242798,3.809999942779541,296600.0,,,,,
2024-10-07,3.240000009536743,3.568000078201294,3.0,3.4800000190734863,86200.0,,,,,
2024-10-08,3.470000028610229,3.5,3.0339999198913574,3.220000028610229,49100.0,,,,,
2024-10-09,3.5899999141693115,3.619999885559082,3.4600000381469727,3.4600000381469727,61200.0,,,,,
2024-10-10,3.690000057220459,3.799999952316284,3.5299999713897705,3.5299999713897705,41200.0,,,,,
2024-10-11,3.700000047683716,3.809999942779541,3.609999895095825,3.680000066757202,56000.0,,,,,
2024-10-14,3.299999952316284,3.776000022888184,3.2300000190734863,3.759999990463257,72800.0,,,,,
2024-10-15,3.180000066757202,3.390000104904175,3.121999979019165,3.369999885559082,39700.0,,,,,
2024-10-16,2.869999885559082,3.187000036239624,2.75,3.1700000762939453,146900.0,,,,,
2024-10-17,2.9800000190734863,3.119999885559082,2.890000104904175,2.890000104904175,37700.0,,,,,
2024-10-18,3.0299999713897705,3.059999942779541,2.900000095367432,2.950000047683716,63100.0,,,,,
2024-10-21,3.0199999809265137,3.059999942779541,2.950000047683716,3.049999952316284,30900.0,,,,,
2024-10-22,3.0,3.0799999237060547,2.940000057220459,3.039999961853028,20300.0,,,,,
2024-10-23,2.9549999237060547,3.190000057220459,2.900000095367432,3.0,152000.0,,,,,
2024-10-24,2.700000047683716,3.0199999809265137,2.569999933242798,2.9600000381469727,85300.0,,,,,
2024-10-25,2.6600000858306885,2.7799999713897705,2.5510001182556152,2.700000047683716,43800.0,,,,,
2024-10-28,2.75,2.7799999713897705,2.549999952316284,2.609999895095825,42700.0,,,,,
2024-10-29,2.640000104904175,2.880000114440918,2.559999942779541,2.7100000381469727,91800.0,,,,,
2024-10-30,2.609999895095825,2.8499999046325684,2.5999999046325684,2.6600000858306885,77100.0,,,,,
2024-10-31,2.369999885559082,2.619999885559082,2.305000066757202,2.619999885559082,75100.0,,,,,
2024-11-01,2.2100000381469727,2.4600000381469727,2.2100000381469727,2.380000114440918,52400.0,,,,,
2024-11-04,2.180000066757202,2.390000104904175,2.0999999046325684,2.200000047683716,62600.0,,,,,
2024-11-05,2.240000009536743,2.4200000762939453,2.200000047683716,2.200000047683716,26700.0,,,,,
2024-11-06,2.3399999141693115,2.38100004196167,2.240000009536743,2.299999952316284,26800.0,,,,,
2024-11-07,2.3299999237060547,2.490000009536743,2.240000009536743,2.25,39100.0,,,,,
2024-11-08,2.380000114440918,2.5969998836517334,2.319999933242798,2.509999990463257,35800.0,,,,,
2024-11-11,2.2799999713897705,2.4600000381469727,2.2699999809265137,2.4600000381469727,62500.0,,,,,
2024-11-12,2.3499999046325684,2.380000114440918,2.25,2.25,32200.0,,,,,
2024-11-13,2.5999999046325684,2.700000047683716,2.315000057220459,2.430000066757202,59900.0,,,,,
2024-11-14,2.6600000858306885,2.9140000343322754,2.4800000190734863,2.7300000190734863,129400.0,,,,,
2024-11-15,2.3499999046325684,2.650000095367432,2.049999952316284,2.5999999046325684,111300.0,,,,,
2024-11-18,2.509999990463257,2.859999895095825,2.359999895095825,2.5,118800.0,,,,,
2024-11-19,2.440000057220459,2.740000009536743,2.400000095367432,2.559999942779541,108300.0,,,,,
2024-11-20,2.309999942779541,2.4800000190734863,2.200000047683716,2.4800000190734863,72300.0,,,,,
2024-11-21,2.309999942779541,2.502000093460083,2.2100000381469727,2.2799999713897705,59300.0,,,,,
2024-11-22,2.509999990463257,2.509999990463257,2.2699999809265137,2.3299999237060547,84800.0,,,,,
2024-11-25,3.069999933242798,3.25,2.549999952316284,2.549999952316284,541900.0,,,,,
2024-11-26,2.6600000858306885,3.660000085830689,2.509999990463257,3.4200000762939453,760200.0,,,,,
2024-11-27,2.950000047683716,3.25,2.630000114440918,2.630000114440918,479600.0,,,,,
2024-11-29,4.190000057220459,4.630000114440918,3.0199999809265137,3.0199999809265137,4689900.0,,,,,
2024-12-02,3.9800000190734863,5.230000019073486,3.849999904632568,4.699999809265137,2907200.0,,,,,
2024-12-03,3.5299999713897705,3.829999923706055,3.1600000858306885,3.799999952316284,595100.0,,,,,
2024-12-04,3.5299999713897705,3.7899999618530273,3.400000095367432,3.539999961853028,239200.0,,,,,
2024-12-05,3.259999990463257,3.5850000381469727,3.0999999046325684,3.5299999713897705,335000.0,,,,,
2024-12-06,3.869999885559082,3.990000009536743,3.130000114440918,3.259999990463257,387000.0,,,,,
2024-12-09,4.53000020980835,4.550000190734863,3.9800000190734863,4.489999771118164,596400.0,,,,,
2024-12-10,4.5,4.809000015258789,3.900000095367432,4.300000190734863,361500.0,,,,,
2024-12-11,4.46999979019165,4.880000114440918,4.28000020980835,4.46999979019165,278100.0,,,,,
2024-12-12,3.880000114440918,4.513000011444092,3.785000085830689,4.289999961853027,257000.0,,,,,
2024-12-13,4.360000133514404,4.599999904632568,3.809999942779541,3.900000095367432,250300.0,,,,,
2024-12-16,4.829999923706055,5.339000225067139,4.383999824523926,4.599999904632568,1181600.0,,,,,
2024-12-17,4.400000095367432,5.234000205993652,4.139999866485596,5.090000152587891,586900.0,,,,,
2024-12-18,4.090000152587891,4.849999904632568,3.75,4.389999866485596,490800.0,,,,,
2024-12-19,4.360000133514404,4.730000019073486,4.130000114440918,4.710000038146973,349500.0,,,,,
2024-12-20,4.389999866485596,4.5960001945495605,3.900000095367432,4.360000133514404,283800.0,,,,,
2024-12-23,4.579999923706055,5.25,4.440000057220459,4.829999923706055,724100.0,,,,,
2024-12-24,4.480000019073486,4.644000053405762,4.349999904632568,4.619999885559082,182000.0,,,,,
2024-12-26,4.860000133514404,5.526000022888184,4.369999885559082,4.489999771118164,761400.0,,,,,
2024-12-27,4.739999771118164,5.570000171661377,4.590000152587891,5.179999828338623,558200.0,,,,,
2024-12-30,4.449999809265137,4.880000114440918,4.117000102996826,4.880000114440918,502700.0,,,,,
2024-12-31,4.010000228881836,4.5,3.910000085830689,4.5,301400.0,,,,,
2025-01-02,4.110000133514404,4.25,3.9600000381469727,4.079999923706055,219600.0,,,,,
2025-01-03,4.449999809265137,4.571000099182129,4.130000114440918,4.130000114440918,304000.0,,,,,
2025-01-06,4.309999942779541,4.690000057220459,4.0,4.53000020980835,431600.0,,,,,
2025-01-07,4.230000019073486,4.429999828338623,4.119999885559082,4.179999828338623,181500.0,,,,,
2025-01-08,3.289999961853028,3.9700000286102295,3.259999990463257,3.910000085830689,364000.0,,,,,
2025-01-10,3.5299999713897705,3.7200000286102295,3.3299999237060547,3.490000009536743,211000.0,,,,,
