Date,Close,High,Low,Open,Volume,"('Close', 'CCTG')","('High', 'CCTG')","('Low', 'CCTG')","('Open', 'CCTG')","('Volume', 'CCTG')"
2024-06-03,2.190000057220459,2.289999961853028,2.190000057220459,2.2100000381469727,22000.0,,,,,
2024-06-04,2.190000057220459,2.450000047683716,2.190000057220459,2.239000082015991,60100.0,,,,,
2024-06-05,2.2300000190734863,2.369999885559082,2.190000057220459,2.190000057220459,9400.0,,,,,
2024-06-06,2.1600000858306885,2.2799999713897705,2.1600000858306885,2.200000047683716,29700.0,,,,,
2024-06-07,2.130000114440918,2.246000051498413,2.130000114440918,2.2100000381469727,18000.0,,,,,
2024-06-10,2.200000047683716,2.3299999237060547,2.119999885559082,2.1600000858306885,44800.0,,,,,
2024-06-11,2.1700000762939453,2.2300000190734863,2.114000082015991,2.2300000190734863,9900.0,,,,,
2024-06-12,2.5999999046325684,2.7100000381469727,2.1010000705718994,2.184999942779541,886300.0,,,,,
2024-06-13,2.380000114440918,2.720000028610229,2.289999961853028,2.619999885559082,291700.0,,,,,
2024-06-14,2.184999942779541,2.2300000190734863,2.0799999237060547,2.180000066757202,69100.0,,,,,
2024-06-17,2.1600000858306885,2.25,2.109999895095825,2.119999885559082,31300.0,,,,,
2024-06-18,2.150000095367432,2.236000061035156,2.109999895095825,2.140000104904175,57600.0,,,,,
2024-06-20,2.039999961853028,2.140000104904175,2.0,2.109999895095825,69000.0,,,,,
2024-06-21,2.0799999237060547,2.0799999237060547,2.0,2.0,20200.0,,,,,
2024-06-24,2.0299999713897705,2.130000114440918,2.025000095367432,2.0799999237060547,51500.0,,,,,
2024-06-25,2.259999990463257,2.299999952316284,1.9600000381469729,2.0799999237060547,66000.0,,,,,
2024-06-26,2.4800000190734863,2.4800000190734863,2.2300000190734863,2.289999961853028,105500.0,,,,,
2024-06-27,2.390000104904175,2.6600000858306885,2.200000047683716,2.5999999046325684,182600.0,,,,,
2024-06-28,2.390000104904175,2.5,2.2799999713897705,2.2799999713897705,43600.0,,,,,
2024-07-01,2.2799999713897705,2.325000047683716,2.200000047683716,2.303999900817871,15200.0,,,,,
2024-07-02,2.180000066757202,2.430000066757202,2.150000095367432,2.2100000381469727,26500.0,,,,,
2024-07-03,2.25,2.299999952316284,2.200000047683716,2.289999961853028,12100.0,,,,,
2024-07-05,2.150000095367432,2.2799999713897705,2.150000095367432,2.2799999713897705,24900.0,,,,,
2024-07-08,2.130000114440918,2.190000057220459,2.0999999046325684,2.1519999504089355,24700.0,,,,,
2024-07-09,2.0999999046325684,2.240000009536743,2.0999999046325684,2.140000104904175,23900.0,,,,,
2024-07-10,2.140000104904175,2.282999992370605,2.109999895095825,2.282999992370605,18900.0,,,,,
