Date,Close,High,Low,Open,Volume,"('Close', 'ENPH')","('High', 'ENPH')","('Low', 'ENPH')","('Open', 'ENPH')","('Volume', 'ENPH')"
2024-06-03,127.5500030517578,131.61000061035156,126.73999786376952,131.2100067138672,2226200.0,,,,,
2024-06-04,129.77000427246094,132.1999969482422,125.9000015258789,128.0399932861328,2964500.0,,,,,
2024-06-05,133.24000549316406,134.97999572753906,129.3300018310547,131.5800018310547,2612500.0,,,,,
2024-06-06,132.3000030517578,133.0,129.97000122070312,133.0,1740800.0,,,,,
2024-06-07,122.75,130.3800048828125,122.05999755859376,129.91000366210938,3724300.0,,,,,
2024-06-10,130.6699981689453,131.24000549316406,122.0199966430664,123.2300033569336,3438200.0,,,,,
2024-06-11,132.41000366210938,132.85000610351562,126.37000274658205,129.38999938964844,2667300.0,,,,,
2024-06-12,134.52000427246094,141.6300048828125,133.08999633789062,139.60000610351562,4992600.0,,,,,
2024-06-13,129.72000122070312,134.99000549316406,128.6999969482422,134.02000427246094,2671700.0,,,,,
2024-06-14,124.61000061035156,131.74000549316406,124.27999877929688,129.38999938964844,3055000.0,,,,,
2024-06-17,120.83000183105467,124.1999969482422,118.31999969482422,123.66999816894533,3668500.0,,,,,
2024-06-18,119.01000213623048,121.19000244140624,118.25,119.5,2673100.0,,,,,
2024-06-20,108.56999969482422,113.0,107.6500015258789,110.91999816894533,7522000.0,,,,,
2024-06-21,106.66999816894533,108.8000030517578,105.41999816894533,107.83000183105467,5682100.0,,,,,
2024-06-24,108.0199966430664,109.11000061035156,104.5500030517578,106.91999816894533,5093000.0,,,,,
2024-06-25,101.8499984741211,108.0,101.5199966430664,106.94000244140624,5577900.0,,,,,
2024-06-26,102.9499969482422,103.16000366210938,100.41000366210938,101.36000061035156,4486800.0,,,,,
2024-06-27,105.2300033569336,106.48999786376952,101.58000183105467,102.9499969482422,3206800.0,,,,,
2024-06-28,99.70999908447266,105.5500030517578,98.37000274658205,105.16999816894533,5477000.0,,,,,
2024-07-01,97.26000213623048,99.70999908447266,96.87999725341795,99.5,3124500.0,,,,,
2024-07-02,95.7699966430664,99.58000183105467,95.20999908447266,96.4499969482422,3725600.0,,,,,
2024-07-03,99.16999816894533,99.18000030517578,95.25,97.0,3961700.0,,,,,
2024-07-05,97.13999938964844,101.45999908447266,97.0,100.69000244140624,2858200.0,,,,,
2024-07-08,102.80999755859376,102.9499969482422,97.76000213623048,98.5999984741211,3542900.0,,,,,
2024-07-09,103.58999633789062,104.76000213623048,100.04000091552734,101.69000244140624,3301600.0,,,,,
2024-07-10,106.75,107.27999877929688,102.5500030517578,104.80999755859376,2976000.0,,,,,
2024-07-11,111.68000030517578,115.29000091552734,108.75,111.63999938964844,6112400.0,,,,,
2024-07-12,119.33999633789062,119.70999908447266,113.3000030517578,113.51000213623048,5640600.0,,,,,
2024-07-15,113.05999755859376,115.87000274658205,110.3499984741211,114.66000366210938,5350700.0,,,,,
2024-07-16,116.16999816894533,116.4000015258789,111.12000274658205,114.61000061035156,3620600.0,,,,,
2024-07-17,111.1500015258789,115.1999969482422,108.62000274658205,112.63999938964844,4367000.0,,,,,
2024-07-18,107.9499969482422,115.2300033569336,105.58000183105467,113.62000274658205,4928200.0,,,,,
2024-07-19,105.45999908447266,108.69000244140624,105.31999969482422,107.73999786376952,3238600.0,,,,,
