Date,Close,High,Low,Open,Volume,"('Close', 'MDB')","('High', 'MDB')","('Low', 'MDB')","('Open', 'MDB')","('Volume', 'MDB')"
2024-06-03,234.6100006103516,252.1100006103516,231.00999450683597,243.1499938964844,4873800.0,,,,,
2024-06-04,232.1499938964844,242.97999572753903,231.1999969482422,233.08999633789065,2982800.0,,,,,
2024-06-05,233.2400054931641,235.3800048828125,230.25999450683597,234.33999633789065,1811300.0,,,,,
2024-06-06,229.8800048828125,235.60699462890625,229.1300048828125,233.0,1719500.0,,,,,
2024-06-07,227.0200042724609,231.9900054931641,222.77999877929688,227.91000366210935,1597300.0,,,,,
2024-06-10,224.6199951171875,229.5,223.7100067138672,226.22000122070312,2187000.0,,,,,
2024-06-11,223.8000030517578,227.8000030517578,219.52999877929688,223.94000244140625,2443900.0,,,,,
2024-06-12,229.25,235.81300354003903,227.07000732421875,228.25999450683597,2058600.0,,,,,
2024-06-13,218.17999267578125,230.75999450683597,217.94500732421875,230.6199951171875,1801400.0,,,,,
2024-06-14,227.0,227.0399932861328,218.67999267578125,219.1499938964844,1884500.0,,,,,
2024-06-17,223.6699981689453,226.5,219.4499969482422,224.3800048828125,1612000.0,,,,,
2024-06-18,218.8500061035156,224.2480010986328,217.80999755859372,222.4600067138672,1577300.0,,,,,
2024-06-20,220.4499969482422,222.8500061035156,214.7400054931641,218.67999267578125,1535100.0,,,,,
2024-06-21,227.5500030517578,228.5800018310547,218.8600006103516,220.82000732421875,2839400.0,,,,,
2024-06-24,233.9199981689453,234.75,225.75999450683597,226.05999755859372,1776600.0,,,,,
2024-06-25,226.6100006103516,234.6150054931641,226.0500030517578,234.2899932861328,1656600.0,,,,,
2024-06-26,240.5200042724609,241.92999267578125,225.8000030517578,225.82000732421875,2513300.0,,,,,
2024-06-27,244.1499938964844,247.25999450683597,238.13999938964844,238.27999877929688,2171400.0,,,,,
2024-06-28,249.9600067138672,252.08999633789065,244.32000732421875,244.5500030517578,2449400.0,,,,,
2024-07-01,263.510009765625,264.760009765625,249.1699981689453,253.0,2354300.0,,,,,
2024-07-02,259.8800048828125,270.0,259.4100036621094,265.0,1813200.0,,,,,
2024-07-03,264.94000244140625,267.0,258.0199890136719,260.20001220703125,895900.0,,,,,
2024-07-05,266.739990234375,271.6600036621094,261.8699951171875,264.0,1246200.0,,,,,
2024-07-08,260.1000061035156,266.1199951171875,258.5199890136719,266.0,1368000.0,,,,,
2024-07-09,250.50999450683597,259.8999938964844,246.5,258.0,2009300.0,,,,,
2024-07-10,246.17999267578125,250.8800048828125,237.3600006103516,250.8800048828125,2361600.0,,,,,
2024-07-11,248.77999877929688,257.489990234375,245.75999450683597,250.38999938964844,1362600.0,,,,,
2024-07-12,253.17999267578125,253.5,244.07000732421875,246.3000030517578,1174000.0,,,,,
2024-07-15,252.5399932861328,257.0799865722656,249.6499938964844,253.68499755859372,1006200.0,,,,,
2024-07-16,258.260009765625,259.69500732421875,250.44000244140625,255.47000122070312,1004300.0,,,,,
2024-07-17,262.760009765625,264.1099853515625,253.47999572753903,254.02999877929688,2024300.0,,,,,
2024-07-18,246.83999633789065,268.3500061035156,246.3000030517578,263.0,1536400.0,,,,,
2024-07-19,251.4600067138672,252.6499938964844,243.0449981689453,245.3699951171875,1349800.0,,,,,
2024-07-22,252.50999450683597,255.9199981689453,245.18499755859372,253.0,1309300.0,,,,,
2024-07-23,256.5400085449219,260.6600036621094,253.0,254.57000732421875,968200.0,,,,,
2024-07-24,244.5399932861328,255.1199951171875,242.1499938964844,252.42999267578125,1252000.0,,,,,
2024-07-25,256.260009765625,263.94000244140625,245.0,247.63999938964844,1531700.0,,,,,
2024-07-26,253.5,259.8800048828125,246.93499755859372,259.6099853515625,1196700.0,,,,,
2024-07-29,251.50999450683597,255.6499938964844,250.1000061035156,255.0,785200.0,,,,,
2024-07-30,245.3500061035156,254.25,238.92999267578125,251.6499938964844,1300500.0,,,,,
2024-07-31,252.3600006103516,259.8599853515625,244.57000732421875,248.8000030517578,1558100.0,,,,,
2024-08-01,239.3300018310547,249.3000030517578,234.63999938964844,246.47000122070312,1842700.0,,,,,
2024-08-02,232.6999969482422,233.6000061035156,222.82000732421875,231.0,1670600.0,,,,,
2024-08-05,221.5,223.92999267578125,212.7400054931641,214.4900054931641,1737000.0,,,,,
2024-08-06,223.22000122070312,228.32000732421875,221.1100006103516,225.92999267578125,1265600.0,,,,,
2024-08-07,224.8999938964844,239.6540069580078,223.8999938964844,228.0,1387600.0,,,,,
2024-08-08,234.47999572753903,235.3800048828125,226.4900054931641,227.80999755859372,1008200.0,,,,,
2024-08-09,234.8999938964844,239.1300048828125,231.17999267578125,235.3600006103516,648500.0,,,,,
2024-08-12,232.3699951171875,236.1649932861328,230.0,235.17999267578125,818900.0,,,,,
2024-08-13,243.0,244.8699951171875,233.0,233.0,889000.0,,,,,
2024-08-14,243.44000244140625,246.6499938964844,240.3999938964844,243.0,596000.0,,,,,
2024-08-15,249.0500030517578,252.48599243164065,245.0,245.6199951171875,671300.0,,,,,
2024-08-16,251.0500030517578,253.4199981689453,248.25,248.9900054931641,824800.0,,,,,
2024-08-19,256.95001220703125,256.9700012207031,249.47000122070312,251.0,977400.0,,,,,
2024-08-20,253.2400054931641,257.489990234375,253.22000122070312,255.7899932861328,593900.0,,,,,
2024-08-21,261.69000244140625,261.8399963378906,253.6000061035156,255.7100067138672,1017200.0,,,,,
2024-08-22,246.6100006103516,258.7900085449219,245.9900054931641,254.47000122070312,1398300.0,,,,,
2024-08-23,247.6100006103516,252.6199951171875,246.2100067138672,250.2400054931641,1004200.0,,,,,
2024-08-26,246.0,251.3699951171875,245.8650054931641,247.6100006103516,1379100.0,,,,,
2024-08-27,238.8500061035156,244.94000244140625,238.47999572753903,243.3699951171875,1384200.0,,,,,
2024-08-28,235.3699951171875,239.8500061035156,231.63499450683597,238.4900054931641,1153100.0,,,,,
2024-08-29,245.72000122070312,247.1000061035156,238.4149932861328,241.9900054931641,2448000.0,,,,,
2024-08-30,290.7900085449219,293.2799987792969,275.1600036621094,290.1000061035156,6877600.0,,,,,
2024-09-03,283.20001220703125,297.7699890136719,281.2900085449219,290.7900085449219,1878600.0,,,,,
2024-09-04,290.7099914550781,295.42999267578125,278.9800109863281,281.5299987792969,1860100.0,,,,,
2024-09-05,289.8800048828125,294.2799987792969,286.6099853515625,291.5,1531300.0,,,,,
2024-09-06,281.8800048828125,294.82000732421875,277.010009765625,294.82000732421875,1450600.0,,,,,
2024-09-09,286.5799865722656,290.19000244140625,282.8399963378906,282.8900146484375,829400.0,,,,,
2024-09-10,291.489990234375,293.75,287.8599853515625,288.45001220703125,824300.0,,,,,
2024-09-11,296.69000244140625,297.989990234375,285.3599853515625,291.45001220703125,1124600.0,,,,,
2024-09-12,295.17999267578125,298.9700012207031,293.4700012207031,296.2200012207031,922200.0,,,,,
2024-09-13,290.0899963378906,300.0,288.79998779296875,295.6199951171875,1154100.0,,,,,
2024-09-16,290.04998779296875,293.19000244140625,287.6099853515625,290.0899963378906,798600.0,,,,,
2024-09-17,286.79998779296875,295.4700012207031,284.07000732421875,292.42999267578125,1041200.0,,,,,
2024-09-18,280.1099853515625,287.0,278.17999267578125,286.5199890136719,1159000.0,,,,,
2024-09-19,283.8599853515625,289.0,280.1099853515625,287.7300109863281,1252200.0,,,,,
2024-09-20,278.45001220703125,283.239990234375,275.2099914550781,282.489990234375,1253600.0,,,,,
2024-09-23,279.4800109863281,281.5,276.239990234375,281.5,546600.0,,,,,
2024-09-24,279.9200134277344,284.9599914550781,278.2300109863281,280.6499938964844,610800.0,,,,,
2024-09-25,278.260009765625,284.17999267578125,276.4800109863281,278.6099853515625,614700.0,,,,,
2024-09-26,272.6499938964844,282.20001220703125,269.0,282.20001220703125,909900.0,,,,,
2024-09-27,269.5299987792969,275.5,268.5599975585937,274.7200012207031,698000.0,,,,,
2024-09-30,270.3500061035156,270.8399963378906,265.7300109863281,267.0400085449219,838100.0,,,,,
2024-10-01,257.6300048828125,274.19000244140625,257.4100036621094,272.0400085449219,1218100.0,,,,,
2024-10-02,254.3800048828125,259.0450134277344,250.9499969482422,256.25,1401000.0,,,,,
2024-10-03,253.0,255.22999572753903,250.25999450683597,252.8500061035156,842700.0,,,,,
2024-10-04,265.3599853515625,267.0899963378906,256.2900085449219,257.3999938964844,1168800.0,,,,,
2024-10-07,259.44000244140625,263.5599975585937,258.4100036621094,262.92999267578125,730500.0,,,,,
2024-10-08,259.4599914550781,265.5,258.04998779296875,260.0,621500.0,,,,,
