Date,Close,High,Low,Open,Volume,"('Close', 'WW')","('High', 'WW')","('Low', 'WW')","('Open', 'WW')","('Volume', 'WW')"
2025-06-27,27.0,28.0,23.01000022888184,27.5,188400.0,,,,,
2025-06-30,30.200000762939453,35.0,27.920000076293945,27.93000030517578,429500.0,,,,,
2025-07-01,33.0,33.0,29.020000457763672,30.06999969482422,64500.0,,,,,
2025-07-02,33.79999923706055,36.900001525878906,32.02000045776367,32.02000045776367,296900.0,,,,,
2025-07-03,35.25,35.75,33.5,33.5099983215332,27500.0,,,,,
2025-07-07,40.0,41.60900115966797,36.0,41.150001525878906,406300.0,,,,,
2025-07-08,39.54999923706055,46.94900131225586,39.11000061035156,43.79999923706055,730400.0,,,,,
2025-07-09,39.34999847412109,40.790000915527344,37.02999877929688,40.04999923706055,251700.0,,,,,
2025-07-10,39.54999923706055,39.70299911499024,36.59999847412109,38.29999923706055,112000.0,,,,,
2025-07-11,39.04999923706055,39.54999923706055,37.59999847412109,39.09999847412109,83700.0,,,,,
2025-07-14,37.0,39.150001525878906,36.93000030517578,39.150001525878906,178200.0,,,,,
2025-07-15,33.95000076293945,37.42499923706055,33.400001525878906,37.0,211500.0,,,,,
2025-07-16,34.900001525878906,35.709999084472656,33.45000076293945,33.560001373291016,152100.0,,,,,
2025-07-17,35.0,35.40999984741211,34.49800109863281,34.61000061035156,134700.0,,,,,
2025-07-18,35.0,36.9900016784668,35.0,35.970001220703125,131400.0,,,,,
2025-07-21,37.58000183105469,40.310001373291016,34.68000030517578,34.709999084472656,250000.0,,,,,
2025-07-22,39.25,40.7599983215332,37.18999862670898,37.75,436400.0,,,,,
2025-07-23,38.83000183105469,40.0,38.18000030517578,39.29999923706055,236600.0,,,,,
2025-07-24,38.0099983215332,40.619998931884766,36.959999084472656,38.68000030517578,452200.0,,,,,
2025-07-25,41.02000045776367,41.08000183105469,37.5,39.5,849600.0,,,,,
2025-07-28,41.959999084472656,44.41999816894531,40.08000183105469,41.59999847412109,599800.0,,,,,
2025-07-29,39.22999954223633,42.5,38.42499923706055,40.06999969482422,484800.0,,,,,
2025-07-30,42.18999862670898,42.84999847412109,38.7400016784668,39.02000045776367,743200.0,,,,,
2025-07-31,42.310001373291016,43.5,40.0,41.9900016784668,227600.0,,,,,
2025-08-01,42.9900016784668,43.380001068115234,39.70000076293945,40.68999862670898,295600.0,,,,,
2025-08-04,44.88999938964844,45.0,42.31999969482422,43.20000076293945,433800.0,,,,,
2025-08-05,41.650001525878906,44.25,38.75,43.16999816894531,637600.0,,,,,
2025-08-06,41.06999969482422,41.77999877929688,39.15999984741211,41.02000045776367,327200.0,,,,,
2025-08-07,38.02999877929688,41.900001525878906,37.09999847412109,41.45000076293945,379900.0,,,,,
2025-08-08,38.22999954223633,40.36000061035156,37.060001373291016,37.540000915527344,320900.0,,,,,
2025-08-11,33.540000915527344,41.56999969482422,33.34000015258789,41.0,1239900.0,,,,,
2025-08-12,33.119998931884766,34.40999984741211,31.149999618530277,33.400001525878906,586300.0,,,,,
2025-08-13,33.22999954223633,33.38999938964844,32.119998931884766,33.0,255600.0,,,,,
2025-08-14,32.18000030517578,33.44200134277344,29.93000030517578,32.650001525878906,388400.0,,,,,
2025-08-15,31.739999771118164,32.935001373291016,30.7549991607666,31.75,160000.0,,,,,
2025-08-18,30.770000457763672,32.0,29.25,31.93000030517578,292900.0,,,,,
2025-08-19,34.0,34.5,30.38500022888184,30.770000457763672,595300.0,,,,,
2025-08-20,33.4900016784668,34.91999816894531,32.56999969482422,33.95000076293945,253800.0,,,,,
2025-08-21,31.01000022888184,33.29499816894531,31.01000022888184,33.290000915527344,132300.0,,,,,
2025-08-22,31.440000534057617,33.5099983215332,30.850000381469727,32.0,310100.0,,,,,
2025-08-25,30.3700008392334,32.15999984741211,30.00200080871582,31.100000381469727,188100.0,,,,,
2025-08-26,31.0,31.100000381469727,30.01000022888184,30.11000061035156,126400.0,,,,,
2025-08-27,32.56999969482422,33.400001525878906,30.69499969482422,31.059999465942383,187600.0,,,,,
2025-08-28,32.75,34.150001525878906,32.75,33.310001373291016,99100.0,,,,,
2025-08-29,31.88999938964844,33.42499923706055,31.489999771118164,32.43000030517578,76100.0,,,,,
2025-09-02,31.65999984741211,33.632999420166016,31.030000686645508,31.51000022888184,118300.0,,,,,
2025-09-03,31.729999542236328,32.150001525878906,31.40999984741211,31.600000381469727,73600.0,,,,,
2025-09-04,31.96999931335449,32.220001220703125,29.90999984741211,31.450000762939453,157600.0,,,,,
2025-09-05,30.32999992370605,32.709999084472656,30.01000022888184,31.51000022888184,202200.0,,,,,
2025-09-08,32.0,32.06999969482422,30.32999992370605,31.0,139800.0,,,,,
2025-09-09,32.56999969482422,35.0,32.0099983215332,32.2400016784668,223400.0,,,,,
2025-09-10,32.400001525878906,35.9900016784668,32.040000915527344,34.18000030517578,343500.0,,,,,
2025-09-11,33.7599983215332,34.85900115966797,32.0,32.29999923706055,216800.0,,,,,
2025-09-12,31.26000022888184,33.790000915527344,30.75,32.70000076293945,120800.0,,,,,
2025-09-15,28.190000534057617,30.816999435424805,27.604999542236328,30.649999618530277,452700.0,,,,,
2025-09-16,29.450000762939453,29.690000534057617,27.290000915527344,28.5,350800.0,,,,,
2025-09-17,30.549999237060547,31.549999237060547,28.93000030517578,29.96999931335449,189500.0,,,,,
2025-09-18,30.18000030517578,31.0,29.239999771118164,30.200000762939453,200000.0,,,,,
2025-09-19,29.770000457763672,30.795000076293945,29.57999992370605,30.450000762939453,695600.0,,,,,
2025-09-22,29.770000457763672,30.1299991607666,28.68000030517578,28.780000686645508,70000.0,,,,,
2025-09-23,28.520000457763672,30.420000076293945,28.280000686645508,29.420000076293945,160800.0,,,,,
2025-09-24,28.059999465942383,28.780000686645508,27.864999771118164,28.780000686645508,107800.0,,,,,
2025-09-25,28.1299991607666,28.399999618530277,27.45800018310547,27.8799991607666,69300.0,,,,,
2025-09-26,27.57999992370605,28.395000457763672,26.489999771118164,28.395000457763672,265400.0,,,,,
2025-09-29,27.26000022888184,28.01000022888184,27.06999969482422,28.01000022888184,127900.0,,,,,
2025-09-30,27.36000061035156,28.239999771118164,26.520000457763672,26.520000457763672,258700.0,,,,,
2025-10-01,25.920000076293945,28.059999465942383,25.5,27.540000915527344,257100.0,,,,,
2025-10-02,26.13999938964844,26.93000030517578,25.0,25.799999237060547,206900.0,,,,,
2025-10-03,26.459999084472656,27.575000762939453,26.06999969482422,26.07999992370605,231000.0,,,,,
2025-10-06,26.729999542236328,27.315000534057617,26.06999969482422,26.809999465942383,211900.0,,,,,
2025-10-07,26.114999771118164,26.545000076293945,25.399999618530277,26.520000457763672,264700.0,,,,,
2025-10-08,26.979999542236328,27.149999618530277,25.81999969482422,26.3700008392334,136400.0,,,,,
2025-10-09,26.82999992370605,27.020000457763672,26.459999084472656,27.0,109700.0,,,,,
2025-10-10,26.040000915527344,27.045000076293945,25.809999465942383,26.71999931335449,157300.0,,,,,
2025-10-13,26.149999618530277,26.90999984741211,25.61000061035156,26.90999984741211,135900.0,,,,,
2025-10-14,26.0,26.149999618530277,25.06999969482422,25.899999618530277,124200.0,,,,,
2025-10-15,29.13999938964844,30.290000915527344,25.81999969482422,25.940000534057617,474100.0,,,,,
2025-10-16,29.225000381469727,31.2549991607666,28.690000534057617,29.440000534057617,366300.0,,,,,
2025-10-17,26.90999984741211,29.8700008392334,26.850000381469727,28.65999984741211,137000.0,,,,,
2025-10-20,,,,,,29.399999618530273,30.993000030517578,28.5,28.790000915527344,420700.0
2025-10-21,,,,,,29.889999389648438,31.5,29.25,30.079999923706055,389800.0
2025-10-22,,,,,,30.3799991607666,30.604999542236328,29.0,29.610000610351562,302900.0
2025-10-23,,,,,,30.360000610351562,30.690000534057617,29.704999923706055,30.139999389648438,191200.0
2025-10-24,,,,,,32.689998626708984,33.61000061035156,29.961000442504883,31.0,478800.0
2025-10-27,,,,,,32.970001220703125,35.209999084472656,32.29999923706055,34.0099983215332,340000.0
2025-10-28,,,,,,34.70000076293945,35.790000915527344,31.860000610351562,33.0,899500.0
2025-10-29,,,,,,34.91999816894531,37.224998474121094,33.68000030517578,35.79999923706055,507700.0
2025-10-30,,,,,,33.81999969482422,35.25,33.77000045776367,35.0,308100.0
2025-10-31,,,,,,34.81999969482422,35.380001068115234,33.21200180053711,33.81999969482422,224600.0
2025-11-03,,,,,,34.060001373291016,34.90999984741211,33.040000915527344,34.720001220703125,263700.0
2025-11-04,,,,,,31.030000686645508,34.25,30.110000610351562,33.630001068115234,555500.0
2025-11-05,,,,,,33.20000076293945,34.54999923706055,31.049999237060547,31.059999465942383,506900.0
2025-11-06,,,,,,34.369998931884766,38.380001068115234,32.6609992980957,34.599998474121094,833000.0
2025-11-07,,,,,,32.47999954223633,34.29999923706055,30.899999618530273,33.75,390800.0
2025-11-10,,,,,,29.0,33.290000915527344,28.950000762939453,32.630001068115234,527000.0
2025-11-11,,,,,,28.40999984741211,30.30500030517578,27.969999313354492,28.790000915527344,306200.0
2025-11-12,,,,,,27.780000686645508,29.799999237060547,27.600000381469727,28.299999237060547,229500.0
2025-11-13,,,,,,27.700000762939453,28.6299991607666,27.18000030517578,27.799999237060547,215300.0
2025-11-14,,,,,,27.1200008392334,28.200000762939453,26.850000381469727,27.520000457763672,195900.0
2025-11-17,,,,,,24.690000534057617,27.0,24.59000015258789,27.0,472700.0
2025-11-18,,,,,,23.274999618530273,24.5,23.0,24.399999618530273,387700.0
2025-11-19,,,,,,21.040000915527344,23.690000534057617,20.530000686645508,23.690000534057617,915300.0
2025-11-20,,,,,,21.1299991607666,22.040000915527344,20.739999771118164,20.739999771118164,400400.0
