Date,Close,High,Low,Open,Volume,"('Close', 'GRRR')","('High', 'GRRR')","('Low', 'GRRR')","('Open', 'GRRR')","('Volume', 'GRRR')"
2024-06-03,5.880000114440918,6.170000076293945,5.809999942779541,5.989999771118164,97200.0,,,,,
2024-06-04,6.03000020980835,6.102000236511231,5.71999979019165,5.829999923706055,147300.0,,,,,
2024-06-05,5.949999809265137,6.110000133514404,5.849999904632568,6.110000133514404,94500.0,,,,,
2024-06-06,5.909999847412109,6.171999931335449,5.820000171661377,5.829999923706055,124300.0,,,,,
2024-06-07,4.679999828338623,5.400000095367432,4.599999904632568,5.400000095367432,900300.0,,,,,
2024-06-10,4.010000228881836,4.730000019073486,3.890000104904175,4.730000019073486,647800.0,,,,,
2024-06-11,3.7200000286102295,4.179999828338623,3.7100000381469727,4.130000114440918,365500.0,,,,,
2024-06-12,3.0899999141693115,3.799999952316284,3.0899999141693115,3.75,567700.0,,,,,
2024-06-13,2.859999895095825,3.2799999713897705,2.5,3.240000009536743,1733400.0,,,,,
2024-06-14,3.049999952316284,3.190000057220459,2.8299999237060547,2.8399999141693115,411200.0,,,,,
2024-06-17,3.2300000190734863,3.5,3.059999942779541,3.119999885559082,369100.0,,,,,
2024-06-18,3.140000104904175,3.25,2.970999956130981,3.2100000381469727,264200.0,,,,,
2024-06-20,3.0850000381469727,3.190000057220459,3.069999933242798,3.1600000858306885,172000.0,,,,,
2024-06-21,3.039999961853028,3.130000114440918,3.009999990463257,3.130000114440918,167100.0,,,,,
2024-06-24,3.009999990463257,3.150000095367432,2.970000028610229,3.049999952316284,117700.0,,,,,
2024-06-25,2.950000047683716,3.0199999809265137,2.940000057220459,3.0,115600.0,,,,,
2024-06-26,2.8499999046325684,2.9800000190734863,2.819999933242798,2.950000047683716,164800.0,,,,,
2024-06-27,2.8399999141693115,2.900000095367432,2.799999952316284,2.869999885559082,91200.0,,,,,
2024-06-28,2.7699999809265137,2.880000114440918,2.7100000381469727,2.869999885559082,162500.0,,,,,
2024-07-01,2.6600000858306885,2.815000057220459,2.650000095367432,2.789999961853028,120300.0,,,,,
2024-07-02,2.640000104904175,2.6700000762939453,2.559999942779541,2.6600000858306885,144300.0,,,,,
2024-07-03,2.690000057220459,2.7100000381469727,2.630000114440918,2.630000114440918,112200.0,,,,,
2024-07-05,2.6600000858306885,2.7100000381469727,2.569999933242798,2.700000047683716,145700.0,,,,,
2024-07-08,2.759999990463257,2.9800000190734863,2.680000066757202,2.680000066757202,176100.0,,,,,
2024-07-09,2.740000009536743,2.8299999237060547,2.640000104904175,2.799999952316284,94100.0,,,,,
2024-07-10,2.7100000381469727,2.7780001163482666,2.650000095367432,2.7300000190734863,141000.0,,,,,
2024-07-11,2.740000009536743,2.859999895095825,2.7100000381469727,2.720000028610229,260000.0,,,,,
2024-07-12,2.950000047683716,3.009999990463257,2.7799999713897705,2.859999895095825,563400.0,,,,,
2024-07-15,2.9200000762939453,3.039999961853028,2.859999895095825,3.039999961853028,361100.0,,,,,
2024-07-16,3.0,3.009999990463257,2.900000095367432,2.900000095367432,197800.0,,,,,
2024-07-17,2.9100000858306885,3.0789999961853027,2.8499999046325684,3.049999952316284,157800.0,,,,,
2024-07-18,2.775000095367432,2.9189999103546143,2.650000095367432,2.880000114440918,195100.0,,,,,
2024-07-19,2.799999952316284,2.8299999237060547,2.680000066757202,2.7300000190734863,124400.0,,,,,
2024-07-22,2.940000057220459,3.0,2.75,2.900000095367432,254000.0,,,,,
2024-07-23,2.990000009536743,3.0199999809265137,2.900000095367432,2.900000095367432,121400.0,,,,,
2024-07-24,2.890000104904175,3.0199999809265137,2.890000104904175,2.970000028610229,130200.0,,,,,
2024-07-25,2.859999895095825,2.900000095367432,2.720000028610229,2.890000104904175,136900.0,,,,,
