Date,Close,High,Low,Open,Volume,"('Close', 'JQC')","('High', 'JQC')","('Low', 'JQC')","('Open', 'JQC')","('Volume', 'JQC')"
2024-06-03,4.7426958084106445,4.768103285505742,4.717288735153695,4.75116510205506,539900.0,,,,,
2024-06-04,4.759634017944336,4.768103311635163,4.71728876100465,4.768103311635163,583200.0,,,,,
2024-06-05,4.776572227478027,4.776572227478027,4.734226970307934,4.776572227478027,487600.0,,,,,
2024-06-06,4.810450077056885,4.818919373403551,4.751166617983328,4.78504299569344,486300.0,,,,,
2024-06-07,4.785041332244873,4.844324770709423,4.77657203884243,4.801979515211621,756500.0,,,,,
2024-06-10,4.768103122711182,4.818917671328297,4.75116493983881,4.793510195100672,565000.0,,,,,
2024-06-11,4.7935099601745605,4.7935099601745605,4.734226524945761,4.751164706988006,417700.0,,,,,
2024-06-12,4.810450077056885,4.810450077056885,4.78504299569344,4.810450077056885,404600.0,,,,,
2024-06-13,4.818917751312256,4.818917751312256,4.77657209150941,4.79351027466292,581500.0,,,,,
2024-06-14,4.779586315155029,4.822337288640513,4.753935404897829,4.822337288640513,685300.0,,,,,
2024-06-17,4.771035194396973,4.80523613138347,4.762485164004013,4.779585632497262,557500.0,,,,,
2024-06-18,4.779586315155029,4.813787257026371,4.7710358758335,4.788136346769171,412900.0,,,,,
2024-06-20,4.771035194396973,4.788135662890221,4.728284227017515,4.779585632497262,769100.0,,,,,
2024-06-21,4.728285312652588,4.762486257491772,4.728285312652588,4.74538578507218,414200.0,,,,,
2024-06-24,4.779586315155029,4.779586315155029,4.745385373283687,4.745385373283687,255100.0,,,,,
2024-06-25,4.762485980987549,4.788136484273989,4.74538550956079,4.779586452414308,502800.0,,,,,
2024-06-26,4.771035194396973,4.771035194396973,4.728284227017515,4.771035194396973,634800.0,,,,,
2024-06-27,4.753936290740967,4.779587205777929,4.753936290740967,4.762486731655775,355100.0,,,,,
2024-06-28,4.745386123657227,4.796687544576378,4.736835682983642,4.788137103902794,1141900.0,,,,,
2024-07-01,4.830888271331787,4.839438303907621,4.771036412471213,4.779586852754481,956200.0,,,,,
2024-07-02,4.847988128662109,4.890739101528236,4.830887657974182,4.839437689464456,584400.0,,,,,
2024-07-03,4.847988128662109,4.873638630840309,4.830887657974182,4.856538160152382,242400.0,,,,,
2024-07-05,4.839437484741211,4.865088393541678,4.813786983648107,4.856537954705734,399200.0,,,,,
2024-07-08,4.890740871429443,4.899291313721401,4.830889406215854,4.84798988309224,675600.0,,,,,
2024-07-09,4.847988128662109,4.916390011413816,4.847988128662109,4.907839572216162,657200.0,,,,,
2024-07-10,4.822337627410889,4.873639043821838,4.822337627410889,4.839438099547872,757200.0,,,,,
2024-07-11,4.839437484741211,4.847987923577154,4.796686513683583,4.830887453612631,906800.0,,,,,
2024-07-12,4.839437484741211,4.865088393541678,4.813786983648107,4.822337014776687,983700.0,,,,,
2024-07-15,4.816993713378906,4.920584878656266,4.816993713378906,4.868789296017586,1319800.0,,,,,
2024-07-16,4.834258556365967,4.886054135241515,4.825626165704043,4.84289135866256,1099100.0,,,,,
2024-07-17,4.851524353027344,4.868789548134267,4.834259157920421,4.842891961291243,312800.0,,,,,
2024-07-18,4.8083600997924805,4.868788058359317,4.791094909968442,4.868788058359317,503400.0,,,,,
2024-07-19,4.834258556365967,4.834258556365967,4.799728170448934,4.825626165704043,441500.0,,,,,
2024-07-22,4.851524353027344,4.877422351505089,4.834259157920421,4.860157156398167,426800.0,,,,,
2024-07-23,4.877421379089356,4.88605376910441,4.834258194110169,4.851523385774915,413700.0,,,,,
2024-07-24,4.851524353027344,4.877422351505089,4.842891961291243,4.877422351505089,346700.0,,,,,
2024-07-25,4.825626850128174,4.87742243634995,4.825626850128174,4.860157240942692,322900.0,,,,,
2024-07-26,4.877421379089356,4.877421379089356,4.851523385774915,4.860156187424609,262100.0,,,,,
2024-07-29,4.877421379089356,4.903318960769156,4.860156187424609,4.88605376910441,420800.0,,,,,
2024-07-30,4.903319835662842,4.920585030408198,4.886054640917486,4.903319835662842,441900.0,,,,,
2024-07-31,4.946482658386231,4.955115049295919,4.920584662387804,4.955115049295919,808800.0,,,,,
2024-08-01,4.937849521636963,4.981012708168064,4.903319137065944,4.981012708168064,669400.0,,,,,
2024-08-02,4.860157012939453,4.911952596731357,4.842891818342152,4.903319793615352,797800.0,,,,,
2024-08-05,4.696136474609375,4.782462429510635,4.635708100361182,4.765197238530383,1697400.0,,,,,
2024-08-06,4.773830890655518,4.773830890655518,4.713402505637454,4.739300090906127,727000.0,,,,,
2024-08-07,4.8083600997924805,4.83425767871124,4.773829720144404,4.816992488887202,750200.0,,,,,
2024-08-08,4.842892646789551,4.842892646789551,4.791097054137255,4.834259842196778,416800.0,,,,,
2024-08-09,4.868788719177246,4.886053911344608,4.81699314267516,4.842891136743528,853900.0,,,,,
2024-08-12,4.877421379089356,4.903318960769156,4.868788577439663,4.894686570754103,547400.0,,,,,
2024-08-13,4.868788719177246,4.911951905412977,4.868788719177246,4.8774215210782526,616800.0,,,,,
2024-08-14,4.911951541900635,4.929216732790274,4.886053549748865,4.903318740638505,531000.0,,,,,
2024-08-15,4.932868003845215,4.950298616680836,4.906722292381079,4.932868003845215,484800.0,,,,,
2024-08-16,4.9851603507995605,5.037452610218417,4.967729736186153,4.9851603507995605,1640500.0,,,,,
2024-08-19,5.002590656280518,5.011306170837967,4.976444943765383,5.011306170837967,560700.0,,,,,
2024-08-20,4.9851603507995605,5.002590965412969,4.967729736186153,5.002590965412969,410700.0,,,,,
2024-08-21,5.002590656280518,5.002590656280518,4.9851600427442255,4.993875557301675,306700.0,,,,,
2024-08-22,4.976445198059082,5.028737041340044,4.950299068629287,5.002590911910248,732200.0,,,,,
2024-08-23,5.0113067626953125,5.0113067626953125,4.976445531505464,4.993876147100388,419200.0,,,,,
2024-08-26,5.037452220916748,5.037452220916748,5.011306093227931,5.037452220916748,445000.0,,,,,
2024-08-27,5.020022392272949,5.037453008263674,5.011306876488254,5.028737492478979,544400.0,,,,,
2024-08-28,4.993875980377197,5.037452725699003,4.993875980377197,5.037452725699003,382600.0,,,,,
2024-08-29,5.0113067626953125,5.020022278282103,4.993876147100388,5.0113067626953125,285300.0,,,,,
2024-08-30,5.037452220916748,5.0548828341830925,5.020021607650404,5.028736706494276,603200.0,,,,,
2024-09-03,5.063599109649658,5.072314626097345,5.028737875016304,5.054884008780668,891300.0,,,,,
2024-09-04,5.0984601974487305,5.107175713645413,5.054883863201374,5.063598963819371,787200.0,,,,,
2024-09-05,5.124605655670166,5.124605655670166,5.08974442663121,5.107175041150688,874300.0,,,,,
2024-09-06,5.107175827026367,5.133321545039488,5.098460310636197,5.133321545039488,450000.0,,,,,
2024-09-09,5.115890502929688,5.115890502929688,5.08102927142185,5.08974478708814,454600.0,,,,,
2024-09-10,5.142035484313965,5.150750582452429,5.081028135030447,5.150750582452429,894100.0,,,,,
2024-09-11,5.15075159072876,5.15075159072876,5.089744645081502,5.142036490884287,1174600.0,,,,,
2024-09-12,5.0984601974487305,5.1507520478927695,5.08102958063405,5.1507520478927695,1238600.0,,,,,
2024-09-13,5.049199104309082,5.12836786876113,5.040402807953575,5.119571572405622,821000.0,,,,,
2024-09-16,5.022809982299805,5.075589020744136,4.978827240537606,5.075589020744136,1310400.0,,,,,
2024-09-17,5.014013767242432,5.057996513400045,5.014013767242432,5.040403498827111,552400.0,,,,,
2024-09-18,5.014013767242432,5.040403498827111,4.996420752669497,5.014013767242432,651500.0,,,,,
2024-09-19,4.987623691558838,5.049199023412337,4.987623691558838,5.049199023412337,944200.0,,,,,
2024-09-20,5.005216598510742,5.014012894540915,4.987623586999916,5.014012894540915,339900.0,,,,,
2024-09-23,4.987623691558838,4.996419987773414,4.970030679679197,4.987623691558838,514000.0,,,,,
2024-09-24,5.022809982299805,5.022809982299805,4.970030943855472,4.970030943855472,440600.0,,,,,
2024-09-25,5.049199104309082,5.057995820115085,4.996420067824549,5.031606092147571,635900.0,,,,,
2024-09-26,5.005216598510742,5.075588644554049,5.005216598510742,5.049198917562569,457600.0,,,,,
2024-09-27,5.014013767242432,5.031606781815366,4.996420752669497,5.0052174696812415,606300.0,,,,,
2024-09-30,5.093181133270264,5.093181133270264,5.005216084745389,5.005216084745389,735800.0,,,,,
