Date,Close,High,Low,Open,Volume,"('Close', 'JTAI')","('High', 'JTAI')","('Low', 'JTAI')","('Open', 'JTAI')","('Volume', 'JTAI')"
2024-06-03,141.52499389648438,150.52499389648438,132.75,150.52499389648438,443.0,,,,,
2024-06-04,143.77499389648438,162.0,139.9499969482422,139.9499969482422,1084.0,,,,,
2024-06-05,142.875,146.25,140.1750030517578,146.25,308.0,,,,,
2024-06-06,147.60000610351562,150.75,141.0749969482422,144.0,487.0,,,,,
2024-06-07,130.5,147.375,126.0,143.5500030517578,1024.0,,,,,
2024-06-10,134.77499389648438,166.5,131.625,135.0,2465.0,,,,,
2024-06-11,127.125,139.5,123.9749984741211,135.0,951.0,,,,,
2024-06-12,119.0250015258789,143.77499389648438,95.1750030517578,132.52499389648438,3543.0,,,,,
2024-06-13,111.375,119.25,101.25,119.25,973.0,,,,,
2024-06-14,108.0,112.5,105.75,106.4250030517578,554.0,,,,,
2024-06-17,112.5,118.5749969482422,101.4749984741211,108.2249984741211,638.0,,,,,
2024-06-18,101.4749984741211,109.125,101.4749984741211,109.125,279.0,,,,,
2024-06-20,99.9000015258789,105.0749969482422,96.9749984741211,103.5,354.0,,,,,
2024-06-21,98.0999984741211,106.6500015258789,97.875,106.6500015258789,304.0,,,,,
2024-06-24,107.0999984741211,112.5,96.75,101.25,531.0,,,,,
2024-06-25,102.1500015258789,112.5,99.0,106.875,244.0,,,,,
2024-06-26,103.7249984741211,111.375,99.0,99.9000015258789,412.0,,,,,
2024-06-27,85.7249984741211,101.25,81.0,101.25,4484.0,,,,,
2024-06-28,76.05000305175781,84.375,72.2249984741211,84.375,2736.0,,,,,
2024-07-01,74.25,78.75,72.2249984741211,78.5250015258789,848.0,,,,,
2024-07-02,67.5,73.57499694824219,65.69999694824219,72.0,1167.0,,,,,
2024-07-03,69.9749984741211,72.0,68.8499984741211,68.8499984741211,729.0,,,,,
2024-07-05,78.07499694824219,83.25,67.5,73.3499984741211,2534.0,,,,,
2024-07-08,74.4749984741211,82.80000305175781,73.125,78.75,552.0,,,,,
2024-07-09,69.75,75.375,56.47499847412109,73.125,707.0,,,,,
2024-07-10,72.9000015258789,76.5,67.7249984741211,69.9749984741211,1827.0,,,,,
2024-07-11,81.0,81.0,70.42500305175781,75.1500015258789,1008.0,,,,,
2024-07-12,78.75,84.82499694824219,70.42500305175781,80.55000305175781,615.0,,,,,
2024-07-15,76.5,81.0,74.25,79.6500015258789,644.0,,,,,
2024-07-16,79.6500015258789,83.25,74.25,80.7750015258789,659.0,,,,,
2024-07-17,77.625,81.44999694824219,74.25,79.875,487.0,,,,,
2024-07-18,72.0,78.75,72.0,74.4749984741211,452.0,,,,,
2024-07-19,83.25,85.5,72.0,74.25,12532.0,,,,,
2024-07-22,70.6500015258789,80.7750015258789,67.5,78.75,1812.0,,,,,
2024-07-23,64.125,71.7750015258789,60.75,71.7750015258789,1507.0,,,,,
2024-07-24,63.900001525878906,65.25,62.775001525878906,63.0,639.0,,,,,
2024-07-25,75.82499694824219,78.07499694824219,68.17500305175781,69.75,3673.0,,,,,
2024-07-26,67.5,76.5,62.32500076293945,76.5,1388.0,,,,,
2024-07-29,67.2750015258789,69.75,64.125,67.5,38666.0,,,,,
2024-07-30,75.375,97.4250030517578,72.67500305175781,96.75,254369.0,,,,,
2024-07-31,65.92500305175781,67.5,54.67499923706055,60.29999923706055,22820.0,,,,,
2024-08-01,62.775001525878906,67.5,58.72499847412109,59.84999847412109,7918.0,,,,,
2024-08-02,59.400001525878906,61.875,57.375,60.97499847412109,2396.0,,,,,
2024-08-05,56.25,65.25,50.17499923706055,52.875,4586.0,,,,,
2024-08-06,54.0,60.75,51.97499847412109,59.17499923706055,2369.0,,,,,
2024-08-07,54.45000076293945,55.34999847412109,52.42499923706055,52.42499923706055,1064.0,,,,,
2024-08-08,53.54999923706055,56.25,52.42499923706055,52.650001525878906,896.0,,,,,
2024-08-09,58.5,60.29999923706055,51.75,51.75,1268.0,,,,,
2024-08-12,58.275001525878906,59.625,54.67499923706055,58.5,882.0,,,,,
2024-08-13,56.92499923706055,60.29999923706055,56.25,56.47499847412109,1109.0,,,,,
2024-08-14,56.70000076293945,59.17499923706055,55.125,58.5,940.0,,,,,
2024-08-15,52.20000076293945,56.25,51.07500076293945,56.25,1427.0,,,,,
2024-08-16,50.625,53.775001525878906,47.025001525878906,53.775001525878906,1093.0,,,,,
2024-08-19,48.150001525878906,52.875,46.79999923706055,50.625,20136.0,,,,,
2024-08-20,45.0,49.5,44.54999923706055,48.82500076293945,6794.0,,,,,
2024-08-21,42.525001525878906,46.57500076293945,41.84999847412109,46.57500076293945,4104.0,,,,,
2024-08-22,45.45000076293945,49.04999923706055,42.525001525878906,42.75,6375.0,,,,,
2024-08-23,46.34999847412109,47.25,42.75,45.67499923706055,61054.0,,,,,
2024-08-26,43.650001525878906,47.025001525878906,43.42499923706055,46.79999923706055,5283.0,,,,,
2024-08-27,42.97499847412109,45.0,40.5,43.650001525878906,6044.0,,,,,
2024-08-28,39.375,42.97499847412109,38.47499847412109,42.97499847412109,3070.0,,,,,
2024-08-29,33.75,41.625,33.75,40.275001525878906,4480.0,,,,,
2024-08-30,33.525001525878906,36.0,32.849998474121094,36.0,4288.0,,,,,
2024-09-03,32.17499923706055,34.42499923706055,30.600000381469727,34.42499923706055,3643.0,,,,,
2024-09-04,31.5,33.75,31.049999237060547,32.625,1466.0,,,,,
2024-09-05,29.924999237060547,32.625,28.350000381469727,32.625,5712.0,,,,,
2024-09-06,28.575000762939453,32.17499923706055,27.674999237060547,29.25,4836.0,,,,,
2024-09-09,29.475000381469727,31.725000381469727,27.674999237060547,28.799999237060547,5692.0,,,,,
2024-09-10,28.125,31.049999237060547,27.899999618530277,30.600000381469727,3764.0,,,,,
2024-09-11,28.575000762939453,33.75,25.200000762939453,32.625,15059.0,,,,,
2024-09-12,27.450000762939453,28.799999237060547,27.0,28.575000762939453,2155.0,,,,,
2024-09-13,29.700000762939453,30.825000762939453,27.450000762939453,28.799999237060547,8110.0,,,,,
2024-09-16,28.799999237060547,29.924999237060547,27.674999237060547,29.700000762939453,3469.0,,,,,
2024-09-17,27.899999618530277,29.25,27.674999237060547,28.350000381469727,2239.0,,,,,
2024-09-18,26.325000762939453,29.024999618530277,25.649999618530277,27.450000762939453,3185.0,,,,,
2024-09-19,27.225000381469727,29.25,26.325000762939453,28.125,4683.0,,,,,
2024-09-20,24.75,27.899999618530277,24.75,27.899999618530277,6148.0,,,,,
2024-09-23,23.625,25.649999618530277,23.174999237060547,25.649999618530277,5089.0,,,,,
2024-09-24,24.299999237060547,24.524999618530277,22.950000762939453,23.850000381469727,4481.0,,,,,
2024-09-25,21.600000381469727,25.200000762939453,19.125,25.200000762939453,24111.0,,,,,
2024-09-26,23.174999237060547,23.399999618530277,20.924999237060547,21.825000762939453,10132.0,,,,,
2024-09-27,22.049999237060547,23.399999618530277,20.700000762939453,22.950000762939453,5434.0,,,,,
2024-09-30,24.299999237060547,24.75,22.5,22.5,5932.0,,,,,
2024-10-01,20.475000381469727,24.299999237060547,20.024999618530277,23.625,10010.0,,,,,
2024-10-02,20.924999237060547,21.149999618530277,17.774999618530273,21.149999618530277,10257.0,,,,,
2024-10-03,20.700000762939453,21.375,20.475000381469727,21.375,5275.0,,,,,
2024-10-04,19.125,21.149999618530277,18.225000381469727,21.149999618530277,7497.0,,,,,
2024-10-07,18.674999237060547,20.024999618530277,17.325000762939453,20.024999618530277,7251.0,,,,,
2024-10-08,19.799999237060547,22.5,17.549999237060547,18.225000381469727,18347.0,,,,,
2024-10-09,20.924999237060547,20.924999237060547,18.225000381469727,19.125,18438.0,,,,,
2024-10-10,18.450000762939453,57.150001525878906,17.549999237060547,31.049999237060547,3608888.0,,,,,
2024-10-11,22.725000381469727,33.07500076293945,21.149999618530277,23.625,1511524.0,,,,,
2024-10-14,22.950000762939453,28.575000762939453,22.950000762939453,26.774999618530277,486992.0,,,,,
