Date,Close,High,Low,Open,Volume,"('Close', 'GTBP')","('High', 'GTBP')","('Low', 'GTBP')","('Open', 'GTBP')","('Volume', 'GTBP')"
2024-06-03,3.565000057220459,3.7809998989105225,3.470000028610229,3.759999990463257,77300.0,,,,,
2024-06-04,3.5199999809265137,3.569999933242798,3.359999895095825,3.539999961853028,17100.0,,,,,
2024-06-05,3.369999885559082,3.549999952316284,3.220000028610229,3.549999952316284,74500.0,,,,,
2024-06-06,3.2799999713897705,3.430000066757202,3.25,3.400000095367432,40700.0,,,,,
2024-06-07,3.1549999713897705,3.3299999237060547,3.119999885559082,3.259999990463257,89900.0,,,,,
2024-06-10,2.8499999046325684,3.150000095367432,2.609999895095825,3.0899999141693115,207800.0,,,,,
2024-06-11,3.150000095367432,3.150000095367432,2.859999895095825,2.859999895095825,54000.0,,,,,
2024-06-12,2.9800000190734863,3.171999931335449,2.970000028610229,3.1700000762939453,18000.0,,,,,
2024-06-13,3.0,3.0,2.819999933242798,2.9800000190734863,16700.0,,,,,
2024-06-14,2.890000104904175,3.0,2.8299999237060547,2.970000028610229,12500.0,,,,,
2024-06-17,2.9200000762939453,2.990000009536743,2.812000036239624,2.930000066757202,13300.0,,,,,
2024-06-18,2.990000009536743,3.289999961853028,2.869999885559082,2.930000066757202,48000.0,,,,,
2024-06-20,2.8499999046325684,3.0199999809265137,2.809999942779541,3.0199999809265137,24300.0,,,,,
2024-06-21,2.9200000762939453,2.940000057220459,2.799999952316284,2.8499999046325684,9400.0,,,,,
2024-06-24,2.940000057220459,2.9790000915527344,2.8499999046325684,2.9600000381469727,11300.0,,,,,
2024-06-25,2.950000047683716,3.180000066757202,2.900000095367432,2.930000066757202,23800.0,,,,,
2024-06-26,3.0350000858306885,3.0999999046325684,2.9590001106262207,3.049999952316284,15300.0,,,,,
2024-06-27,2.819999933242798,3.740000009536743,2.5999999046325684,3.569999933242798,659100.0,,,,,
2024-06-28,2.8299999237060547,2.890000104904175,2.609999895095825,2.609999895095825,54300.0,,,,,
2024-07-01,2.6600000858306885,2.8299999237060547,2.619999885559082,2.799999952316284,62400.0,,,,,
2024-07-02,2.880000114440918,2.900000095367432,2.6700000762939453,2.7300000190734863,37600.0,,,,,
2024-07-03,2.75,2.859999895095825,2.720000028610229,2.720000028610229,22300.0,,,,,
2024-07-05,2.880000114440918,2.9600000381469727,2.736000061035156,2.740000009536743,22200.0,,,,,
2024-07-08,2.880000114440918,2.937999963760376,2.75,2.799999952316284,28100.0,,,,,
2024-07-09,2.8399999141693115,2.950000047683716,2.752000093460083,2.950000047683716,16000.0,,,,,
2024-07-10,2.809999942779541,2.8499999046325684,2.799999952316284,2.819999933242798,12800.0,,,,,
2024-07-11,2.880000114440918,2.900000095367432,2.809999942779541,2.900000095367432,4900.0,,,,,
2024-07-12,2.930000066757202,2.930000066757202,2.880000114440918,2.9200000762939453,9100.0,,,,,
2024-07-15,2.799999952316284,2.930000066757202,2.799999952316284,2.930000066757202,15400.0,,,,,
2024-07-16,2.819999933242798,2.880000114440918,2.8010001182556152,2.815000057220459,8400.0,,,,,
2024-07-17,2.7300000190734863,2.869999885559082,2.700000047683716,2.8499999046325684,27500.0,,,,,
2024-07-18,2.759999990463257,2.8399999141693115,2.759999990463257,2.8399999141693115,3900.0,,,,,
2024-07-19,2.75,2.809999942779541,2.7170000076293945,2.799999952316284,9500.0,,,,,
2024-07-22,2.7100000381469727,2.869999885559082,2.690000057220459,2.690000057220459,13900.0,,,,,
2024-07-23,2.789999961853028,2.789999961853028,2.7100000381469727,2.789999961853028,7600.0,,,,,
2024-07-24,2.744999885559082,2.789999961853028,2.700000047683716,2.740000009536743,9200.0,,,,,
2024-07-25,2.759999990463257,2.799999952316284,2.700000047683716,2.799999952316284,4900.0,,,,,
2024-07-26,2.765000104904175,2.7950000762939453,2.720000028610229,2.759999990463257,2700.0,,,,,
2024-07-29,2.740000009536743,2.7799999713897705,2.7100000381469727,2.756999969482422,7100.0,,,,,
2024-07-30,2.5999999046325684,2.799999952316284,2.5299999713897705,2.799999952316284,24100.0,,,,,
2024-07-31,2.609999895095825,2.7300000190734863,2.559999942779541,2.5799999237060547,20400.0,,,,,
2024-08-01,2.549999952316284,2.680000066757202,2.4800000190734863,2.6600000858306885,22200.0,,,,,
2024-08-02,2.509999990463257,2.549999952316284,2.490000009536743,2.539999961853028,9200.0,,,,,
2024-08-05,2.3299999237060547,2.5,2.2699999809265137,2.5,12200.0,,,,,
2024-08-06,2.2890000343322754,2.3949999809265137,2.259999990463257,2.319999933242798,7000.0,,,,,
2024-08-07,2.25,2.5199999809265137,2.25,2.253999948501587,13000.0,,,,,
2024-08-08,2.200000047683716,2.469000101089477,2.200000047683716,2.259999990463257,17200.0,,,,,
2024-08-09,2.140000104904175,2.2300000190734863,2.140000104904175,2.150000095367432,19600.0,,,,,
2024-08-12,2.190000057220459,2.4800000190734863,2.069999933242798,2.069999933242798,6900.0,,,,,
2024-08-13,2.4100000858306885,2.430000066757202,2.109999895095825,2.1700000762939453,14200.0,,,,,
2024-08-14,2.289999961853028,2.450000047683716,2.191999912261963,2.450000047683716,6600.0,,,,,
2024-08-15,2.369999885559082,2.380000114440918,2.21399998664856,2.240000009536743,5700.0,,,,,
2024-08-16,2.25,2.3299999237060547,2.220000028610229,2.289999961853028,8200.0,,,,,
2024-08-19,2.25,2.299999952316284,2.2100000381469727,2.25,7900.0,,,,,
2024-08-20,2.140000104904175,2.220000028610229,2.140000104904175,2.220000028610229,4200.0,,,,,
2024-08-21,2.128000020980835,2.2720000743865967,2.0999999046325684,2.140000104904175,27600.0,,,,,
2024-08-22,2.1600000858306885,2.344000101089477,2.125999927520752,2.131999969482422,11100.0,,,,,
2024-08-23,2.1700000762939453,2.2799999713897705,2.1700000762939453,2.240000009536743,4100.0,,,,,
2024-08-26,2.1600000858306885,2.242000102996826,2.1600000858306885,2.242000102996826,1100.0,,,,,
2024-08-27,2.23799991607666,2.23799991607666,2.1710000038146973,2.2100000381469727,5300.0,,,,,
