Date,Close,High,Low,Open,Volume,"('Close', 'ALM')","('High', 'ALM')","('Low', 'ALM')","('Open', 'ALM')","('Volume', 'ALM')"
2024-06-03,1.131749987602234,1.131749987602234,1.131749987602234,1.131749987602234,0.0,,,,,
2024-06-04,1.1227500438690186,1.125,1.1204999685287476,1.125,2622.0,,,,,
2024-06-05,1.0800000429153442,1.086750030517578,1.0777499675750732,1.086750030517578,8889.0,,,,,
2024-06-06,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,667.0,,,,,
2024-06-07,1.0709999799728394,1.0957499742507937,1.0709999799728394,1.0957499742507937,22667.0,,,,,
2024-06-10,1.0800000429153442,1.0800000429153442,1.0800000429153442,1.0800000429153442,578.0,,,,,
2024-06-11,1.059749960899353,1.059749960899353,1.059749960899353,1.059749960899353,2222.0,,,,,
2024-06-12,1.0575000047683716,1.068750023841858,1.0575000047683716,1.068750023841858,4356.0,,,,,
2024-06-13,1.0214999914169312,1.0507500171661377,1.0214999914169312,1.0507500171661377,7867.0,,,,,
2024-06-14,1.0169999599456787,1.0169999599456787,1.0169999599456787,1.0169999599456787,2267.0,,,,,
2024-06-17,1.0394999980926514,1.05525004863739,1.0394999980926514,1.0529999732971191,51156.0,,,,,
2024-06-18,1.034999966621399,1.0575000047683716,1.034999966621399,1.0575000047683716,667.0,,,,,
2024-06-20,1.0260000228881836,1.03725004196167,1.0260000228881836,1.028249979019165,5556.0,,,,,
2024-06-21,1.0169999599456787,1.0417499542236328,0.9990000128746032,1.0125000476837158,60933.0,,,,,
2024-06-24,0.996749997138977,0.9990000128746032,0.996749997138977,0.9990000128746032,1111.0,,,,,
2024-06-25,1.0012500286102295,1.0192500352859497,0.9877499938011168,0.9877499938011168,30667.0,,,,,
2024-06-26,0.9787499904632568,0.9787499904632568,0.9179999828338624,0.9179999828338624,26178.0,,,,,
2024-06-27,0.9674999713897704,0.9674999713897704,0.9674999713897704,0.9674999713897704,14222.0,,,,,
2024-06-28,0.9922500252723694,0.9922500252723694,0.9652500152587892,0.9652500152587892,9778.0,,,,,
2024-07-01,0.9922500252723694,0.9922500252723694,0.9922500252723694,0.9922500252723694,0.0,,,,,
2024-07-02,1.0732500553131104,1.0732500553131104,0.9900000095367432,0.9900000095367432,5244.0,,,,,
2024-07-03,1.0957499742507937,1.1722500324249268,1.0844999551773071,1.116000056266785,11467.0,,,,,
2024-07-05,1.1115000247955322,1.1407500505447388,1.0889999866485596,1.1407500505447388,9867.0,,,,,
2024-07-08,1.0800000429153442,1.1407500505447388,1.059749960899353,1.1407500505447388,1778.0,,,,,
2024-07-09,1.0529999732971191,1.062000036239624,1.030500054359436,1.062000036239624,711.0,,,,,
2024-07-10,1.0080000162124634,1.0125000476837158,1.0080000162124634,1.0080000162124634,8178.0,,,,,
2024-07-11,1.0260000228881836,1.0394999980926514,1.0260000228881836,1.0260000228881836,2889.0,,,,,
2024-07-12,1.0844999551773071,1.091249942779541,1.0732500553131104,1.0755000114440918,889.0,,,,,
2024-07-15,1.0844999551773071,1.0844999551773071,1.059749960899353,1.059749960899353,1111.0,,,,,
2024-07-16,1.0709999799728394,1.0957499742507937,1.0709999799728394,1.0844999551773071,6622.0,,,,,
2024-07-17,1.091249942779541,1.091249942779541,1.0575000047683716,1.068750023841858,1156.0,,,,,
2024-07-18,1.1092499494552612,1.1924999952316284,1.0642499923706057,1.1924999952316284,21911.0,,,,,
2024-07-19,1.0800000429153442,1.116000056266785,1.0777499675750732,1.0800000429153442,2089.0,,,,,
2024-07-22,1.066499948501587,1.066499948501587,1.066499948501587,1.066499948501587,4667.0,,,,,
2024-07-23,1.068750023841858,1.1924999952316284,1.068750023841858,1.068750023841858,1244.0,,,,,
2024-07-24,1.0417499542236328,1.059749960899353,1.0417499542236328,1.0507500171661377,2800.0,,,,,
2024-07-25,1.0777499675750732,1.0777499675750732,1.0394999980926514,1.0394999980926514,533.0,,,,,
