Date,Close,High,Low,Open,Volume,"('Close', 'ELPW')","('High', 'ELPW')","('Low', 'ELPW')","('Open', 'ELPW')","('Volume', 'ELPW')"
2024-06-03,10.869999885559082,10.869999885559082,10.869999885559082,10.869999885559082,0.0,,,,,
2024-06-04,10.9350004196167,10.9350004196167,10.9350004196167,10.9350004196167,200.0,,,,,
2024-06-05,10.9350004196167,10.9350004196167,10.9350004196167,10.9350004196167,0.0,,,,,
2024-06-06,10.9350004196167,10.9350004196167,10.9350004196167,10.9350004196167,0.0,,,,,
2024-06-07,10.949999809265137,10.949999809265137,10.9399995803833,10.949999809265137,2000.0,,,,,
2024-06-10,10.890000343322754,10.979999542236328,10.890000343322754,10.979999542236328,4400.0,,,,,
2024-06-11,10.960000038146973,10.960000038146973,10.9399995803833,10.9399995803833,8000.0,,,,,
2024-06-12,10.960000038146973,10.960000038146973,10.960000038146973,10.960000038146973,300.0,,,,,
2024-06-13,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,500.0,,,,,
2024-06-14,10.961000442504885,10.979999542236328,10.961000442504885,10.979999542236328,400.0,,,,,
2024-06-17,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,1100.0,,,,,
2024-06-18,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-06-20,10.9399995803833,10.9399995803833,10.9399995803833,10.9399995803833,0.0,,,,,
2024-06-21,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,1100.0,,,,,
2024-06-24,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,0.0,,,,,
2024-06-25,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,0.0,,,,,
2024-06-26,10.949999809265137,10.949999809265137,10.949999809265137,10.949999809265137,0.0,,,,,
2024-06-27,10.979999542236328,11.0,10.975000381469728,10.975000381469728,3300.0,,,,,
2024-06-28,10.979999542236328,10.979999542236328,10.979999542236328,10.979999542236328,0.0,,,,,
2024-07-01,11.050000190734863,11.09000015258789,10.979999542236328,11.020000457763672,4500.0,,,,,
2024-07-02,10.989999771118164,10.989999771118164,10.989999771118164,10.989999771118164,3500.0,,,,,
2024-07-03,11.039999961853027,11.039999961853027,11.039999961853027,11.039999961853027,300.0,,,,,
2024-07-05,11.039999961853027,11.039999961853027,11.039999961853027,11.039999961853027,0.0,,,,,
2024-07-08,11.039999961853027,11.039999961853027,11.039999961853027,11.039999961853027,0.0,,,,,
2024-07-09,11.0,11.0,11.0,11.0,23900.0,,,,,
2024-07-10,11.0,11.0,11.0,11.0,0.0,,,,,
2024-07-11,11.0,11.0,11.0,11.0,0.0,,,,,
2024-07-12,11.010000228881836,11.010000228881836,11.0,11.0,300.0,,,,,
2024-07-15,11.010000228881836,11.010000228881836,11.010000228881836,11.010000228881836,0.0,,,,,
