Date,Close,High,Low,Open,Volume,"('Close', 'SIDU')","('High', 'SIDU')","('Low', 'SIDU')","('Open', 'SIDU')","('Volume', 'SIDU')"
2024-06-03,2.619999885559082,2.9100000858306885,2.569999933242798,2.880000114440918,191600.0,,,,,
2024-06-04,2.640000104904175,2.759999990463257,2.630000114440918,2.650000095367432,63000.0,,,,,
2024-06-05,2.819999933242798,2.9800000190734863,2.5999999046325684,2.640000104904175,173700.0,,,,,
2024-06-06,2.890000104904175,2.900000095367432,2.75,2.819999933242798,155800.0,,,,,
2024-06-07,2.8399999141693115,2.880000114440918,2.75,2.7699999809265137,89600.0,,,,,
2024-06-10,2.7300000190734863,2.8299999237060547,2.680000066757202,2.809999942779541,63600.0,,,,,
2024-06-11,2.8299999237060547,2.8299999237060547,2.700000047683716,2.700000047683716,34800.0,,,,,
2024-06-12,2.819999933242798,2.880000114440918,2.759999990463257,2.8399999141693115,88700.0,,,,,
2024-06-13,2.700000047683716,2.8299999237060547,2.619999885559082,2.8299999237060547,63800.0,,,,,
2024-06-14,2.5799999237060547,2.7100000381469727,2.559999942779541,2.6700000762939453,57000.0,,,,,
2024-06-17,2.5999999046325684,2.650000095367432,2.559999942779541,2.5799999237060547,54300.0,,,,,
2024-06-18,2.549999952316284,2.5980000495910645,2.549999952316284,2.5799999237060547,43300.0,,,,,
2024-06-20,2.470000028610229,2.549999952316284,2.450000047683716,2.549999952316284,52800.0,,,,,
2024-06-21,2.400000095367432,2.569999933242798,2.400000095367432,2.450000047683716,47900.0,,,,,
2024-06-24,2.450000047683716,2.450000047683716,2.400000095367432,2.4100000858306885,23300.0,,,,,
2024-06-25,2.5899999141693115,3.0899999141693115,2.400000095367432,2.400000095367432,604900.0,,,,,
2024-06-26,2.380000114440918,2.609999895095825,2.319999933242798,2.5,218900.0,,,,,
2024-06-27,2.390000104904175,2.440000057220459,2.3499999046325684,2.380000114440918,57900.0,,,,,
2024-06-28,2.3399999141693115,2.440000057220459,2.220000028610229,2.440000057220459,78700.0,,,,,
2024-07-01,2.240000009536743,2.431999921798706,2.2100000381469727,2.380000114440918,59300.0,,,,,
2024-07-02,2.4600000381469727,2.5799999237060547,2.200000047683716,2.240000009536743,512800.0,,,,,
2024-07-03,2.3499999046325684,2.48799991607666,2.259999990463257,2.4600000381469727,68400.0,,,,,
2024-07-05,2.319999933242798,2.369999885559082,2.259999990463257,2.3299999237060547,44200.0,,,,,
2024-07-08,2.3399999141693115,2.390000104904175,2.259999990463257,2.259999990463257,47600.0,,,,,
2024-07-09,2.4200000762939453,2.450000047683716,2.259999990463257,2.3299999237060547,56200.0,,,,,
2024-07-10,2.5899999141693115,2.5899999141693115,2.430000066757202,2.440000057220459,97500.0,,,,,
2024-07-11,2.75,2.75,2.5899999141693115,2.609999895095825,61400.0,,,,,
2024-07-12,2.759999990463257,2.799999952316284,2.680000066757202,2.75,52100.0,,,,,
2024-07-15,2.799999952316284,2.880000114440918,2.7699999809265137,2.880000114440918,45800.0,,,,,
2024-07-16,2.940000057220459,3.119999885559082,2.819999933242798,2.8499999046325684,209500.0,,,,,
2024-07-17,2.880000114440918,3.0299999713897705,2.8299999237060547,2.900000095367432,46700.0,,,,,
