Date,Close,High,Low,Open,Volume,"('Close', 'MENS')","('High', 'MENS')","('Low', 'MENS')","('Open', 'MENS')","('Volume', 'MENS')"
2025-09-02,59.79999923706055,60.97999954223633,56.970001220703125,56.970001220703125,65200.0,,,,,
2025-09-03,57.119998931884766,61.0,47.74300003051758,60.40999984741211,174400.0,,,,,
2025-09-04,55.11000061035156,56.59999847412109,52.0,54.93000030517578,247200.0,,,,,
2025-09-05,52.310001373291016,56.5,51.58000183105469,54.0,134400.0,,,,,
2025-09-08,55.68000030517578,55.775001525878906,52.5,54.27999877929688,311200.0,,,,,
2025-09-09,54.09999847412109,56.0,48.86000061035156,56.0,379900.0,,,,,
2025-09-10,55.130001068115234,60.0,54.09999847412109,54.09999847412109,309800.0,,,,,
2025-09-11,64.41999816894531,64.54000091552734,54.959999084472656,54.959999084472656,347700.0,,,,,
2025-09-12,61.5,67.0,58.209999084472656,63.130001068115234,343200.0,,,,,
2025-09-15,51.81999969482422,65.80000305175781,51.369998931884766,60.75,407000.0,,,,,
2025-09-16,54.41999816894531,59.97999954223633,52.0099983215332,54.0,257900.0,,,,,
2025-09-17,53.709999084472656,58.77999877929688,53.0,53.43999862670898,116100.0,,,,,
2025-09-18,51.75,56.0,51.75,54.310001373291016,81000.0,,,,,
2025-09-19,65.62000274658203,67.0,49.20000076293945,51.0,454900.0,,,,,
2025-09-22,59.52999877929688,62.52000045776367,56.04499816894531,62.52000045776367,719500.0,,,,,
2025-09-23,62.0,64.5999984741211,55.11000061035156,55.11000061035156,464600.0,,,,,
2025-09-24,56.5,62.0,55.0,60.43999862670898,422300.0,,,,,
2025-09-25,59.25,60.0,54.5260009765625,54.75,290700.0,,,,,
2025-09-26,59.7400016784668,60.57500076293945,57.0,58.5,525000.0,,,,,
2025-09-29,50.0,59.61000061035156,48.0099983215332,58.5099983215332,576800.0,,,,,
2025-09-30,39.380001068115234,51.52299880981445,39.0,50.0,349300.0,,,,,
2025-10-01,47.86000061035156,52.209999084472656,37.5,39.709999084472656,396700.0,,,,,
2025-10-02,52.0,53.83000183105469,44.0,46.900001525878906,306500.0,,,,,
2025-10-03,48.0,52.5,45.70000076293945,51.70000076293945,458300.0,,,,,
2025-10-06,52.0099983215332,52.20000076293945,44.0,48.02999877929688,252800.0,,,,,
2025-10-07,55.11000061035156,56.650001525878906,49.45000076293945,52.720001220703125,297600.0,,,,,
2025-10-08,51.13999938964844,57.5,49.0,55.0,562200.0,,,,,
2025-10-09,54.060001373291016,55.619998931884766,49.58000183105469,50.20000076293945,331200.0,,,,,
2025-10-10,55.2400016784668,58.0,51.23500061035156,53.20000076293945,681700.0,,,,,
2025-10-13,55.70000076293945,60.79999923706055,53.470001220703125,53.470001220703125,452400.0,,,,,
2025-10-14,56.45000076293945,59.0,51.5,54.0,493300.0,,,,,
2025-10-15,58.220001220703125,59.4900016784668,53.0,56.0099983215332,670500.0,,,,,
2025-10-16,58.4900016784668,59.96500015258789,54.5,58.45000076293945,766300.0,,,,,
2025-10-17,59.0,59.209999084472656,55.380001068115234,57.5,294200.0,,,,,
2025-10-20,,,,,,59.0099983215332,62.0,57.0,59.25,371600.0
2025-10-21,,,,,,60.0,62.5,58.0,60.779998779296875,500100.0
2025-10-22,,,,,,60.5,61.0,57.279998779296875,60.59000015258789,298400.0
2025-10-23,,,,,,60.54999923706055,63.0,59.0099983215332,59.29999923706055,462100.0
2025-10-24,,,,,,60.79999923706055,61.220001220703125,58.349998474121094,61.0,332800.0
2025-10-27,,,,,,50.0,61.0,46.0099983215332,61.0,495500.0
2025-10-28,,,,,,40.189998626708984,50.0,36.79999923706055,48.619998931884766,302100.0
2025-10-29,,,,,,50.02000045776367,51.0,38.97999954223633,41.0,216400.0
2025-10-30,,,,,,45.0099983215332,52.0099983215332,45.0,48.099998474121094,253600.0
2025-10-31,,,,,,44.7599983215332,45.41999816894531,42.13999938964844,42.13999938964844,283800.0
2025-11-03,,,,,,42.72999954223633,45.0,41.5,44.189998626708984,256400.0
2025-11-04,,,,,,41.54999923706055,42.65999984741211,40.0,42.65999984741211,436200.0
2025-11-05,,,,,,40.93000030517578,43.779998779296875,40.02000045776367,42.5,807100.0
2025-11-06,,,,,,37.41999816894531,42.0,36.70000076293945,41.0099983215332,619200.0
2025-11-07,,,,,,38.869998931884766,40.93000030517578,34.2599983215332,37.599998474121094,368600.0
2025-11-10,,,,,,38.7400016784668,41.20000076293945,36.40999984741211,36.40999984741211,175300.0
2025-11-11,,,,,,40.65999984741211,40.83000183105469,36.79999923706055,38.7400016784668,751500.0
2025-11-12,,,,,,36.70000076293945,40.56999969482422,36.3650016784668,40.0,536900.0
2025-11-13,,,,,,38.2400016784668,38.72999954223633,33.970001220703125,36.40999984741211,233200.0
2025-11-14,,,,,,38.189998626708984,40.040000915527344,36.529998779296875,39.0,340100.0
2025-11-17,,,,,,30.719999313354492,40.25,29.0,40.25,185000.0
2025-11-18,,,,,,29.850000381469727,30.3799991607666,26.209999084472656,29.18000030517578,112300.0
2025-11-19,,,,,,29.170000076293945,30.670000076293945,28.3700008392334,28.3700008392334,265000.0
2025-11-20,,,,,,32.79999923706055,33.56999969482422,28.31999969482422,28.31999969482422,1057300.0
2025-11-21,,,,,,30.739999771118164,37.849998474121094,30.6200008392334,32.79999923706055,246900.0
2025-11-24,,,,,,35.400001525878906,35.43000030517578,30.809999465942383,30.809999465942383,75900.0
2025-11-25,,,,,,30.360000610351562,38.880001068115234,29.799999237060547,35.97999954223633,244300.0
2025-11-26,,,,,,30.010000228881836,34.0,29.770000457763672,33.0,93900.0
2025-11-28,,,,,,27.200000762939453,30.709999084472656,26.399999618530273,30.200000762939453,47300.0
2025-12-01,,,,,,29.75,31.31599998474121,24.75,26.90999984741211,81400.0
2025-12-02,,,,,,29.31999969482422,30.0,28.69499969482422,30.0,11000.0
2025-12-03,,,,,,29.25,30.454999923706055,27.649999618530273,29.010000228881836,35100.0
2025-12-04,,,,,,29.190000534057617,30.0,26.610000610351562,28.799999237060547,80600.0
2025-12-05,,,,,,29.200000762939453,30.0,26.219999313354492,28.100000381469727,132600.0
2025-12-08,,,,,,29.010000228881836,29.299999237060547,26.700000762939453,28.700000762939453,71900.0
2025-12-09,,,,,,28.5,28.979999542236328,27.399999618530273,28.43000030517578,74600.0
2025-12-10,,,,,,26.399999618530273,28.479999542236328,26.1200008392334,28.25,54700.0
2025-12-11,,,,,,26.639999389648438,27.719999313354492,24.6200008392334,25.40999984741211,70700.0
2025-12-12,,,,,,24.809999465942383,28.100000381469727,22.510000228881836,26.350000381469727,221400.0
2025-12-15,,,,,,22.389999389648438,26.3700008392334,21.5,23.6299991607666,237100.0
2025-12-16,,,,,,15.399999618530273,23.0,13.359999656677246,23.0,375600.0
2025-12-17,,,,,,2.9200000762939453,15.899999618530273,2.809999942779541,15.600000381469727,3238500.0
2025-12-18,,,,,,3.3299999237060547,3.940000057220459,2.6010000705718994,2.740000009536743,2795000.0
2025-12-19,,,,,,3.174999952316284,3.6600000858306885,2.819999933242798,3.3299999237060547,1160300.0
2025-12-22,,,,,,4.78000020980835,7.820000171661377,3.259999990463257,3.450000047683716,21537200.0
2025-12-23,,,,,,4.383900165557861,5.446100234985352,3.9010000228881836,4.800000190734863,1108114.0
