Date,Close,High,Low,Open,Volume,"('Close', 'NFE')","('High', 'NFE')","('Low', 'NFE')","('Open', 'NFE')","('Volume', 'NFE')"
2024-06-03,24.686447143554688,25.19930836518441,24.48919152519549,25.00205462799421,1254200.0,,,,,
2024-06-04,23.483190536499023,24.59768154801519,23.197171967947707,24.59768154801519,3537600.0,,,,,
2024-06-05,23.414152145385746,24.01578008292792,23.305661368145287,23.67058369448292,1989600.0,,,,,
2024-06-06,23.335250854492188,23.63113240555356,23.08868226821804,23.374702731257184,1251900.0,,,,,
2024-06-07,22.96046638488769,23.28593682869292,22.782936709872317,23.12813309116123,1374100.0,,,,,
2024-06-10,22.654720306396484,23.009779661270084,22.516642504465175,23.009779661270084,1337300.0,,,,,
2024-06-11,21.98405647277832,22.625134433035363,21.915015687128065,22.467330685315755,2056300.0,,,,,
2024-06-12,22.07281875610352,22.96046716119225,21.806526115745896,22.53636889679852,1991700.0,,,,,
2024-06-13,21.43174171447754,22.033369685123272,21.41201577549953,21.974193749358324,1860300.0,,,,,
2024-06-14,21.84789085388184,21.91725082743225,20.82733295418417,21.36238237822513,2480100.0,,,,,
2024-06-17,21.104766845703125,22.402760955616213,20.599443087337416,22.155052415690747,2582600.0,,,,,
2024-06-18,21.01559066772461,21.27320776435596,20.658891671506364,21.075042075316063,1989300.0,,,,,
2024-06-20,21.45155906677246,21.55559619942621,20.827334380983796,20.87687533276191,1543100.0,,,,,
2024-06-21,21.273208618164062,21.747818268914397,21.134492441282102,21.491193341682767,2680000.0,,,,,
2024-06-24,22.026241302490234,22.31358409488265,21.362382388543864,21.362382388543864,5610900.0,,,,,
2024-06-25,20.658891677856445,21.95787412931164,20.62916597405158,21.88752575379938,2866400.0,,,,,
2024-06-26,20.78769874572754,20.931370142283846,20.3220074039788,20.520173087974285,1438400.0,,,,,
2024-06-27,20.9165096282959,21.104766757145654,20.262559236826,20.76788299307133,1843700.0,,,,,
2024-06-28,21.778533935546875,22.29376814172347,21.10476641821843,22.145143398751877,3717700.0,,,,,
2024-07-01,20.21301651000977,22.184776263965343,20.024757490223863,21.89743533995482,2890600.0,,,,,
2024-07-02,19.79686546325684,20.45081583784854,19.588791203098623,20.361640614961843,2803700.0,,,,,
2024-07-03,20.173383712768555,20.50035890365936,19.8067742491074,19.8067742491074,1534800.0,,,,,
2024-07-05,19.757232666015625,20.15851927071525,19.222181339928014,20.11393166020795,2469100.0,,,,,
2024-07-08,19.549156188964844,19.77704757664294,19.35099050440974,19.70768949255535,1860000.0,,,,,
2024-07-09,19.12309837341309,19.677966859113685,19.05374028516705,19.420349752866876,2256300.0,,,,,
2024-07-10,19.370805740356445,19.40548478238305,18.85061822009134,19.142914352791323,1612400.0,,,,,
2024-07-11,20.391366958618164,20.431001232195552,19.598700385732265,19.777048947231957,1947300.0,,,,,
2024-07-12,21.01559066772461,21.09485921117988,20.01484987486104,20.55980788205337,2077400.0,,,,,
2024-07-15,21.055225372314453,21.342568178648843,20.74806731957497,21.104766323126388,1688400.0,,,,,
2024-07-16,22.055967330932617,22.115416847872947,21.154308449562365,21.154308449562365,2555200.0,,,,,
2024-07-17,23.938552856445312,24.017819512664023,22.422575930163,22.422575930163,5267800.0,,,,,
2024-07-18,23.99800109863281,25.64278554501225,23.933598243166514,24.11690202156439,4599400.0,,,,,
2024-07-19,25.365354537963867,25.731962113982437,24.295253734933908,25.018562208584516,3500600.0,,,,,
