Date,Close,High,Low,Open,Volume,"('Close', 'IBN')","('High', 'IBN')","('Low', 'IBN')","('Open', 'IBN')","('Volume', 'IBN')"
2024-06-03,27.85861587524414,27.907802410923114,27.08148737426125,27.13067203366574,6929400.0,,,,,
2024-06-04,25.350160598754883,25.65510961340653,24.72058607899971,25.635434999229144,11344000.0,,,,,
2024-06-05,26.235498428344727,26.44207625492424,25.851852821111613,26.343706933471825,7754400.0,,,,,
2024-06-06,26.03875541687012,26.373216355464404,26.028918109702698,26.245335114836937,4327800.0,,,,,
2024-06-07,26.24533462524414,26.32403120484096,26.18631265961514,26.32403120484096,3665400.0,,,,,
2024-06-10,26.24533462524414,26.31419389785705,26.11745151072777,26.21582270429241,3401500.0,,,,,
2024-06-11,25.96989631652832,26.16663870864254,25.88136242770437,26.06826751258543,6984300.0,,,,,
2024-06-12,26.019081115722656,26.23549623158134,26.00924380914621,26.07810307890696,8576500.0,,,,,
2024-06-13,25.61576271057129,25.910874423309867,25.537064252481525,25.901037116048645,7808600.0,,,,,
2024-06-14,25.832176208496094,25.871523558779096,25.53706263813881,25.576411864696205,11818900.0,,,,,
2024-06-17,25.920711517333984,25.95022156260037,25.743643740637683,25.832177628985832,5252500.0,,,,,
2024-06-18,26.55028343200684,26.64865462481326,26.156800537055577,26.255171729862003,7631000.0,,,,,
2024-06-20,27.32741355895996,27.386435523632283,26.87490682640703,27.17985583286752,8426200.0,,,,,
2024-06-21,27.24871635437012,27.35692297440334,27.01262474855817,27.209367127976662,8143900.0,,,,,
2024-06-24,27.681547164916992,27.75040643626862,27.386435465903045,27.474969350862114,7840300.0,,,,,
2024-06-25,28.320959091186523,28.370143749135547,28.02584551466909,28.202913285324662,6478700.0,,,,,
2024-06-26,28.42916679382324,28.4685160226967,28.16356512775089,28.42916679382324,4916300.0,,,,,
2024-06-27,28.53737449645996,28.694767654989825,28.478352531079874,28.557049110344806,3274300.0,,,,,
2024-06-28,28.340633392333984,28.478353819484138,28.15373018079552,28.42916728254675,5988700.0,,,,,
2024-07-01,28.340633392333984,28.576723140809843,28.33079608494651,28.52753848014699,2502500.0,,,,,
2024-07-02,28.212751388549805,28.311122583499078,27.88812775860936,28.10454288647816,5920900.0,,,,,
2024-07-03,28.379981994628903,28.40949203986457,28.19307691094688,28.26193618486276,2031100.0,,,,,
2024-07-05,28.7537899017334,29.019391562954446,28.52753746866708,28.891510324000496,7044000.0,,,,,
2024-07-08,28.66525650024414,28.842324277391004,28.62590914769734,28.75379038881757,3991600.0,,,,,
2024-07-09,28.90134620666504,29.01939201670053,28.861998854169546,28.92102082105004,6897800.0,,,,,
2024-07-10,28.97020530700684,29.00955265671801,28.77346292962784,28.852159505324565,3556100.0,,,,,
2024-07-11,28.83248519897461,29.088249541777696,28.802975155445967,29.019390271845012,3687700.0,,,,,
2024-07-12,28.704605102539062,28.89151018281173,28.56688655721944,28.852160954849293,3270400.0,,,,,
2024-07-15,28.694766998291016,28.773463575754924,28.645582340978976,28.773463575754924,4898100.0,,,,,
2024-07-16,29.13743782043457,29.17678517292156,28.822649619166167,28.86199884792765,7632500.0,,,,,
2024-07-17,28.822650909423828,29.058742540012496,28.773466247544697,29.029230617120263,3872100.0,,,,,
2024-07-18,28.98004150390625,29.06857538844156,28.92101953964085,28.93085684639749,5151000.0,,,,,
2024-07-19,28.87183380126953,29.12759813854388,28.87183380126953,28.88167110765789,4027000.0,,,,,
2024-07-22,28.881671905517575,29.088249716556856,28.74395148855033,29.068575103236626,3183300.0,,,,,
2024-07-23,28.635746002197266,28.812813776544846,28.46851553489949,28.576722159898424,3815100.0,,,,,
2024-07-24,28.153728485107425,28.47835210424409,28.10454195113252,28.46851479744911,8535500.0,,,,,
2024-07-25,27.83894157409668,28.14389246991284,27.829106143124747,27.93731277028659,6883900.0,,,,,
2024-07-26,28.29144859313965,28.38981979025821,28.173402781342475,28.222589318039017,4750400.0,,,,,
2024-07-29,28.31112098693848,28.557048022305743,28.291446373803247,28.399654869772643,4829400.0,,,,,
2024-07-30,28.40949058532715,28.54721100238225,28.252097431213656,28.252097431213656,6613800.0,,,,,
2024-07-31,28.635746002197266,28.7439526271962,28.49802557977444,28.635746002197266,4114200.0,,,,,
2024-08-01,28.320959091186523,28.41932840708457,28.124216706841565,28.41932840708457,5492200.0,,,,,
2024-08-02,27.65203857421875,27.88812832109408,27.583179299247764,27.730735156510526,5252400.0,,,,,
2024-08-05,27.366762161254883,27.376599468529125,26.815886087818903,26.983116558932,8653700.0,,,,,
2024-08-06,27.386436462402344,27.53399231727837,27.10116018353746,27.35692454091734,7200800.0,,,,,
2024-08-07,27.32741355895996,27.720896450566144,27.24871698063873,27.671709916443856,3726400.0,,,,,
