Date,Close,High,Low,Open,Volume,"('Close', 'NXL')","('High', 'NXL')","('Low', 'NXL')","('Open', 'NXL')","('Volume', 'NXL')"
2024-06-03,0.7200000286102295,0.75,0.699999988079071,0.7300000190734863,41200.0,,,,,
2024-06-04,0.7099999785423279,0.7900000214576721,0.6209999918937683,0.75,72900.0,,,,,
2024-06-05,0.6850000023841858,0.7490000128746033,0.6510000228881836,0.7099999785423279,21000.0,,,,,
2024-06-06,0.7440000176429749,0.7440000176429749,0.6830000281333923,0.6830000281333923,24200.0,,,,,
2024-06-07,0.7200000286102295,0.75,0.7009999752044678,0.7440000176429749,19500.0,,,,,
2024-06-10,0.6600000262260437,0.7200000286102295,0.6600000262260437,0.7020000219345093,37200.0,,,,,
2024-06-11,0.6150000095367432,0.6589999794960022,0.6150000095367432,0.6499999761581421,21600.0,,,,,
2024-06-12,0.6129999756813049,0.6499999761581421,0.5299999713897705,0.6039999723434448,73700.0,,,,,
2024-06-13,1.3799999952316284,1.5,0.5699999928474426,0.6370000243186951,8957200.0,,,,,
2024-06-14,0.8989999890327454,1.4500000476837158,0.8009999990463257,1.0099999904632568,3929500.0,,,,,
2024-06-17,0.7549999952316284,0.9449999928474426,0.6759999990463257,0.8899999856948853,440800.0,,,,,
2024-06-18,1.0399999618530271,1.2000000476837158,0.7099999785423279,0.7319999933242798,9745100.0,,,,,
2024-06-20,1.100000023841858,1.350000023841858,1.0,1.2699999809265137,11046700.0,,,,,
2024-06-21,1.6399999856948853,2.720000028610229,1.0299999713897705,1.100000023841858,54544800.0,,,,,
2024-06-24,2.309999942779541,3.130000114440918,1.7699999809265137,1.7999999523162842,33406500.0,,,,,
2024-06-25,2.259999990463257,2.4600000381469727,1.830000042915344,2.200000047683716,3241600.0,,,,,
2024-06-26,2.7300000190734863,4.050000190734863,2.0999999046325684,2.130000114440918,20354100.0,,,,,
2024-06-27,2.9600000381469727,3.5999999046325684,2.365000009536743,2.650000095367432,8073500.0,,,,,
2024-06-28,1.690000057220459,2.220000028610229,1.649999976158142,2.049999952316284,4512900.0,,,,,
2024-07-01,1.659999966621399,1.899999976158142,1.600000023841858,1.659999966621399,1298700.0,,,,,
2024-07-02,1.5099999904632568,1.7200000286102295,1.440000057220459,1.6399999856948853,960200.0,,,,,
2024-07-03,1.399999976158142,1.559999942779541,1.350000023841858,1.5399999618530271,455000.0,,,,,
2024-07-05,1.2899999618530271,1.4600000381469729,1.2599999904632568,1.4299999475479126,595400.0,,,,,
2024-07-08,1.4800000190734863,1.600000023841858,1.2000000476837158,1.2400000095367432,2710300.0,,,,,
2024-07-09,1.6100000143051147,1.649999976158142,1.5099999904632568,1.5499999523162842,1410300.0,,,,,
2024-07-10,1.4500000476837158,1.6399999856948853,1.409999966621399,1.5099999904632568,700600.0,,,,,
2024-07-11,1.3899999856948853,1.5099999904632568,1.3600000143051147,1.4700000286102295,428100.0,,,,,
2024-07-12,1.4199999570846558,1.5199999809265137,1.350000023841858,1.350000023841858,338800.0,,,,,
2024-07-15,1.4299999475479126,1.4900000095367432,1.3899999856948853,1.4299999475479126,154700.0,,,,,
2024-07-16,1.4299999475479126,1.4800000190734863,1.3899999856948853,1.4299999475479126,209200.0,,,,,
2024-07-17,1.350000023841858,1.4600000381469729,1.3309999704360962,1.4299999475479126,177100.0,,,,,
2024-07-18,1.25,1.409999966621399,1.2300000190734863,1.409999966621399,281200.0,,,,,
2024-07-19,1.2400000095367432,1.3070000410079956,1.2200000286102295,1.2400000095367432,116400.0,,,,,
2024-07-22,1.340000033378601,1.3799999952316284,1.2100000381469729,1.2400000095367432,320500.0,,,,,
2024-07-23,1.2400000095367432,1.340000033378601,1.2400000095367432,1.340000033378601,169400.0,,,,,
2024-07-24,1.1799999475479126,1.2799999713897705,1.159999966621399,1.2300000190734863,190400.0,,,,,
2024-07-25,1.1699999570846558,1.2400000095367432,1.1100000143051147,1.2200000286102295,144600.0,,,,,
2024-07-26,1.2400000095367432,1.2999999523162842,1.1299999952316284,1.149999976158142,258100.0,,,,,
2024-07-29,1.190000057220459,1.2999999523162842,1.159000039100647,1.2999999523162842,103400.0,,,,,
2024-07-30,1.1100000143051147,1.2000000476837158,1.100000023841858,1.1799999475479126,146200.0,,,,,
2024-07-31,1.149999976158142,1.187999963760376,1.100000023841858,1.1100000143051147,107900.0,,,,,
2024-08-01,1.1399999856948853,1.187999963760376,1.1100000143051147,1.1100000143051147,67100.0,,,,,
2024-08-02,1.090000033378601,1.190000057220459,1.0800000429153442,1.1100000143051147,90400.0,,,,,
2024-08-05,1.0299999713897705,1.0800000429153442,0.949999988079071,1.0499999523162842,139900.0,,,,,
2024-08-06,1.0499999523162842,1.1100000143051147,1.0399999618530271,1.0700000524520874,28000.0,,,,,
2024-08-07,1.0399999618530271,1.1200000047683716,1.0,1.1100000143051147,365300.0,,,,,
2024-08-08,0.9070000052452089,1.059000015258789,0.8949999809265137,1.0399999618530271,224900.0,,,,,
2024-08-09,0.9480000138282776,0.9900000095367432,0.8799999952316284,0.8799999952316284,69400.0,,,,,
2024-08-12,0.9210000038146972,0.9700000286102296,0.9200000166893004,0.9399999976158142,142400.0,,,,,
2024-08-13,0.959999978542328,0.9769999980926514,0.9210000038146972,0.9210000038146972,110400.0,,,,,
