Date,Close,High,Low,Open,Volume,"('Close', 'SY')","('High', 'SY')","('Low', 'SY')","('Open', 'SY')","('Volume', 'SY')"
2024-06-03,1.0442209243774414,1.073227032350697,1.0055459984864068,1.0316515878703587,44800.0,,,,,
2024-06-04,1.0828956365585327,1.121570443673475,1.0732269347797971,1.0732269347797971,50900.0,,,,,
2024-06-05,1.1119017601013184,1.1409078659124787,1.063558250416051,1.082895654290158,91000.0,,,,,
2024-06-06,1.1505767107009888,1.179582817207731,1.111901786765311,1.111901786765311,207200.0,,,,,
2024-06-07,1.1505767107009888,1.198920221545559,1.121570488934225,1.198920221545559,87800.0,,,,,
2024-06-10,1.1215704679489136,1.1699140931489649,1.1119017659609072,1.150576689172952,50800.0,,,,,
2024-06-11,1.1312391757965088,1.1602453971707936,1.0925643676441557,1.0925643676441557,51200.0,,,,,
2024-06-12,1.1215704679489136,1.1215704679489136,1.0828956599968882,1.102233063972901,42900.0,,,,,
2024-06-13,1.0635582208633425,1.1022330275369132,1.0635582208633425,1.084829341481803,40900.0,,,,,
2024-06-14,1.068392634391785,1.082895687745426,1.0538895810381432,1.0732269855096652,57900.0,,,,,
2024-06-17,1.0345522165298462,1.063558324357592,1.029717865225222,1.0403533689393794,32300.0,,,,,
2024-06-18,0.9958772659301758,1.0538895953950531,0.9958772659301758,1.0538895953950531,24100.0,,,,,
2024-06-20,1.035519003868103,1.0538896077374644,0.9958772775931876,0.9958772775931876,96800.0,,,,,
2024-06-21,1.005545973777771,1.0538896011386405,0.995877271357602,1.0345521962983024,19500.0,,,,,
2024-06-24,1.0345522165298462,1.0538896217483436,0.9968442071977603,1.0538896217483436,41500.0,,,,,
2024-06-25,0.9958772659301758,1.0258502893733596,0.9862085635627004,1.0248833730326026,60700.0,,,,,
2024-06-26,0.9958772659301758,1.0538895953950531,0.9862085635627004,0.9958772659301758,39300.0,,,,,
2024-06-27,1.005545973777771,1.01521467619794,0.9668711640970952,0.9775067828632908,46300.0,,,,,
2024-06-28,1.0297178030014038,1.053889558063874,0.9668711245789616,0.9765398266039498,112900.0,,,,,
2024-07-01,0.9862085580825806,1.0393865360682233,0.9862085580825806,1.0345521849113488,40300.0,,,,,
2024-07-02,0.959136128425598,0.9949104176978324,0.8605152767432483,0.8701839786524969,206900.0,,,,,
2024-07-03,0.9717054963111876,0.9949104508219716,0.9591361603586828,0.9668711451956106,25900.0,,,,,
2024-07-05,0.9765398502349854,0.9958772547529025,0.9378650411991516,0.9378650411991516,71900.0,,,,,
2024-07-08,0.9765398502349854,0.9862085524939438,0.9523680945875892,0.9572024457170684,27900.0,,,,,
2024-07-09,1.0152146816253662,1.0538896067728265,0.9475337643223553,0.9475337643223553,160800.0,,,,,
2024-07-10,0.9958772659301758,1.015214670665127,0.9862085635627004,1.0055459682976513,23100.0,,,,,
2024-07-11,0.9862085580825806,1.0055459627100785,0.9862085580825806,0.9968441767317138,31100.0,,,,,
2024-07-12,0.9862085580825806,1.0055459627100785,0.9765398557688316,1.0055459627100785,33800.0,,,,,
2024-07-15,0.981374204158783,0.995877257588516,0.9185275816665952,0.9185275816665952,39900.0,,,,,
2024-07-16,0.9281962513923644,0.986208520706263,0.8991901455504201,0.986208520706263,103700.0,,,,,
2024-07-17,0.9349644184112548,0.9862085640354444,0.9088588874285498,0.9281962921727704,206600.0,,,,,
2024-07-18,0.9378650188446044,0.947533720873104,0.9281962591860952,0.9378650188446044,27700.0,,,,,
2024-07-19,0.9378650188446044,0.963003632592701,0.9378650188446044,0.9378650188446044,6500.0,,,,,
2024-07-22,0.9281962513923644,0.9639704831754352,0.9185275494450498,0.9378650109696888,22800.0,,,,,
2024-07-23,0.918527603149414,0.9475337683172972,0.8846871443552322,0.9281963056620376,60000.0,,,,,
2024-07-24,0.9088588953018188,0.954301831422408,0.9088588953018188,0.9088588953018188,18500.0,,,,,
2024-07-25,0.9088588953018188,0.93303065144149,0.9088588953018188,0.9088588953018188,55000.0,,,,,
