Date,Close,High,Low,Open,Volume,"('Close', 'AEP')","('High', 'AEP')","('Low', 'AEP')","('Open', 'AEP')","('Volume', 'AEP')"
2024-06-03,86.10594940185547,86.54565474252352,85.7140338393938,86.18242179835664,2913800.0,,,,,
2024-06-04,86.39270782470703,86.98535794380129,85.6566810817108,85.8860909727629,2149000.0,,,,,
2024-06-05,85.0257797241211,86.14416824237449,84.82504519335963,86.02945967073607,2326600.0,,,,,
2024-06-06,84.78681945800781,86.26844102993905,84.71990793950303,85.15005966658397,2421300.0,,,,,
2024-06-07,84.40447235107422,85.1596135081798,83.86917290857807,83.8978482319101,1740900.0,,,,,
2024-06-10,84.64344024658203,84.97799782884826,83.51549804579278,84.00299311160572,2214700.0,,,,,
2024-06-11,84.50961303710938,84.92063569443157,83.66843139434552,84.12725840792653,2670100.0,,,,,
2024-06-12,84.0794677734375,85.48461694976167,83.52505388337067,85.48461694976167,1864500.0,,,,,
2024-06-13,84.02210998535156,84.50961231571847,83.26696160468374,83.79270012692334,2099500.0,,,,,
2024-06-14,84.11770629882812,84.18461781894439,83.1809377243917,83.53461706946837,1401600.0,,,,,
2024-06-17,83.87873840332031,84.69123754467672,83.05667838939013,83.54418079132756,1856000.0,,,,,
2024-06-18,83.68755340576172,84.28019615473188,83.27652345431079,83.71622872680118,1826000.0,,,,,
2024-06-20,84.00299072265625,84.6625522895156,83.42946241325201,83.51549567070711,3058200.0,,,,,
2024-06-21,83.20960998535156,84.73902117824508,83.13313760250493,83.63019350539238,5915000.0,,,,,
2024-06-24,84.25152587890625,84.5574081429909,83.31476463575072,83.68755841720362,3737300.0,,,,,
2024-06-25,83.05667114257812,84.356672572445,82.87505104356768,84.01255411790328,1702000.0,,,,,
2024-06-26,83.31475830078125,83.48681022423871,82.13901910750008,82.68387207687236,1693700.0,,,,,
2024-06-27,84.40447235107422,84.4618229977383,83.00887674457404,83.00887674457404,3586100.0,,,,,
2024-06-28,83.86917114257812,84.83461500034304,83.68755833436317,84.72946728846723,3685900.0,,,,,
2024-07-01,83.4294662475586,84.92064137910366,83.19049549992337,84.32799859236573,1427400.0,,,,,
2024-07-02,83.75447082519531,84.19417612869218,83.26696845472354,83.64932311209732,2007300.0,,,,,
2024-07-03,83.69711303710938,84.75814374914982,83.62064793974362,83.85005781745794,1154400.0,,,,,
2024-07-05,83.98387145996094,84.5765214783088,83.44857937423235,83.821373118623,1260600.0,,,,,
2024-07-08,83.2669677734375,84.03167708192824,83.1618200611998,84.02211621004977,2059000.0,,,,,
2024-07-09,83.82137298583984,83.96474958514166,82.99931311674023,83.14269700884972,1994500.0,,,,,
2024-07-10,84.35667419433594,84.40447126114451,83.64932282098171,84.11770344591005,1845500.0,,,,,
2024-07-11,86.83240509033203,86.96623541489313,84.70079016112037,84.7868161274722,2690700.0,,,,,
2024-07-12,86.94711303710938,87.75005851457509,86.62211633174084,87.22431997023396,2431800.0,,,,,
2024-07-15,86.92799377441406,86.94710822369183,85.87651674394188,85.93387467739078,2678900.0,,,,,
2024-07-16,87.7978515625,87.95079634212668,87.15741170663237,87.53976636289059,1853300.0,,,,,
2024-07-17,89.3941650390625,90.0250512496574,87.96034069804618,88.01769863079608,3277600.0,,,,,
