Date,Close,High,Low,Open,Volume,"('Close', 'AIRO')","('High', 'AIRO')","('Low', 'AIRO')","('Open', 'AIRO')","('Volume', 'AIRO')"
2025-06-13,24.0,39.06999969482422,12.899999618530272,12.899999618530272,14713400.0,,,,,
2025-06-16,31.0,37.92499923706055,28.600000381469727,34.97999954223633,11880800.0,,,,,
2025-06-17,29.76000022888184,32.970001220703125,28.270000457763672,32.220001220703125,4026900.0,,,,,
2025-06-18,26.26000022888184,29.49399948120117,26.0,29.0,2770900.0,,,,,
2025-06-20,22.239999771118164,25.5,20.399999618530277,25.1200008392334,3072900.0,,,,,
2025-06-23,26.899999618530277,28.549999237060547,20.280000686645508,21.399999618530277,4818900.0,,,,,
2025-06-24,24.270000457763672,27.149999618530277,23.5,26.76000022888184,2256000.0,,,,,
2025-06-25,21.899999618530277,25.729999542236328,21.61000061035156,24.90999984741211,2425900.0,,,,,
2025-06-26,25.26000022888184,26.5,22.51000022888184,22.51000022888184,2398100.0,,,,,
2025-06-27,23.32999992370605,27.52300071716309,22.799999237060547,25.0,1644400.0,,,,,
2025-06-30,24.06999969482422,25.479999542236328,22.5310001373291,24.020000457763672,1213800.0,,,,,
2025-07-01,22.2450008392334,23.82999992370605,22.097999572753903,23.799999237060547,1783600.0,,,,,
2025-07-02,21.6200008392334,22.424999237060547,20.81999969482422,22.424999237060547,983700.0,,,,,
2025-07-03,21.899999618530277,22.569000244140625,20.899999618530277,22.5,788700.0,,,,,
2025-07-07,21.290000915527344,22.825000762939453,20.600000381469727,22.5,677800.0,,,,,
2025-07-08,21.670000076293945,21.944000244140625,20.850000381469727,21.290000915527344,581400.0,,,,,
2025-07-09,21.479999542236328,22.194000244140625,20.809999465942383,21.63999938964844,763700.0,,,,,
2025-07-10,22.200000762939453,22.96999931335449,20.8700008392334,21.43000030517578,1268500.0,,,,,
2025-07-11,28.799999237060547,29.200000762939453,24.18000030517578,24.46500015258789,4332200.0,,,,,
2025-07-14,28.280000686645508,28.899999618530277,25.81100082397461,28.81999969482422,1941700.0,,,,,
2025-07-15,27.459999084472656,28.700000762939453,25.84000015258789,28.0,1618600.0,,,,,
2025-07-16,26.049999237060547,27.15999984741211,24.75,27.100000381469727,1953300.0,,,,,
2025-07-17,26.290000915527344,27.399999618530277,25.26000022888184,25.899999618530277,1310000.0,,,,,
2025-07-18,24.96999931335449,27.309999465942383,24.26000022888184,26.270000457763672,1388300.0,,,,,
2025-07-21,22.88999938964844,25.36000061035156,22.38999938964844,24.950000762939453,1587200.0,,,,,
2025-07-22,23.84000015258789,24.0,22.25,23.26000022888184,662700.0,,,,,
2025-07-23,23.100000381469727,24.01000022888184,22.81999969482422,24.01000022888184,690800.0,,,,,
2025-07-24,23.46999931335449,23.90999984741211,22.799999237060547,23.11000061035156,573700.0,,,,,
