Date,Close,High,Low,Open,Volume,"('Close', 'PDO')","('High', 'PDO')","('Low', 'PDO')","('Open', 'PDO')","('Volume', 'PDO')"
2024-06-03,11.35722827911377,11.374268771672575,11.301848303368464,11.35722827911377,620800.0,,,,,
2024-06-04,11.314626693725586,11.374267598997085,11.297587015458962,11.357227108195136,404400.0,,,,,
2024-06-05,11.391307830810549,11.391307830810549,11.320591253109656,11.365747905900896,339300.0,,,,,
2024-06-06,11.374269485473633,11.399829413380468,11.318888693717458,11.382788919752272,280200.0,,,,,
2024-06-07,11.374269485473633,11.39556928997342,11.297588889217671,11.35722899184544,438700.0,,,,,
2024-06-10,11.365747451782228,11.382787130196052,11.28906686758168,11.365747451782228,314500.0,,,,,
2024-06-11,11.348708152770996,11.37426889187934,11.297588299625144,11.348708152770996,222800.0,,,,,
2024-06-12,11.34018898010254,11.459469181880175,11.318888363688366,11.44242950128427,329700.0,,,,,
2024-06-13,11.38148021697998,11.385781706440374,11.316099710287585,11.32126100538492,242100.0,,,,,
2024-06-14,11.32126235961914,11.355673458993277,11.286851260245008,11.34707047904341,254800.0,,,,,
2024-06-17,11.269644737243652,11.390083160054738,11.218027684306598,11.338466927542909,363900.0,,,,,
2024-06-18,11.304055213928224,11.312657371926072,11.193939387303958,11.209424092125266,537100.0,,,,,
2024-06-20,11.32986545562744,11.364276555354069,11.226632156447565,11.31265949555146,517100.0,,,,,
2024-06-21,11.372880935668944,11.372880935668944,11.329866850608251,11.355674973474494,314300.0,,,,,
2024-06-24,11.38148021697998,11.390083195900768,11.329863984305709,11.38148021697998,302300.0,,,,,
2024-06-25,11.364277839660645,11.390085962265925,11.32986673604513,11.381482981255688,228000.0,,,,,
2024-06-26,11.364277839660645,11.37288082067088,11.32986673604513,11.347071877640174,292100.0,,,,,
2024-06-27,11.347071647644045,11.390085731397932,11.334167996815664,11.390085731397932,217900.0,,,,,
2024-06-28,11.433097839355469,11.437399329030043,11.34706968671454,11.39868674238415,420700.0,,,,,
2024-07-01,11.458908081054688,11.476114042942358,11.424496977704765,11.458908081054688,415200.0,,,,,
2024-07-02,11.48471450805664,11.48471450805664,11.433097454126225,11.48471450805664,264400.0,,,,,
2024-07-03,11.467510223388672,11.484716184018083,11.441702102869913,11.441702102869913,144200.0,,,,,
2024-07-05,11.48471450805664,11.51052262480923,11.450303412244777,11.476111528997365,398300.0,,,,,
2024-07-08,11.501919746398926,11.510522725533482,11.431377122431098,11.458905671151385,494500.0,,,,,
2024-07-09,11.48471450805664,11.519125603868504,11.48471450805664,11.519125603868504,396700.0,,,,,
2024-07-10,11.424494743347168,11.49331693658704,11.415892584511129,11.49331693658704,416500.0,,,,,
2024-07-11,11.500936508178713,11.518309921989204,11.397567512600148,11.440131216661907,500800.0,,,,,
2024-07-12,11.53568172454834,11.540025077706211,11.509622434011014,11.526995846642505,374000.0,,,,,
2024-07-15,11.49224853515625,11.561741354332144,11.466189245721464,11.553054648383924,704700.0,,,,,
