Date,Close,High,Low,Open,Volume,"('Close', 'AIG')","('High', 'AIG')","('Low', 'AIG')","('Open', 'AIG')","('Volume', 'AIG')"
2024-06-03,75.82738494873047,76.54383161747322,74.71398340718002,76.26306028010268,3435700.0,,,,,
2024-06-04,74.21054077148438,75.67248562295221,73.96849726432792,75.39171426826093,4187600.0,,,,,
2024-06-05,73.48441314697266,74.65590288140343,73.28109747933577,74.33640366658179,4693400.0,,,,,
2024-06-06,73.21331024169922,74.14275626458263,73.00999461668538,73.64898552578882,4163500.0,,,,,
2024-06-07,73.60057830810547,74.25893687059812,73.35853482757994,73.35853482757994,4543600.0,,,,,
2024-06-10,73.60057830810547,73.89103343936843,73.02935923962403,73.30044675595968,4630500.0,,,,,
2024-06-11,71.84818267822266,73.30044349680396,71.41250738728047,73.16489974466282,4068900.0,,,,,
2024-06-12,72.30323028564453,72.67113372444362,71.56741602146535,72.4581342753459,4089200.0,,,,,
2024-06-13,71.75137329101562,72.29354834887286,71.19951442524489,72.13864435516273,4322200.0,,,,,
2024-06-14,71.46908569335938,71.90713277213369,71.11865100100657,71.16732537420371,3298200.0,,,,,
2024-06-17,72.01420593261719,72.04340758403627,70.95316556217111,71.47881756771326,3451200.0,,,,,
2024-06-18,72.16020202636719,72.38409369395126,71.58588317415595,71.8973797812306,3919300.0,,,,,
2024-06-20,72.8902816772461,72.91949075392698,71.94606281120734,72.26728838803879,4748000.0,,,,,
2024-06-21,72.90001678466797,73.41593239718614,72.21862020712807,72.74427217837273,14037800.0,,,,,
2024-06-24,73.9902572631836,74.40883156010548,72.86107732668157,73.04603100547617,4085800.0,,,,,
2024-06-25,72.53011322021484,74.36015495601819,72.30622154069346,74.0875963386289,5295900.0,,,,,
2024-06-26,72.5106430053711,72.72479833404118,71.02129948992163,71.69296712499319,6713300.0,,,,,
2024-06-27,72.97789001464844,73.05576602815539,71.96552411905434,72.3159587531702,3531400.0,,,,,
2024-06-28,72.26728057861328,73.09469275517908,71.66376007241152,72.52037389583677,9261700.0,,,,,
2024-07-01,72.5106430053711,73.33805524432462,71.97526211036144,73.05576768562194,5714800.0,,,,,
2024-07-02,73.32832336425781,73.43540102428781,71.91684849416474,72.13100381422474,3778700.0,,,,,
2024-07-03,73.15310668945312,73.72742557402742,72.80267205841393,73.41592894939984,2341200.0,,,,,
2024-07-05,71.91685485839844,73.06550014582454,71.65403257748987,73.00709684488174,3485200.0,,,,,
2024-07-08,72.82213592529297,73.11416725434093,72.07259973984553,72.07259973984553,5067800.0,,,,,
2024-07-09,73.7371597290039,74.50616862265802,72.69559222527798,72.77346823577425,4763000.0,,,,,
2024-07-10,73.94158935546875,74.10707033165146,73.43541006753748,73.65929434668674,3280600.0,,,,,
2024-07-11,74.91500854492188,74.99288455750462,73.99025503216394,74.05839468650753,4117800.0,,,,,
2024-07-12,75.0902328491211,75.6742881445236,74.68139488500594,75.05129483920545,3491200.0,,,,,
2024-07-15,75.5574722290039,75.80082919098344,75.0123475840375,75.0123475840375,4072700.0,,,,,
2024-07-16,76.20966339111328,76.36540797732509,75.54773218971738,75.56719747799458,3874200.0,,,,,
